candidate,office,district,party,county,precinct,total votes 
Jeff Becker,U.S. Senate,,,Morgan,Precinct 18,6
Jesse Johnson ,U.S. Senate,,,Morgan,Precinct 18,2
John R. Bartlett,U.S. Senate,,,Morgan,Precinct 18,0
"Charles G. ""Bud"" Railey",U.S. Senate,,,Morgan,Precinct 18,0
Shelly Moore Capito,U.S. House,2,,Morgan,Precinct 18,162
Virginia Lynch Graf,U.S. House,2,,Morgan,Precinct 18,76
Phil Hudok,U.S. House,2,,Morgan,Precinct 18,7
Jeremy Donald Bauserman,State Senate,15,,Morgan,Precinct 18,104
Walt Helmick,State Senate,15,,Morgan,Precinct 18,125
Daryl E Cowles,House of Delegates,51,,Morgan,Precinct 18,141
"Alton (Wolfe) E. Wolfe, Jr.",House of Delegates,51,,Morgan,Precinct 18,103
Larry D. Kump,House of Delegates,52,,Morgan,Precinct 18,0
Mike Roberts,House of Delegates,52,,Morgan,Precinct 18,0
John R. Raese,U.S. Senate,,,Morgan,Precinct 21,271
Joe Manchin III,U.S. Senate,,,Morgan,Precinct 21,201
Jeff Becker,U.S. Senate,,,Morgan,Precinct 21,13
Jesse Johnson ,U.S. Senate,,,Morgan,Precinct 21,6
John R. Bartlett,U.S. Senate,,,Morgan,Precinct 21,0
"Charles G. ""Bud"" Railey",U.S. Senate,,,Morgan,Precinct 21,0
Shelly Moore Capito,U.S. House,2,,Morgan,Precinct 21,335
Virginia Lynch Graf,U.S. House,2,,Morgan,Precinct 21,132
Phil Hudok,U.S. House,2,,Morgan,Precinct 21,11
Jeremy Donald Bauserman,State Senate,15,,Morgan,Precinct 21,239
Walt Helmick,State Senate,15,,Morgan,Precinct 21,226
Daryl E Cowles,House of Delegates,51,,Morgan,Precinct 21,0
"Alton (Wolfe) E. Wolfe, Jr.",House of Delegates,51,,Morgan,Precinct 21,0
Larry D. Kump,House of Delegates,52,,Morgan,Precinct 21,245
Mike Roberts,House of Delegates,52,,Morgan,Precinct 21,219
John R. Raese,U.S. Senate,,,Morgan,Precinct 23,329
Joe Manchin III,U.S. Senate,,,Morgan,Precinct 23,203
Jeff Becker,U.S. Senate,,,Morgan,Precinct 23,15
Jesse Johnson ,U.S. Senate,,,Morgan,Precinct 23,7
John R. Bartlett,U.S. Senate,,,Morgan,Precinct 23,0
"Charles G. ""Bud"" Railey",U.S. Senate,,,Morgan,Precinct 23,0
Shelly Moore Capito,U.S. House,2,,Morgan,Precinct 23,392
Virginia Lynch Graf,U.S. House,2,,Morgan,Precinct 23,144
Phil Hudok,U.S. House,2,,Morgan,Precinct 23,11
Jeremy Donald Bauserman,State Senate,15,,Morgan,Precinct 23,342
Walt Helmick,State Senate,15,,Morgan,Precinct 23,186
Daryl E Cowles,House of Delegates,51,,Morgan,Precinct 23,397
"Alton (Wolfe) E. Wolfe, Jr.",House of Delegates,51,,Morgan,Precinct 23,142
Larry D. Kump,House of Delegates,52,,Morgan,Precinct 23,0
Mike Roberts,House of Delegates,52,,Morgan,Precinct 23,0
John R. Raese,U.S. Senate,,,Morgan,Precinct 24,350
Joe Manchin III,U.S. Senate,,,Morgan,Precinct 24,274
Jeff Becker,U.S. Senate,,,Morgan,Precinct 24,18
Jesse Johnson ,U.S. Senate,,,Morgan,Precinct 24,9
John R. Bartlett,U.S. Senate,,,Morgan,Precinct 24,0
"Charles G. ""Bud"" Railey",U.S. Senate,,,Morgan,Precinct 24,0
Shelly Moore Capito,U.S. House,2,,Morgan,Precinct 24,426
Virginia Lynch Graf,U.S. House,2,,Morgan,Precinct 24,185
Phil Hudok,U.S. House,2,,Morgan,Precinct 24,12
Jeremy Donald Bauserman,State Senate,15,,Morgan,Precinct 24,309
Walt Helmick,State Senate,15,,Morgan,Precinct 24,290
Daryl E Cowles,House of Delegates,51,,Morgan,Precinct 24,0
"Alton (Wolfe) E. Wolfe, Jr.",House of Delegates,51,,Morgan,Precinct 24,0
Larry D. Kump,House of Delegates,52,,Morgan,Precinct 24,316
Mike Roberts,House of Delegates,52,,Morgan,Precinct 24,289
John R. Raese,U.S. Senate,,,Morgan,Precinct 25,219
Joe Manchin III,U.S. Senate,,,Morgan,Precinct 25,175
Jeff Becker,U.S. Senate,,,Morgan,Precinct 25,15
Jesse Johnson ,U.S. Senate,,,Morgan,Precinct 25,9
John R. Bartlett,U.S. Senate,,,Morgan,Precinct 25,0
"Charles G. ""Bud"" Railey",U.S. Senate,,,Morgan,Precinct 25,0
Shelly Moore Capito,U.S. House,2,,Morgan,Precinct 25,265
Virginia Lynch Graf,U.S. House,2,,Morgan,Precinct 25,128
Phil Hudok,U.S. House,2,,Morgan,Precinct 25,12
Jeremy Donald Bauserman,State Senate,15,,Morgan,Precinct 25,198
Walt Helmick,State Senate,15,,Morgan,Precinct 25,193
Daryl E Cowles,House of Delegates,51,,Morgan,Precinct 25,0
"Alton (Wolfe) E. Wolfe, Jr.",House of Delegates,51,,Morgan,Precinct 25,0
Larry D. Kump,House of Delegates,52,,Morgan,Precinct 25,209
Mike Roberts,House of Delegates,52,,Morgan,Precinct 25,181
John R. Raese,U.S. Senate,,,Morgan,TOTAL ,3125
Joe Manchin III,U.S. Senate,,,Morgan,TOTAL ,2215
Jeff Becker,U.S. Senate,,,Morgan,TOTAL ,160
Jesse Johnson ,U.S. Senate,,,Morgan,TOTAL ,87
John R. Bartlett,U.S. Senate,,,Morgan,TOTAL ,0
"Charles G. ""Bud"" Railey",U.S. Senate,,,Morgan,TOTAL ,0
Shelly Moore Capito,U.S. House,2,,Morgan,TOTAL ,3852
Virginia Lynch Graf,U.S. House,2,,Morgan,TOTAL ,1467
Phil Hudok,U.S. House,2,,Morgan,TOTAL ,105
Jeremy Donald Bauserman,State Senate,15,,Morgan,TOTAL ,2761
Walt Helmick,State Senate,15,,Morgan,TOTAL ,2334
Daryl E Cowles,House of Delegates,51,,Morgan,TOTAL ,2924
"Alton (Wolfe) E. Wolfe, Jr.",House of Delegates,51,,Morgan,TOTAL ,973
Larry D. Kump,House of Delegates,52,,Morgan,TOTAL ,770
Mike Roberts,House of Delegates,52,,Morgan,TOTAL ,689
