candidate,office,district,party,county,precinct,total votes
Mac Warner,U.S. Senate,,REP,Tucker,Precinct 3,2
Jesse Johnson,U.S. Senate,,MTN,Tucker,Precinct 3,0
,Registered Voters,,,Tucker,Precinct 4,441
,Registered Voters,,DEM,Tucker,Precinct 4,0
,Registered Voters,,REP,Tucker,Precinct 4,0
,Registered Voters,,MTN,Tucker,Precinct 4,0
,Ballots Cast,,,Tucker,Precinct 4,94
,Ballots Cast,,DEM,Tucker,Precinct 4,58
,Ballots Cast,,REP,Tucker,Precinct 4,36
,Ballots Cast,,MTN,Tucker,Precinct 4,0
Ken Hechler,U.S. Senate,,DEM,Tucker,Precinct 4,8
Sheirl Fletcher,U.S. Senate,,DEM,Tucker,Precinct 4,2
Joe Manchin III,U.S. Senate,,DEM,Tucker,Precinct 4,48
Thomas Ressler,U.S. Senate,,REP,Tucker,Precinct 4,1
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Tucker,Precinct 4,0
Frank Kubic,U.S. Senate,,REP,Tucker,Precinct 4,0
John R. Raese,U.S. Senate,,REP,Tucker,Precinct 4,27
Daniel Rebich,U.S. Senate,,REP,Tucker,Precinct 4,1
Kenneth A. Culp,U.S. Senate,,REP,Tucker,Precinct 4,1
Albert Howard,U.S. Senate,,REP,Tucker,Precinct 4,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Tucker,Precinct 4,1
Scott H. Williams,U.S. Senate,,REP,Tucker,Precinct 4,1
Mac Warner,U.S. Senate,,REP,Tucker,Precinct 4,4
Jesse Johnson,U.S. Senate,,MTN,Tucker,Precinct 4,0
,Registered Voters,,,Tucker,Precinct 5,703
,Registered Voters,,DEM,Tucker,Precinct 5,0
,Registered Voters,,REP,Tucker,Precinct 5,0
,Registered Voters,,MTN,Tucker,Precinct 5,0
,Ballots Cast,,,Tucker,Precinct 5,148
,Ballots Cast,,DEM,Tucker,Precinct 5,82
,Ballots Cast,,REP,Tucker,Precinct 5,66
,Ballots Cast,,MTN,Tucker,Precinct 5,0
Ken Hechler,U.S. Senate,,DEM,Tucker,Precinct 5,15
Sheirl Fletcher,U.S. Senate,,DEM,Tucker,Precinct 5,6
Joe Manchin III,U.S. Senate,,DEM,Tucker,Precinct 5,60
Thomas Ressler,U.S. Senate,,REP,Tucker,Precinct 5,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Tucker,Precinct 5,0
Frank Kubic,U.S. Senate,,REP,Tucker,Precinct 5,1
John R. Raese,U.S. Senate,,REP,Tucker,Precinct 5,48
Daniel Rebich,U.S. Senate,,REP,Tucker,Precinct 5,0
Kenneth A. Culp,U.S. Senate,,REP,Tucker,Precinct 5,3
Albert Howard,U.S. Senate,,REP,Tucker,Precinct 5,2
Lynette Kennedy McQuain,U.S. Senate,,REP,Tucker,Precinct 5,1
Scott H. Williams,U.S. Senate,,REP,Tucker,Precinct 5,3
Mac Warner,U.S. Senate,,REP,Tucker,Precinct 5,5
Jesse Johnson,U.S. Senate,,MTN,Tucker,Precinct 5,0
,Registered Voters,,,Tucker,Precinct 10,263
,Registered Voters,,DEM,Tucker,Precinct 10,0
,Registered Voters,,REP,Tucker,Precinct 10,0
,Registered Voters,,MTN,Tucker,Precinct 10,0
,Ballots Cast,,,Tucker,Precinct 10,45
,Ballots Cast,,DEM,Tucker,Precinct 10,29
,Ballots Cast,,REP,Tucker,Precinct 10,16
,Ballots Cast,,MTN,Tucker,Precinct 10,0
Ken Hechler,U.S. Senate,,DEM,Tucker,Precinct 10,2
Sheirl Fletcher,U.S. Senate,,DEM,Tucker,Precinct 10,3
Joe Manchin III,U.S. Senate,,DEM,Tucker,Precinct 10,24
Thomas Ressler,U.S. Senate,,REP,Tucker,Precinct 10,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Tucker,Precinct 10,0
Frank Kubic,U.S. Senate,,REP,Tucker,Precinct 10,0
John R. Raese,U.S. Senate,,REP,Tucker,Precinct 10,14
Daniel Rebich,U.S. Senate,,REP,Tucker,Precinct 10,0
Kenneth A. Culp,U.S. Senate,,REP,Tucker,Precinct 10,1
Albert Howard,U.S. Senate,,REP,Tucker,Precinct 10,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Tucker,Precinct 10,0
Scott H. Williams,U.S. Senate,,REP,Tucker,Precinct 10,0
Mac Warner,U.S. Senate,,REP,Tucker,Precinct 10,1
Jesse Johnson,U.S. Senate,,MTN,Tucker,Precinct 10,0
,Registered Voters,,,Tucker,Precinct 12,485
,Registered Voters,,DEM,Tucker,Precinct 12,0
,Registered Voters,,REP,Tucker,Precinct 12,0
,Registered Voters,,MTN,Tucker,Precinct 12,0
,Ballots Cast,,,Tucker,Precinct 12,87
,Ballots Cast,,DEM,Tucker,Precinct 12,69
,Ballots Cast,,REP,Tucker,Precinct 12,18
,Ballots Cast,,MTN,Tucker,Precinct 12,0
Ken Hechler,U.S. Senate,,DEM,Tucker,Precinct 12,10
Sheirl Fletcher,U.S. Senate,,DEM,Tucker,Precinct 12,9
Joe Manchin III,U.S. Senate,,DEM,Tucker,Precinct 12,49
Thomas Ressler,U.S. Senate,,REP,Tucker,Precinct 12,1
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Tucker,Precinct 12,0
Frank Kubic,U.S. Senate,,REP,Tucker,Precinct 12,0
John R. Raese,U.S. Senate,,REP,Tucker,Precinct 12,14
Daniel Rebich,U.S. Senate,,REP,Tucker,Precinct 12,0
Kenneth A. Culp,U.S. Senate,,REP,Tucker,Precinct 12,0
Albert Howard,U.S. Senate,,REP,Tucker,Precinct 12,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Tucker,Precinct 12,1
Scott H. Williams,U.S. Senate,,REP,Tucker,Precinct 12,1
Mac Warner,U.S. Senate,,REP,Tucker,Precinct 12,2
Jesse Johnson,U.S. Senate,,MTN,Tucker,Precinct 12,0
,Registered Voters,,,Tucker,Precinct 14,203
,Registered Voters,,DEM,Tucker,Precinct 14,0
,Registered Voters,,REP,Tucker,Precinct 14,0
,Registered Voters,,MTN,Tucker,Precinct 14,0
,Ballots Cast,,,Tucker,Precinct 14,37
,Ballots Cast,,DEM,Tucker,Precinct 14,19
,Ballots Cast,,REP,Tucker,Precinct 14,18
,Ballots Cast,,MTN,Tucker,Precinct 14,0
Ken Hechler,U.S. Senate,,DEM,Tucker,Precinct 14,2
Sheirl Fletcher,U.S. Senate,,DEM,Tucker,Precinct 14,3
Joe Manchin III,U.S. Senate,,DEM,Tucker,Precinct 14,13
Thomas Ressler,U.S. Senate,,REP,Tucker,Precinct 14,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Tucker,Precinct 14,0
Frank Kubic,U.S. Senate,,REP,Tucker,Precinct 14,1
John R. Raese,U.S. Senate,,REP,Tucker,Precinct 14,10
Daniel Rebich,U.S. Senate,,REP,Tucker,Precinct 14,0
Kenneth A. Culp,U.S. Senate,,REP,Tucker,Precinct 14,1
Albert Howard,U.S. Senate,,REP,Tucker,Precinct 14,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Tucker,Precinct 14,1
Scott H. Williams,U.S. Senate,,REP,Tucker,Precinct 14,0
Mac Warner,U.S. Senate,,REP,Tucker,Precinct 14,5
Jesse Johnson,U.S. Senate,,MTN,Tucker,Precinct 14,0
,Registered Voters,,,Tucker,Precinct 15,445
,Registered Voters,,DEM,Tucker,Precinct 15,0
,Registered Voters,,REP,Tucker,Precinct 15,0
,Registered Voters,,MTN,Tucker,Precinct 15,0
,Ballots Cast,,,Tucker,Precinct 15,105
,Ballots Cast,,DEM,Tucker,Precinct 15,63
,Ballots Cast,,REP,Tucker,Precinct 15,42
,Ballots Cast,,MTN,Tucker,Precinct 15,0
Ken Hechler,U.S. Senate,,DEM,Tucker,Precinct 15,13
Sheirl Fletcher,U.S. Senate,,DEM,Tucker,Precinct 15,9
Joe Manchin III,U.S. Senate,,DEM,Tucker,Precinct 15,41
Thomas Ressler,U.S. Senate,,REP,Tucker,Precinct 15,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Tucker,Precinct 15,0
Frank Kubic,U.S. Senate,,REP,Tucker,Precinct 15,0
John R. Raese,U.S. Senate,,REP,Tucker,Precinct 15,30
Daniel Rebich,U.S. Senate,,REP,Tucker,Precinct 15,1
Kenneth A. Culp,U.S. Senate,,REP,Tucker,Precinct 15,1
Albert Howard,U.S. Senate,,REP,Tucker,Precinct 15,1
Lynette Kennedy McQuain,U.S. Senate,,REP,Tucker,Precinct 15,0
Scott H. Williams,U.S. Senate,,REP,Tucker,Precinct 15,1
Mac Warner,U.S. Senate,,REP,Tucker,Precinct 15,8
Jesse Johnson,U.S. Senate,,MTN,Tucker,Precinct 15,0
,Registered Voters,,,Tucker,Precinct 16,578
,Registered Voters,,DEM,Tucker,Precinct 16,0
,Registered Voters,,REP,Tucker,Precinct 16,0
,Registered Voters,,MTN,Tucker,Precinct 16,0
,Ballots Cast,,,Tucker,Precinct 16,94
,Ballots Cast,,DEM,Tucker,Precinct 16,74
,Ballots Cast,,REP,Tucker,Precinct 16,20
,Ballots Cast,,MTN,Tucker,Precinct 16,0
Ken Hechler,U.S. Senate,,DEM,Tucker,Precinct 16,15
Sheirl Fletcher,U.S. Senate,,DEM,Tucker,Precinct 16,6
Joe Manchin III,U.S. Senate,,DEM,Tucker,Precinct 16,51
Thomas Ressler,U.S. Senate,,REP,Tucker,Precinct 16,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Tucker,Precinct 16,0
Frank Kubic,U.S. Senate,,REP,Tucker,Precinct 16,0
John R. Raese,U.S. Senate,,REP,Tucker,Precinct 16,17
Daniel Rebich,U.S. Senate,,REP,Tucker,Precinct 16,0
Kenneth A. Culp,U.S. Senate,,REP,Tucker,Precinct 16,0
Albert Howard,U.S. Senate,,REP,Tucker,Precinct 16,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Tucker,Precinct 16,0
Scott H. Williams,U.S. Senate,,REP,Tucker,Precinct 16,0
Mac Warner,U.S. Senate,,REP,Tucker,Precinct 16,2
Jesse Johnson,U.S. Senate,,MTN,Tucker,Precinct 16,0
