candidate,office,district,party,county,precinct,total votes 
,Registered Voters,,,Ohio,Precinct 4,1342
,Ballots Cast,,,Ohio,Precinct 4,648
,Straight Party Ticket,,REP,Ohio,Precinct 4,53
,Straight Party Ticket,,DEM,Ohio,Precinct 4,84
,Straight Party Ticket,,MTN,Ohio,Precinct 4,1
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 4,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 4,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 4,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 4,235
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 4,257
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 4,310
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 4,345
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 4,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 4,
,Registered Voters,,,Ohio,Precinct 5,1162
,Ballots Cast,,,Ohio,Precinct 5,554
,Straight Party Ticket,,REP,Ohio,Precinct 5,45
,Straight Party Ticket,,DEM,Ohio,Precinct 5,77
,Straight Party Ticket,,MTN,Ohio,Precinct 5,0
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 5,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 5,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 5,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 5,208
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 5,219
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 5,255
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 5,303
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 5,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 5,
,Registered Voters,,,Ohio,Precinct 10,504
,Ballots Cast,,,Ohio,Precinct 10,293
,Straight Party Ticket,,REP,Ohio,Precinct 10,29
,Straight Party Ticket,,DEM,Ohio,Precinct 10,18
,Straight Party Ticket,,MTN,Ohio,Precinct 10,0
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 10,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 10,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 10,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 10,130
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 10,158
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 10,106
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 10,123
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 10,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 10,
,Registered Voters,,,Ohio,Precinct 11A,445
,Ballots Cast,,,Ohio,Precinct 11A,188
,Straight Party Ticket,,REP,Ohio,Precinct 11A,10
,Straight Party Ticket,,DEM,Ohio,Precinct 11A,15
,Straight Party Ticket,,MTN,Ohio,Precinct 11A,0
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 11A,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 11A,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 11A,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 11A,67
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 11A,85
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 11A,75
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 11A,116
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 11A,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 11A,
,Registered Voters,,,Ohio,Precinct 12A,808
,Ballots Cast,,,Ohio,Precinct 12A,355
,Straight Party Ticket,,REP,Ohio,Precinct 12A,45
,Straight Party Ticket,,DEM,Ohio,Precinct 12A,30
,Straight Party Ticket,,MTN,Ohio,Precinct 12A,2
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 12A,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 12A,213
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 12A,171
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 12A,
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 12A,
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 12A,
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 12A,
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 12A,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 12A,
,Registered Voters,,,Ohio,Precinct 13A,946
,Ballots Cast,,,Ohio,Precinct 13A,541
,Straight Party Ticket,,REP,Ohio,Precinct 13A,71
,Straight Party Ticket,,DEM,Ohio,Precinct 13A,60
,Straight Party Ticket,,MTN,Ohio,Precinct 13A,3
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 13A,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 13A,326
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 13A,272
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 13A,
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 13A,
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 13A,
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 13A,
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 13A,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 13A,
,Registered Voters,,,Ohio,Precinct 14A,501
,Ballots Cast,,,Ohio,Precinct 14A,234
,Straight Party Ticket,,REP,Ohio,Precinct 14A,37
,Straight Party Ticket,,DEM,Ohio,Precinct 14A,17
,Straight Party Ticket,,MTN,Ohio,Precinct 14A,1
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 14A,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 14A,112
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 14A,109
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 14A,
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 14A,
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 14A,
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 14A,
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 14A,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 14A,
,Registered Voters,,,Ohio,Precinct 16,952
,Ballots Cast,,,Ohio,Precinct 16,514
,Straight Party Ticket,,REP,Ohio,Precinct 16,80
,Straight Party Ticket,,DEM,Ohio,Precinct 16,33
,Straight Party Ticket,,MTN,Ohio,Precinct 16,3
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 16,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 16,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 16,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 16,285
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 16,325
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 16,184
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 16,126
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 16,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 16,
,Registered Voters,,,Ohio,Precinct 20,753
,Ballots Cast,,,Ohio,Precinct 20,324
,Straight Party Ticket,,REP,Ohio,Precinct 20,26
,Straight Party Ticket,,DEM,Ohio,Precinct 20,34
,Straight Party Ticket,,MTN,Ohio,Precinct 20,1
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 20,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 20,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 20,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 20,137
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 20,159
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 20,169
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 20,112
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 20,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 20,
,Registered Voters,,,Ohio,Precinct 24,659
,Ballots Cast,,,Ohio,Precinct 24,179
,Straight Party Ticket,,REP,Ohio,Precinct 24,16
,Straight Party Ticket,,DEM,Ohio,Precinct 24,53
,Straight Party Ticket,,MTN,Ohio,Precinct 24,1
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 24,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 24,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 24,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 24,55
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 24,61
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 24,99
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 24,84
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 24,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 24,
,Registered Voters,,,Ohio,Precinct 28,1229
,Ballots Cast,,,Ohio,Precinct 28,269
,Straight Party Ticket,,REP,Ohio,Precinct 28,17
,Straight Party Ticket,,DEM,Ohio,Precinct 28,78
,Straight Party Ticket,,MTN,Ohio,Precinct 28,1
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 28,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 28,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 28,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 28,62
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 28,62
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 28,174
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 28,164
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 28,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 28,
,Registered Voters,,,Ohio,Precinct 31,273
,Ballots Cast,,,Ohio,Precinct 31,76
,Straight Party Ticket,,REP,Ohio,Precinct 31,3
,Straight Party Ticket,,DEM,Ohio,Precinct 31,9
,Straight Party Ticket,,MTN,Ohio,Precinct 31,1
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 31,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 31,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 31,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 31,27
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 31,26
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 31,35
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 31,40
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 31,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 31,
,Registered Voters,,,Ohio,Precinct 36,538
,Ballots Cast,,,Ohio,Precinct 36,149
,Straight Party Ticket,,REP,Ohio,Precinct 36,18
,Straight Party Ticket,,DEM,Ohio,Precinct 36,33
,Straight Party Ticket,,MTN,Ohio,Precinct 36,1
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 36,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 36,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 36,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 36,60
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 36,62
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 36,74
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 36,60
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 36,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 36,
,Registered Voters,,,Ohio,Precinct 60,836
,Ballots Cast,,,Ohio,Precinct 60,281
,Straight Party Ticket,,REP,Ohio,Precinct 60,41
,Straight Party Ticket,,DEM,Ohio,Precinct 60,50
,Straight Party Ticket,,MTN,Ohio,Precinct 60,0
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 60,169
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 60,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 60,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 60,102
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 60,116
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 60,143
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 60,142
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 60,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 60,
,Registered Voters,,,Ohio,Precinct 69,1202
,Ballots Cast,,,Ohio,Precinct 69,318
,Straight Party Ticket,,REP,Ohio,Precinct 69,30
,Straight Party Ticket,,DEM,Ohio,Precinct 69,61
,Straight Party Ticket,,MTN,Ohio,Precinct 69,2
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 69,196
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 69,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 69,
Dolph Santorine,House of Delegates ,3,REP,Ohio,Precinct 69,118
Erikka Storch,House of Delegates ,3,REP,Ohio,Precinct 69,117
Ryan Ferns,House of Delegates ,3,DEM,Ohio,Precinct 69,163
Shawn Lucas Fluharty ,House of Delegates ,3,DEM,Ohio,Precinct 69,151
Michael T. Ferro,House of Delegates ,4,DEM,Ohio,Precinct 69,
Scott G. Varner ,House of Delegates ,4,DEM,Ohio,Precinct 69,
,Registered Voters,,,Ohio,Precinct 77,520
,Ballots Cast,,,Ohio,Precinct 77,132
,Straight Party Ticket,,REP,Ohio,Precinct 77,21
,Straight Party Ticket,,DEM,Ohio,Precinct 77,36
,Straight Party Ticket,,MTN,Ohio,Precinct 77,0
Larry J. Edgell ,State Senate,2,DEM,Ohio,Precinct 77,
Tim Ennis,House of Delegates ,2,DEM,Ohio,Precinct 77,
Roy E. Givens ,House of Delegates ,2,DEM,Ohio,Precinct 77,
