candidate,office,district,party,county,precinct,total votes
,Registered Voters,,DEM,Jefferson,Precinct 6,259
,Registered Voters,,REP,Jefferson,Precinct 6,96
,Ballots Cast,,DEM,Jefferson,Precinct 6,27
,Ballots Cast,,REP,Jefferson,Precinct 6,6
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 6,18
John Unger,State Senate,16,DEM,Jefferson,Precinct 6,20
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 6,3
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 6,21
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 6,6
Craig Blair,State Senate,16,REP,Jefferson,Precinct 6,5
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 6,6
,Registered Voters,,DEM,Jefferson,Precinct 7,653
,Registered Voters,,REP,Jefferson,Precinct 7,269
,Ballots Cast,,DEM,Jefferson,Precinct 7,89
,Ballots Cast,,REP,Jefferson,Precinct 7,16
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 7,66
John Unger,State Senate,16,DEM,Jefferson,Precinct 7,60
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 7,24
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 7,72
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 7,15
Craig Blair,State Senate,16,REP,Jefferson,Precinct 7,15
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 7,13
,Registered Voters,,DEM,Jefferson,Precinct 12,580
,Registered Voters,,REP,Jefferson,Precinct 12,522
,Ballots Cast,,DEM,Jefferson,Precinct 12,80
,Ballots Cast,,REP,Jefferson,Precinct 12,63
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 12,54
John Unger,State Senate,16,DEM,Jefferson,Precinct 12,48
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 12,21
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 12,35
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 12,38
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 12,60
Craig Blair,State Senate,16,REP,Jefferson,Precinct 12,51
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 12,38
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 12,17
,Registered Voters,,DEM,Jefferson,Precinct 13A,316
,Registered Voters,,REP,Jefferson,Precinct 13A,306
,Ballots Cast,,DEM,Jefferson,Precinct 13A,78
,Ballots Cast,,REP,Jefferson,Precinct 13A,54
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 13A,55
John Unger,State Senate,16,DEM,Jefferson,Precinct 13A,48
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 13A,21
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 13A,40
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 13A,35
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 13A,50
Craig Blair,State Senate,16,REP,Jefferson,Precinct 13A,44
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 13A,46
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 13A,5
,Registered Voters,,DEM,Jefferson,Precinct 13B,312
,Registered Voters,,REP,Jefferson,Precinct 13B,277
,Ballots Cast,,DEM,Jefferson,Precinct 13B,71
,Ballots Cast,,REP,Jefferson,Precinct 13B,47
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 13B,60
John Unger,State Senate,16,DEM,Jefferson,Precinct 13B,48
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 13B,17
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 13B,27
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 13B,42
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 13B,42
Craig Blair,State Senate,16,REP,Jefferson,Precinct 13B,34
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 13B,40
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 13B,3
,Registered Voters,,DEM,Jefferson,Precinct 14,127
,Registered Voters,,REP,Jefferson,Precinct 14,52
,Ballots Cast,,DEM,Jefferson,Precinct 14,61
,Ballots Cast,,REP,Jefferson,Precinct 14,9
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 14,42
John Unger,State Senate,16,DEM,Jefferson,Precinct 14,45
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 14,8
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 14,9
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 14,43
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 14,9
Craig Blair,State Senate,16,REP,Jefferson,Precinct 14,5
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 14,8
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 14,1
,Registered Voters,,DEM,Jefferson,Precinct 15,351
,Registered Voters,,REP,Jefferson,Precinct 15,210
,Ballots Cast,,DEM,Jefferson,Precinct 15,64
,Ballots Cast,,REP,Jefferson,Precinct 15,25
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 15,46
John Unger,State Senate,16,DEM,Jefferson,Precinct 15,45
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 15,12
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 15,22
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 15,39
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 15,25
Craig Blair,State Senate,16,REP,Jefferson,Precinct 15,19
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 15,21
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 15,3
,Registered Voters,,DEM,Jefferson,Precinct 16,356
,Registered Voters,,REP,Jefferson,Precinct 16,309
,Ballots Cast,,DEM,Jefferson,Precinct 16,75
,Ballots Cast,,REP,Jefferson,Precinct 16,23
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 16,47
John Unger,State Senate,16,DEM,Jefferson,Precinct 16,46
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 16,18
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 16,49
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 16,21
Craig Blair,State Senate,16,REP,Jefferson,Precinct 16,20
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 16,21
,Registered Voters,,DEM,Jefferson,Precinct 17,402
,Registered Voters,,REP,Jefferson,Precinct 17,369
,Ballots Cast,,DEM,Jefferson,Precinct 17,83
,Ballots Cast,,REP,Jefferson,Precinct 17,56
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 17,68
John Unger,State Senate,16,DEM,Jefferson,Precinct 17,49
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 17,26
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 17,40
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 17,37
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 17,51
Craig Blair,State Senate,16,REP,Jefferson,Precinct 17,44
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 17,52
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 17,3
,Registered Voters,,DEM,Jefferson,Precinct 19,187
,Registered Voters,,REP,Jefferson,Precinct 19,211
,Ballots Cast,,DEM,Jefferson,Precinct 19,50
,Ballots Cast,,REP,Jefferson,Precinct 19,41
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 19,33
John Unger,State Senate,16,DEM,Jefferson,Precinct 19,37
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 19,9
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 19,39
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 19,39
Craig Blair,State Senate,16,REP,Jefferson,Precinct 19,33
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 19,35
,Registered Voters,,DEM,Jefferson,Precinct 20,304
,Registered Voters,,REP,Jefferson,Precinct 20,293
,Ballots Cast,,DEM,Jefferson,Precinct 20,65
,Ballots Cast,,REP,Jefferson,Precinct 20,36
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 20,43
John Unger,State Senate,16,DEM,Jefferson,Precinct 20,38
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 20,20
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 20,53
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 20,34
Craig Blair,State Senate,16,REP,Jefferson,Precinct 20,29
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 20,30
,Registered Voters,,DEM,Jefferson,Precinct 21A,423
,Registered Voters,,REP,Jefferson,Precinct 21A,391
,Ballots Cast,,DEM,Jefferson,Precinct 21A,62
,Ballots Cast,,REP,Jefferson,Precinct 21A,26
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 21A,48
John Unger,State Senate,16,DEM,Jefferson,Precinct 21A,44
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 21A,13
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 21A,43
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 21A,25
Craig Blair,State Senate,16,REP,Jefferson,Precinct 21A,22
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 21A,23
,Registered Voters,,DEM,Jefferson,Precinct 21B,371
,Registered Voters,,REP,Jefferson,Precinct 21B,416
,Ballots Cast,,DEM,Jefferson,Precinct 21B,52
,Ballots Cast,,REP,Jefferson,Precinct 21B,56
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 21B,39
John Unger,State Senate,16,DEM,Jefferson,Precinct 21B,32
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 21B,12
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 21B,38
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 21B,53
Craig Blair,State Senate,16,REP,Jefferson,Precinct 21B,46
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 21B,45
,Registered Voters,,DEM,Jefferson,Precinct 22A,313
,Registered Voters,,REP,Jefferson,Precinct 22A,320
,Ballots Cast,,DEM,Jefferson,Precinct 22A,55
,Ballots Cast,,REP,Jefferson,Precinct 22A,36
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 22A,45
John Unger,State Senate,16,DEM,Jefferson,Precinct 22A,40
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 22A,11
Terry L. Walker,House of Delegates,56,DEM,Jefferson,Precinct 22A,41
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 22A,35
Craig Blair,State Senate,16,REP,Jefferson,Precinct 22A,31
Eric L. Householder,House of Delegates,56,REP,Jefferson,Precinct 22A,30
,Registered Voters,,DEM,Jefferson,Precinct 22B,306
,Registered Voters,,REP,Jefferson,Precinct 22B,292
,Ballots Cast,,DEM,Jefferson,Precinct 22B,51
,Ballots Cast,,REP,Jefferson,Precinct 22B,27
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 22B,42
John Unger,State Senate,16,DEM,Jefferson,Precinct 22B,33
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 22B,11
Terry L. Walker,House of Delegates,56,DEM,Jefferson,Precinct 22B,40
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 22B,26
Craig Blair,State Senate,16,REP,Jefferson,Precinct 22B,23
Eric L. Householder,House of Delegates,56,REP,Jefferson,Precinct 22B,26
,Registered Voters,,DEM,Jefferson,Precinct 23A,391
,Registered Voters,,REP,Jefferson,Precinct 23A,350
,Ballots Cast,,DEM,Jefferson,Precinct 23A,104
,Ballots Cast,,REP,Jefferson,Precinct 23A,58
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 23A,76
John Unger,State Senate,16,DEM,Jefferson,Precinct 23A,65
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 23A,29
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 23A,88
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 23A,55
Craig Blair,State Senate,16,REP,Jefferson,Precinct 23A,43
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 23A,48
,Registered Voters,,DEM,Jefferson,Precinct 23B,438
,Registered Voters,,REP,Jefferson,Precinct 23B,433
,Ballots Cast,,DEM,Jefferson,Precinct 23B,100
,Ballots Cast,,REP,Jefferson,Precinct 23B,61
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 23B,69
John Unger,State Senate,16,DEM,Jefferson,Precinct 23B,63
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 23B,30
Tiffany Lawrence,House of Delegates,58,DEM,Jefferson,Precinct 23B,83
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 23B,54
Craig Blair,State Senate,16,REP,Jefferson,Precinct 23B,40
Blake Thompson,House of Delegates,58,REP,Jefferson,Precinct 23B,43
,Registered Voters,,DEM,Jefferson,Precinct 25A,322
,Registered Voters,,REP,Jefferson,Precinct 25A,278
,Ballots Cast,,DEM,Jefferson,Precinct 25A,80
,Ballots Cast,,REP,Jefferson,Precinct 25A,39
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 25A,54
John Unger,State Senate,16,DEM,Jefferson,Precinct 25A,55
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 25A,16
Terry L. Walker,House of Delegates,56,DEM,Jefferson,Precinct 25A,59
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 25A,35
Craig Blair,State Senate,16,REP,Jefferson,Precinct 25A,26
Eric L. Householder,House of Delegates,56,REP,Jefferson,Precinct 25A,28
,Registered Voters,,DEM,Jefferson,Precinct 25B,315
,Registered Voters,,REP,Jefferson,Precinct 25B,256
,Ballots Cast,,DEM,Jefferson,Precinct 25B,68
,Ballots Cast,,REP,Jefferson,Precinct 25B,28
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 25B,42
John Unger,State Senate,16,DEM,Jefferson,Precinct 25B,49
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 25B,13
Terry L. Walker,House of Delegates,56,DEM,Jefferson,Precinct 25B,52
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 25B,26
Craig Blair,State Senate,16,REP,Jefferson,Precinct 25B,22
Eric L. Householder,House of Delegates,56,REP,Jefferson,Precinct 25B,23
,Registered Voters,,DEM,Jefferson,Precinct 26,526
,Registered Voters,,REP,Jefferson,Precinct 26,434
,Ballots Cast,,DEM,Jefferson,Precinct 26,129
,Ballots Cast,,REP,Jefferson,Precinct 26,48
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 26,96
John Unger,State Senate,16,DEM,Jefferson,Precinct 26,89
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 26,29
Terry L. Walker,House of Delegates,56,DEM,Jefferson,Precinct 26,109
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 26,45
Craig Blair,State Senate,16,REP,Jefferson,Precinct 26,39
Eric L. Householder,House of Delegates,56,REP,Jefferson,Precinct 26,38
,Registered Voters,,DEM,Jefferson,Precinct 27,640
,Registered Voters,,REP,Jefferson,Precinct 27,414
,Ballots Cast,,DEM,Jefferson,Precinct 27,115
,Ballots Cast,,REP,Jefferson,Precinct 27,40
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 27,85
John Unger,State Senate,16,DEM,Jefferson,Precinct 27,83
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 27,25
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 27,38
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 27,74
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 27,36
Craig Blair,State Senate,16,REP,Jefferson,Precinct 27,32
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 27,16
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 27,20
,Registered Voters,,DEM,Jefferson,Precinct 28,501
,Registered Voters,,REP,Jefferson,Precinct 28,295
,Ballots Cast,,DEM,Jefferson,Precinct 28,105
,Ballots Cast,,REP,Jefferson,Precinct 28,52
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 28,83
John Unger,State Senate,16,DEM,Jefferson,Precinct 28,74
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 28,25
Terry L. Walker,House of Delegates,56,DEM,Jefferson,Precinct 28,92
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 28,50
Craig Blair,State Senate,16,REP,Jefferson,Precinct 28,37
Eric L. Householder,House of Delegates,56,REP,Jefferson,Precinct 28,34
,Registered Voters,,DEM,Jefferson,Precinct 31,569
,Registered Voters,,REP,Jefferson,Precinct 31,377
,Ballots Cast,,DEM,Jefferson,Precinct 31,198
,Ballots Cast,,REP,Jefferson,Precinct 31,61
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 31,152
John Unger,State Senate,16,DEM,Jefferson,Precinct 31,132
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 31,44
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 31,69
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 31,122
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 31,56
Craig Blair,State Senate,16,REP,Jefferson,Precinct 31,48
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 31,25
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 31,28
,Registered Voters,,DEM,Jefferson,Precinct 32,517
,Registered Voters,,REP,Jefferson,Precinct 32,448
,Ballots Cast,,DEM,Jefferson,Precinct 32,149
,Ballots Cast,,REP,Jefferson,Precinct 32,81
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 32,114
John Unger,State Senate,16,DEM,Jefferson,Precinct 32,100
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 32,31
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 32,42
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 32,100
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 32,77
Craig Blair,State Senate,16,REP,Jefferson,Precinct 32,62
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 32,53
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 32,16
,Registered Voters,,DEM,Jefferson,Precinct 33,468
,Registered Voters,,REP,Jefferson,Precinct 33,97
,Ballots Cast,,DEM,Jefferson,Precinct 33,148
,Ballots Cast,,REP,Jefferson,Precinct 33,18
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 33,113
John Unger,State Senate,16,DEM,Jefferson,Precinct 33,103
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 33,27
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 33,34
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 33,112
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 33,17
Craig Blair,State Senate,16,REP,Jefferson,Precinct 33,14
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 33,9
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 33,8
,Registered Voters,,DEM,Jefferson,Precinct 34,683
,Registered Voters,,REP,Jefferson,Precinct 34,409
,Ballots Cast,,DEM,Jefferson,Precinct 34,250
,Ballots Cast,,REP,Jefferson,Precinct 34,87
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 34,187
John Unger,State Senate,16,DEM,Jefferson,Precinct 34,174
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 34,50
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 34,88
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 34,156
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 34,81
Craig Blair,State Senate,16,REP,Jefferson,Precinct 34,58
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 34,32
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 34,43
,Registered Voters,,DEM,Jefferson,Precinct 35A,439
,Registered Voters,,REP,Jefferson,Precinct 35A,301
,Ballots Cast,,DEM,Jefferson,Precinct 35A,204
,Ballots Cast,,REP,Jefferson,Precinct 35A,57
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 35A,146
John Unger,State Senate,16,DEM,Jefferson,Precinct 35A,137
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 35A,40
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 35A,70
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 35A,132
Shelley Moore Capito,U.S. House,2,REP,Jefferson,Precinct 35A,52
Craig Blair,State Senate,16,REP,Jefferson,Precinct 35A,43
Elliot Simon,House of Delegates,57,REP,Jefferson,Precinct 35A,19
Donny Jones,House of Delegates,57,REP,Jefferson,Precinct 35A,30
,Registered Voters,,DEM,Jefferson,Precinct 35B,500
,Registered Voters,,REP,Jefferson,Precinct 35B,263
,Ballots Cast,,DEM,Jefferson,Precinct 35B,227
,Ballots Cast,,REP,Jefferson,Precinct 35B,49
Virginia Lynch Graf,U.S. House,2,DEM,Jefferson,Precinct 35B,151
John Unger,State Senate,16,DEM,Jefferson,Precinct 35B,150
Patrick Hale Murphy,State Senate,16,DEM,Jefferson,Precinct 35B,55
Lori Rea,House of Delegates,57,DEM,Jefferson,Precinct 35B,74
John Doyle,House of Delegates,57,DEM,Jefferson,Precinct 35B,148
