candidate,office,district,party,county,precinct,total votes 
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 3,93
Jeff Becker,US Senate,,CON,Lewis,Precinct 3,0
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 3,1
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 3,117
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 3,50
Phil Hudok,US House,2,CON,Lewis,Precinct 3,6
Russ Snyder,State Senate,12,REP,Lewis,Precinct 3,71
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 3,98
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 3,142
,Registered Voters ,,,Lewis,Precinct 4,207
,Ballots Cast ,,,Lewis,Precinct 4,119
,Straight Party Ticket ,,REP,Lewis,Precinct 4,10
,Straight Party Ticket ,,DEM,Lewis,Precinct 4,15
,Straight Party Ticket ,,CON,Lewis,Precinct 4,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 4,0
John R. Raese,US Senate,,REP,Lewis,Precinct 4,57
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 4,55
Jeff Becker,US Senate,,CON,Lewis,Precinct 4,3
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 4,3
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 4,81
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 4,30
Phil Hudok,US House,2,CON,Lewis,Precinct 4,4
Russ Snyder,State Senate,12,REP,Lewis,Precinct 4,46
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 4,63
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 4,95
,Registered Voters ,,,Lewis,Precinct 5,342
,Ballots Cast ,,,Lewis,Precinct 5,186
,Straight Party Ticket ,,REP,Lewis,Precinct 5,26
,Straight Party Ticket ,,DEM,Lewis,Precinct 5,17
,Straight Party Ticket ,,CON,Lewis,Precinct 5,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 5,1
John R. Raese,US Senate,,REP,Lewis,Precinct 5,80
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 5,103
Jeff Becker,US Senate,,CON,Lewis,Precinct 5,1
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 5,1
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 5,132
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 5,41
Phil Hudok,US House,2,CON,Lewis,Precinct 5,3
Russ Snyder,State Senate,12,REP,Lewis,Precinct 5,75
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 5,95
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 5,141
,Registered Voters ,,,Lewis,Precinct 6,252
,Ballots Cast ,,,Lewis,Precinct 6,139
,Straight Party Ticket ,,REP,Lewis,Precinct 6,15
,Straight Party Ticket ,,DEM,Lewis,Precinct 6,16
,Straight Party Ticket ,,CON,Lewis,Precinct 6,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 6,0
John R. Raese,US Senate,,REP,Lewis,Precinct 6,56
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 6,77
Jeff Becker,US Senate,,CON,Lewis,Precinct 6,2
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 6,2
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 6,105
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 6,28
Phil Hudok,US House,2,CON,Lewis,Precinct 6,2
Russ Snyder,State Senate,12,REP,Lewis,Precinct 6,48
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 6,85
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 6,110
,Registered Voters ,,,Lewis,Precinct 7,536
,Ballots Cast ,,,Lewis,Precinct 7,320
,Straight Party Ticket ,,REP,Lewis,Precinct 7,28
,Straight Party Ticket ,,DEM,Lewis,Precinct 7,37
,Straight Party Ticket ,,CON,Lewis,Precinct 7,1
,Straight Party Ticket ,,MTN,Lewis,Precinct 7,0
John R. Raese,US Senate,,REP,Lewis,Precinct 7,145
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 7,145
Jeff Becker,US Senate,,CON,Lewis,Precinct 7,11
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 7,11
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 7,232
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 7,72
Phil Hudok,US House,2,CON,Lewis,Precinct 7,9
Russ Snyder,State Senate,12,REP,Lewis,Precinct 7,134
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 7,177
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 7,271
,Registered Voters ,,,Lewis,Precinct 8,487
,Ballots Cast ,,,Lewis,Precinct 8,323
,Straight Party Ticket ,,REP,Lewis,Precinct 8,38
,Straight Party Ticket ,,DEM,Lewis,Precinct 8,37
,Straight Party Ticket ,,CON,Lewis,Precinct 8,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 8,0
John R. Raese,US Senate,,REP,Lewis,Precinct 8,162
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 8,144
Jeff Becker,US Senate,,CON,Lewis,Precinct 8,6
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 8,7
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 8,253
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 8,63
Phil Hudok,US House,2,CON,Lewis,Precinct 8,5
Russ Snyder,State Senate,12,REP,Lewis,Precinct 8,145
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 8,165
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 8,230
,Registered Voters ,,,Lewis,Precinct 9,177
,Ballots Cast ,,,Lewis,Precinct 9,101
,Straight Party Ticket ,,REP,Lewis,Precinct 9,10
,Straight Party Ticket ,,DEM,Lewis,Precinct 9,17
,Straight Party Ticket ,,CON,Lewis,Precinct 9,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 9,0
John R. Raese,US Senate,,REP,Lewis,Precinct 9,37
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 9,58
Jeff Becker,US Senate,,CON,Lewis,Precinct 9,1
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 9,2
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 9,77
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 9,21
Phil Hudok,US House,2,CON,Lewis,Precinct 9,1
Russ Snyder,State Senate,12,REP,Lewis,Precinct 9,27
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 9,72
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 9,86
,Registered Voters ,,,Lewis,Precinct 10,399
,Ballots Cast ,,,Lewis,Precinct 10,237
,Straight Party Ticket ,,REP,Lewis,Precinct 10,20
,Straight Party Ticket ,,DEM,Lewis,Precinct 10,17
,Straight Party Ticket ,,CON,Lewis,Precinct 10,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 10,0
John R. Raese,US Senate,,REP,Lewis,Precinct 10,98
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 10,131
Jeff Becker,US Senate,,CON,Lewis,Precinct 10,0
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 10,2
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 10,167
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 10,58
Phil Hudok,US House,2,CON,Lewis,Precinct 10,7
Russ Snyder,State Senate,12,REP,Lewis,Precinct 10,87
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 10,138
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 10,178
,Registered Voters ,,,Lewis,Precinct 11,275
,Ballots Cast ,,,Lewis,Precinct 11,195
,Straight Party Ticket ,,REP,Lewis,Precinct 11,21
,Straight Party Ticket ,,DEM,Lewis,Precinct 11,15
,Straight Party Ticket ,,CON,Lewis,Precinct 11,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 11,0
John R. Raese,US Senate,,REP,Lewis,Precinct 11,101
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 11,82
Jeff Becker,US Senate,,CON,Lewis,Precinct 11,5
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 11,3
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 11,149
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 11,38
Phil Hudok,US House,2,CON,Lewis,Precinct 11,4
Russ Snyder,State Senate,12,REP,Lewis,Precinct 11,85
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 11,102
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 11,145
,Registered Voters ,,,Lewis,Precinct 12,238
,Ballots Cast ,,,Lewis,Precinct 12,139
,Straight Party Ticket ,,REP,Lewis,Precinct 12,24
,Straight Party Ticket ,,DEM,Lewis,Precinct 12,10
,Straight Party Ticket ,,CON,Lewis,Precinct 12,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 12,0
John R. Raese,US Senate,,REP,Lewis,Precinct 12,76
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 12,56
Jeff Becker,US Senate,,CON,Lewis,Precinct 12,3
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 12,3
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 12,113
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 12,16
Phil Hudok,US House,2,CON,Lewis,Precinct 12,5
Russ Snyder,State Senate,12,REP,Lewis,Precinct 12,70
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 12,65
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 12,88
,Registered Voters ,,,Lewis,Precinct 13,954
,Ballots Cast ,,,Lewis,Precinct 13,589
,Straight Party Ticket ,,REP,Lewis,Precinct 13,81
,Straight Party Ticket ,,DEM,Lewis,Precinct 13,60
,Straight Party Ticket ,,CON,Lewis,Precinct 13,1
,Straight Party Ticket ,,MTN,Lewis,Precinct 13,0
John R. Raese,US Senate,,REP,Lewis,Precinct 13,302
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 13,270
Jeff Becker,US Senate,,CON,Lewis,Precinct 13,7
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 13,7
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 13,457
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 13,108
Phil Hudok,US House,2,CON,Lewis,Precinct 13,16
Russ Snyder,State Senate,12,REP,Lewis,Precinct 13,290
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 13,283
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 13,432
,Registered Voters ,,,Lewis,Precinct 14,405
,Ballots Cast ,,,Lewis,Precinct 14,268
,Straight Party Ticket ,,REP,Lewis,Precinct 14,32
,Straight Party Ticket ,,DEM,Lewis,Precinct 14,18
,Straight Party Ticket ,,CON,Lewis,Precinct 14,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 14,0
John R. Raese,US Senate,,REP,Lewis,Precinct 14,153
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 14,101
Jeff Becker,US Senate,,CON,Lewis,Precinct 14,7
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 14,5
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 14,219
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 14,36
Phil Hudok,US House,2,CON,Lewis,Precinct 14,9
Russ Snyder,State Senate,12,REP,Lewis,Precinct 14,138
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 14,115
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 14,195
,Registered Voters ,,,Lewis,Precinct 15,633
,Ballots Cast ,,,Lewis,Precinct 15,419
,Straight Party Ticket ,,REP,Lewis,Precinct 15,47
,Straight Party Ticket ,,DEM,Lewis,Precinct 15,36
,Straight Party Ticket ,,CON,Lewis,Precinct 15,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 15,1
John R. Raese,US Senate,,REP,Lewis,Precinct 15,204
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 15,196
Jeff Becker,US Senate,,CON,Lewis,Precinct 15,6
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 15,8
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 15,326
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 15,72
Phil Hudok,US House,2,CON,Lewis,Precinct 15,12
Russ Snyder,State Senate,12,REP,Lewis,Precinct 15,186
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 15,215
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 15,317
,Registered Voters ,,,Lewis,Precinct 16,206
,Ballots Cast ,,,Lewis,Precinct 16,110
,Straight Party Ticket ,,REP,Lewis,Precinct 16,13
,Straight Party Ticket ,,DEM,Lewis,Precinct 16,12
,Straight Party Ticket ,,CON,Lewis,Precinct 16,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 16,0
John R. Raese,US Senate,,REP,Lewis,Precinct 16,44
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 16,61
Jeff Becker,US Senate,,CON,Lewis,Precinct 16,0
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 16,4
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 16,85
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 16,19
Phil Hudok,US House,2,CON,Lewis,Precinct 16,4
Russ Snyder,State Senate,12,REP,Lewis,Precinct 16,40
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 16,64
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 16,87
,Registered Voters ,,,Lewis,Precinct 17,327
,Ballots Cast ,,,Lewis,Precinct 17,190
,Straight Party Ticket ,,REP,Lewis,Precinct 17,16
,Straight Party Ticket ,,DEM,Lewis,Precinct 17,13
,Straight Party Ticket ,,CON,Lewis,Precinct 17,3
,Straight Party Ticket ,,MTN,Lewis,Precinct 17,0
John R. Raese,US Senate,,REP,Lewis,Precinct 17,78
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 17,103
Jeff Becker,US Senate,,CON,Lewis,Precinct 17,3
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 17,3
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 17,149
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 17,35
Phil Hudok,US House,2,CON,Lewis,Precinct 17,3
Russ Snyder,State Senate,12,REP,Lewis,Precinct 17,58
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 17,127
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 17,154
,Registered Voters ,,,Lewis,Precinct 18,183
,Ballots Cast ,,,Lewis,Precinct 18,98
,Straight Party Ticket ,,REP,Lewis,Precinct 18,5
,Straight Party Ticket ,,DEM,Lewis,Precinct 18,19
,Straight Party Ticket ,,CON,Lewis,Precinct 18,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 18,0
John R. Raese,US Senate,,REP,Lewis,Precinct 18,31
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 18,57
Jeff Becker,US Senate,,CON,Lewis,Precinct 18,4
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 18,2
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 18,64
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 18,24
Phil Hudok,US House,2,CON,Lewis,Precinct 18,5
Russ Snyder,State Senate,12,REP,Lewis,Precinct 18,27
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 18,65
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 18,84
,Registered Voters ,,,Lewis,Precinct 19,221
,Ballots Cast ,,,Lewis,Precinct 19,129
,Straight Party Ticket ,,REP,Lewis,Precinct 19,10
,Straight Party Ticket ,,DEM,Lewis,Precinct 19,17
,Straight Party Ticket ,,CON,Lewis,Precinct 19,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 19,2
John R. Raese,US Senate,,REP,Lewis,Precinct 19,61
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 19,60
Jeff Becker,US Senate,,CON,Lewis,Precinct 19,2
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 19,4
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 19,103
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 19,19
Phil Hudok,US House,2,CON,Lewis,Precinct 19,3
Russ Snyder,State Senate,12,REP,Lewis,Precinct 19,51
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 19,70
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 19,104
,Registered Voters ,,,Lewis,Precinct 20,653
,Ballots Cast ,,,Lewis,Precinct 20,386
,Straight Party Ticket ,,REP,Lewis,Precinct 20,29
,Straight Party Ticket ,,DEM,Lewis,Precinct 20,37
,Straight Party Ticket ,,CON,Lewis,Precinct 20,2
,Straight Party Ticket ,,MTN,Lewis,Precinct 20,1
John R. Raese,US Senate,,REP,Lewis,Precinct 20,172
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 20,201
Jeff Becker,US Senate,,CON,Lewis,Precinct 20,7
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 20,4
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 20,300
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 20,69
Phil Hudok,US House,2,CON,Lewis,Precinct 20,11
Russ Snyder,State Senate,12,REP,Lewis,Precinct 20,138
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 20,220
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 20,300
,Registered Voters ,,,Lewis,Precinct 21,353
,Ballots Cast ,,,Lewis,Precinct 21,197
,Straight Party Ticket ,,REP,Lewis,Precinct 21,27
,Straight Party Ticket ,,DEM,Lewis,Precinct 21,23
,Straight Party Ticket ,,CON,Lewis,Precinct 21,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 21,0
John R. Raese,US Senate,,REP,Lewis,Precinct 21,85
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 21,99
Jeff Becker,US Senate,,CON,Lewis,Precinct 21,2
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 21,7
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 21,132
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 21,51
Phil Hudok,US House,2,CON,Lewis,Precinct 21,8
Russ Snyder,State Senate,12,REP,Lewis,Precinct 21,75
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 21,114
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 21,160
,Registered Voters ,,,Lewis,Precinct 22,169
,Ballots Cast ,,,Lewis,Precinct 22,98
,Straight Party Ticket ,,REP,Lewis,Precinct 22,9
,Straight Party Ticket ,,DEM,Lewis,Precinct 22,12
,Straight Party Ticket ,,CON,Lewis,Precinct 22,0
,Straight Party Ticket ,,MTN,Lewis,Precinct 22,0
John R. Raese,US Senate,,REP,Lewis,Precinct 22,35
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 22,54
Jeff Becker,US Senate,,CON,Lewis,Precinct 22,1
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 22,4
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 22,72
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 22,21
Phil Hudok,US House,2,CON,Lewis,Precinct 22,1
Russ Snyder,State Senate,12,REP,Lewis,Precinct 22,31
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 22,62
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 22,80
,Registered Voters ,,,Lewis,Precinct 23,495
,Ballots Cast ,,,Lewis,Precinct 23,304
,Straight Party Ticket ,,REP,Lewis,Precinct 23,29
,Straight Party Ticket ,,DEM,Lewis,Precinct 23,36
,Straight Party Ticket ,,CON,Lewis,Precinct 23,2
,Straight Party Ticket ,,MTN,Lewis,Precinct 23,2
John R. Raese,US Senate,,REP,Lewis,Precinct 23,128
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 23,154
Jeff Becker,US Senate,,CON,Lewis,Precinct 23,4
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 23,13
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 23,214
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 23,70
Phil Hudok,US House,2,CON,Lewis,Precinct 23,7
Russ Snyder,State Senate,12,REP,Lewis,Precinct 23,118
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 23,174
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 23,247
,Registered Voters ,,,Lewis,Precinct 24,531
,Ballots Cast ,,,Lewis,Precinct 24,342
,Straight Party Ticket ,,REP,Lewis,Precinct 24,41
,Straight Party Ticket ,,DEM,Lewis,Precinct 24,41
,Straight Party Ticket ,,CON,Lewis,Precinct 24,1
,Straight Party Ticket ,,MTN,Lewis,Precinct 24,1
John R. Raese,US Senate,,REP,Lewis,Precinct 24,156
Joe Manchin III,US Senate,,DEM,Lewis,Precinct 24,168
Jeff Becker,US Senate,,CON,Lewis,Precinct 24,7
Jesse Johnson ,US Senate,,MTN,Lewis,Precinct 24,8
Shelley Moore Capito,US House,2,REP,Lewis,Precinct 24,258
Virginia Lynch Graf,US House,2,DEM,Lewis,Precinct 24,66
Phil Hudok,US House,2,CON,Lewis,Precinct 24,8
Russ Snyder,State Senate,12,REP,Lewis,Precinct 24,142
Joseph M. (Joe) Minard ,State Senate,12,DEM,Lewis,Precinct 24,183
Peggy Donaldson Smith,House of Delegates,38,DEM,Lewis,Precinct 24,277
