candidate,office,district,party,county,precinct,total votes
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 5,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 5,1
Mac Warner,US Senate,,REP,Fayette,Precinct 5,1
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 5,0
,Registered Voters,,,Fayette,Precinct 8,707
,Registered Voters,,DEM,Fayette,Precinct 8,538
,Registered Voters,,REP,Fayette,Precinct 8,169
,Registered Voters,,MTN,Fayette,Precinct 8,0
,Ballots Cast,,,Fayette,Precinct 8,94
,Ballots Cast,,DEM,Fayette,Precinct 8,61
,Ballots Cast,,REP,Fayette,Precinct 8,33
,Ballots Cast,,MTN,Fayette,Precinct 8,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 8,17
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 8,9
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 8,35
Thomas Ressler,US Senate,,REP,Fayette,Precinct 8,1
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 8,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 8,0
John R Raese,US Senate,,REP,Fayette,Precinct 8,28
Daniel Rebich,US Senate,,REP,Fayette,Precinct 8,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 8,1
Albert Howard,US Senate,,REP,Fayette,Precinct 8,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 8,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 8,0
Mac Warner,US Senate,,REP,Fayette,Precinct 8,3
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 8,0
,Registered Voters,,,Fayette,Precinct 9,528
,Registered Voters,,DEM,Fayette,Precinct 9,438
,Registered Voters,,REP,Fayette,Precinct 9,89
,Registered Voters,,MTN,Fayette,Precinct 9,1
,Ballots Cast,,,Fayette,Precinct 9,63
,Ballots Cast,,DEM,Fayette,Precinct 9,49
,Ballots Cast,,REP,Fayette,Precinct 9,14
,Ballots Cast,,MTN,Fayette,Precinct 9,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 9,11
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 9,13
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 9,24
Thomas Ressler,US Senate,,REP,Fayette,Precinct 9,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 9,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 9,0
John R Raese,US Senate,,REP,Fayette,Precinct 9,12
Daniel Rebich,US Senate,,REP,Fayette,Precinct 9,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 9,2
Albert Howard,US Senate,,REP,Fayette,Precinct 9,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 9,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 9,0
Mac Warner,US Senate,,REP,Fayette,Precinct 9,0
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 9,0
,Registered Voters,,,Fayette,Precinct 10,698
,Registered Voters,,DEM,Fayette,Precinct 10,568
,Registered Voters,,REP,Fayette,Precinct 10,130
,Registered Voters,,MTN,Fayette,Precinct 10,0
,Ballots Cast,,,Fayette,Precinct 10,104
,Ballots Cast,,DEM,Fayette,Precinct 10,83
,Ballots Cast,,REP,Fayette,Precinct 10,21
,Ballots Cast,,MTN,Fayette,Precinct 10,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 10,15
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 10,9
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 10,59
Thomas Ressler,US Senate,,REP,Fayette,Precinct 10,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 10,2
Frank Kubic,US Senate,,REP,Fayette,Precinct 10,0
John R Raese,US Senate,,REP,Fayette,Precinct 10,15
Daniel Rebich,US Senate,,REP,Fayette,Precinct 10,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 10,1
Albert Howard,US Senate,,REP,Fayette,Precinct 10,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 10,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 10,0
Mac Warner,US Senate,,REP,Fayette,Precinct 10,3
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 10,0
,Registered Voters,,,Fayette,Precinct 11,675
,Registered Voters,,DEM,Fayette,Precinct 11,522
,Registered Voters,,REP,Fayette,Precinct 11,153
,Registered Voters,,MTN,Fayette,Precinct 11,0
,Ballots Cast,,,Fayette,Precinct 11,149
,Ballots Cast,,DEM,Fayette,Precinct 11,121
,Ballots Cast,,REP,Fayette,Precinct 11,28
,Ballots Cast,,MTN,Fayette,Precinct 11,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 11,22
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 11,11
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 11,85
Thomas Ressler,US Senate,,REP,Fayette,Precinct 11,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 11,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 11,0
John R Raese,US Senate,,REP,Fayette,Precinct 11,13
Daniel Rebich,US Senate,,REP,Fayette,Precinct 11,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 11,4
Albert Howard,US Senate,,REP,Fayette,Precinct 11,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 11,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 11,0
Mac Warner,US Senate,,REP,Fayette,Precinct 11,1
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 11,0
,Registered Voters,,,Fayette,Precinct 12,831
,Registered Voters,,DEM,Fayette,Precinct 12,685
,Registered Voters,,REP,Fayette,Precinct 12,146
,Registered Voters,,MTN,Fayette,Precinct 12,0
,Ballots Cast,,,Fayette,Precinct 12,123
,Ballots Cast,,DEM,Fayette,Precinct 12,105
,Ballots Cast,,REP,Fayette,Precinct 12,18
,Ballots Cast,,MTN,Fayette,Precinct 12,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 12,18
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 12,15
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 12,70
Thomas Ressler,US Senate,,REP,Fayette,Precinct 12,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 12,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 12,0
John R Raese,US Senate,,REP,Fayette,Precinct 12,13
Daniel Rebich,US Senate,,REP,Fayette,Precinct 12,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 12,4
Albert Howard,US Senate,,REP,Fayette,Precinct 12,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 12,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 12,0
Mac Warner,US Senate,,REP,Fayette,Precinct 12,1
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 12,0
,Registered Voters,,,Fayette,Precinct 13,614
,Registered Voters,,DEM,Fayette,Precinct 13,488
,Registered Voters,,REP,Fayette,Precinct 13,125
,Registered Voters,,MTN,Fayette,Precinct 13,1
,Ballots Cast,,,Fayette,Precinct 13,78
,Ballots Cast,,DEM,Fayette,Precinct 13,64
,Ballots Cast,,REP,Fayette,Precinct 13,14
,Ballots Cast,,MTN,Fayette,Precinct 13,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 13,16
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 13,3
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 13,40
Thomas Ressler,US Senate,,REP,Fayette,Precinct 13,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 13,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 13,0
John R Raese,US Senate,,REP,Fayette,Precinct 13,7
Daniel Rebich,US Senate,,REP,Fayette,Precinct 13,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 13,1
Albert Howard,US Senate,,REP,Fayette,Precinct 13,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 13,1
Scott H. Williams,US Senate,,REP,Fayette,Precinct 13,0
Mac Warner,US Senate,,REP,Fayette,Precinct 13,5
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 13,0
,Registered Voters,,,Fayette,Precinct 15,709
,Registered Voters,,DEM,Fayette,Precinct 15,558
,Registered Voters,,REP,Fayette,Precinct 15,151
,Registered Voters,,MTN,Fayette,Precinct 15,0
,Ballots Cast,,,Fayette,Precinct 15,86
,Ballots Cast,,DEM,Fayette,Precinct 15,72
,Ballots Cast,,REP,Fayette,Precinct 15,14
,Ballots Cast,,MTN,Fayette,Precinct 15,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 15,10
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 15,14
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 15,47
Thomas Ressler,US Senate,,REP,Fayette,Precinct 15,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 15,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 15,0
John R Raese,US Senate,,REP,Fayette,Precinct 15,10
Daniel Rebich,US Senate,,REP,Fayette,Precinct 15,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 15,3
Albert Howard,US Senate,,REP,Fayette,Precinct 15,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 15,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 15,0
Mac Warner,US Senate,,REP,Fayette,Precinct 15,1
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 15,0
,Registered Voters,,,Fayette,Precinct 17,445
,Registered Voters,,DEM,Fayette,Precinct 17,314
,Registered Voters,,REP,Fayette,Precinct 17,130
,Registered Voters,,MTN,Fayette,Precinct 17,1
,Ballots Cast,,,Fayette,Precinct 17,64
,Ballots Cast,,DEM,Fayette,Precinct 17,47
,Ballots Cast,,REP,Fayette,Precinct 17,17
,Ballots Cast,,MTN,Fayette,Precinct 17,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 17,7
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 17,4
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 17,36
Thomas Ressler,US Senate,,REP,Fayette,Precinct 17,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 17,2
Frank Kubic,US Senate,,REP,Fayette,Precinct 17,0
John R Raese,US Senate,,REP,Fayette,Precinct 17,11
Daniel Rebich,US Senate,,REP,Fayette,Precinct 17,1
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 17,2
Albert Howard,US Senate,,REP,Fayette,Precinct 17,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 17,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 17,0
Mac Warner,US Senate,,REP,Fayette,Precinct 17,1
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 17,0
,Registered Voters,,,Fayette,Precinct 18,344
,Registered Voters,,DEM,Fayette,Precinct 18,255
,Registered Voters,,REP,Fayette,Precinct 18,89
,Registered Voters,,MTN,Fayette,Precinct 18,0
,Ballots Cast,,,Fayette,Precinct 18,47
,Ballots Cast,,DEM,Fayette,Precinct 18,38
,Ballots Cast,,REP,Fayette,Precinct 18,9
,Ballots Cast,,MTN,Fayette,Precinct 18,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 18,3
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 18,3
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 18,32
Thomas Ressler,US Senate,,REP,Fayette,Precinct 18,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 18,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 18,0
John R Raese,US Senate,,REP,Fayette,Precinct 18,7
Daniel Rebich,US Senate,,REP,Fayette,Precinct 18,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 18,1
Albert Howard,US Senate,,REP,Fayette,Precinct 18,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 18,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 18,0
Mac Warner,US Senate,,REP,Fayette,Precinct 18,1
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 18,0
,Registered Voters,,,Fayette,Precinct 19,829
,Registered Voters,,DEM,Fayette,Precinct 19,692
,Registered Voters,,REP,Fayette,Precinct 19,137
,Registered Voters,,MTN,Fayette,Precinct 19,0
,Ballots Cast,,,Fayette,Precinct 19,123
,Ballots Cast,,DEM,Fayette,Precinct 19,101
,Ballots Cast,,REP,Fayette,Precinct 19,22
,Ballots Cast,,MTN,Fayette,Precinct 19,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 19,22
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 19,11
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 19,68
Thomas Ressler,US Senate,,REP,Fayette,Precinct 19,1
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 19,1
Frank Kubic,US Senate,,REP,Fayette,Precinct 19,0
John R Raese,US Senate,,REP,Fayette,Precinct 19,16
Daniel Rebich,US Senate,,REP,Fayette,Precinct 19,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 19,1
Albert Howard,US Senate,,REP,Fayette,Precinct 19,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 19,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 19,0
Mac Warner,US Senate,,REP,Fayette,Precinct 19,3
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 19,0
,Registered Voters,,,Fayette,Precinct 23,571
,Registered Voters,,DEM,Fayette,Precinct 23,448
,Registered Voters,,REP,Fayette,Precinct 23,122
,Registered Voters,,MTN,Fayette,Precinct 23,1
,Ballots Cast,,,Fayette,Precinct 23,66
,Ballots Cast,,DEM,Fayette,Precinct 23,48
,Ballots Cast,,REP,Fayette,Precinct 23,18
,Ballots Cast,,MTN,Fayette,Precinct 23,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 23,8
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 23,3
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 23,36
Thomas Ressler,US Senate,,REP,Fayette,Precinct 23,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 23,1
Frank Kubic,US Senate,,REP,Fayette,Precinct 23,0
John R Raese,US Senate,,REP,Fayette,Precinct 23,11
Daniel Rebich,US Senate,,REP,Fayette,Precinct 23,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 23,2
Albert Howard,US Senate,,REP,Fayette,Precinct 23,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 23,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 23,0
Mac Warner,US Senate,,REP,Fayette,Precinct 23,3
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 23,0
,Registered Voters,,,Fayette,Precinct 24,372
,Registered Voters,,DEM,Fayette,Precinct 24,285
,Registered Voters,,REP,Fayette,Precinct 24,86
,Registered Voters,,MTN,Fayette,Precinct 24,1
,Ballots Cast,,,Fayette,Precinct 24,41
,Ballots Cast,,DEM,Fayette,Precinct 24,28
,Ballots Cast,,REP,Fayette,Precinct 24,13
,Ballots Cast,,MTN,Fayette,Precinct 24,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 24,3
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 24,2
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 24,23
Thomas Ressler,US Senate,,REP,Fayette,Precinct 24,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 24,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 24,0
John R Raese,US Senate,,REP,Fayette,Precinct 24,12
Daniel Rebich,US Senate,,REP,Fayette,Precinct 24,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 24,0
Albert Howard,US Senate,,REP,Fayette,Precinct 24,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 24,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 24,0
Mac Warner,US Senate,,REP,Fayette,Precinct 24,1
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 24,0
,Registered Voters,,,Fayette,Precinct 26,261
,Registered Voters,,DEM,Fayette,Precinct 26,237
,Registered Voters,,REP,Fayette,Precinct 26,24
,Registered Voters,,MTN,Fayette,Precinct 26,0
,Ballots Cast,,,Fayette,Precinct 26,62
,Ballots Cast,,DEM,Fayette,Precinct 26,57
,Ballots Cast,,REP,Fayette,Precinct 26,5
,Ballots Cast,,MTN,Fayette,Precinct 26,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 26,14
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 26,2
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 26,41
Thomas Ressler,US Senate,,REP,Fayette,Precinct 26,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 26,2
Frank Kubic,US Senate,,REP,Fayette,Precinct 26,0
John R Raese,US Senate,,REP,Fayette,Precinct 26,2
Daniel Rebich,US Senate,,REP,Fayette,Precinct 26,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 26,1
Albert Howard,US Senate,,REP,Fayette,Precinct 26,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 26,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 26,0
Mac Warner,US Senate,,REP,Fayette,Precinct 26,0
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 26,0
,Registered Voters,,,Fayette,Precinct 28,523
,Registered Voters,,DEM,Fayette,Precinct 28,480
,Registered Voters,,REP,Fayette,Precinct 28,43
,Registered Voters,,MTN,Fayette,Precinct 28,0
,Ballots Cast,,,Fayette,Precinct 28,72
,Ballots Cast,,DEM,Fayette,Precinct 28,65
,Ballots Cast,,REP,Fayette,Precinct 28,7
,Ballots Cast,,MTN,Fayette,Precinct 28,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 28,12
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 28,3
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 28,49
Thomas Ressler,US Senate,,REP,Fayette,Precinct 28,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 28,1
Frank Kubic,US Senate,,REP,Fayette,Precinct 28,0
John R Raese,US Senate,,REP,Fayette,Precinct 28,6
Daniel Rebich,US Senate,,REP,Fayette,Precinct 28,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 28,0
Albert Howard,US Senate,,REP,Fayette,Precinct 28,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 28,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 28,0
Mac Warner,US Senate,,REP,Fayette,Precinct 28,0
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 28,0
,Registered Voters,,,Fayette,Precinct 29,561
,Registered Voters,,DEM,Fayette,Precinct 29,460
,Registered Voters,,REP,Fayette,Precinct 29,101
,Registered Voters,,MTN,Fayette,Precinct 29,0
,Ballots Cast,,,Fayette,Precinct 29,122
,Ballots Cast,,DEM,Fayette,Precinct 29,103
,Ballots Cast,,REP,Fayette,Precinct 29,19
,Ballots Cast,,MTN,Fayette,Precinct 29,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 29,31
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 29,7
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 29,63
Thomas Ressler,US Senate,,REP,Fayette,Precinct 29,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 29,1
Frank Kubic,US Senate,,REP,Fayette,Precinct 29,0
John R Raese,US Senate,,REP,Fayette,Precinct 29,15
Daniel Rebich,US Senate,,REP,Fayette,Precinct 29,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 29,1
Albert Howard,US Senate,,REP,Fayette,Precinct 29,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 29,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 29,0
Mac Warner,US Senate,,REP,Fayette,Precinct 29,2
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 29,0
,Registered Voters,,,Fayette,Precinct 31,184
,Registered Voters,,DEM,Fayette,Precinct 31,161
,Registered Voters,,REP,Fayette,Precinct 31,23
,Registered Voters,,MTN,Fayette,Precinct 31,0
,Ballots Cast,,,Fayette,Precinct 31,47
,Ballots Cast,,DEM,Fayette,Precinct 31,42
,Ballots Cast,,REP,Fayette,Precinct 31,5
,Ballots Cast,,MTN,Fayette,Precinct 31,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 31,9
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 31,4
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 31,26
Thomas Ressler,US Senate,,REP,Fayette,Precinct 31,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 31,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 31,0
John R Raese,US Senate,,REP,Fayette,Precinct 31,0
Daniel Rebich,US Senate,,REP,Fayette,Precinct 31,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 31,3
Albert Howard,US Senate,,REP,Fayette,Precinct 31,1
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 31,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 31,0
Mac Warner,US Senate,,REP,Fayette,Precinct 31,1
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 31,0
,Registered Voters,,,Fayette,Precinct 32,227
,Registered Voters,,DEM,Fayette,Precinct 32,191
,Registered Voters,,REP,Fayette,Precinct 32,36
,Registered Voters,,MTN,Fayette,Precinct 32,0
,Ballots Cast,,,Fayette,Precinct 32,21
,Ballots Cast,,DEM,Fayette,Precinct 32,20
,Ballots Cast,,REP,Fayette,Precinct 32,1
,Ballots Cast,,MTN,Fayette,Precinct 32,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 32,4
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 32,4
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 32,12
Thomas Ressler,US Senate,,REP,Fayette,Precinct 32,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 32,0
Frank Kubic,US Senate,,REP,Fayette,Precinct 32,0
John R Raese,US Senate,,REP,Fayette,Precinct 32,1
Daniel Rebich,US Senate,,REP,Fayette,Precinct 32,0
Kenneth A. Culp,US Senate,,REP,Fayette,Precinct 32,0
Albert Howard,US Senate,,REP,Fayette,Precinct 32,0
Lynette Kennedy McQuain,US Senate,,REP,Fayette,Precinct 32,0
Scott H. Williams,US Senate,,REP,Fayette,Precinct 32,0
Mac Warner,US Senate,,REP,Fayette,Precinct 32,0
Jesse Johnson,US Senate,,MTN,Fayette,Precinct 32,0
,Registered Voters,,,Fayette,Precinct 37,147
,Registered Voters,,DEM,Fayette,Precinct 37,308
,Registered Voters,,REP,Fayette,Precinct 37,39
,Registered Voters,,MTN,Fayette,Precinct 37,0
,Ballots Cast,,,Fayette,Precinct 37,92
,Ballots Cast,,DEM,Fayette,Precinct 37,74
,Ballots Cast,,REP,Fayette,Precinct 37,18
,Ballots Cast,,MTN,Fayette,Precinct 37,0
Ken Hechler,US Senate,,DEM,Fayette,Precinct 37,13
Sheirl Fletcher,US Senate,,DEM,Fayette,Precinct 37,8
"Joe Manchin, III",US Senate,,DEM,Fayette,Precinct 37,53
Thomas Ressler,US Senate,,REP,Fayette,Precinct 37,0
"Harry C. Bruner. Jr,",US Senate,,REP,Fayette,Precinct 37,1
Frank Kubic,US Senate,,REP,Fayette,Precinct 37,0
John R Raese,US Senate,,REP,Fayette,Precinct 37,14
Daniel Rebich,US Senate,,REP,Fayette,Precinct 37,0
