candidate,office,district,party,county,precinct,votes
Thomas Ressler,US Senate,,REP,Mineral,Precinct 1,2
"Harry C. Bruner, Jr.",US Senate,,REP,Mineral,Precinct 1,0
Frank Kubic,US Senate,,REP,Mineral,Precinct 1,1
John R. Raese,US Senate,,REP,Mineral,Precinct 1,17
Daniel Rebich,US Senate,,REP,Mineral,Precinct 1,0
Kenneth A. Culp,US Senate,,REP,Mineral,Precinct 1,1
Albert Howard,US Senate,,REP,Mineral,Precinct 1,0
Lynette Kennedy McQuain,US Senate,,REP,Mineral,Precinct 1,2
Scott H. Williams,US Senate,,REP,Mineral,Precinct 1,1
Mac Warner,US Senate,,REP,Mineral,Precinct 1,4
Ken Hechler,US Senate,,DEM,Mineral,Precinct 1,3
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 1,3
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 1,17
Jesse Johnson,US Senate,,MTN,Mineral,Precinct 1,0
Thomas Ressler,US Senate,,REP,Mineral,Precinct 2,0
"Harry C. Bruner, Jr.",US Senate,,REP,Mineral,Precinct 2,0
Frank Kubic,US Senate,,REP,Mineral,Precinct 2,2
John R. Raese,US Senate,,REP,Mineral,Precinct 2,41
Daniel Rebich,US Senate,,REP,Mineral,Precinct 2,0
Kenneth A. Culp,US Senate,,REP,Mineral,Precinct 2,0
Albert Howard,US Senate,,REP,Mineral,Precinct 2,0
Lynette Kennedy McQuain,US Senate,,REP,Mineral,Precinct 2,1
Scott H. Williams,US Senate,,REP,Mineral,Precinct 2,3
Mac Warner,US Senate,,REP,Mineral,Precinct 2,10
Ken Hechler,US Senate,,DEM,Mineral,Precinct 2,3
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 2,0
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 2,32
Jesse Johnson,US Senate,,MTN,Mineral,Precinct 2,0
Thomas Ressler,US Senate,,REP,Mineral,Precinct 3,0
"Harry C. Bruner, Jr.",US Senate,,REP,Mineral,Precinct 3,1
Frank Kubic,US Senate,,REP,Mineral,Precinct 3,0
John R. Raese,US Senate,,REP,Mineral,Precinct 3,10
Daniel Rebich,US Senate,,REP,Mineral,Precinct 3,0
Kenneth A. Culp,US Senate,,REP,Mineral,Precinct 3,0
Albert Howard,US Senate,,REP,Mineral,Precinct 3,0
Lynette Kennedy McQuain,US Senate,,REP,Mineral,Precinct 3,0
Scott H. Williams,US Senate,,REP,Mineral,Precinct 3,0
Mac Warner,US Senate,,REP,Mineral,Precinct 3,1
Ken Hechler,US Senate,,DEM,Mineral,Precinct 3,1
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 3,1
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 3,8
Jesse Johnson,US Senate,,MTN,Mineral,Precinct 3,1
Thomas Ressler,US Senate,,REP,Mineral,Precinct 4,0
"Harry C. Bruner, Jr.",US Senate,,REP,Mineral,Precinct 4,2
Frank Kubic,US Senate,,REP,Mineral,Precinct 4,0
John R. Raese,US Senate,,REP,Mineral,Precinct 4,35
Daniel Rebich,US Senate,,REP,Mineral,Precinct 4,0
Kenneth A. Culp,US Senate,,REP,Mineral,Precinct 4,0
Albert Howard,US Senate,,REP,Mineral,Precinct 4,0
Lynette Kennedy McQuain,US Senate,,REP,Mineral,Precinct 4,1
Scott H. Williams,US Senate,,REP,Mineral,Precinct 4,0
Mac Warner,US Senate,,REP,Mineral,Precinct 4,6
Ken Hechler,US Senate,,DEM,Mineral,Precinct 4,1
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 4,2
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 4,19
Jesse Johnson,US Senate,,MTN,Mineral,Precinct 4,0
Thomas Ressler,US Senate,,REP,Mineral,Precinct 5,1
"Harry C. Bruner, Jr.",US Senate,,REP,Mineral,Precinct 5,0
Frank Kubic,US Senate,,REP,Mineral,Precinct 5,1
John R. Raese,US Senate,,REP,Mineral,Precinct 5,34
Daniel Rebich,US Senate,,REP,Mineral,Precinct 5,0
Kenneth A. Culp,US Senate,,REP,Mineral,Precinct 5,0
Albert Howard,US Senate,,REP,Mineral,Precinct 5,0
Lynette Kennedy McQuain,US Senate,,REP,Mineral,Precinct 5,0
Scott H. Williams,US Senate,,REP,Mineral,Precinct 5,0
Mac Warner,US Senate,,REP,Mineral,Precinct 5,4
Ken Hechler,US Senate,,DEM,Mineral,Precinct 5,4
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 5,1
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 5,15
Jesse Johnson,US Senate,,MTN,Mineral,Precinct 5,0
