candidate,office,district,party,county,precinct,votes
,Straight Party,,Republican,Boone,Turtlecreek,14
,Straight Party,,Democratic,Boone,Turtlecreek,39
,Straight Party,,Mountain,Boone,Turtlecreek,0
John R. Raese,U.S. Senate,,,Boone,Turtlecreek,51
Joe Manchin III,U.S. Senate,,,Boone,Turtlecreek,126
Jeff Becker,U.S. Senate,,,Boone,Turtlecreek,0
Jesse Johnson,U.S. Senate,,,Boone,Turtlecreek,5
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Boone,Turtlecreek,62
Nick Joe Rahall II,U.S. House,3,,Boone,Turtlecreek,115
Ron Stollings,State Senate,7,,Boone,Turtlecreek,149
Lawrence B. Lyon Jr. ,House of Delegates,18,,Boone,Turtlecreek,
Larry W. Barker,House of Delegates,18,,Boone,Turtlecreek,
Elias Gregory,House of Delegates,19,,Boone,Turtlecreek,47
Chad Story,House of Delegates,19,,Boone,Turtlecreek,37
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,,Boone,Turtlecreek,64
Greg Butcher,House of Delegates,19,,Boone,Turtlecreek,104
Josh Stowers,House of Delegates,19,,Boone,Turtlecreek,115
Ralph Rodighiero,House of Delegates,19,,Boone,Turtlecreek,98
,Straight Party,,Republican,Boone,Greenview,10
,Straight Party,,Democratic,Boone,Greenview,87
,Straight Party,,Mountain,Boone,Greenview,6
John R. Raese,U.S. Senate,,,Boone,Greenview,32
Joe Manchin III,U.S. Senate,,,Boone,Greenview,171
Jeff Becker,U.S. Senate,,,Boone,Greenview,0
Jesse Johnson,U.S. Senate,,,Boone,Greenview,5
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Boone,Greenview,39
Nick Joe Rahall II,U.S. House,3,,Boone,Greenview,164
Ron Stollings,State Senate,7,,Boone,Greenview,181
Lawrence B. Lyon Jr. ,House of Delegates,18,,Boone,Greenview,
Larry W. Barker,House of Delegates,18,,Boone,Greenview,
Elias Gregory,House of Delegates,19,,Boone,Greenview,30
Chad Story,House of Delegates,19,,Boone,Greenview,29
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,,Boone,Greenview,114
Greg Butcher,House of Delegates,19,,Boone,Greenview,156
