candidate,office,district,party,county,precinct,total votes
,Registered Voters,,,Logan,Precinct 1,1190
,Registered Voters,,REP,Logan,Precinct 1,50
,Registered Voters,,DEM,Logan,Precinct 1,1071
,Registered Voters,,MTN,Logan,Precinct 1,0
,Ballots Cast,,,Logan,Precinct 1,63
,Ballots Cast,,REP,Logan,Precinct 1,5
,Ballots Cast,,DEM,Logan,Precinct 1,58
,Ballots Cast,,MTN,Logan,Precinct 1,0
Thomas Ressler,U.S. Senate,,REP,Logan,Precinct 1,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Logan,Precinct 1,0
Frank Kubic,U.S. Senate,,REP,Logan,Precinct 1,0
John R Raese,U.S. Senate,,REP,Logan,Precinct 1,3
Daniel Rebich,U.S. Senate,,REP,Logan,Precinct 1,0
Kenneth A. Culp,U.S. Senate,,REP,Logan,Precinct 1,0
Albert Howard,U.S. Senate,,REP,Logan,Precinct 1,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Logan,Precinct 1,1
Scott H. Williams,U.S. Senate,,REP,Logan,Precinct 1,0
Mac Warner,U.S. Senate,,REP,Logan,Precinct 1,1
Ken Hechler,U.S. Senate,,DEM,Logan,Precinct 1,10
Sheirl Fletcher,U.S. Senate,,DEM,Logan,Precinct 1,0
"Joe Manchin, III",U.S. Senate,,DEM,Logan,Precinct 1,48
Jesse Johnson,U.S. Senate,,MTN,Logan,Precinct 1,0
,Registered Voters,,,Logan,Precinct 2,1308
,Registered Voters,,REP,Logan,Precinct 2,113
,Registered Voters,,DEM,Logan,Precinct 2,1096
,Registered Voters,,MTN,Logan,Precinct 2,2
,Ballots Cast,,,Logan,Precinct 2,94
,Ballots Cast,,REP,Logan,Precinct 2,11
,Ballots Cast,,DEM,Logan,Precinct 2,82
,Ballots Cast,,MTN,Logan,Precinct 2,1
Thomas Ressler,U.S. Senate,,REP,Logan,Precinct 2,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Logan,Precinct 2,0
Frank Kubic,U.S. Senate,,REP,Logan,Precinct 2,0
John R Raese,U.S. Senate,,REP,Logan,Precinct 2,9
Daniel Rebich,U.S. Senate,,REP,Logan,Precinct 2,0
Kenneth A. Culp,U.S. Senate,,REP,Logan,Precinct 2,0
Albert Howard,U.S. Senate,,REP,Logan,Precinct 2,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Logan,Precinct 2,1
Scott H. Williams,U.S. Senate,,REP,Logan,Precinct 2,0
Mac Warner,U.S. Senate,,REP,Logan,Precinct 2,1
Ken Hechler,U.S. Senate,,DEM,Logan,Precinct 2,8
Sheirl Fletcher,U.S. Senate,,DEM,Logan,Precinct 2,6
"Joe Manchin, III",U.S. Senate,,DEM,Logan,Precinct 2,68
Jesse Johnson,U.S. Senate,,MTN,Logan,Precinct 2,1
,Registered Voters,,,Logan,Precinct 4,1177
,Registered Voters,,REP,Logan,Precinct 4,137
,Registered Voters,,DEM,Logan,Precinct 4,931
,Registered Voters,,MTN,Logan,Precinct 4,0
,Ballots Cast,,,Logan,Precinct 4,115
,Ballots Cast,,REP,Logan,Precinct 4,19
,Ballots Cast,,DEM,Logan,Precinct 4,96
,Ballots Cast,,MTN,Logan,Precinct 4,0
Thomas Ressler,U.S. Senate,,REP,Logan,Precinct 4,1
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Logan,Precinct 4,0
Frank Kubic,U.S. Senate,,REP,Logan,Precinct 4,0
John R Raese,U.S. Senate,,REP,Logan,Precinct 4,14
Daniel Rebich,U.S. Senate,,REP,Logan,Precinct 4,0
Kenneth A. Culp,U.S. Senate,,REP,Logan,Precinct 4,0
Albert Howard,U.S. Senate,,REP,Logan,Precinct 4,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Logan,Precinct 4,0
Scott H. Williams,U.S. Senate,,REP,Logan,Precinct 4,0
Mac Warner,U.S. Senate,,REP,Logan,Precinct 4,4
Ken Hechler,U.S. Senate,,DEM,Logan,Precinct 4,8
Sheirl Fletcher,U.S. Senate,,DEM,Logan,Precinct 4,9
"Joe Manchin, III",U.S. Senate,,DEM,Logan,Precinct 4,79
Jesse Johnson,U.S. Senate,,MTN,Logan,Precinct 4,0
,Registered Voters,,,Logan,Precinct 5,1325
,Registered Voters,,REP,Logan,Precinct 5,114
,Registered Voters,,DEM,Logan,Precinct 5,1112
,Registered Voters,,MTN,Logan,Precinct 5,0
,Ballots Cast,,,Logan,Precinct 5,111
,Ballots Cast,,REP,Logan,Precinct 5,10
,Ballots Cast,,DEM,Logan,Precinct 5,101
,Ballots Cast,,MTN,Logan,Precinct 5,0
Thomas Ressler,U.S. Senate,,REP,Logan,Precinct 5,1
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Logan,Precinct 5,0
Frank Kubic,U.S. Senate,,REP,Logan,Precinct 5,0
John R Raese,U.S. Senate,,REP,Logan,Precinct 5,8
Daniel Rebich,U.S. Senate,,REP,Logan,Precinct 5,0
Kenneth A. Culp,U.S. Senate,,REP,Logan,Precinct 5,0
Albert Howard,U.S. Senate,,REP,Logan,Precinct 5,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Logan,Precinct 5,0
Scott H. Williams,U.S. Senate,,REP,Logan,Precinct 5,0
Mac Warner,U.S. Senate,,REP,Logan,Precinct 5,1
Ken Hechler,U.S. Senate,,DEM,Logan,Precinct 5,19
Sheirl Fletcher,U.S. Senate,,DEM,Logan,Precinct 5,9
"Joe Manchin, III",U.S. Senate,,DEM,Logan,Precinct 5,73
Jesse Johnson,U.S. Senate,,MTN,Logan,Precinct 5,0
,Registered Voters,,,Logan,Precinct 6,834
,Registered Voters,,REP,Logan,Precinct 6,118
,Registered Voters,,DEM,Logan,Precinct 6,652
,Registered Voters,,MTN,Logan,Precinct 6,0
,Ballots Cast,,,Logan,Precinct 6,109
,Ballots Cast,,REP,Logan,Precinct 6,18
,Ballots Cast,,DEM,Logan,Precinct 6,91
,Ballots Cast,,MTN,Logan,Precinct 6,0
Thomas Ressler,U.S. Senate,,REP,Logan,Precinct 6,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Logan,Precinct 6,3
Frank Kubic,U.S. Senate,,REP,Logan,Precinct 6,0
