candidate,office,district,party,county,precinct,total votes
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #4,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #6,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #6,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #6,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #6,26
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #6,0
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #6,1
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #6,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #6,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #6,2
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #6,5
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #6,4
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #6,4
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #6,12
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #6,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #9,2
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #9,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #9,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #9,37
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #9,1
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #9,1
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #9,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #9,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #9,1
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #9,7
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #9,8
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #9,3
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #9,21
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #9,1
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #10,1
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #10,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #10,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #10,65
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #10,0
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #10,0
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #10,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #10,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #10,0
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #10,5
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #10,4
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #10,2
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #10,15
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #10,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #13,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #13,1
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #13,1
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #13,32
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #13,1
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #13,0
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #13,1
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #13,1
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #13,6
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #13,4
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #13,10
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #13,1
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #13,15
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #13,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #14,2
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #14,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #14,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #14,38
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #14,0
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #14,1
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #14,1
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #14,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #14,0
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #14,12
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #14,0
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #14,2
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #14,14
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #14,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #17,1
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #17,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #17,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #17,55
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #17,0
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #17,1
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #17,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #17,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #17,1
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #17,3
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #17,4
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #17,2
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #17,17
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #17,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #18,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #18,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #18,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #18,12
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #18,0
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #18,1
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #18,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #18,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #18,2
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #18,1
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #18,1
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #18,1
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #18,4
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #18,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #20,1
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #20,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #20,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #20,49
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #20,0
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #20,0
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #20,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #20,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #20,2
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #20,8
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #20,6
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #20,0
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #20,11
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #20,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #22,1
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #22,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #22,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #22,29
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #22,1
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #22,2
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #22,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #22,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #22,1
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #22,2
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #22,2
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #22,0
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #22,13
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #22,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,Precinct #24,0
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,Precinct #24,0
Frank Kubic,U.S. Senate,,REP,Doddridge,Precinct #24,0
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct #24,57
Daniel Rebich,U.S. Senate,,REP,Doddridge,Precinct #24,0
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,Precinct #24,0
Albert Howard,U.S. Senate,,REP,Doddridge,Precinct #24,1
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,Precinct #24,0
Scott H. Williams,U.S. Senate,,REP,Doddridge,Precinct #24,2
Mac Warner,U.S. Senate,,REP,Doddridge,Precinct #24,7
Ken Hechler,U.S. Senate,,DEM,Doddridge,Precinct #24,5
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct #24,0
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct #24,15
Jesse Johnson,U.S. Senate,,MTN,Doddridge,Precinct #24,0
Thomas Ressler,U.S. Senate,,REP,Doddridge,TOTALS,11
"Harry C. Bruner, Jr.",U.S. Senate,,REP,Doddridge,TOTALS,1
Frank Kubic,U.S. Senate,,REP,Doddridge,TOTALS,1
John R. Raese,U.S. Senate,,REP,Doddridge,TOTALS,473
Daniel Rebich,U.S. Senate,,REP,Doddridge,TOTALS,3
Kenneth A. Culp,U.S. Senate,,REP,Doddridge,TOTALS,7
Albert Howard,U.S. Senate,,REP,Doddridge,TOTALS,3
Lynette Kennedy McQuain,U.S. Senate,,REP,Doddridge,TOTALS,3
Scott H. Williams,U.S. Senate,,REP,Doddridge,TOTALS,22
Mac Warner,U.S. Senate,,REP,Doddridge,TOTALS,62
Ken Hechler,U.S. Senate,,DEM,Doddridge,TOTALS,50
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,TOTALS,18
Joe Manchin III,U.S. Senate,,DEM,Doddridge,TOTALS,166
Jesse Johnson,U.S. Senate,,MTN,Doddridge,TOTALS,1
