candidate,office,district,party,county,precinct,total votes
John R. Raese,U.S. Senate,,,Marshall,Precinct 7,113
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 7,188
Jeff Becker,U.S. Senate,,,Marshall,Precinct 7,6
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 7,4
David B. McKinley,U.S. House,1,,Marshall,Precinct 7,145
Mike Oliverio,U.S. House,1,,Marshall,Precinct 7,152
Larry J. Edgell,State Senate,2,,Marshall,Precinct 7,221
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 7,237
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 7,205
,Straight Party Ticket,,REP,Marshall,Precinct 9,24
,Straight Party Ticket,,DEM,Marshall,Precinct 9,33
,Straight Party Ticket,,MTN,Marshall,Precinct 9,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 9,91
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 9,167
Jeff Becker,U.S. Senate,,,Marshall,Precinct 9,1
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 9,5
David B. McKinley,U.S. House,1,,Marshall,Precinct 9,135
Mike Oliverio,U.S. House,1,,Marshall,Precinct 9,119
Larry J. Edgell,State Senate,2,,Marshall,Precinct 9,173
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 9,197
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 9,176
,Straight Party Ticket,,REP,Marshall,Precinct 9A,36
,Straight Party Ticket,,DEM,Marshall,Precinct 9A,26
,Straight Party Ticket,,MTN,Marshall,Precinct 9A,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 9A,143
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 9A,204
Jeff Becker,U.S. Senate,,,Marshall,Precinct 9A,3
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 9A,3
David B. McKinley,U.S. House,1,,Marshall,Precinct 9A,195
Mike Oliverio,U.S. House,1,,Marshall,Precinct 9A,153
Larry J. Edgell,State Senate,2,,Marshall,Precinct 9A,233
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 9A,246
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 9A,239
,Straight Party Ticket,,REP,Marshall,Precinct 10,19
,Straight Party Ticket,,DEM,Marshall,Precinct 10,35
,Straight Party Ticket,,MTN,Marshall,Precinct 10,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 10,70
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 10,131
Jeff Becker,U.S. Senate,,,Marshall,Precinct 10,4
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 10,3
David B. McKinley,U.S. House,1,,Marshall,Precinct 10,107
Mike Oliverio,U.S. House,1,,Marshall,Precinct 10,94
Larry J. Edgell,State Senate,2,,Marshall,Precinct 10,150
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 10,159
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 10,124
,Straight Party Ticket,,REP,Marshall,Precinct 11,35
,Straight Party Ticket,,DEM,Marshall,Precinct 11,52
,Straight Party Ticket,,MTN,Marshall,Precinct 11,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 11,141
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 11,259
Jeff Becker,U.S. Senate,,,Marshall,Precinct 11,4
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 11,4
David B. McKinley,U.S. House,1,,Marshall,Precinct 11,203
Mike Oliverio,U.S. House,1,,Marshall,Precinct 11,184
Larry J. Edgell,State Senate,2,,Marshall,Precinct 11,277
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 11,305
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 11,258
,Straight Party Ticket,,REP,Marshall,Precinct 12,30
,Straight Party Ticket,,DEM,Marshall,Precinct 12,33
,Straight Party Ticket,,MTN,Marshall,Precinct 12,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 12,127
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 12,194
Jeff Becker,U.S. Senate,,,Marshall,Precinct 12,4
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 12,3
David B. McKinley,U.S. House,1,,Marshall,Precinct 12,198
Mike Oliverio,U.S. House,1,,Marshall,Precinct 12,123
Larry J. Edgell,State Senate,2,,Marshall,Precinct 12,212
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 12,247
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 12,240
,Straight Party Ticket,,REP,Marshall,Precinct 13,17
,Straight Party Ticket,,DEM,Marshall,Precinct 13,23
,Straight Party Ticket,,MTN,Marshall,Precinct 13,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 13,121
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 13,164
Jeff Becker,U.S. Senate,,,Marshall,Precinct 13,0
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 13,0
David B. McKinley,U.S. House,1,,Marshall,Precinct 13,167
Mike Oliverio,U.S. House,1,,Marshall,Precinct 13,120
Larry J. Edgell,State Senate,2,,Marshall,Precinct 13,192
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 13,216
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 13,197
,Straight Party Ticket,,REP,Marshall,Precinct 14,38
,Straight Party Ticket,,DEM,Marshall,Precinct 14,19
,Straight Party Ticket,,MTN,Marshall,Precinct 14,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 14,205
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 14,212
Jeff Becker,U.S. Senate,,,Marshall,Precinct 14,5
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 14,2
David B. McKinley,U.S. House,1,,Marshall,Precinct 14,256
Mike Oliverio,U.S. House,1,,Marshall,Precinct 14,158
Larry J. Edgell,State Senate,2,,Marshall,Precinct 14,285
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 14,300
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 14,300
,Straight Party Ticket,,REP,Marshall,Precinct 15A,8
,Straight Party Ticket,,DEM,Marshall,Precinct 15A,18
,Straight Party Ticket,,MTN,Marshall,Precinct 15A,2
John R. Raese,U.S. Senate,,,Marshall,Precinct 15A,49
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 15A,70
Jeff Becker,U.S. Senate,,,Marshall,Precinct 15A,3
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 15A,3
David B. McKinley,U.S. House,1,,Marshall,Precinct 15A,73
Mike Oliverio,U.S. House,1,,Marshall,Precinct 15A,45
Larry J. Edgell,State Senate,2,,Marshall,Precinct 15A,79
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 15A,88
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 15A,74
,Straight Party Ticket,,REP,Marshall,Precinct 16,14
,Straight Party Ticket,,DEM,Marshall,Precinct 16,35
,Straight Party Ticket,,MTN,Marshall,Precinct 16,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 16,77
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 16,136
Jeff Becker,U.S. Senate,,,Marshall,Precinct 16,6
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 16,3
David B. McKinley,U.S. House,1,,Marshall,Precinct 16,112
Mike Oliverio,U.S. House,1,,Marshall,Precinct 16,98
Larry J. Edgell,State Senate,2,,Marshall,Precinct 16,161
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 16,174
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 16,160
,Straight Party Ticket,,REP,Marshall,Precinct 17,19
,Straight Party Ticket,,DEM,Marshall,Precinct 17,21
,Straight Party Ticket,,MTN,Marshall,Precinct 17,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 17,55
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 17,94
Jeff Becker,U.S. Senate,,,Marshall,Precinct 17,3
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 17,3
David B. McKinley,U.S. House,1,,Marshall,Precinct 17,75
Mike Oliverio,U.S. House,1,,Marshall,Precinct 17,73
Larry J. Edgell,State Senate,2,,Marshall,Precinct 17,105
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 17,115
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 17,97
,Straight Party Ticket,,REP,Marshall,Precinct 17A,33
,Straight Party Ticket,,DEM,Marshall,Precinct 17A,19
,Straight Party Ticket,,MTN,Marshall,Precinct 17A,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 17A,138
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 17A,109
Jeff Becker,U.S. Senate,,,Marshall,Precinct 17A,6
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 17A,7
David B. McKinley,U.S. House,1,,Marshall,Precinct 17A,170
Mike Oliverio,U.S. House,1,,Marshall,Precinct 17A,83
Larry J. Edgell,State Senate,2,,Marshall,Precinct 17A,171
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 17A,184
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 17A,153
,Straight Party Ticket,,REP,Marshall,Precinct 18,32
,Straight Party Ticket,,DEM,Marshall,Precinct 18,43
,Straight Party Ticket,,MTN,Marshall,Precinct 18,2
John R. Raese,U.S. Senate,,,Marshall,Precinct 18,142
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 18,212
Jeff Becker,U.S. Senate,,,Marshall,Precinct 18,7
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 18,3
David B. McKinley,U.S. House,1,,Marshall,Precinct 18,198
Mike Oliverio,U.S. House,1,,Marshall,Precinct 18,155
Larry J. Edgell,State Senate,2,,Marshall,Precinct 18,243
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 18,271
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 18,254
,Straight Party Ticket,,REP,Marshall,Precinct 19,10
,Straight Party Ticket,,DEM,Marshall,Precinct 19,15
,Straight Party Ticket,,MTN,Marshall,Precinct 19,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 19,35
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 19,68
Jeff Becker,U.S. Senate,,,Marshall,Precinct 19,2
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 19,1
David B. McKinley,U.S. House,1,,Marshall,Precinct 19,42
Mike Oliverio,U.S. House,1,,Marshall,Precinct 19,58
Larry J. Edgell,State Senate,2,,Marshall,Precinct 19,74
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 19,69
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 19,73
,Straight Party Ticket,,REP,Marshall,Precinct 20,4
,Straight Party Ticket,,DEM,Marshall,Precinct 20,28
,Straight Party Ticket,,MTN,Marshall,Precinct 20,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 20,27
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 20,96
Jeff Becker,U.S. Senate,,,Marshall,Precinct 20,1
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 20,2
David B. McKinley,U.S. House,1,,Marshall,Precinct 20,55
Mike Oliverio,U.S. House,1,,Marshall,Precinct 20,72
Larry J. Edgell,State Senate,2,,Marshall,Precinct 20,97
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 20,100
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 20,106
,Straight Party Ticket,,REP,Marshall,Precinct 21,17
,Straight Party Ticket,,DEM,Marshall,Precinct 21,20
,Straight Party Ticket,,MTN,Marshall,Precinct 21,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 21,77
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 21,106
Jeff Becker,U.S. Senate,,,Marshall,Precinct 21,3
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 21,7
David B. McKinley,U.S. House,1,,Marshall,Precinct 21,112
Mike Oliverio,U.S. House,1,,Marshall,Precinct 21,76
Larry J. Edgell,State Senate,2,,Marshall,Precinct 21,139
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 21,130
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 21,134
,Straight Party Ticket,,REP,Marshall,Precinct 23,12
,Straight Party Ticket,,DEM,Marshall,Precinct 23,20
,Straight Party Ticket,,MTN,Marshall,Precinct 23,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 23,46
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 23,81
Jeff Becker,U.S. Senate,,,Marshall,Precinct 23,3
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 23,1
David B. McKinley,U.S. House,1,,Marshall,Precinct 23,63
Mike Oliverio,U.S. House,1,,Marshall,Precinct 23,60
Larry J. Edgell,State Senate,2,,Marshall,Precinct 23,72
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 23,88
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 23,104
,Straight Party Ticket,,REP,Marshall,Precinct 24,22
,Straight Party Ticket,,DEM,Marshall,Precinct 24,32
,Straight Party Ticket,,MTN,Marshall,Precinct 24,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 24,100
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 24,163
Jeff Becker,U.S. Senate,,,Marshall,Precinct 24,2
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 24,1
David B. McKinley,U.S. House,1,,Marshall,Precinct 24,136
Mike Oliverio,U.S. House,1,,Marshall,Precinct 24,128
Larry J. Edgell,State Senate,2,,Marshall,Precinct 24,184
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 24,190
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 24,195
,Straight Party Ticket,,REP,Marshall,Precinct 25,22
,Straight Party Ticket,,DEM,Marshall,Precinct 25,21
,Straight Party Ticket,,MTN,Marshall,Precinct 25,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 25,58
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 25,77
Jeff Becker,U.S. Senate,,,Marshall,Precinct 25,4
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 25,1
David B. McKinley,U.S. House,1,,Marshall,Precinct 25,75
Mike Oliverio,U.S. House,1,,Marshall,Precinct 25,62
Larry J. Edgell,State Senate,2,,Marshall,Precinct 25,92
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 25,88
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 25,109
,Straight Party Ticket,,REP,Marshall,Precinct 26,15
,Straight Party Ticket,,DEM,Marshall,Precinct 26,36
,Straight Party Ticket,,MTN,Marshall,Precinct 26,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 26,56
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 26,112
Jeff Becker,U.S. Senate,,,Marshall,Precinct 26,3
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 26,4
David B. McKinley,U.S. House,1,,Marshall,Precinct 26,66
Mike Oliverio,U.S. House,1,,Marshall,Precinct 26,105
Larry J. Edgell,State Senate,2,,Marshall,Precinct 26,124
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 26,132
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 26,144
,Straight Party Ticket,,REP,Marshall,Precinct 27,24
,Straight Party Ticket,,DEM,Marshall,Precinct 27,15
,Straight Party Ticket,,MTN,Marshall,Precinct 27,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 27,93
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 27,82
Jeff Becker,U.S. Senate,,,Marshall,Precinct 27,5
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 27,4
David B. McKinley,U.S. House,1,,Marshall,Precinct 27,107
Mike Oliverio,U.S. House,1,,Marshall,Precinct 27,71
Larry J. Edgell,State Senate,2,,Marshall,Precinct 27,116
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 27,112
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 27,125
,Straight Party Ticket,,REP,Marshall,Precinct 28,25
,Straight Party Ticket,,DEM,Marshall,Precinct 28,49
,Straight Party Ticket,,MTN,Marshall,Precinct 28,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 28,93
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 28,217
Jeff Becker,U.S. Senate,,,Marshall,Precinct 28,3
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 28,7
David B. McKinley,U.S. House,1,,Marshall,Precinct 28,149
Mike Oliverio,U.S. House,1,,Marshall,Precinct 28,162
Larry J. Edgell,State Senate,2,,Marshall,Precinct 28,221
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 28,232
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 28,269
,Straight Party Ticket,,REP,Marshall,Precinct 29,31
,Straight Party Ticket,,DEM,Marshall,Precinct 29,36
,Straight Party Ticket,,MTN,Marshall,Precinct 29,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 29,122
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 29,144
Jeff Becker,U.S. Senate,,,Marshall,Precinct 29,6
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 29,6
David B. McKinley,U.S. House,1,,Marshall,Precinct 29,165
Mike Oliverio,U.S. House,1,,Marshall,Precinct 29,110
Larry J. Edgell,State Senate,2,,Marshall,Precinct 29,184
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 29,202
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 29,196
,Straight Party Ticket,,REP,Marshall,Precinct 30,8
,Straight Party Ticket,,DEM,Marshall,Precinct 30,23
,Straight Party Ticket,,MTN,Marshall,Precinct 30,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 30,44
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 30,103
Jeff Becker,U.S. Senate,,,Marshall,Precinct 30,1
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 30,2
David B. McKinley,U.S. House,1,,Marshall,Precinct 30,63
Mike Oliverio,U.S. House,1,,Marshall,Precinct 30,79
Larry J. Edgell,State Senate,2,,Marshall,Precinct 30,118
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 30,106
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 30,131
,Straight Party Ticket,,REP,Marshall,Precinct 33,77
,Straight Party Ticket,,DEM,Marshall,Precinct 33,43
,Straight Party Ticket,,MTN,Marshall,Precinct 33,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 33,225
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 33,228
Jeff Becker,U.S. Senate,,,Marshall,Precinct 33,4
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 33,2
David B. McKinley,U.S. House,1,,Marshall,Precinct 33,285
Mike Oliverio,U.S. House,1,,Marshall,Precinct 33,165
Larry J. Edgell,State Senate,2,,Marshall,Precinct 33,289
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 33,294
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 33,290
,Straight Party Ticket,,REP,Marshall,Precinct 34,31
,Straight Party Ticket,,DEM,Marshall,Precinct 34,27
,Straight Party Ticket,,MTN,Marshall,Precinct 34,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 34,134
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 34,170
Jeff Becker,U.S. Senate,,,Marshall,Precinct 34,4
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 34,1
David B. McKinley,U.S. House,1,,Marshall,Precinct 34,184
Mike Oliverio,U.S. House,1,,Marshall,Precinct 34,125
Larry J. Edgell,State Senate,2,,Marshall,Precinct 34,225
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 34,223
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 34,220
,Straight Party Ticket,,REP,Marshall,Precinct 35,34
,Straight Party Ticket,,DEM,Marshall,Precinct 35,36
,Straight Party Ticket,,MTN,Marshall,Precinct 35,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 35,132
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 35,135
Jeff Becker,U.S. Senate,,,Marshall,Precinct 35,3
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 35,8
David B. McKinley,U.S. House,1,,Marshall,Precinct 35,155
Mike Oliverio,U.S. House,1,,Marshall,Precinct 35,118
Larry J. Edgell,State Senate,2,,Marshall,Precinct 35,189
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 35,195
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 35,185
,Straight Party Ticket,,REP,Marshall,Precinct 36,8
,Straight Party Ticket,,DEM,Marshall,Precinct 36,10
,Straight Party Ticket,,MTN,Marshall,Precinct 36,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 36,32
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 36,38
Jeff Becker,U.S. Senate,,,Marshall,Precinct 36,1
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 36,1
David B. McKinley,U.S. House,1,,Marshall,Precinct 36,40
Mike Oliverio,U.S. House,1,,Marshall,Precinct 36,29
Larry J. Edgell,State Senate,2,,Marshall,Precinct 36,46
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 36,49
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 36,38
,Straight Party Ticket,,REP,Marshall,Precinct 38,25
,Straight Party Ticket,,DEM,Marshall,Precinct 38,22
,Straight Party Ticket,,MTN,Marshall,Precinct 38,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 38,81
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 38,101
Jeff Becker,U.S. Senate,,,Marshall,Precinct 38,1
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 38,4
David B. McKinley,U.S. House,1,,Marshall,Precinct 38,100
Mike Oliverio,U.S. House,1,,Marshall,Precinct 38,71
Larry J. Edgell,State Senate,2,,Marshall,Precinct 38,119
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 38,131
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 38,107
,Straight Party Ticket,,REP,Marshall,Precinct 39,19
,Straight Party Ticket,,DEM,Marshall,Precinct 39,12
,Straight Party Ticket,,MTN,Marshall,Precinct 39,2
John R. Raese,U.S. Senate,,,Marshall,Precinct 39,80
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 39,57
Jeff Becker,U.S. Senate,,,Marshall,Precinct 39,2
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 39,2
David B. McKinley,U.S. House,1,,Marshall,Precinct 39,96
Mike Oliverio,U.S. House,1,,Marshall,Precinct 39,44
Larry J. Edgell,State Senate,2,,Marshall,Precinct 39,89
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 39,93
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 39,83
,Straight Party Ticket,,REP,Marshall,Precinct 39W,16
,Straight Party Ticket,,DEM,Marshall,Precinct 39W,7
,Straight Party Ticket,,MTN,Marshall,Precinct 39W,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 39W,45
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 39W,53
Jeff Becker,U.S. Senate,,,Marshall,Precinct 39W,2
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 39W,1
David B. McKinley,U.S. House,1,,Marshall,Precinct 39W,63
Mike Oliverio,U.S. House,1,,Marshall,Precinct 39W,35
Larry J. Edgell,State Senate,2,,Marshall,Precinct 39W,61
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 39W,65
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 39W,46
,Straight Party Ticket,,REP,Marshall,Precinct 40,14
,Straight Party Ticket,,DEM,Marshall,Precinct 40,8
,Straight Party Ticket,,MTN,Marshall,Precinct 40,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 40,59
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 40,41
Jeff Becker,U.S. Senate,,,Marshall,Precinct 40,7
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 40,2
David B. McKinley,U.S. House,1,,Marshall,Precinct 40,73
Mike Oliverio,U.S. House,1,,Marshall,Precinct 40,35
Larry J. Edgell,State Senate,2,,Marshall,Precinct 40,80
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 40,77
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 40,67
,Straight Party Ticket,,REP,Marshall,Precinct 41,25
,Straight Party Ticket,,DEM,Marshall,Precinct 41,15
,Straight Party Ticket,,MTN,Marshall,Precinct 41,4
John R. Raese,U.S. Senate,,,Marshall,Precinct 41,66
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 41,60
Jeff Becker,U.S. Senate,,,Marshall,Precinct 41,0
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 41,3
David B. McKinley,U.S. House,1,,Marshall,Precinct 41,85
Mike Oliverio,U.S. House,1,,Marshall,Precinct 41,41
Larry J. Edgell,State Senate,2,,Marshall,Precinct 41,69
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 41,62
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 41,55
,Straight Party Ticket,,REP,Marshall,Precinct 43,37
,Straight Party Ticket,,DEM,Marshall,Precinct 43,36
,Straight Party Ticket,,MTN,Marshall,Precinct 43,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 43,144
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 43,165
Jeff Becker,U.S. Senate,,,Marshall,Precinct 43,2
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 43,5
