candidate,office,district,party,county,precinct,votes
,Straight Party Ticket ,,REP,Mineral,Precinct 1,84
,Straight Party Ticket ,,DEM,Mineral,Precinct 1,13
,Straight Party Ticket ,,MTN,Mineral,Precinct 1,1
John R. Raese ,US Senate,,REP,Mineral,Precinct 1,164
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 1,81
Jeff Becker,US Senate,,CON,Mineral,Precinct 1,6
Jesse Johnson ,US Senate,,MTN,Mineral,Precinct 1,3
"John R. ""Rick"" Bartlett (write-in)",US Senate,,,Mineral,Precinct 1,0
"Charles G. ""Bud"" Railey (write-in)",US Senate,,,Mineral,Precinct 1,0
David B. McKinley ,US House,1,REP,Mineral,Precinct 1,184
Mike Oliverio,US House,1,DEM,Mineral,Precinct 1,68
Dave Sypolt ,State Senate,14,REP,Mineral,Precinct 1,190
Steven L. Shaffer,State Senate,14,DEM,Mineral,Precinct 1,53
"John ""Rick"" Bartlett (write-in)",State Senate,14,,Mineral,Precinct 1,0
Allen V. Evans ,House of Delegates,48,REP,Mineral,Precinct 1,0
Gary G. Howell,House of Delegates,49,REP,Mineral,Precinct 1,170
Charles Messick,House of Delegates,49,DEM,Mineral,Precinct 1,84
Ruth Rowan,House of Delegates,50,REP,Mineral,Precinct 1,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral,Precinct 1,0
,Straight Party Ticket ,,REP,Mineral,Precinct 2,112
,Straight Party Ticket ,,DEM,Mineral,Precinct 2,30
,Straight Party Ticket ,,MTN,Mineral,Precinct 2,1
John R. Raese ,US Senate,,REP,Mineral,Precinct 2,233
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 2,145
Jeff Becker,US Senate,,CON,Mineral,Precinct 2,3
Jesse Johnson ,US Senate,,MTN,Mineral,Precinct 2,2
"John R. ""Rick"" Bartlett (write-in)",US Senate,,,Mineral,Precinct 2,0
"Charles G. ""Bud"" Railey (write-in)",US Senate,,,Mineral,Precinct 2,0
David B. McKinley ,US House,1,REP,Mineral,Precinct 2,263
Mike Oliverio,US House,1,DEM,Mineral,Precinct 2,113
Dave Sypolt ,State Senate,14,REP,Mineral,Precinct 2,277
Steven L. Shaffer,State Senate,14,DEM,Mineral,Precinct 2,96
"John ""Rick"" Bartlett (write-in)",State Senate,14,,Mineral,Precinct 2,0
Allen V. Evans ,House of Delegates,48,REP,Mineral,Precinct 2,0
Gary G. Howell,House of Delegates,49,REP,Mineral,Precinct 2,257
Charles Messick,House of Delegates,49,DEM,Mineral,Precinct 2,120
Ruth Rowan,House of Delegates,50,REP,Mineral,Precinct 2,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral,Precinct 2,0
,Straight Party Ticket ,,REP,Mineral,Precinct 3,23
,Straight Party Ticket ,,DEM,Mineral,Precinct 3,7
,Straight Party Ticket ,,MTN,Mineral,Precinct 3,0
John R. Raese ,US Senate,,REP,Mineral,Precinct 3,45
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 3,27
Jeff Becker,US Senate,,CON,Mineral,Precinct 3,2
Jesse Johnson ,US Senate,,MTN,Mineral,Precinct 3,0
"John R. ""Rick"" Bartlett (write-in)",US Senate,,,Mineral,Precinct 3,0
"Charles G. ""Bud"" Railey (write-in)",US Senate,,,Mineral,Precinct 3,0
David B. McKinley ,US House,1,REP,Mineral,Precinct 3,53
Mike Oliverio,US House,1,DEM,Mineral,Precinct 3,18
Dave Sypolt ,State Senate,14,REP,Mineral,Precinct 3,51
Steven L. Shaffer,State Senate,14,DEM,Mineral,Precinct 3,20
"John ""Rick"" Bartlett (write-in)",State Senate,14,,Mineral,Precinct 3,0
Allen V. Evans ,House of Delegates,48,REP,Mineral,Precinct 3,63
Gary G. Howell,House of Delegates,49,REP,Mineral,Precinct 3,0
Charles Messick,House of Delegates,49,DEM,Mineral,Precinct 3,0
Ruth Rowan,House of Delegates,50,REP,Mineral,Precinct 3,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral,Precinct 3,0
,Straight Party Ticket ,,REP,Mineral,Precinct 4,83
,Straight Party Ticket ,,DEM,Mineral,Precinct 4,14
,Straight Party Ticket ,,MTN,Mineral,Precinct 4,0
John R. Raese ,US Senate,,REP,Mineral,Precinct 4,169
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 4,100
Jeff Becker,US Senate,,CON,Mineral,Precinct 4,9
Jesse Johnson ,US Senate,,MTN,Mineral,Precinct 4,1
"John R. ""Rick"" Bartlett (write-in)",US Senate,,,Mineral,Precinct 4,0
"Charles G. ""Bud"" Railey (write-in)",US Senate,,,Mineral,Precinct 4,0
David B. McKinley ,US House,1,REP,Mineral,Precinct 4,198
Mike Oliverio,US House,1,DEM,Mineral,Precinct 4,74
Dave Sypolt ,State Senate,14,REP,Mineral,Precinct 4,215
Steven L. Shaffer,State Senate,14,DEM,Mineral,Precinct 4,57
"John ""Rick"" Bartlett (write-in)",State Senate,14,,Mineral,Precinct 4,0
Allen V. Evans ,House of Delegates,48,REP,Mineral,Precinct 4,0
Gary G. Howell,House of Delegates,49,REP,Mineral,Precinct 4,202
Charles Messick,House of Delegates,49,DEM,Mineral,Precinct 4,80
Ruth Rowan,House of Delegates,50,REP,Mineral,Precinct 4,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral,Precinct 4,0
,Straight Party Ticket ,,REP,Mineral,Precinct 5,102
,Straight Party Ticket ,,DEM,Mineral,Precinct 5,24
,Straight Party Ticket ,,MTN,Mineral,Precinct 5,2
John R. Raese ,US Senate,,REP,Mineral,Precinct 5,223
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 5,107
Jeff Becker,US Senate,,CON,Mineral,Precinct 5,6
Jesse Johnson ,US Senate,,MTN,Mineral,Precinct 5,4
"John R. ""Rick"" Bartlett (write-in)",US Senate,,,Mineral,Precinct 5,0
"Charles G. ""Bud"" Railey (write-in)",US Senate,,,Mineral,Precinct 5,0
David B. McKinley ,US House,1,REP,Mineral,Precinct 5,242
Mike Oliverio,US House,1,DEM,Mineral,Precinct 5,85
Dave Sypolt ,State Senate,14,REP,Mineral,Precinct 5,254
Steven L. Shaffer,State Senate,14,DEM,Mineral,Precinct 5,74
"John ""Rick"" Bartlett (write-in)",State Senate,14,,Mineral,Precinct 5,1
Allen V. Evans ,House of Delegates,48,REP,Mineral,Precinct 5,0
Gary G. Howell,House of Delegates,49,REP,Mineral,Precinct 5,206
Charles Messick,House of Delegates,49,DEM,Mineral,Precinct 5,129
Ruth Rowan,House of Delegates,50,REP,Mineral,Precinct 5,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral,Precinct 5,0
,Straight Party Ticket ,,REP,Mineral,Precinct 7,148
,Straight Party Ticket ,,DEM,Mineral,Precinct 7,56
,Straight Party Ticket ,,MTN,Mineral,Precinct 7,3
John R. Raese ,US Senate,,REP,Mineral,Precinct 7,307
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 7,221
Jeff Becker,US Senate,,CON,Mineral,Precinct 7,5
Jesse Johnson ,US Senate,,MTN,Mineral,Precinct 7,3
"John R. ""Rick"" Bartlett (write-in)",US Senate,,,Mineral,Precinct 7,0
"Charles G. ""Bud"" Railey (write-in)",US Senate,,,Mineral,Precinct 7,0
David B. McKinley ,US House,1,REP,Mineral,Precinct 7,321
Mike Oliverio,US House,1,DEM,Mineral,Precinct 7,195
Dave Sypolt ,State Senate,14,REP,Mineral,Precinct 7,346
Steven L. Shaffer,State Senate,14,DEM,Mineral,Precinct 7,160
"John ""Rick"" Bartlett (write-in)",State Senate,14,,Mineral,Precinct 7,0
Allen V. Evans ,House of Delegates,48,REP,Mineral,Precinct 7,0
Gary G. Howell,House of Delegates,49,REP,Mineral,Precinct 7,0
Charles Messick,House of Delegates,49,DEM,Mineral,Precinct 7,0
