candidate,office,district,party,county,precinct,total votes 
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 11,148
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 11,214
Tom Thacker ,State Senate,11,,Fayette,Precinct 11,20
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 11,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 11,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 11,175
David Perry,House of Delegates,29,,Fayette,Precinct 11,260
John Pino,House of Delegates,29,,Fayette,Precinct 11,229
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 11,230
,Straight Party Ticket ,,REP,Fayette,Precinct 12,37
,Straight Party Ticket ,,DEM,Fayette,Precinct 12,87
,Straight Party Ticket ,,MTN,Fayette,Precinct 12,1
John R. Raese,US Senate,,,Fayette,Precinct 12,235
Joe Manchin III,US Senate,,,Fayette,Precinct 12,238
Jeff Becker,US Senate,,,Fayette,Precinct 12,7
Jesse Johnson ,US Senate,,,Fayette,Precinct 12,13
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 12,134
Nick Joe Rahall II,US House,3,,Fayette,Precinct 12,252
John Harnes,State Senate,10,,Fayette,Precinct 12,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 12,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 12,126
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 12,217
Tom Thacker ,State Senate,11,,Fayette,Precinct 12,24
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 12,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 12,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 12,135
David Perry,House of Delegates,29,,Fayette,Precinct 12,250
John Pino,House of Delegates,29,,Fayette,Precinct 12,216
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 12,233
,Straight Party Ticket ,,REP,Fayette,Precinct 13,27
,Straight Party Ticket ,,DEM,Fayette,Precinct 13,65
,Straight Party Ticket ,,MTN,Fayette,Precinct 13,2
John R. Raese,US Senate,,,Fayette,Precinct 13,114
Joe Manchin III,US Senate,,,Fayette,Precinct 13,293
Jeff Becker,US Senate,,,Fayette,Precinct 13,4
Jesse Johnson ,US Senate,,,Fayette,Precinct 13,8
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 13,129
Nick Joe Rahall II,US House,3,,Fayette,Precinct 13,180
John Harnes,State Senate,10,,Fayette,Precinct 13,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 13,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 13,108
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 13,178
Tom Thacker ,State Senate,11,,Fayette,Precinct 13,11
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 13,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 13,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 13,128
David Perry,House of Delegates,29,,Fayette,Precinct 13,219
John Pino,House of Delegates,29,,Fayette,Precinct 13,182
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 13,175
,Straight Party Ticket ,,REP,Fayette,Precinct 15,42
,Straight Party Ticket ,,DEM,Fayette,Precinct 15,71
,Straight Party Ticket ,,MTN,Fayette,Precinct 15,0
John R. Raese,US Senate,,,Fayette,Precinct 15,113
Joe Manchin III,US Senate,,,Fayette,Precinct 15,185
Jeff Becker,US Senate,,,Fayette,Precinct 15,9
Jesse Johnson ,US Senate,,,Fayette,Precinct 15,7
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 15,126
Nick Joe Rahall II,US House,3,,Fayette,Precinct 15,177
John Harnes,State Senate,10,,Fayette,Precinct 15,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 15,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 15,101
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 15,171
Tom Thacker ,State Senate,11,,Fayette,Precinct 15,18
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 15,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 15,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 15,121
David Perry,House of Delegates,29,,Fayette,Precinct 15,193
John Pino,House of Delegates,29,,Fayette,Precinct 15,173
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 15,178
,Straight Party Ticket ,,REP,Fayette,Precinct 17,35
,Straight Party Ticket ,,DEM,Fayette,Precinct 17,38
,Straight Party Ticket ,,MTN,Fayette,Precinct 17,0
John R. Raese,US Senate,,,Fayette,Precinct 17,107
Joe Manchin III,US Senate,,,Fayette,Precinct 17,118
Jeff Becker,US Senate,,,Fayette,Precinct 17,2
Jesse Johnson ,US Senate,,,Fayette,Precinct 17,3
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 17,117
Nick Joe Rahall II,US House,3,,Fayette,Precinct 17,112
John Harnes,State Senate,10,,Fayette,Precinct 17,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 17,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 17,112
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 17,86
Tom Thacker ,State Senate,11,,Fayette,Precinct 17,16
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 17,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 17,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 17,111
David Perry,House of Delegates,29,,Fayette,Precinct 17,211
John Pino,House of Delegates,29,,Fayette,Precinct 17,135
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 17,112
,Straight Party Ticket ,,REP,Fayette,Precinct 18,48
,Straight Party Ticket ,,DEM,Fayette,Precinct 18,38
,Straight Party Ticket ,,MTN,Fayette,Precinct 18,0
John R. Raese,US Senate,,,Fayette,Precinct 18,87
Joe Manchin III,US Senate,,,Fayette,Precinct 18,101
Jeff Becker,US Senate,,,Fayette,Precinct 18,1
Jesse Johnson ,US Senate,,,Fayette,Precinct 18,4
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 18,89
Nick Joe Rahall II,US House,3,,Fayette,Precinct 18,98
John Harnes,State Senate,10,,Fayette,Precinct 18,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 18,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 18,86
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 18,88
Tom Thacker ,State Senate,11,,Fayette,Precinct 18,8
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 18,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 18,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 18,93
David Perry,House of Delegates,29,,Fayette,Precinct 18,86
John Pino,House of Delegates,29,,Fayette,Precinct 18,76
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 18,92
,Straight Party Ticket ,,REP,Fayette,Precinct 19,30
,Straight Party Ticket ,,DEM,Fayette,Precinct 19,107
,Straight Party Ticket ,,MTN,Fayette,Precinct 19,1
John R. Raese,US Senate,,,Fayette,Precinct 19,114
Joe Manchin III,US Senate,,,Fayette,Precinct 19,255
Jeff Becker,US Senate,,,Fayette,Precinct 19,5
Jesse Johnson ,US Senate,,,Fayette,Precinct 19,6
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 19,128
Nick Joe Rahall II,US House,3,,Fayette,Precinct 19,250
John Harnes,State Senate,10,,Fayette,Precinct 19,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 19,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 19,100
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 19,234
Tom Thacker ,State Senate,11,,Fayette,Precinct 19,24
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 19,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 19,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 19,127
David Perry,House of Delegates,29,,Fayette,Precinct 19,240
John Pino,House of Delegates,29,,Fayette,Precinct 19,225
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 19,246
,Straight Party Ticket ,,REP,Fayette,Precinct 23,33
,Straight Party Ticket ,,DEM,Fayette,Precinct 23,67
,Straight Party Ticket ,,MTN,Fayette,Precinct 23,0
John R. Raese,US Senate,,,Fayette,Precinct 23,89
Joe Manchin III,US Senate,,,Fayette,Precinct 23,139
Jeff Becker,US Senate,,,Fayette,Precinct 23,0
Jesse Johnson ,US Senate,,,Fayette,Precinct 23,5
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 23,93
Nick Joe Rahall II,US House,3,,Fayette,Precinct 23,156
John Harnes,State Senate,10,,Fayette,Precinct 23,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 23,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 23,95
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 23,133
Tom Thacker ,State Senate,11,,Fayette,Precinct 23,11
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 23,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 23,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 23,91
David Perry,House of Delegates,29,,Fayette,Precinct 23,162
John Pino,House of Delegates,29,,Fayette,Precinct 23,159
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 23,154
,Straight Party Ticket ,,REP,Fayette,Precinct 24,30
,Straight Party Ticket ,,DEM,Fayette,Precinct 24,50
,Straight Party Ticket ,,MTN,Fayette,Precinct 24,0
John R. Raese,US Senate,,,Fayette,Precinct 24,74
Joe Manchin III,US Senate,,,Fayette,Precinct 24,117
Jeff Becker,US Senate,,,Fayette,Precinct 24,2
Jesse Johnson ,US Senate,,,Fayette,Precinct 24,1
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 24,82
Nick Joe Rahall II,US House,3,,Fayette,Precinct 24,108
John Harnes,State Senate,10,,Fayette,Precinct 24,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 24,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 24,77
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 24,102
Tom Thacker ,State Senate,11,,Fayette,Precinct 24,5
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 24,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 24,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 24,80
David Perry,House of Delegates,29,,Fayette,Precinct 24,116
John Pino,House of Delegates,29,,Fayette,Precinct 24,111
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 24,112
,Straight Party Ticket ,,REP,Fayette,Precinct 26,8
,Straight Party Ticket ,,DEM,Fayette,Precinct 26,58
,Straight Party Ticket ,,MTN,Fayette,Precinct 26,0
John R. Raese,US Senate,,,Fayette,Precinct 26,25
Joe Manchin III,US Senate,,,Fayette,Precinct 26,113
Jeff Becker,US Senate,,,Fayette,Precinct 26,0
Jesse Johnson ,US Senate,,,Fayette,Precinct 26,1
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 26,24
Nick Joe Rahall II,US House,3,,Fayette,Precinct 26,113
John Harnes,State Senate,10,,Fayette,Precinct 26,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 26,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 26,26
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 26,97
Tom Thacker ,State Senate,11,,Fayette,Precinct 26,4
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 26,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 26,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 26,30
David Perry,House of Delegates,29,,Fayette,Precinct 26,100
John Pino,House of Delegates,29,,Fayette,Precinct 26,91
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 26,92
,Straight Party Ticket ,,REP,Fayette,Precinct 28,9
,Straight Party Ticket ,,DEM,Fayette,Precinct 28,104
,Straight Party Ticket ,,MTN,Fayette,Precinct 28,0
John R. Raese,US Senate,,,Fayette,Precinct 28,65
Joe Manchin III,US Senate,,,Fayette,Precinct 28,196
Jeff Becker,US Senate,,,Fayette,Precinct 28,1
Jesse Johnson ,US Senate,,,Fayette,Precinct 28,2
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 28,59
Nick Joe Rahall II,US House,3,,Fayette,Precinct 28,198
John Harnes,State Senate,10,,Fayette,Precinct 28,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 28,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 28,52
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 28,183
Tom Thacker ,State Senate,11,,Fayette,Precinct 28,12
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 28,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 28,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 28,59
David Perry,House of Delegates,29,,Fayette,Precinct 28,196
John Pino,House of Delegates,29,,Fayette,Precinct 28,186
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 28,180
,Straight Party Ticket ,,REP,Fayette,Precinct 29,22
,Straight Party Ticket ,,DEM,Fayette,Precinct 29,89
,Straight Party Ticket ,,MTN,Fayette,Precinct 29,2
John R. Raese,US Senate,,,Fayette,Precinct 29,88
Joe Manchin III,US Senate,,,Fayette,Precinct 29,198
Jeff Becker,US Senate,,,Fayette,Precinct 29,5
Jesse Johnson ,US Senate,,,Fayette,Precinct 29,16
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 29,97
Nick Joe Rahall II,US House,3,,Fayette,Precinct 29,203
John Harnes,State Senate,10,,Fayette,Precinct 29,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 29,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 29,91
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 29,182
Tom Thacker ,State Senate,11,,Fayette,Precinct 29,20
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 29,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 29,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 29,101
David Perry,House of Delegates,29,,Fayette,Precinct 29,183
John Pino,House of Delegates,29,,Fayette,Precinct 29,197
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 29,208
,Straight Party Ticket ,,REP,Fayette,Precinct 31,1
,Straight Party Ticket ,,DEM,Fayette,Precinct 31,30
,Straight Party Ticket ,,MTN,Fayette,Precinct 31,0
John R. Raese,US Senate,,,Fayette,Precinct 31,14
Joe Manchin III,US Senate,,,Fayette,Precinct 31,63
Jeff Becker,US Senate,,,Fayette,Precinct 31,2
Jesse Johnson ,US Senate,,,Fayette,Precinct 31,1
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 31,12
Nick Joe Rahall II,US House,3,,Fayette,Precinct 31,67
John Harnes,State Senate,10,,Fayette,Precinct 31,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 31,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 31,12
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 31,59
Tom Thacker ,State Senate,11,,Fayette,Precinct 31,4
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 31,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 31,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 31,10
David Perry,House of Delegates,29,,Fayette,Precinct 31,60
John Pino,House of Delegates,29,,Fayette,Precinct 31,64
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 31,68
,Straight Party Ticket ,,REP,Fayette,Precinct 32,14
,Straight Party Ticket ,,DEM,Fayette,Precinct 32,21
,Straight Party Ticket ,,MTN,Fayette,Precinct 32,0
John R. Raese,US Senate,,,Fayette,Precinct 32,46
Joe Manchin III,US Senate,,,Fayette,Precinct 32,58
Jeff Becker,US Senate,,,Fayette,Precinct 32,1
Jesse Johnson ,US Senate,,,Fayette,Precinct 32,1
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 32,52
Nick Joe Rahall II,US House,3,,Fayette,Precinct 32,51
John Harnes,State Senate,10,,Fayette,Precinct 32,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 32,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 32,31
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 32,66
Tom Thacker ,State Senate,11,,Fayette,Precinct 32,3
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 32,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 32,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 32,41
David Perry,House of Delegates,29,,Fayette,Precinct 32,53
John Pino,House of Delegates,29,,Fayette,Precinct 32,59
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 32,63
,Straight Party Ticket ,,REP,Fayette,Precinct 37,9
,Straight Party Ticket ,,DEM,Fayette,Precinct 37,68
,Straight Party Ticket ,,MTN,Fayette,Precinct 37,0
John R. Raese,US Senate,,,Fayette,Precinct 37,40
Joe Manchin III,US Senate,,,Fayette,Precinct 37,147
Jeff Becker,US Senate,,,Fayette,Precinct 37,0
Jesse Johnson ,US Senate,,,Fayette,Precinct 37,5
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 37,36
Nick Joe Rahall II,US House,3,,Fayette,Precinct 37,154
John Harnes,State Senate,10,,Fayette,Precinct 37,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 37,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 37,35
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 37,339
Tom Thacker ,State Senate,11,,Fayette,Precinct 37,7
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 37,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 37,
Marshall W. Clay,House of Delegates,29,,Fayette,Precinct 37,42
David Perry,House of Delegates,29,,Fayette,Precinct 37,137
John Pino,House of Delegates,29,,Fayette,Precinct 37,146
Margaret Anne Staggers ,House of Delegates,29,,Fayette,Precinct 37,137
,Straight Party Ticket ,,REP,Fayette,Precinct 38,15
,Straight Party Ticket ,,DEM,Fayette,Precinct 38,53
,Straight Party Ticket ,,MTN,Fayette,Precinct 38,1
John R. Raese,US Senate,,,Fayette,Precinct 38,47
Joe Manchin III,US Senate,,,Fayette,Precinct 38,135
Jeff Becker,US Senate,,,Fayette,Precinct 38,3
Jesse Johnson ,US Senate,,,Fayette,Precinct 38,1
"Elliott E ""Spike"" Maynard ",US House,3,,Fayette,Precinct 38,44
Nick Joe Rahall II,US House,3,,Fayette,Precinct 38,140
John Harnes,State Senate,10,,Fayette,Precinct 38,
Ronald F. (Ron) Miller,State Senate,10,,Fayette,Precinct 38,
Adam Harris Milligan ,State Senate,11,,Fayette,Precinct 38,41
Gregory A. Tucker,State Senate,11,,Fayette,Precinct 38,122
Tom Thacker ,State Senate,11,,Fayette,Precinct 38,16
Philip L. Stevens,State Senate (unexpired),10,,Fayette,Precinct 38,
Mark Wills,State Senate (unexpired),10,,Fayette,Precinct 38,
