candidate,office,district,party,county,precinct,total votes
,Registered Voters,,REP,Ohio,Precinct 4,344
,Registered Voters,,DEM,Ohio,Precinct 4,771
,Registered Voters,,MTN,Ohio,Precinct 4,1
,Ballots Cast,,REP,Ohio,Precinct 4,71
,Ballots Cast,,DEM,Ohio,Precinct 4,129
,Ballots Cast,,MTN,Ohio,Precinct 4,0
Thomas Ressler,US Senate,,REP,Ohio,Precinct 4,3
"Harry C. Bruner, Jr.",US Senate,,REP,Ohio,Precinct 4,0
Frank Kubic,US Senate,,REP,Ohio,Precinct 4,0
John R. Raese,US Senate,,REP,Ohio,Precinct 4,46
Daniel Rebich,US Senate,,REP,Ohio,Precinct 4,0
Kenneth A. Culp,US Senate,,REP,Ohio,Precinct 4,3
Albert Howard,US Senate,,REP,Ohio,Precinct 4,1
Lynette Kennedy McQuain,US Senate,,REP,Ohio,Precinct 4,0
Scott H. Williams,US Senate,,REP,Ohio,Precinct 4,1
Mac Warner,US Senate,,REP,Ohio,Precinct 4,17
Ken Hechler,US Senate,,DEM,Ohio,Precinct 4,23
Sheirl Fletcher,US Senate,,DEM,Ohio,Precinct 4,13
Joe Manchin III,US Senate,,DEM,Ohio,Precinct 4,93
Jesse Johnson,US Senate,,MTN,Ohio,Precinct 4,0
,Registered Voters,,REP,Ohio,Precinct 5,286
,Registered Voters,,DEM,Ohio,Precinct 5,652
,Registered Voters,,MTN,Ohio,Precinct 5,0
,Ballots Cast,,REP,Ohio,Precinct 5,56
,Ballots Cast,,DEM,Ohio,Precinct 5,123
,Ballots Cast,,MTN,Ohio,Precinct 5,1
Thomas Ressler,US Senate,,REP,Ohio,Precinct 5,1
"Harry C. Bruner, Jr.",US Senate,,REP,Ohio,Precinct 5,0
Frank Kubic,US Senate,,REP,Ohio,Precinct 5,1
John R. Raese,US Senate,,REP,Ohio,Precinct 5,29
Daniel Rebich,US Senate,,REP,Ohio,Precinct 5,0
Kenneth A. Culp,US Senate,,REP,Ohio,Precinct 5,1
Albert Howard,US Senate,,REP,Ohio,Precinct 5,0
Lynette Kennedy McQuain,US Senate,,REP,Ohio,Precinct 5,3
Scott H. Williams,US Senate,,REP,Ohio,Precinct 5,2
Mac Warner,US Senate,,REP,Ohio,Precinct 5,18
Ken Hechler,US Senate,,DEM,Ohio,Precinct 5,18
Sheirl Fletcher,US Senate,,DEM,Ohio,Precinct 5,17
Joe Manchin III,US Senate,,DEM,Ohio,Precinct 5,88
Jesse Johnson,US Senate,,MTN,Ohio,Precinct 5,1
,Registered Voters,,REP,Ohio,Precinct 10,154
,Registered Voters,,DEM,Ohio,Precinct 10,261
,Registered Voters,,MTN,Ohio,Precinct 10,0
,Ballots Cast,,REP,Ohio,Precinct 10,44
,Ballots Cast,,DEM,Ohio,Precinct 10,58
,Ballots Cast,,MTN,Ohio,Precinct 10,0
Thomas Ressler,US Senate,,REP,Ohio,Precinct 10,1
"Harry C. Bruner, Jr.",US Senate,,REP,Ohio,Precinct 10,0
Frank Kubic,US Senate,,REP,Ohio,Precinct 10,0
John R. Raese,US Senate,,REP,Ohio,Precinct 10,35
Daniel Rebich,US Senate,,REP,Ohio,Precinct 10,0
Kenneth A. Culp,US Senate,,REP,Ohio,Precinct 10,1
Albert Howard,US Senate,,REP,Ohio,Precinct 10,0
Lynette Kennedy McQuain,US Senate,,REP,Ohio,Precinct 10,0
Scott H. Williams,US Senate,,REP,Ohio,Precinct 10,2
Mac Warner,US Senate,,REP,Ohio,Precinct 10,5
Ken Hechler,US Senate,,DEM,Ohio,Precinct 10,8
Sheirl Fletcher,US Senate,,DEM,Ohio,Precinct 10,6
Joe Manchin III,US Senate,,DEM,Ohio,Precinct 10,41
Jesse Johnson,US Senate,,MTN,Ohio,Precinct 10,0
,Registered Voters,,REP,Ohio,Precinct 11A,124
,Registered Voters,,DEM,Ohio,Precinct 11A,235
,Registered Voters,,MTN,Ohio,Precinct 11A,0
,Ballots Cast,,REP,Ohio,Precinct 11A,24
,Ballots Cast,,DEM,Ohio,Precinct 11A,27
,Ballots Cast,,MTN,Ohio,Precinct 11A,0
Thomas Ressler,US Senate,,REP,Ohio,Precinct 11A,0
"Harry C. Bruner, Jr.",US Senate,,REP,Ohio,Precinct 11A,1
Frank Kubic,US Senate,,REP,Ohio,Precinct 11A,0
John R. Raese,US Senate,,REP,Ohio,Precinct 11A,17
Daniel Rebich,US Senate,,REP,Ohio,Precinct 11A,1
Kenneth A. Culp,US Senate,,REP,Ohio,Precinct 11A,1
Albert Howard,US Senate,,REP,Ohio,Precinct 11A,0
Lynette Kennedy McQuain,US Senate,,REP,Ohio,Precinct 11A,0
Scott H. Williams,US Senate,,REP,Ohio,Precinct 11A,0
Mac Warner,US Senate,,REP,Ohio,Precinct 11A,3
Ken Hechler,US Senate,,DEM,Ohio,Precinct 11A,3
Sheirl Fletcher,US Senate,,DEM,Ohio,Precinct 11A,3
Joe Manchin III,US Senate,,DEM,Ohio,Precinct 11A,21
Jesse Johnson,US Senate,,MTN,Ohio,Precinct 11A,0
,Registered Voters,,REP,Ohio,Precinct 12A,277
