candidate,office,district,party,county,precinct,total votes
Albert Howard,US Senate,,REP,Hampshire,Precinct 8,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 8,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 8,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 8,3
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 8,0
,Registered Voters,,,Hampshire,Precinct 9,470
,Registered Voters,,DEM,Hampshire,Precinct 9,167
,Registered Voters,,REP,Hampshire,Precinct 9,173
,Registered Voters,,MTN,Hampshire,Precinct 9,0
,Ballots Cast,,,Hampshire,Precinct 9,48
,Ballots Cast,,DEM,Hampshire,Precinct 9,27
,Ballots Cast,,REP,Hampshire,Precinct 9,21
,Ballots Cast,,MTN,Hampshire,Precinct 9,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 9,5
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 9,4
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 9,17
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 9,4
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 9,1
Frank Kubic,US Senate,,REP,Hampshire,Precinct 9,1
John R Raese,US Senate,,REP,Hampshire,Precinct 9,13
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 9,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 9,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 9,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 9,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 9,1
Mac Warner,US Senate,,REP,Hampshire,Precinct 9,1
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 9,0
,Registered Voters,,,Hampshire,Precinct 10,545
,Registered Voters,,DEM,Hampshire,Precinct 10,239
,Registered Voters,,REP,Hampshire,Precinct 10,193
,Registered Voters,,MTN,Hampshire,Precinct 10,3
,Ballots Cast,,,Hampshire,Precinct 10,36
,Ballots Cast,,DEM,Hampshire,Precinct 10,15
,Ballots Cast,,REP,Hampshire,Precinct 10,21
,Ballots Cast,,MTN,Hampshire,Precinct 10,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 10,1
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 10,0
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 10,14
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 10,1
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 10,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 10,1
John R Raese,US Senate,,REP,Hampshire,Precinct 10,12
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 10,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 10,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 10,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 10,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 10,2
Mac Warner,US Senate,,REP,Hampshire,Precinct 10,4
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 10,0
,Registered Voters,,,Hampshire,Precinct 11,661
,Registered Voters,,DEM,Hampshire,Precinct 11,235
,Registered Voters,,REP,Hampshire,Precinct 11,246
,Registered Voters,,MTN,Hampshire,Precinct 11,1
,Ballots Cast,,,Hampshire,Precinct 11,50
,Ballots Cast,,DEM,Hampshire,Precinct 11,23
,Ballots Cast,,REP,Hampshire,Precinct 11,27
,Ballots Cast,,MTN,Hampshire,Precinct 11,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 11,5
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 11,2
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 11,16
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 11,1
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 11,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 11,2
John R Raese,US Senate,,REP,Hampshire,Precinct 11,17
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 11,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 11,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 11,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 11,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 11,1
Mac Warner,US Senate,,REP,Hampshire,Precinct 11,6
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 11,0
,Registered Voters,,,Hampshire,Precinct 12,646
,Registered Voters,,DEM,Hampshire,Precinct 12,293
,Registered Voters,,REP,Hampshire,Precinct 12,207
,Registered Voters,,MTN,Hampshire,Precinct 12,0
,Ballots Cast,,,Hampshire,Precinct 12,54
,Ballots Cast,,DEM,Hampshire,Precinct 12,20
,Ballots Cast,,REP,Hampshire,Precinct 12,34
,Ballots Cast,,MTN,Hampshire,Precinct 12,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 12,1
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 12,3
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 12,16
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 12,0
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 12,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 12,1
John R Raese,US Senate,,REP,Hampshire,Precinct 12,20
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 12,1
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 12,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 12,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 12,1
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 12,1
Mac Warner,US Senate,,REP,Hampshire,Precinct 12,10
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 12,0
,Registered Voters,,,Hampshire,Precinct 14,348
,Registered Voters,,DEM,Hampshire,Precinct 14,188
,Registered Voters,,REP,Hampshire,Precinct 14,87
,Registered Voters,,MTN,Hampshire,Precinct 14,1
,Ballots Cast,,,Hampshire,Precinct 14,44
,Ballots Cast,,DEM,Hampshire,Precinct 14,38
,Ballots Cast,,REP,Hampshire,Precinct 14,6
,Ballots Cast,,MTN,Hampshire,Precinct 14,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 14,8
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 14,1
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 14,28
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 14,0
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 14,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 14,0
John R Raese,US Senate,,REP,Hampshire,Precinct 14,5
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 14,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 14,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 14,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 14,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 14,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 14,1
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 14,0
,Registered Voters,,,Hampshire,Precinct 15,616
,Registered Voters,,DEM,Hampshire,Precinct 15,225
,Registered Voters,,REP,Hampshire,Precinct 15,262
,Registered Voters,,MTN,Hampshire,Precinct 15,0
,Ballots Cast,,,Hampshire,Precinct 15,58
,Ballots Cast,,DEM,Hampshire,Precinct 15,18
,Ballots Cast,,REP,Hampshire,Precinct 15,39
,Ballots Cast,,MTN,Hampshire,Precinct 15,1
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 15,4
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 15,4
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 15,10
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 15,1
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 15,3
Frank Kubic,US Senate,,REP,Hampshire,Precinct 15,1
John R Raese,US Senate,,REP,Hampshire,Precinct 15,23
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 15,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 15,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 15,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 15,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 15,1
Mac Warner,US Senate,,REP,Hampshire,Precinct 15,10
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 15,1
,Registered Voters,,,Hampshire,Precinct 16,452
,Registered Voters,,DEM,Hampshire,Precinct 16,244
,Registered Voters,,REP,Hampshire,Precinct 16,132
,Registered Voters,,MTN,Hampshire,Precinct 16,0
,Ballots Cast,,,Hampshire,Precinct 16,70
,Ballots Cast,,DEM,Hampshire,Precinct 16,50
,Ballots Cast,,REP,Hampshire,Precinct 16,20
,Ballots Cast,,MTN,Hampshire,Precinct 16,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 16,6
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 16,6
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 16,37
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 16,2
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 16,1
Frank Kubic,US Senate,,REP,Hampshire,Precinct 16,0
John R Raese,US Senate,,REP,Hampshire,Precinct 16,14
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 16,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 16,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 16,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 16,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 16,1
Mac Warner,US Senate,,REP,Hampshire,Precinct 16,2
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 16,0
,Registered Voters,,,Hampshire,Precinct 17,478
,Registered Voters,,DEM,Hampshire,Precinct 17,219
,Registered Voters,,REP,Hampshire,Precinct 17,168
,Registered Voters,,MTN,Hampshire,Precinct 17,1
,Ballots Cast,,,Hampshire,Precinct 17,49
,Ballots Cast,,DEM,Hampshire,Precinct 17,35
,Ballots Cast,,REP,Hampshire,Precinct 17,14
,Ballots Cast,,MTN,Hampshire,Precinct 17,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 17,4
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 17,3
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 17,28
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 17,0
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 17,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 17,0
John R Raese,US Senate,,REP,Hampshire,Precinct 17,9
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 17,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 17,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 17,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 17,2
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 17,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 17,3
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 17,0
,Registered Voters,,,Hampshire,Precinct 18,681
,Registered Voters,,DEM,Hampshire,Precinct 18,334
,Registered Voters,,REP,Hampshire,Precinct 18,228
,Registered Voters,,MTN,Hampshire,Precinct 18,0
,Ballots Cast,,,Hampshire,Precinct 18,76
,Ballots Cast,,DEM,Hampshire,Precinct 18,44
,Ballots Cast,,REP,Hampshire,Precinct 18,32
,Ballots Cast,,MTN,Hampshire,Precinct 18,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 18,4
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 18,2
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 18,38
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 18,0
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 18,2
Frank Kubic,US Senate,,REP,Hampshire,Precinct 18,0
John R Raese,US Senate,,REP,Hampshire,Precinct 18,24
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 18,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 18,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 18,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 18,1
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 18,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 18,5
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 18,0
,Registered Voters,,,Hampshire,Precinct 19,516
,Registered Voters,,DEM,Hampshire,Precinct 19,272
,Registered Voters,,REP,Hampshire,Precinct 19,144
,Registered Voters,,MTN,Hampshire,Precinct 19,0
,Ballots Cast,,,Hampshire,Precinct 19,51
,Ballots Cast,,DEM,Hampshire,Precinct 19,29
,Ballots Cast,,REP,Hampshire,Precinct 19,22
,Ballots Cast,,MTN,Hampshire,Precinct 19,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 19,2
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 19,0
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 19,26
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 19,3
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 19,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 19,0
John R Raese,US Senate,,REP,Hampshire,Precinct 19,17
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 19,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 19,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 19,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 19,1
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 19,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 19,1
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 19,0
,Registered Voters,,,Hampshire,Precinct 20,460
,Registered Voters,,DEM,Hampshire,Precinct 20,248
,Registered Voters,,REP,Hampshire,Precinct 20,116
,Registered Voters,,MTN,Hampshire,Precinct 20,1
,Ballots Cast,,,Hampshire,Precinct 20,53
,Ballots Cast,,DEM,Hampshire,Precinct 20,37
,Ballots Cast,,REP,Hampshire,Precinct 20,16
,Ballots Cast,,MTN,Hampshire,Precinct 20,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 20,6
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 20,4
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 20,26
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 20,2
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 20,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 20,0
John R Raese,US Senate,,REP,Hampshire,Precinct 20,10
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 20,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 20,1
Albert Howard,US Senate,,REP,Hampshire,Precinct 20,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 20,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 20,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 20,3
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 20,0
,Registered Voters,,,Hampshire,Precinct 21,780
,Registered Voters,,DEM,Hampshire,Precinct 21,268
,Registered Voters,,REP,Hampshire,Precinct 21,279
,Registered Voters,,MTN,Hampshire,Precinct 21,9
,Ballots Cast,,,Hampshire,Precinct 21,58
,Ballots Cast,,DEM,Hampshire,Precinct 21,24
,Ballots Cast,,REP,Hampshire,Precinct 21,33
,Ballots Cast,,MTN,Hampshire,Precinct 21,1
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 21,5
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 21,3
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 21,15
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 21,3
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 21,2
Frank Kubic,US Senate,,REP,Hampshire,Precinct 21,4
John R Raese,US Senate,,REP,Hampshire,Precinct 21,21
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 21,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 21,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 21,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 21,1
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 21,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 21,2
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 21,1
,Registered Voters,,,Hampshire,Precinct 22,582
,Registered Voters,,DEM,Hampshire,Precinct 22,270
,Registered Voters,,REP,Hampshire,Precinct 22,168
,Registered Voters,,MTN,Hampshire,Precinct 22,1
,Ballots Cast,,,Hampshire,Precinct 22,42
,Ballots Cast,,DEM,Hampshire,Precinct 22,26
,Ballots Cast,,REP,Hampshire,Precinct 22,16
,Ballots Cast,,MTN,Hampshire,Precinct 22,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 22,6
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 22,1
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 22,19
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 22,1
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 22,1
Frank Kubic,US Senate,,REP,Hampshire,Precinct 22,1
John R Raese,US Senate,,REP,Hampshire,Precinct 22,8
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 22,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 22,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 22,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 22,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 22,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 22,4
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 22,0
,Registered Voters,,,Hampshire,Precinct 23,419
,Registered Voters,,DEM,Hampshire,Precinct 23,206
,Registered Voters,,REP,Hampshire,Precinct 23,120
,Registered Voters,,MTN,Hampshire,Precinct 23,1
,Ballots Cast,,,Hampshire,Precinct 23,69
,Ballots Cast,,DEM,Hampshire,Precinct 23,47
,Ballots Cast,,REP,Hampshire,Precinct 23,22
,Ballots Cast,,MTN,Hampshire,Precinct 23,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 23,3
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 23,8
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 23,36
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 23,2
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 23,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 23,0
John R Raese,US Senate,,REP,Hampshire,Precinct 23,19
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 23,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 23,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 23,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 23,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 23,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 23,1
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 23,0
,Registered Voters,,,Hampshire,Precinct 24,565
,Registered Voters,,DEM,Hampshire,Precinct 24,268
,Registered Voters,,REP,Hampshire,Precinct 24,192
,Registered Voters,,MTN,Hampshire,Precinct 24,0
,Ballots Cast,,,Hampshire,Precinct 24,72
,Ballots Cast,,DEM,Hampshire,Precinct 24,41
,Ballots Cast,,REP,Hampshire,Precinct 24,31
,Ballots Cast,,MTN,Hampshire,Precinct 24,0
Ken Hechler,US Senate,,DEM,Hampshire,Precinct 24,5
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 24,1
"Joe Manchin, III",US Senate,,DEM,Hampshire,Precinct 24,35
Thomas Ressler,US Senate,,REP,Hampshire,Precinct 24,2
"Harry C. Bruner. Jr,",US Senate,,REP,Hampshire,Precinct 24,0
Frank Kubic,US Senate,,REP,Hampshire,Precinct 24,0
John R Raese,US Senate,,REP,Hampshire,Precinct 24,25
Daniel Rebich,US Senate,,REP,Hampshire,Precinct 24,0
Kenneth A. Culp,US Senate,,REP,Hampshire,Precinct 24,0
Albert Howard,US Senate,,REP,Hampshire,Precinct 24,0
Lynette Kennedy McQuain,US Senate,,REP,Hampshire,Precinct 24,0
Scott H. Williams,US Senate,,REP,Hampshire,Precinct 24,0
Mac Warner,US Senate,,REP,Hampshire,Precinct 24,4
Jesse Johnson,US Senate,,MTN,Hampshire,Precinct 24,0
,Registered Voters,,,Hampshire,Precinct 25,953
,Registered Voters,,DEM,Hampshire,Precinct 25,460
