candidate,office,district,party,county,precinct,total votes 
,Straight Party Ticket ,,REP,Mason ,Precinct 1,9
,Straight Party Ticket ,,DEM,Mason ,Precinct 1,11
,Straight Party Ticket ,,CON,Mason ,Precinct 1,0
,Straight Party Ticket ,,MTN,Mason ,Precinct 1,0
John R. Raese,US Senate,,REP,Mason ,Precinct 1,49
Joe Manchin III,US Senate,,DEM,Mason ,Precinct 1,70
Jeff Becker,US Senate,,CON,Mason ,Precinct 1,1
Jesse Johnson ,US Senate,,MTN,Mason ,Precinct 1,4
Shelley Moore Capito,US House,2,REP,Mason ,Precinct 1,95
Virginia Lynch Graf,US House,2,DEM,Mason ,Precinct 1,22
Phil Hudok,US House,2,CON,Mason ,Precinct 1,2
Mike Hall ,State Senate,4,REP,Mason ,Precinct 1,96
Brian (Scotty) Scott,House of Delegates,13,DEM,Mason ,Precinct 1,52
Dale Martin ,House of Delegates,13,DEM,Mason ,Precinct 1,56
Brady R. Paxton,House of Delegates,13,DEM,Mason ,Precinct 1,56
Brian Savilla,House of Delegates,14,DEM,Mason ,Precinct 1,
Troy Andes,House of Delegates,14,DEM,Mason ,Precinct 1,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Mason ,Precinct 1,
,Straight Party Ticket ,,REP,Mason ,Precinct 2,8
,Straight Party Ticket ,,DEM,Mason ,Precinct 2,19
,Straight Party Ticket ,,CON,Mason ,Precinct 2,0
,Straight Party Ticket ,,MTN,Mason ,Precinct 2,0
John R. Raese,US Senate,,REP,Mason ,Precinct 2,17
Joe Manchin III,US Senate,,DEM,Mason ,Precinct 2,59
Jeff Becker,US Senate,,CON,Mason ,Precinct 2,0
Jesse Johnson ,US Senate,,MTN,Mason ,Precinct 2,2
Shelley Moore Capito,US House,2,REP,Mason ,Precinct 2,47
Virginia Lynch Graf,US House,2,DEM,Mason ,Precinct 2,27
Phil Hudok,US House,2,CON,Mason ,Precinct 2,0
Mike Hall ,State Senate,4,REP,Mason ,Precinct 2,45
Brian (Scotty) Scott,House of Delegates,13,DEM,Mason ,Precinct 2,23
Dale Martin ,House of Delegates,13,DEM,Mason ,Precinct 2,41
Brady R. Paxton,House of Delegates,13,DEM,Mason ,Precinct 2,60
Brian Savilla,House of Delegates,14,DEM,Mason ,Precinct 2,
Troy Andes,House of Delegates,14,DEM,Mason ,Precinct 2,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Mason ,Precinct 2,
,Straight Party Ticket ,,REP,Mason ,Precinct 3,24
,Straight Party Ticket ,,DEM,Mason ,Precinct 3,30
,Straight Party Ticket ,,CON,Mason ,Precinct 3,0
,Straight Party Ticket ,,MTN,Mason ,Precinct 3,1
John R. Raese,US Senate,,REP,Mason ,Precinct 3,73
Joe Manchin III,US Senate,,DEM,Mason ,Precinct 3,118
