candidate,office,district,party,county,precinct,votes
Mike Oliverio,US House,1,DEM,Mineral ,Precinct 1,12
Alan B. Mollohan,US House,1,DEM,Mineral ,Precinct 1,22
Glynis Louise Board,State Senate,14,DEM,Mineral ,Precinct 1,6
Adam Keplinger,State Senate,14,DEM,Mineral ,Precinct 1,7
Steven L Shaffer,State Senate,14,DEM,Mineral ,Precinct 1,9
"James E ""Jim"" Maybury",House of Delegates,49,DEM,Mineral ,Precinct 1,15
Charles Messick,House of Delegates,49,DEM,Mineral ,Precinct 1,19
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral ,Precinct 1,0
Joe Moreland Jr. ,House of Delegates,50,DEM,Mineral ,Precinct 1,0
Mac Warner,US House,1,REP,Mineral ,Precinct 1,16
Patricia Vangilder Levenson,US House,1,REP,Mineral ,Precinct 1,4
Sarah Minear,US House,1,REP,Mineral ,Precinct 1,13
Cindy Hall,US House,1,REP,Mineral ,Precinct 1,3
Thomas Stark,US House,1,REP,Mineral ,Precinct 1,0
David B. McKinley,US House,1,REP,Mineral ,Precinct 1,22
Dave Sypolt,State Senate,14,REP,Mineral ,Precinct 1,49
Phyllis M. Cole,House of Delegates,48,REP,Mineral ,Precinct 1,0
Allen V. Evans,House of Delegates,48,REP,Mineral ,Precinct 1,0
Gary G. Howell,House of Delegates,49,REP,Mineral ,Precinct 1,51
Ruth Rowan,House of Delegates,50,REP,Mineral ,Precinct 1,0
Mike Oliverio,US House,1,DEM,Mineral ,Precinct 2,25
Alan B. Mollohan,US House,1,DEM,Mineral ,Precinct 2,47
Glynis Louise Board,State Senate,14,DEM,Mineral ,Precinct 2,8
Adam Keplinger,State Senate,14,DEM,Mineral ,Precinct 2,17
Steven L Shaffer,State Senate,14,DEM,Mineral ,Precinct 2,35
"James E ""Jim"" Maybury",House of Delegates,49,DEM,Mineral ,Precinct 2,36
Charles Messick,House of Delegates,49,DEM,Mineral ,Precinct 2,31
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral ,Precinct 2,0
Joe Moreland Jr. ,House of Delegates,50,DEM,Mineral ,Precinct 2,0
Mac Warner,US House,1,REP,Mineral ,Precinct 2,37
Patricia Vangilder Levenson,US House,1,REP,Mineral ,Precinct 2,4
Sarah Minear,US House,1,REP,Mineral ,Precinct 2,35
Cindy Hall,US House,1,REP,Mineral ,Precinct 2,8
Thomas Stark,US House,1,REP,Mineral ,Precinct 2,3
David B. McKinley,US House,1,REP,Mineral ,Precinct 2,46
Dave Sypolt,State Senate,14,REP,Mineral ,Precinct 2,107
Phyllis M. Cole,House of Delegates,48,REP,Mineral ,Precinct 2,0
Allen V. Evans,House of Delegates,48,REP,Mineral ,Precinct 2,0
Gary G. Howell,House of Delegates,49,REP,Mineral ,Precinct 2,113
Ruth Rowan,House of Delegates,50,REP,Mineral ,Precinct 2,0
Mike Oliverio,US House,1,DEM,Mineral ,Precinct 3,10
Alan B. Mollohan,US House,1,DEM,Mineral ,Precinct 3,11
Glynis Louise Board,State Senate,14,DEM,Mineral ,Precinct 3,2
Adam Keplinger,State Senate,14,DEM,Mineral ,Precinct 3,10
Steven L Shaffer,State Senate,14,DEM,Mineral ,Precinct 3,6
"James E ""Jim"" Maybury",House of Delegates,49,DEM,Mineral ,Precinct 3,0
Charles Messick,House of Delegates,49,DEM,Mineral ,Precinct 3,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral ,Precinct 3,0
Joe Moreland Jr. ,House of Delegates,50,DEM,Mineral ,Precinct 3,0
Mac Warner,US House,1,REP,Mineral ,Precinct 3,11
Patricia Vangilder Levenson,US House,1,REP,Mineral ,Precinct 3,1
Sarah Minear,US House,1,REP,Mineral ,Precinct 3,4
Cindy Hall,US House,1,REP,Mineral ,Precinct 3,0
Thomas Stark,US House,1,REP,Mineral ,Precinct 3,2
David B. McKinley,US House,1,REP,Mineral ,Precinct 3,10
Dave Sypolt,State Senate,14,REP,Mineral ,Precinct 3,16
Phyllis M. Cole,House of Delegates,48,REP,Mineral ,Precinct 3,16
Allen V. Evans,House of Delegates,48,REP,Mineral ,Precinct 3,13
Gary G. Howell,House of Delegates,49,REP,Mineral ,Precinct 3,0
Ruth Rowan,House of Delegates,50,REP,Mineral ,Precinct 3,0
Mike Oliverio,US House,1,DEM,Mineral ,Precinct 4,19
Alan B. Mollohan,US House,1,DEM,Mineral ,Precinct 4,35
Glynis Louise Board,State Senate,14,DEM,Mineral ,Precinct 4,7
Adam Keplinger,State Senate,14,DEM,Mineral ,Precinct 4,17
Steven L Shaffer,State Senate,14,DEM,Mineral ,Precinct 4,21
"James E ""Jim"" Maybury",House of Delegates,49,DEM,Mineral ,Precinct 4,23
Charles Messick,House of Delegates,49,DEM,Mineral ,Precinct 4,30
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral ,Precinct 4,0
Joe Moreland Jr. ,House of Delegates,50,DEM,Mineral ,Precinct 4,0
Mac Warner,US House,1,REP,Mineral ,Precinct 4,19
Patricia Vangilder Levenson,US House,1,REP,Mineral ,Precinct 4,5
Sarah Minear,US House,1,REP,Mineral ,Precinct 4,31
Cindy Hall,US House,1,REP,Mineral ,Precinct 4,1
Thomas Stark,US House,1,REP,Mineral ,Precinct 4,2
David B. McKinley,US House,1,REP,Mineral ,Precinct 4,29
Dave Sypolt,State Senate,14,REP,Mineral ,Precinct 4,71
Phyllis M. Cole,House of Delegates,48,REP,Mineral ,Precinct 4,0
Allen V. Evans,House of Delegates,48,REP,Mineral ,Precinct 4,0
Gary G. Howell,House of Delegates,49,REP,Mineral ,Precinct 4,72
Ruth Rowan,House of Delegates,50,REP,Mineral ,Precinct 4,0
Mike Oliverio,US House,1,DEM,Mineral ,Precinct 5,17
Alan B. Mollohan,US House,1,DEM,Mineral ,Precinct 5,29
Glynis Louise Board,State Senate,14,DEM,Mineral ,Precinct 5,12
Adam Keplinger,State Senate,14,DEM,Mineral ,Precinct 5,12
Steven L Shaffer,State Senate,14,DEM,Mineral ,Precinct 5,18
"James E ""Jim"" Maybury",House of Delegates,49,DEM,Mineral ,Precinct 5,12
Charles Messick,House of Delegates,49,DEM,Mineral ,Precinct 5,34
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral ,Precinct 5,0
Joe Moreland Jr. ,House of Delegates,50,DEM,Mineral ,Precinct 5,0
Mac Warner,US House,1,REP,Mineral ,Precinct 5,28
Patricia Vangilder Levenson,US House,1,REP,Mineral ,Precinct 5,3
Sarah Minear,US House,1,REP,Mineral ,Precinct 5,17
Cindy Hall,US House,1,REP,Mineral ,Precinct 5,2
Thomas Stark,US House,1,REP,Mineral ,Precinct 5,8
David B. McKinley,US House,1,REP,Mineral ,Precinct 5,36
Dave Sypolt,State Senate,14,REP,Mineral ,Precinct 5,71
Phyllis M. Cole,House of Delegates,48,REP,Mineral ,Precinct 5,0
Allen V. Evans,House of Delegates,48,REP,Mineral ,Precinct 5,0
Gary G. Howell,House of Delegates,49,REP,Mineral ,Precinct 5,73
Ruth Rowan,House of Delegates,50,REP,Mineral ,Precinct 5,0
Mike Oliverio,US House,1,DEM,Mineral ,Precinct 6,6
Alan B. Mollohan,US House,1,DEM,Mineral ,Precinct 6,10
Glynis Louise Board,State Senate,14,DEM,Mineral ,Precinct 6,7
Adam Keplinger,State Senate,14,DEM,Mineral ,Precinct 6,1
Steven L Shaffer,State Senate,14,DEM,Mineral ,Precinct 6,6
"James E ""Jim"" Maybury",House of Delegates,49,DEM,Mineral ,Precinct 6,0
Charles Messick,House of Delegates,49,DEM,Mineral ,Precinct 6,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral ,Precinct 6,0
Joe Moreland Jr. ,House of Delegates,50,DEM,Mineral ,Precinct 6,0
Mac Warner,US House,1,REP,Mineral ,Precinct 6,5
Patricia Vangilder Levenson,US House,1,REP,Mineral ,Precinct 6,0
Sarah Minear,US House,1,REP,Mineral ,Precinct 6,10
Cindy Hall,US House,1,REP,Mineral ,Precinct 6,1
Thomas Stark,US House,1,REP,Mineral ,Precinct 6,1
David B. McKinley,US House,1,REP,Mineral ,Precinct 6,8
Dave Sypolt,State Senate,14,REP,Mineral ,Precinct 6,16
Phyllis M. Cole,House of Delegates,48,REP,Mineral ,Precinct 6,6
Allen V. Evans,House of Delegates,48,REP,Mineral ,Precinct 6,20
Gary G. Howell,House of Delegates,49,REP,Mineral ,Precinct 6,0
Ruth Rowan,House of Delegates,50,REP,Mineral ,Precinct 6,0
Mike Oliverio,US House,1,DEM,Mineral ,Precinct 7,50
Alan B. Mollohan,US House,1,DEM,Mineral ,Precinct 7,49
Glynis Louise Board,State Senate,14,DEM,Mineral ,Precinct 7,20
Adam Keplinger,State Senate,14,DEM,Mineral ,Precinct 7,20
Steven L Shaffer,State Senate,14,DEM,Mineral ,Precinct 7,40
"James E ""Jim"" Maybury",House of Delegates,49,DEM,Mineral ,Precinct 7,0
Charles Messick,House of Delegates,49,DEM,Mineral ,Precinct 7,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral ,Precinct 7,67
Joe Moreland Jr. ,House of Delegates,50,DEM,Mineral ,Precinct 7,26
Mac Warner,US House,1,REP,Mineral ,Precinct 7,25
Patricia Vangilder Levenson,US House,1,REP,Mineral ,Precinct 7,2
Sarah Minear,US House,1,REP,Mineral ,Precinct 7,33
Cindy Hall,US House,1,REP,Mineral ,Precinct 7,4
Thomas Stark,US House,1,REP,Mineral ,Precinct 7,3
David B. McKinley,US House,1,REP,Mineral ,Precinct 7,19
Dave Sypolt,State Senate,14,REP,Mineral ,Precinct 7,65
Phyllis M. Cole,House of Delegates,48,REP,Mineral ,Precinct 7,0
Allen V. Evans,House of Delegates,48,REP,Mineral ,Precinct 7,0
Gary G. Howell,House of Delegates,49,REP,Mineral ,Precinct 7,0
Ruth Rowan,House of Delegates,50,REP,Mineral ,Precinct 7,75
Mike Oliverio,US House,1,DEM,Mineral ,Precinct 8,10
Alan B. Mollohan,US House,1,DEM,Mineral ,Precinct 8,28
Glynis Louise Board,State Senate,14,DEM,Mineral ,Precinct 8,8
Adam Keplinger,State Senate,14,DEM,Mineral ,Precinct 8,9
Steven L Shaffer,State Senate,14,DEM,Mineral ,Precinct 8,17
"James E ""Jim"" Maybury",House of Delegates,49,DEM,Mineral ,Precinct 8,0
Charles Messick,House of Delegates,49,DEM,Mineral ,Precinct 8,0
"Alan ""Mitch"" Davis",House of Delegates,50,DEM,Mineral ,Precinct 8,0
Joe Moreland Jr. ,House of Delegates,50,DEM,Mineral ,Precinct 8,0
Mac Warner,US House,1,REP,Mineral ,Precinct 8,8
Patricia Vangilder Levenson,US House,1,REP,Mineral ,Precinct 8,3
Sarah Minear,US House,1,REP,Mineral ,Precinct 8,12
Cindy Hall,US House,1,REP,Mineral ,Precinct 8,0
Thomas Stark,US House,1,REP,Mineral ,Precinct 8,1
David B. McKinley,US House,1,REP,Mineral ,Precinct 8,12
Dave Sypolt,State Senate,14,REP,Mineral ,Precinct 8,28
Phyllis M. Cole,House of Delegates,48,REP,Mineral ,Precinct 8,7
Allen V. Evans,House of Delegates,48,REP,Mineral ,Precinct 8,29
Gary G. Howell,House of Delegates,49,REP,Mineral ,Precinct 8,0
Ruth Rowan,House of Delegates,50,REP,Mineral ,Precinct 8,0
