candidate,office,district,party,county,precinct,votes
Joe Manchin III,U.S. Senate,,DEM,Braxton,Precinct #1 - Frametown School,80
Joseph M. (Joe) Minard,State Senate,,DEM,Braxton,Precinct #1 - Frametown School,68
Brent Boggs,House of Delegates,,DEM,Braxton,Precinct #1 - Frametown School,92
John R. Raese,U.S. Senate,,REP,Braxton,Precinct #1 - Frametown School,35
Russ Snyder,State Senate,,REP,Braxton,Precinct #1 - Frametown School,29
Jeff Becker,U.S. Senate,,CON,Braxton,Precinct #1 - Frametown School,1
Jesse Johnson,U.S. Senate,,MTN,Braxton,Precinct #1 - Frametown School,5
Joe Manchin III,U.S. Senate,,DEM,Braxton,Precinct #3 - Strange Creek Masonic Bldg.,58
Joseph M. (Joe) Minard,State Senate,,DEM,Braxton,Precinct #3 - Strange Creek Masonic Bldg.,55
Brent Boggs,House of Delegates,,DEM,Braxton,Precinct #3 - Strange Creek Masonic Bldg.,73
John R. Raese,U.S. Senate,,REP,Braxton,Precinct #3 - Strange Creek Masonic Bldg.,42
Russ Snyder,State Senate,,REP,Braxton,Precinct #3 - Strange Creek Masonic Bldg.,35
Jeff Becker,U.S. Senate,,CON,Braxton,Precinct #3 - Strange Creek Masonic Bldg.,1
Jesse Johnson,U.S. Senate,,MTN,Braxton,Precinct #3 - Strange Creek Masonic Bldg.,1
Joe Manchin III,U.S. Senate,,DEM,Braxton,Precinct #6 - Servia Fire Dept.,67
Joseph M. (Joe) Minard,State Senate,,DEM,Braxton,Precinct #6 - Servia Fire Dept.,63
Brent Boggs,House of Delegates,,DEM,Braxton,Precinct #6 - Servia Fire Dept.,83
John R. Raese,U.S. Senate,,REP,Braxton,Precinct #6 - Servia Fire Dept.,49
Russ Snyder,State Senate,,REP,Braxton,Precinct #6 - Servia Fire Dept.,38
Jeff Becker,U.S. Senate,,CON,Braxton,Precinct #6 - Servia Fire Dept.,0
Jesse Johnson,U.S. Senate,,MTN,Braxton,Precinct #6 - Servia Fire Dept.,2
Joe Manchin III,U.S. Senate,,DEM,Braxton,Precinct #9 - Frametown School,99
Joseph M. (Joe) Minard,State Senate,,DEM,Braxton,Precinct #9 - Frametown School,94
Brent Boggs,House of Delegates,,DEM,Braxton,Precinct #9 - Frametown School,133
John R. Raese,U.S. Senate,,REP,Braxton,Precinct #9 - Frametown School,85
Russ Snyder,State Senate,,REP,Braxton,Precinct #9 - Frametown School,62
Jeff Becker,U.S. Senate,,CON,Braxton,Precinct #9 - Frametown School,1
Jesse Johnson,U.S. Senate,,MTN,Braxton,Precinct #9 - Frametown School,3
Joe Manchin III,U.S. Senate,,DEM,Braxton,Precinct #15 - Little Birch Grade School,194
Joseph M. (Joe) Minard,State Senate,,DEM,Braxton,Precinct #15 - Little Birch Grade School,184
Brent Boggs,House of Delegates,,DEM,Braxton,Precinct #15 - Little Birch Grade School,221
John R. Raese,U.S. Senate,,REP,Braxton,Precinct #15 - Little Birch Grade School,64
Russ Snyder,State Senate,,REP,Braxton,Precinct #15 - Little Birch Grade School,54
Jeff Becker,U.S. Senate,,CON,Braxton,Precinct #15 - Little Birch Grade School,3
Jesse Johnson,U.S. Senate,,MTN,Braxton,Precinct #15 - Little Birch Grade School,4
Joe Manchin III,U.S. Senate,,DEM,Braxton,Precinct #25 - Canfield,49
Joseph M. (Joe) Minard,State Senate,,DEM,Braxton,Precinct #25 - Canfield,42
Brent Boggs,House of Delegates,,DEM,Braxton,Precinct #25 - Canfield,51
John R. Raese,U.S. Senate,,REP,Braxton,Precinct #25 - Canfield,31
