candidate,office,district,party,county,precinct,votes
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 1,41
Mike Hall,State Senate,4,REP,Mason,Precinct 1,38
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 1,32
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 1,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 1,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 1,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 1,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 1,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 2,9
Mike Hall,State Senate,4,REP,Mason,Precinct 2,8
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 2,7
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 2,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 2,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 2,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 2,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 2,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 3,24
Mike Hall,State Senate,4,REP,Mason,Precinct 3,21
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 3,18
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 3,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 3,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 3,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 3,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 3,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 4,36
Mike Hall,State Senate,4,REP,Mason,Precinct 4,25
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 4,22
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 4,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 4,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 4,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 4,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 4,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 5,10
Mike Hall,State Senate,4,REP,Mason,Precinct 5,11
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 5,10
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 5,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 5,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 5,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 5,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 5,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 6,8
Mike Hall,State Senate,4,REP,Mason,Precinct 6,9
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 6,8
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 6,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 6,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 6,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 6,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 6,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 7,30
Mike Hall,State Senate,4,REP,Mason,Precinct 7,26
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 7,27
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 7,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 7,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 7,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 7,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 7,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 8,39
Mike Hall,State Senate,4,REP,Mason,Precinct 8,34
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 8,34
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 8,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 8,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 8,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 8,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 8,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 9,29
Mike Hall,State Senate,4,REP,Mason,Precinct 9,32
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 9,28
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 9,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 9,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 9,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 9,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 9,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 10,62
Mike Hall,State Senate,4,REP,Mason,Precinct 10,60
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 10,52
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 10,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 10,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 10,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 10,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 10,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 11,67
Mike Hall,State Senate,4,REP,Mason,Precinct 11,63
Brian (Scotty) Scott,House of Delegates,13,REP,Mason,Precinct 11,60
Darrell Justin Black,House of Delegates,14,REP,Mason,Precinct 11,
Debra Girimont,House of Delegates,14,REP,Mason,Precinct 11,
Troy Andes,House of Delegates,14,REP,Mason,Precinct 11,
Marge Carpenter,House of Delegates,14,REP,Mason,Precinct 11,
Brian Savilla,House of Delegates,14,REP,Mason,Precinct 11,
Shelley Moore Capito,U.S. House,,REP,Mason,Precinct 12,95
Mike Hall,State Senate,4,REP,Mason,Precinct 12,85
