candidate,office,district,party,county,precinct,votes
Thomas Ressler,US Senate,,REP,Wirt,Precinct 1,0
"Harry C. Bruner, Jr.",US Senate,,REP,Wirt,Precinct 1,1
Frank Kubic,US Senate,,REP,Wirt,Precinct 1,0
John R. Raese,US Senate,,REP,Wirt,Precinct 1,18
Daniel Rebich,US Senate,,REP,Wirt,Precinct 1,0
Kenneth A. Culp,US Senate,,REP,Wirt,Precinct 1,0
Albert Howard,US Senate,,REP,Wirt,Precinct 1,0
Lynette Kennedy McQuain,US Senate,,REP,Wirt,Precinct 1,0
Scott H. Williams,US Senate,,REP,Wirt,Precinct 1,0
Mac Warner,US Senate,,REP,Wirt,Precinct 1,2
Ken Hechler,US Senate,,DEM,Wirt,Precinct 1,4
Sheirl Fletcher,US Senate,,DEM,Wirt,Precinct 1,4
Joe Manchin III,US Senate,,DEM,Wirt,Precinct 1,13
Jesse Johnson,US Senate,,MTN,Wirt,Precinct 1,0
Thomas Ressler,US Senate,,REP,Wirt,Precinct 2,0
"Harry C. Bruner, Jr.",US Senate,,REP,Wirt,Precinct 2,0
Frank Kubic,US Senate,,REP,Wirt,Precinct 2,0
John R. Raese,US Senate,,REP,Wirt,Precinct 2,8
Daniel Rebich,US Senate,,REP,Wirt,Precinct 2,0
Kenneth A. Culp,US Senate,,REP,Wirt,Precinct 2,0
Albert Howard,US Senate,,REP,Wirt,Precinct 2,0
Lynette Kennedy McQuain,US Senate,,REP,Wirt,Precinct 2,1
Scott H. Williams,US Senate,,REP,Wirt,Precinct 2,0
Mac Warner,US Senate,,REP,Wirt,Precinct 2,0
Ken Hechler,US Senate,,DEM,Wirt,Precinct 2,3
Sheirl Fletcher,US Senate,,DEM,Wirt,Precinct 2,1
Joe Manchin III,US Senate,,DEM,Wirt,Precinct 2,13
Jesse Johnson,US Senate,,MTN,Wirt,Precinct 2,0
Thomas Ressler,US Senate,,REP,Wirt,Precinct 7,0
"Harry C. Bruner, Jr.",US Senate,,REP,Wirt,Precinct 7,1
Frank Kubic,US Senate,,REP,Wirt,Precinct 7,0
John R. Raese,US Senate,,REP,Wirt,Precinct 7,26
Daniel Rebich,US Senate,,REP,Wirt,Precinct 7,0
Kenneth A. Culp,US Senate,,REP,Wirt,Precinct 7,0
Albert Howard,US Senate,,REP,Wirt,Precinct 7,1
Lynette Kennedy McQuain,US Senate,,REP,Wirt,Precinct 7,3
Scott H. Williams,US Senate,,REP,Wirt,Precinct 7,0
Mac Warner,US Senate,,REP,Wirt,Precinct 7,3
Ken Hechler,US Senate,,DEM,Wirt,Precinct 7,9
Sheirl Fletcher,US Senate,,DEM,Wirt,Precinct 7,3
Joe Manchin III,US Senate,,DEM,Wirt,Precinct 7,47
Jesse Johnson,US Senate,,MTN,Wirt,Precinct 7,1
Thomas Ressler,US Senate,,REP,Wirt,Precinct 7A,0
"Harry C. Bruner, Jr.",US Senate,,REP,Wirt,Precinct 7A,0
Frank Kubic,US Senate,,REP,Wirt,Precinct 7A,1
John R. Raese,US Senate,,REP,Wirt,Precinct 7A,22
Daniel Rebich,US Senate,,REP,Wirt,Precinct 7A,0
Kenneth A. Culp,US Senate,,REP,Wirt,Precinct 7A,1
Albert Howard,US Senate,,REP,Wirt,Precinct 7A,0
Lynette Kennedy McQuain,US Senate,,REP,Wirt,Precinct 7A,1
Scott H. Williams,US Senate,,REP,Wirt,Precinct 7A,2
Mac Warner,US Senate,,REP,Wirt,Precinct 7A,6
Ken Hechler,US Senate,,DEM,Wirt,Precinct 7A,7
Sheirl Fletcher,US Senate,,DEM,Wirt,Precinct 7A,9
Joe Manchin III,US Senate,,DEM,Wirt,Precinct 7A,33
Jesse Johnson,US Senate,,MTN,Wirt,Precinct 7A,0
Thomas Ressler,US Senate,,REP,Wirt,Precinct 8,0
"Harry C. Bruner, Jr.",US Senate,,REP,Wirt,Precinct 8,0
Frank Kubic,US Senate,,REP,Wirt,Precinct 8,1
John R. Raese,US Senate,,REP,Wirt,Precinct 8,12
Daniel Rebich,US Senate,,REP,Wirt,Precinct 8,3
Kenneth A. Culp,US Senate,,REP,Wirt,Precinct 8,0
Albert Howard,US Senate,,REP,Wirt,Precinct 8,0
Lynette Kennedy McQuain,US Senate,,REP,Wirt,Precinct 8,0
Scott H. Williams,US Senate,,REP,Wirt,Precinct 8,1
Mac Warner,US Senate,,REP,Wirt,Precinct 8,2
Ken Hechler,US Senate,,DEM,Wirt,Precinct 8,3
Sheirl Fletcher,US Senate,,DEM,Wirt,Precinct 8,8
Joe Manchin III,US Senate,,DEM,Wirt,Precinct 8,25
Jesse Johnson,US Senate,,MTN,Wirt,Precinct 8,0
Thomas Ressler,US Senate,,REP,Wirt,Precinct 11,0
