candidate,office,district,party,county,precinct,total votes 
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 6-1,
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 6-1,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 6-1,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 6-1,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 6-1,325
Chad Story,House of Delegates,19,REP,Putnam,Precinct 6-1,305
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 6-1,205
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 6-1,151
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 6-1,236
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 6-1,155
,Registered Voters,,,Putnam,Precinct 6-2,1147
,Ballots Cast,,,Putnam,Precinct 6-2,516
,Straight Party Ticket ,,REP,Putnam,Precinct 6-2,86
,Straight Party Ticket ,,DEM,Putnam,Precinct 6-2,47
,Straight Party Ticket ,,CON,Putnam,Precinct 6-2,1
,Straight Party Ticket ,,MTN ,Putnam,Precinct 6-2,0
John R. Raese,US Senate,,REP,Putnam,Precinct 6-2,275
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 6-2,223
Jeff Becker,US Senate,,CON,Putnam,Precinct 6-2,4
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 6-2,13
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 6-2,392
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 6-2,101
Phil Hudok,US House,2,CON,Putnam,Precinct 6-2,7
Mike Hall,State Senate,4,REP,Putnam,Precinct 6-2,413
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 6-2,
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 6-2,
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 6-2,
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 6-2,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 6-2,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 6-2,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 6-2,268
Chad Story,House of Delegates,19,REP,Putnam,Precinct 6-2,247
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 6-2,167
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 6-2,112
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 6-2,211
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 6-2,119
,Registered Voters,,,Putnam,Precinct 7,703
,Ballots Cast,,,Putnam,Precinct 7,328
,Straight Party Ticket ,,REP,Putnam,Precinct 7,41
,Straight Party Ticket ,,DEM,Putnam,Precinct 7,36
,Straight Party Ticket ,,CON,Putnam,Precinct 7,1
,Straight Party Ticket ,,MTN ,Putnam,Precinct 7,0
John R. Raese,US Senate,,REP,Putnam,Precinct 7,139
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 7,178
Jeff Becker,US Senate,,CON,Putnam,Precinct 7,1
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 7,7
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 7,216
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 7,98
Phil Hudok,US House,2,CON,Putnam,Precinct 7,4
Mike Hall,State Senate,4,REP,Putnam,Precinct 7,242
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 7,
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 7,
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 7,
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 7,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 7,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 7,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 7,148
Chad Story,House of Delegates,19,REP,Putnam,Precinct 7,136
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 7,127
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 7,90
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 7,149
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 7,100
,Registered Voters,,,Putnam,Precinct 8-1,602
,Ballots Cast,,,Putnam,Precinct 8-1,288
,Straight Party Ticket ,,REP,Putnam,Precinct 8-1,44
,Straight Party Ticket ,,DEM,Putnam,Precinct 8-1,28
,Straight Party Ticket ,,CON,Putnam,Precinct 8-1,1
,Straight Party Ticket ,,MTN ,Putnam,Precinct 8-1,0
John R. Raese,US Senate,,REP,Putnam,Precinct 8-1,132
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 8-1,142
Jeff Becker,US Senate,,CON,Putnam,Precinct 8-1,1
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 8-1,9
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 8-1,216
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 8-1,49
Phil Hudok,US House,2,CON,Putnam,Precinct 8-1,10
Mike Hall,State Senate,4,REP,Putnam,Precinct 8-1,222
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 8-1,
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 8-1,
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 8-1,
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 8-1,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 8-1,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 8-1,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 8-1,134
Chad Story,House of Delegates,19,REP,Putnam,Precinct 8-1,129
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 8-1,94
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 8-1,61
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 8-1,105
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 8-1,62
,Registered Voters,,,Putnam,Precinct 8-2,695
,Ballots Cast,,,Putnam,Precinct 8-2,341
,Straight Party Ticket ,,REP,Putnam,Precinct 8-2,54
,Straight Party Ticket ,,DEM,Putnam,Precinct 8-2,50
,Straight Party Ticket ,,CON,Putnam,Precinct 8-2,0
,Straight Party Ticket ,,MTN ,Putnam,Precinct 8-2,0
John R. Raese,US Senate,,REP,Putnam,Precinct 8-2,165
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 8-2,168
Jeff Becker,US Senate,,CON,Putnam,Precinct 8-2,1
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 8-2,3
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 8-2,237
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 8-2,87
Phil Hudok,US House,2,CON,Putnam,Precinct 8-2,4
Mike Hall,State Senate,4,REP,Putnam,Precinct 8-2,267
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 8-2,
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 8-2,
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 8-2,
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 8-2,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 8-2,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 8-2,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 8-2,169
Chad Story,House of Delegates,19,REP,Putnam,Precinct 8-2,162
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 8-2,120
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 8-2,99
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 8-2,147
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 8-2,94
,Registered Voters,,,Putnam,Precinct 9,823
,Ballots Cast,,,Putnam,Precinct 9,362
,Straight Party Ticket ,,REP,Putnam,Precinct 9,71
,Straight Party Ticket ,,DEM,Putnam,Precinct 9,59
,Straight Party Ticket ,,CON,Putnam,Precinct 9,0
,Straight Party Ticket ,,MTN ,Putnam,Precinct 9,1
John R. Raese,US Senate,,REP,Putnam,Precinct 9,164
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 9,174
Jeff Becker,US Senate,,CON,Putnam,Precinct 9,4
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 9,16
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 9,237
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 9,107
Phil Hudok,US House,2,CON,Putnam,Precinct 9,7
Mike Hall,State Senate,4,REP,Putnam,Precinct 9,268
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 9,
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 9,
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 9,
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 9,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 9,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 9,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 9,177
Chad Story,House of Delegates,19,REP,Putnam,Precinct 9,150
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 9,133
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 9,113
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 9,169
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 9,106
,Registered Voters,,,Putnam,Precinct 10,869
,Ballots Cast,,,Putnam,Precinct 10,442
,Straight Party Ticket ,,REP,Putnam,Precinct 10,77
,Straight Party Ticket ,,DEM,Putnam,Precinct 10,66
,Straight Party Ticket ,,CON,Putnam,Precinct 10,1
,Straight Party Ticket ,,MTN ,Putnam,Precinct 10,0
John R. Raese,US Senate,,REP,Putnam,Precinct 10,205
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 10,216
Jeff Becker,US Senate,,CON,Putnam,Precinct 10,2
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 10,16
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 10,310
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 10,117
Phil Hudok,US House,2,CON,Putnam,Precinct 10,5
Mike Hall,State Senate,4,REP,Putnam,Precinct 10,346
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 10,
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 10,
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 10,
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 10,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 10,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 10,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 10,234
Chad Story,House of Delegates,19,REP,Putnam,Precinct 10,197
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 10,152
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 10,111
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 10,201
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 10,117
,Registered Voters,,,Putnam,Precinct 13,735
,Ballots Cast,,,Putnam,Precinct 13,352
,Straight Party Ticket ,,REP,Putnam,Precinct 13,82
,Straight Party Ticket ,,DEM,Putnam,Precinct 13,51
,Straight Party Ticket ,,CON,Putnam,Precinct 13,0
,Straight Party Ticket ,,MTN ,Putnam,Precinct 13,2
John R. Raese,US Senate,,REP,Putnam,Precinct 13,187
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 13,146
Jeff Becker,US Senate,,CON,Putnam,Precinct 13,2
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 13,14
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 13,247
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 13,83
Phil Hudok,US House,2,CON,Putnam,Precinct 13,7
Mike Hall,State Senate,4,REP,Putnam,Precinct 13,269
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 13,
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 13,
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 13,
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 13,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 13,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 13,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 13,199
Chad Story,House of Delegates,19,REP,Putnam,Precinct 13,152
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 13,120
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 13,75
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 13,144
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 13,78
,Registered Voters,,,Putnam,Precinct 15,541
,Ballots Cast,,,Putnam,Precinct 15,243
,Straight Party Ticket ,,REP,Putnam,Precinct 15,28
,Straight Party Ticket ,,DEM,Putnam,Precinct 15,45
,Straight Party Ticket ,,CON,Putnam,Precinct 15,0
,Straight Party Ticket ,,MTN ,Putnam,Precinct 15,1
John R. Raese,US Senate,,REP,Putnam,Precinct 15,83
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 15,154
Jeff Becker,US Senate,,CON,Putnam,Precinct 15,1
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 15,3
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 15,150
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 15,73
Phil Hudok,US House,2,CON,Putnam,Precinct 15,7
Mike Hall,State Senate,4,REP,Putnam,Precinct 15,172
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 15,104
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 15,129
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 15,134
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 15,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 15,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 15,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 15,
Chad Story,House of Delegates,19,REP,Putnam,Precinct 15,
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 15,
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 15,
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 15,
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 15,
,Registered Voters,,,Putnam,Precinct 16-1,778
,Ballots Cast,,,Putnam,Precinct 16-1,395
,Straight Party Ticket ,,REP,Putnam,Precinct 16-1,53
,Straight Party Ticket ,,DEM,Putnam,Precinct 16-1,47
,Straight Party Ticket ,,CON,Putnam,Precinct 16-1,1
,Straight Party Ticket ,,MTN ,Putnam,Precinct 16-1,0
John R. Raese,US Senate,,REP,Putnam,Precinct 16-1,186
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 16-1,200
Jeff Becker,US Senate,,CON,Putnam,Precinct 16-1,6
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 16-1,3
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 16-1,284
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 16-1,87
Phil Hudok,US House,2,CON,Putnam,Precinct 16-1,10
Mike Hall,State Senate,4,REP,Putnam,Precinct 16-1,277
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 16-1,216
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 16-1,210
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 16-1,169
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 16-1,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 16-1,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 16-1,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 16-1,
Chad Story,House of Delegates,19,REP,Putnam,Precinct 16-1,
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 16-1,
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 16-1,
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 16-1,
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 16-1,
,Registered Voters,,,Putnam,Precinct 16-2,835
,Ballots Cast,,,Putnam,Precinct 16-2,419
,Straight Party Ticket ,,REP,Putnam,Precinct 16-2,50
,Straight Party Ticket ,,DEM,Putnam,Precinct 16-2,51
,Straight Party Ticket ,,CON,Putnam,Precinct 16-2,0
,Straight Party Ticket ,,MTN ,Putnam,Precinct 16-2,0
John R. Raese,US Senate,,REP,Putnam,Precinct 16-2,188
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 16-2,211
Jeff Becker,US Senate,,CON,Putnam,Precinct 16-2,3
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 16-2,11
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 16-2,288
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 16-2,112
Phil Hudok,US House,2,CON,Putnam,Precinct 16-2,5
Mike Hall,State Senate,4,REP,Putnam,Precinct 16-2,298
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 16-2,213
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 16-2,221
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 16-2,188
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 16-2,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 16-2,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 16-2,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 16-2,
Chad Story,House of Delegates,19,REP,Putnam,Precinct 16-2,
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 16-2,
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 16-2,
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 16-2,
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 16-2,
,Registered Voters,,,Putnam,Precinct 17,401
,Ballots Cast,,,Putnam,Precinct 17,202
,Straight Party Ticket ,,REP,Putnam,Precinct 17,17
,Straight Party Ticket ,,DEM,Putnam,Precinct 17,19
,Straight Party Ticket ,,CON,Putnam,Precinct 17,0
,Straight Party Ticket ,,MTN ,Putnam,Precinct 17,1
John R. Raese,US Senate,,REP,Putnam,Precinct 17,90
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 17,105
Jeff Becker,US Senate,,CON,Putnam,Precinct 17,0
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 17,3
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 17,133
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 17,50
Phil Hudok,US House,2,CON,Putnam,Precinct 17,5
Mike Hall,State Senate,4,REP,Putnam,Precinct 17,141
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 17,134
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 17,85
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 17,78
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 17,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 17,
"Catherine ""Cathy"" Larck",House of Delegates,14,DEM,Putnam,Precinct 17,
Elias Gregory,House of Delegates,19,REP,Putnam,Precinct 17,
Chad Story,House of Delegates,19,REP,Putnam,Precinct 17,
Greg Butcher,House of Delegates,19,DEM,Putnam,Precinct 17,
"Rupert ""Rupie"" Phillips Jr. ",House of Delegates,19,DEM,Putnam,Precinct 17,
Josh Stowers,House of Delegates,19,DEM,Putnam,Precinct 17,
Ralph Rodighiero ,House of Delegates,19,DEM,Putnam,Precinct 17,
,Registered Voters,,,Putnam,Precinct 18,644
,Ballots Cast,,,Putnam,Precinct 18,321
,Straight Party Ticket ,,REP,Putnam,Precinct 18,34
,Straight Party Ticket ,,DEM,Putnam,Precinct 18,58
,Straight Party Ticket ,,CON,Putnam,Precinct 18,0
,Straight Party Ticket ,,MTN ,Putnam,Precinct 18,1
John R. Raese,US Senate,,REP,Putnam,Precinct 18,103
Joe Manchin III,US Senate,,DEM,Putnam,Precinct 18,199
Jeff Becker,US Senate,,CON,Putnam,Precinct 18,4
Jesse Johnson ,US Senate,,MTN ,Putnam,Precinct 18,8
Shelley Moore Capito,US House,2,REP,Putnam,Precinct 18,179
Virginia Lynch Graf,US House,2,DEM,Putnam,Precinct 18,110
Phil Hudok,US House,2,CON,Putnam,Precinct 18,6
Mike Hall,State Senate,4,REP,Putnam,Precinct 18,173
Brian (Scotty) Scott,House of Delegates,13,REP,Putnam,Precinct 18,154
Dale Martin,House of Delegates,13,DEM,Putnam,Precinct 18,169
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 18,164
Troy Andes,House of Delegates,14,REP,Putnam,Precinct 18,
Brian Savilla,House of Delegates,14,REP,Putnam,Precinct 18,
