candidate,office,district,party,county,precinct,total votes
Philip L. Stevens,State Senate,10,,Summers,Precinct 4 - West End,93
Mark Wills,State Senate,10,,Summers,Precinct 4 - West End,115
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 4 - West End,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 4 - West End,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 4 - West End,50
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 4 - West End,132
Linda Sumner,House of Delegates,27,,Summers,Precinct 4 - West End,92
Rick Snuffer,House of Delegates,27,,Summers,Precinct 4 - West End,58
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 4 - West End,108
Sally M Susman,House of Delegates,27,,Summers,Precinct 4 - West End,121
Virginia Mahan,House of Delegates,27,,Summers,Precinct 4 - West End,129
Mel Kessler,House of Delegates,27,,Summers,Precinct 4 - West End,69
Rick Moye,House of Delegates,27,,Summers,Precinct 4 - West End,96
John R. Raese,U.S. Senate,,,Summers,Precinct 7 - City Hall,41
Joe Manchin III,U.S. Senate,,,Summers,Precinct 7 - City Hall,82
Jeff Becker,U.S. Senate,,,Summers,Precinct 7 - City Hall,0
Jesse Johnson,U.S. Senate,,,Summers,Precinct 7 - City Hall,3
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 7 - City Hall,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 7 - City Hall,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 7 - City Hall,44
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 7 - City Hall,80
Butch Paugh,U.S. House,3,,Summers,Precinct 7 - City Hall,
John Barnes,State Senate,10,,Summers,Precinct 7 - City Hall,54
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 7 - City Hall,59
Philip L. Stevens,State Senate,10,,Summers,Precinct 7 - City Hall,66
Mark Wills,State Senate,10,,Summers,Precinct 7 - City Hall,53
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 7 - City Hall,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 7 - City Hall,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 7 - City Hall,37
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 7 - City Hall,78
Linda Sumner,House of Delegates,27,,Summers,Precinct 7 - City Hall,65
Rick Snuffer,House of Delegates,27,,Summers,Precinct 7 - City Hall,41
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 7 - City Hall,62
Sally M Susman,House of Delegates,27,,Summers,Precinct 7 - City Hall,66
Virginia Mahan,House of Delegates,27,,Summers,Precinct 7 - City Hall,66
Mel Kessler,House of Delegates,27,,Summers,Precinct 7 - City Hall,43
Rick Moye,House of Delegates,27,,Summers,Precinct 7 - City Hall,45
John R. Raese,U.S. Senate,,,Summers,Precinct 9 - Hinton Area,26
Joe Manchin III,U.S. Senate,,,Summers,Precinct 9 - Hinton Area,58
Jeff Becker,U.S. Senate,,,Summers,Precinct 9 - Hinton Area,0
Jesse Johnson,U.S. Senate,,,Summers,Precinct 9 - Hinton Area,1
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 9 - Hinton Area,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 9 - Hinton Area,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 9 - Hinton Area,27
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 9 - Hinton Area,53
Butch Paugh,U.S. House,3,,Summers,Precinct 9 - Hinton Area,
John Barnes,State Senate,10,,Summers,Precinct 9 - Hinton Area,19
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 9 - Hinton Area,57
Philip L. Stevens,State Senate,10,,Summers,Precinct 9 - Hinton Area,23
Mark Wills,State Senate,10,,Summers,Precinct 9 - Hinton Area,48
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 9 - Hinton Area,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 9 - Hinton Area,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 9 - Hinton Area,13
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 9 - Hinton Area,47
Linda Sumner,House of Delegates,27,,Summers,Precinct 9 - Hinton Area,26
Rick Snuffer,House of Delegates,27,,Summers,Precinct 9 - Hinton Area,16
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 9 - Hinton Area,37
Sally M Susman,House of Delegates,27,,Summers,Precinct 9 - Hinton Area,45
Virginia Mahan,House of Delegates,27,,Summers,Precinct 9 - Hinton Area,48
Mel Kessler,House of Delegates,27,,Summers,Precinct 9 - Hinton Area,33
Rick Moye,House of Delegates,27,,Summers,Precinct 9 - Hinton Area,43
John R. Raese,U.S. Senate,,,Summers,Precinct 11 - Bellepoint,168
Joe Manchin III,U.S. Senate,,,Summers,Precinct 11 - Bellepoint,305
Jeff Becker,U.S. Senate,,,Summers,Precinct 11 - Bellepoint,3
Jesse Johnson,U.S. Senate,,,Summers,Precinct 11 - Bellepoint,15
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 11 - Bellepoint,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 11 - Bellepoint,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 11 - Bellepoint,173
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 11 - Bellepoint,296
Butch Paugh,U.S. House,3,,Summers,Precinct 11 - Bellepoint,
John Barnes,State Senate,10,,Summers,Precinct 11 - Bellepoint,180
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 11 - Bellepoint,246
Philip L. Stevens,State Senate,10,,Summers,Precinct 11 - Bellepoint,226
Mark Wills,State Senate,10,,Summers,Precinct 11 - Bellepoint,199
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 11 - Bellepoint,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 11 - Bellepoint,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 11 - Bellepoint,93
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 11 - Bellepoint,339
Linda Sumner,House of Delegates,27,,Summers,Precinct 11 - Bellepoint,214
Rick Snuffer,House of Delegates,27,,Summers,Precinct 11 - Bellepoint,121
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 11 - Bellepoint,195
Sally M Susman,House of Delegates,27,,Summers,Precinct 11 - Bellepoint,221
Virginia Mahan,House of Delegates,27,,Summers,Precinct 11 - Bellepoint,210
Mel Kessler,House of Delegates,27,,Summers,Precinct 11 - Bellepoint,138
Rick Moye,House of Delegates,27,,Summers,Precinct 11 - Bellepoint,165
John R. Raese,U.S. Senate,,,Summers,Precinct 12 - Upland,53
Joe Manchin III,U.S. Senate,,,Summers,Precinct 12 - Upland,109
Jeff Becker,U.S. Senate,,,Summers,Precinct 12 - Upland,6
Jesse Johnson,U.S. Senate,,,Summers,Precinct 12 - Upland,6
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 12 - Upland,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 12 - Upland,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 12 - Upland,60
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 12 - Upland,111
Butch Paugh,U.S. House,3,,Summers,Precinct 12 - Upland,
John Barnes,State Senate,10,,Summers,Precinct 12 - Upland,63
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 12 - Upland,89
Philip L. Stevens,State Senate,10,,Summers,Precinct 12 - Upland,82
Mark Wills,State Senate,10,,Summers,Precinct 12 - Upland,74
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 12 - Upland,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 12 - Upland,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 12 - Upland,40
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 12 - Upland,87
Linda Sumner,House of Delegates,27,,Summers,Precinct 12 - Upland,82
Rick Snuffer,House of Delegates,27,,Summers,Precinct 12 - Upland,53
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 12 - Upland,76
Sally M Susman,House of Delegates,27,,Summers,Precinct 12 - Upland,96
Virginia Mahan,House of Delegates,27,,Summers,Precinct 12 - Upland,91
Mel Kessler,House of Delegates,27,,Summers,Precinct 12 - Upland,51
Rick Moye,House of Delegates,27,,Summers,Precinct 12 - Upland,70
John R. Raese,U.S. Senate,,,Summers,Precinct 13 - Wiggins,77
Joe Manchin III,U.S. Senate,,,Summers,Precinct 13 - Wiggins,117
Jeff Becker,U.S. Senate,,,Summers,Precinct 13 - Wiggins,3
Jesse Johnson,U.S. Senate,,,Summers,Precinct 13 - Wiggins,3
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 13 - Wiggins,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 13 - Wiggins,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 13 - Wiggins,79
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 13 - Wiggins,115
Butch Paugh,U.S. House,3,,Summers,Precinct 13 - Wiggins,
John Barnes,State Senate,10,,Summers,Precinct 13 - Wiggins,83
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 13 - Wiggins,101
Philip L. Stevens,State Senate,10,,Summers,Precinct 13 - Wiggins,105
Mark Wills,State Senate,10,,Summers,Precinct 13 - Wiggins,76
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 13 - Wiggins,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 13 - Wiggins,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 13 - Wiggins,68
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 13 - Wiggins,122
Linda Sumner,House of Delegates,27,,Summers,Precinct 13 - Wiggins,95
Rick Snuffer,House of Delegates,27,,Summers,Precinct 13 - Wiggins,59
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 13 - Wiggins,71
Sally M Susman,House of Delegates,27,,Summers,Precinct 13 - Wiggins,84
Virginia Mahan,House of Delegates,27,,Summers,Precinct 13 - Wiggins,99
Mel Kessler,House of Delegates,27,,Summers,Precinct 13 - Wiggins,64
Rick Moye,House of Delegates,27,,Summers,Precinct 13 - Wiggins,71
John R. Raese,U.S. Senate,,,Summers,Precinct 15 - Green Sulphur,97
Joe Manchin III,U.S. Senate,,,Summers,Precinct 15 - Green Sulphur,138
Jeff Becker,U.S. Senate,,,Summers,Precinct 15 - Green Sulphur,6
Jesse Johnson,U.S. Senate,,,Summers,Precinct 15 - Green Sulphur,7
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 15 - Green Sulphur,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 15 - Green Sulphur,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 15 - Green Sulphur,106
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 15 - Green Sulphur,130
Butch Paugh,U.S. House,3,,Summers,Precinct 15 - Green Sulphur,
John Barnes,State Senate,10,,Summers,Precinct 15 - Green Sulphur,104
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 15 - Green Sulphur,120
Philip L. Stevens,State Senate,10,,Summers,Precinct 15 - Green Sulphur,151
Mark Wills,State Senate,10,,Summers,Precinct 15 - Green Sulphur,85
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 15 - Green Sulphur,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 15 - Green Sulphur,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,82
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,105
Linda Sumner,House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,111
Rick Snuffer,House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,94
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,117
Sally M Susman,House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,118
Virginia Mahan,House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,122
Mel Kessler,House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,82
Rick Moye,House of Delegates,27,,Summers,Precinct 15 - Green Sulphur,93
John R. Raese,U.S. Senate,,,Summers,Precinct 17 - Sandstone,72
Joe Manchin III,U.S. Senate,,,Summers,Precinct 17 - Sandstone,91
Jeff Becker,U.S. Senate,,,Summers,Precinct 17 - Sandstone,2
Jesse Johnson,U.S. Senate,,,Summers,Precinct 17 - Sandstone,3
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 17 - Sandstone,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 17 - Sandstone,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 17 - Sandstone,75
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 17 - Sandstone,91
Butch Paugh,U.S. House,3,,Summers,Precinct 17 - Sandstone,
John Barnes,State Senate,10,,Summers,Precinct 17 - Sandstone,74
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 17 - Sandstone,82
Philip L. Stevens,State Senate,10,,Summers,Precinct 17 - Sandstone,95
Mark Wills,State Senate,10,,Summers,Precinct 17 - Sandstone,64
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 17 - Sandstone,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 17 - Sandstone,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 17 - Sandstone,60
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 17 - Sandstone,85
Linda Sumner,House of Delegates,27,,Summers,Precinct 17 - Sandstone,91
Rick Snuffer,House of Delegates,27,,Summers,Precinct 17 - Sandstone,73
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 17 - Sandstone,75
Sally M Susman,House of Delegates,27,,Summers,Precinct 17 - Sandstone,90
Virginia Mahan,House of Delegates,27,,Summers,Precinct 17 - Sandstone,76
Mel Kessler,House of Delegates,27,,Summers,Precinct 17 - Sandstone,52
Rick Moye,House of Delegates,27,,Summers,Precinct 17 - Sandstone,66
John R. Raese,U.S. Senate,,,Summers,Precinct 22 - Jumping Branch,134
Joe Manchin III,U.S. Senate,,,Summers,Precinct 22 - Jumping Branch,149
Jeff Becker,U.S. Senate,,,Summers,Precinct 22 - Jumping Branch,4
Jesse Johnson,U.S. Senate,,,Summers,Precinct 22 - Jumping Branch,5
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 22 - Jumping Branch,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 22 - Jumping Branch,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 22 - Jumping Branch,149
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 22 - Jumping Branch,132
Butch Paugh,U.S. House,3,,Summers,Precinct 22 - Jumping Branch,
John Barnes,State Senate,10,,Summers,Precinct 22 - Jumping Branch,135
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 22 - Jumping Branch,129
Philip L. Stevens,State Senate,10,,Summers,Precinct 22 - Jumping Branch,157
Mark Wills,State Senate,10,,Summers,Precinct 22 - Jumping Branch,119
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 22 - Jumping Branch,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 22 - Jumping Branch,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,89
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,188
Linda Sumner,House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,158
Rick Snuffer,House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,110
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,118
Sally M Susman,House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,148
Virginia Mahan,House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,129
Mel Kessler,House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,85
Rick Moye,House of Delegates,27,,Summers,Precinct 22 - Jumping Branch,127
John R. Raese,U.S. Senate,,,Summers,Precinct 23 - White Oak,140
Joe Manchin III,U.S. Senate,,,Summers,Precinct 23 - White Oak,182
Jeff Becker,U.S. Senate,,,Summers,Precinct 23 - White Oak,2
Jesse Johnson,U.S. Senate,,,Summers,Precinct 23 - White Oak,7
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 23 - White Oak,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 23 - White Oak,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 23 - White Oak,153
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 23 - White Oak,162
Butch Paugh,U.S. House,3,,Summers,Precinct 23 - White Oak,
John Barnes,State Senate,10,,Summers,Precinct 23 - White Oak,145
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 23 - White Oak,143
Philip L. Stevens,State Senate,10,,Summers,Precinct 23 - White Oak,170
Mark Wills,State Senate,10,,Summers,Precinct 23 - White Oak,121
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 23 - White Oak,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 23 - White Oak,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 23 - White Oak,105
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 23 - White Oak,197
Linda Sumner,House of Delegates,27,,Summers,Precinct 23 - White Oak,170
Rick Snuffer,House of Delegates,27,,Summers,Precinct 23 - White Oak,125
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 23 - White Oak,126
Sally M Susman,House of Delegates,27,,Summers,Precinct 23 - White Oak,138
Virginia Mahan,House of Delegates,27,,Summers,Precinct 23 - White Oak,144
Mel Kessler,House of Delegates,27,,Summers,Precinct 23 - White Oak,100
Rick Moye,House of Delegates,27,,Summers,Precinct 23 - White Oak,160
John R. Raese,U.S. Senate,,,Summers,Precinct 26 - Madams Creek,47
Joe Manchin III,U.S. Senate,,,Summers,Precinct 26 - Madams Creek,66
Jeff Becker,U.S. Senate,,,Summers,Precinct 26 - Madams Creek,3
Jesse Johnson,U.S. Senate,,,Summers,Precinct 26 - Madams Creek,1
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 26 - Madams Creek,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 26 - Madams Creek,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 26 - Madams Creek,47
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 26 - Madams Creek,65
Butch Paugh,U.S. House,3,,Summers,Precinct 26 - Madams Creek,
John Barnes,State Senate,10,,Summers,Precinct 26 - Madams Creek,40
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 26 - Madams Creek,67
Philip L. Stevens,State Senate,10,,Summers,Precinct 26 - Madams Creek,50
Mark Wills,State Senate,10,,Summers,Precinct 26 - Madams Creek,55
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 26 - Madams Creek,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 26 - Madams Creek,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 26 - Madams Creek,32
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 26 - Madams Creek,63
Linda Sumner,House of Delegates,27,,Summers,Precinct 26 - Madams Creek,57
Rick Snuffer,House of Delegates,27,,Summers,Precinct 26 - Madams Creek,39
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 26 - Madams Creek,59
Sally M Susman,House of Delegates,27,,Summers,Precinct 26 - Madams Creek,68
Virginia Mahan,House of Delegates,27,,Summers,Precinct 26 - Madams Creek,66
Mel Kessler,House of Delegates,27,,Summers,Precinct 26 - Madams Creek,36
Rick Moye,House of Delegates,27,,Summers,Precinct 26 - Madams Creek,49
John R. Raese,U.S. Senate,,,Summers,Precinct 27 - Pipestem,158
Joe Manchin III,U.S. Senate,,,Summers,Precinct 27 - Pipestem,194
Jeff Becker,U.S. Senate,,,Summers,Precinct 27 - Pipestem,8
Jesse Johnson,U.S. Senate,,,Summers,Precinct 27 - Pipestem,6
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 27 - Pipestem,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 27 - Pipestem,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 27 - Pipestem,178
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 27 - Pipestem,179
Butch Paugh,U.S. House,3,,Summers,Precinct 27 - Pipestem,
John Barnes,State Senate,10,,Summers,Precinct 27 - Pipestem,175
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 27 - Pipestem,166
Philip L. Stevens,State Senate,10,,Summers,Precinct 27 - Pipestem,169
Mark Wills,State Senate,10,,Summers,Precinct 27 - Pipestem,174
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 27 - Pipestem,
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 27 - Pipestem,
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 27 - Pipestem,118
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 27 - Pipestem,210
Linda Sumner,House of Delegates,27,,Summers,Precinct 27 - Pipestem,187
Rick Snuffer,House of Delegates,27,,Summers,Precinct 27 - Pipestem,136
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 27 - Pipestem,151
Sally M Susman,House of Delegates,27,,Summers,Precinct 27 - Pipestem,170
Virginia Mahan,House of Delegates,27,,Summers,Precinct 27 - Pipestem,165
Mel Kessler,House of Delegates,27,,Summers,Precinct 27 - Pipestem,110
Rick Moye,House of Delegates,27,,Summers,Precinct 27 - Pipestem,145
John R. Raese,U.S. Senate,,,Summers,Precinct 30 - Talcott,157
Joe Manchin III,U.S. Senate,,,Summers,Precinct 30 - Talcott,252
Jeff Becker,U.S. Senate,,,Summers,Precinct 30 - Talcott,6
Jesse Johnson,U.S. Senate,,,Summers,Precinct 30 - Talcott,17
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 30 - Talcott,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 30 - Talcott,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 30 - Talcott,168
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 30 - Talcott,236
Butch Paugh,U.S. House,3,,Summers,Precinct 30 - Talcott,
John Barnes,State Senate,10,,Summers,Precinct 30 - Talcott,185
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 30 - Talcott,205
Philip L. Stevens,State Senate,10,,Summers,Precinct 30 - Talcott,212
Mark Wills,State Senate,10,,Summers,Precinct 30 - Talcott,166
Roy G. Cooper,House of Delegates,26,,Summers,Precinct 30 - Talcott,225
Gerald L. Crosier,House of Delegates,26,,Summers,Precinct 30 - Talcott,178
"Richard ""Ben"" Franklin",House of Delegates,27,,Summers,Precinct 30 - Talcott,
John David O'Neal IV,House of Delegates,27,,Summers,Precinct 30 - Talcott,
Linda Sumner,House of Delegates,27,,Summers,Precinct 30 - Talcott,
Rick Snuffer,House of Delegates,27,,Summers,Precinct 30 - Talcott,
"William R. ""Bill"" Wooton",House of Delegates,27,,Summers,Precinct 30 - Talcott,
Sally M Susman,House of Delegates,27,,Summers,Precinct 30 - Talcott,
Virginia Mahan,House of Delegates,27,,Summers,Precinct 30 - Talcott,
Mel Kessler,House of Delegates,27,,Summers,Precinct 30 - Talcott,
Rick Moye,House of Delegates,27,,Summers,Precinct 30 - Talcott,
John R. Raese,U.S. Senate,,,Summers,Precinct 32 - Pence Springs,113
Joe Manchin III,U.S. Senate,,,Summers,Precinct 32 - Pence Springs,123
Jeff Becker,U.S. Senate,,,Summers,Precinct 32 - Pence Springs,11
Jesse Johnson,U.S. Senate,,,Summers,Precinct 32 - Pence Springs,10
"John R. ""Rick"" Bartlett",U.S. Senate,,,Summers,Precinct 32 - Pence Springs,
"Charles G. ""Bud"" Railey",U.S. Senate,,,Summers,Precinct 32 - Pence Springs,
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Summers,Precinct 32 - Pence Springs,117
"Nick Joe Rahall, II",U.S. House,3,,Summers,Precinct 32 - Pence Springs,133
Butch Paugh,U.S. House,3,,Summers,Precinct 32 - Pence Springs,
John Barnes,State Senate,10,,Summers,Precinct 32 - Pence Springs,114
Ronald F. (Ron) Miller,State Senate,10,,Summers,Precinct 32 - Pence Springs,128
Philip L. Stevens,State Senate,10,,Summers,Precinct 32 - Pence Springs,123
