year,election,office,party,district,candidate,county,votes,winner
1954,primary,State Senate,DEM,1,Frank L. Campbell,Totals,7680,TRUE
1954,primary,State Senate,DEM,1,Frank L. Campbell,Brooke,1740,
1954,primary,State Senate,DEM,1,Frank L. Campbell,Hancock,2593,
1954,primary,State Senate,DEM,1,Frank L. Campbell,Ohio,3347,
1954,primary,State Senate,DEM,2,Albert C. Baker,Totals,3094,TRUE
1954,primary,State Senate,DEM,2,Albert C. Baker,Doddridge,517,
1954,primary,State Senate,DEM,2,Albert C. Baker,Marshall,828,
1954,primary,State Senate,DEM,2,Albert C. Baker,Tyler,224,
1954,primary,State Senate,DEM,2,Albert C. Baker,Wetzel,1525,
1954,primary,State Senate,DEM,2,Edmund M. Conaway,Totals,2862,
1954,primary,State Senate,DEM,2,Edmund M. Conaway,Doddridge,75,
1954,primary,State Senate,DEM,2,Edmund M. Conaway,Marshall,1096,
1954,primary,State Senate,DEM,2,Edmund M. Conaway,Tyler,158,
1954,primary,State Senate,DEM,2,Edmund M. Conaway,Wetzel,1533,
1954,primary,State Senate,DEM,3,William L. Jacobs,Totals,6741,TRUE
1954,primary,State Senate,DEM,3,William L. Jacobs,Calhoun,996,
1954,primary,State Senate,DEM,3,William L. Jacobs,Pleasants,489,
1954,primary,State Senate,DEM,3,William L. Jacobs,Ritchie,792,
1954,primary,State Senate,DEM,3,William L. Jacobs,Wirt,589,
1954,primary,State Senate,DEM,3,William L. Jacobs,Wood,3875,
1954,primary,State Senate,DEM,4,"L.A. (Jack) Willard, Jr.",Totals,7224,TRUE
1954,primary,State Senate,DEM,4,"L.A. (Jack) Willard, Jr.",Clay,1360,
1954,primary,State Senate,DEM,4,"L.A. (Jack) Willard, Jr.",Jackson,1045,
1954,primary,State Senate,DEM,4,"L.A. (Jack) Willard, Jr.",Mason,1574,
1954,primary,State Senate,DEM,4,"L.A. (Jack) Willard, Jr.",Putnam,1796,
1954,primary,State Senate,DEM,4,"L.A. (Jack) Willard, Jr.",Roane,1449,
1954,primary,State Senate,DEM,5,Tom T. Baker,Totals,2339,
1954,primary,State Senate,DEM,5,Tom T. Baker,Cabell,1985,
1954,primary,State Senate,DEM,5,Tom T. Baker,Wayne,354,
1954,primary,State Senate,DEM,5,Carlton D. Brumfeld,Totals,1362,
1954,primary,State Senate,DEM,5,Carlton D. Brumfeld,Cabell,612,
1954,primary,State Senate,DEM,5,Carlton D. Brumfeld,Wayne,750,
1954,primary,State Senate,DEM,5,Mike Casey,Totals,8015,
1954,primary,State Senate,DEM,5,Mike Casey,Cabell,5425,
1954,primary,State Senate,DEM,5,Mike Casey,Wayne,2590,
1954,primary,State Senate,DEM,5,Boyd A. Hash,Totals,789,
1954,primary,State Senate,DEM,5,Boyd A. Hash,Cabell,650,
1954,primary,State Senate,DEM,5,Boyd A. Hash,Wayne,139,
1954,primary,State Senate,DEM,5,Lyle A. Smith,Totals,8726,TRUE
1954,primary,State Senate,DEM,5,Lyle A. Smith,Cabell,6073,
1954,primary,State Senate,DEM,5,Lyle A. Smith,Wayne,2653,
1954,primary,State Senate,DEM,6,"Wade H. Bronson, Jr.",Totals,8718,
1954,primary,State Senate,DEM,6,"Wade H. Bronson, Jr.",McDowell,3130,
1954,primary,State Senate,DEM,6,"Wade H. Bronson, Jr.",Mingo,5588,
1954,primary,State Senate,DEM,6,Glenn Taylor,Totals,13652,TRUE
1954,primary,State Senate,DEM,6,Glenn Taylor,McDowell,6577,
1954,primary,State Senate,DEM,6,Glenn Taylor,Mingo,7075,
1954,primary,State Senate,DEM,7,Lloyd G. Jackson,Totals,11461,TRUE
1954,primary,State Senate,DEM,7,Lloyd G. Jackson,Boone,2295,
1954,primary,State Senate,DEM,7,Lloyd G. Jackson,Lincoln,2195,
1954,primary,State Senate,DEM,7,Lloyd G. Jackson,Logan,6971,
1954,primary,State Senate,DEM,7,J.P. Jarrell,Totals,7406,
1954,primary,State Senate,DEM,7,J.P. Jarrell,Boone,3318,
1954,primary,State Senate,DEM,7,J.P. Jarrell,Lincoln,1357,
1954,primary,State Senate,DEM,7,J.P. Jarrell,Logan,2731,
1954,primary,State Senate,DEM,8,Grover C. Broyles,Totals,1710,
1954,primary,State Senate,DEM,8,Grover C. Broyles,Kanawha,1710,
1954,primary,State Senate,DEM,8,A. Carl Carey,Totals,11240,TRUE
1954,primary,State Senate,DEM,8,A. Carl Carey,Kanawha,11240,
1954,primary,State Senate,DEM,8,Charles M. Love,Totals,10923,
1954,primary,State Senate,DEM,8,Charles M. Love,Kanawha,10923,
1954,primary,State Senate,DEM,8,Sam C. Savilla,Totals,2554,
1954,primary,State Senate,DEM,8,Sam C. Savilla,Kanawha,2554,
1954,primary,State Senate,DEM,9,S.M. Bledsoe,Totals,1942,
1954,primary,State Senate,DEM,9,S.M. Bledsoe,Raleigh,1450,
1954,primary,State Senate,DEM,9,S.M. Bledsoe,Wyoming,492,
1954,primary,State Senate,DEM,9,James S. McNeish,Totals,3364,
1954,primary,State Senate,DEM,9,James S. McNeish,Raleigh,2726,
1954,primary,State Senate,DEM,9,James S. McNeish,Wyoming,638,
1954,primary,State Senate,DEM,9,Jack A. Nuckols,Totals,7938,TRUE
1954,primary,State Senate,DEM,9,Jack A. Nuckols,Raleigh,5864,
1954,primary,State Senate,DEM,9,Jack A. Nuckols,Wyoming,2074,
1954,primary,State Senate,DEM,10,Paul J. Carr,Totals,2432,
1954,primary,State Senate,DEM,10,Paul J. Carr,Mercer,1236,
1954,primary,State Senate,DEM,10,Paul J. Carr,Monroe,75,
1954,primary,State Senate,DEM,10,Paul J. Carr,Summers,1121,
1954,primary,State Senate,DEM,10,O. Roy Parker,Totals,3458,TRUE
1954,primary,State Senate,DEM,10,O. Roy Parker,Mercer,1803,
1954,primary,State Senate,DEM,10,O. Roy Parker,Monroe,1326,
1954,primary,State Senate,DEM,10,O. Roy Parker,Summers,329,
1954,primary,State Senate,DEM,10,"W.J.B. Simmons, Sr.",Totals,1727,
1954,primary,State Senate,DEM,10,"W.J.B. Simmons, Sr.",Mercer,1265,
1954,primary,State Senate,DEM,10,"W.J.B. Simmons, Sr.",Monroe,83,
1954,primary,State Senate,DEM,10,"W.J.B. Simmons, Sr.",Summers,379,
1954,primary,State Senate,DEM,10,J. Lynn Swiger,Totals,3414,
1954,primary,State Senate,DEM,10,J. Lynn Swiger,Mercer,2354,
1954,primary,State Senate,DEM,10,J. Lynn Swiger,Monroe,137,
1954,primary,State Senate,DEM,10,J. Lynn Swiger,Summers,923,
1954,primary,State Senate,DEM,11,"W.N. (Bill) Jasper, Jr.",Totals,7287,TRUE
1954,primary,State Senate,DEM,11,"W.N. (Bill) Jasper, Jr.",Fayette,4617,
1954,primary,State Senate,DEM,11,"W.N. (Bill) Jasper, Jr.",Greenbrier,2670,
1954,primary,State Senate,DEM,11,Lester W. “Doc” Watts,Totals,7225,
1954,primary,State Senate,DEM,11,Lester W. “Doc” Watts,Fayette,5296,
1954,primary,State Senate,DEM,11,Lester W. “Doc” Watts,Greenbrier,1929,
1954,primary,State Senate,DEM,12,John B. Chenoweth,Totals,5899,TRUE
1954,primary,State Senate,DEM,12,John B. Chenoweth,Braxton,729,
1954,primary,State Senate,DEM,12,John B. Chenoweth,Nicholas,307,
1954,primary,State Senate,DEM,12,John B. Chenoweth,Pendleton,529,
1954,primary,State Senate,DEM,12,John B. Chenoweth,Pocahontas,473,
1954,primary,State Senate,DEM,12,John B. Chenoweth,Randolph,2871,
