year,election,office,party,candidate,county,votes,winner
1954,general,U.S. Senate,DEM,Sam B. Chilton,Mercer,869,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Mineral,133,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Mingo,657,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Monongalia,464,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Monroe,260,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Morgan,68,
1954,general,U.S. Senate,DEM,Sam B. Chilton,McDowell,507,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Nicholas,648,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Ohio,344,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Pendleton,107,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Pleasants,43,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Pocahontas,251,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Preston,35,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Putnam,616,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Raleigh,1672,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Randolph,656,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Ritchie,74,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Roane,280,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Summers,389,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Taylor,122,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Tucker,71,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Tyler,30,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Upshur,148,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Wayne,743,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Webster,568,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Wetzel,315,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Wirt,88,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Wood,437,
1954,general,U.S. Senate,DEM,Sam B. Chilton,Wyoming,307,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Totals,192368,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Barbour,91,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Berkeley,139,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Boone,111,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Braxton,127,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Brooke,172837,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Cabell,122,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Calhoun,51,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Clay,62,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Doddridge,326,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Fayette,93,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Gilmer,17,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Grant,184,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Greenbrier,120,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Hampshire,320,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Hancock,84,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Hardy,890,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Harrison,78,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Jackson,96,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Jefferson,987,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Kanawha,217,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Lewis,58,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Lincoln,188,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Logan,284,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Marion,98,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Marshall,95,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Mason,209,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Mercer,93,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Mineral,192,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Mingo,305,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Monongalia,47,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Monroe,29,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Morgan,126,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,McDowell,102,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Nicholas,101,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Ohio,61,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Pendleton,128,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Pleasants,46,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Pocahontas,46,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Preston,59,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Putnam,455,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Raleigh,260,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Randolph,177,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Ritchie,103,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Roane,79,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Summers,88,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Taylor,69,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Tucker,65,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Tyler,81,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Upshur,299,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Wayne,104,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Webster,468,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Wetzel,54,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Wirt,501,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Wood,76,
1954,general,U.S. Senate,DEM,Homer H. “Pete” May,Wyoming,10270,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Totals,165207,TRUE
1954,general,U.S. Senate,DEM,Matthew M. Neely,Barbour,1736,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Berkeley,2449,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Boone,4176,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Braxton,2421,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Brooke,1667,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Cabell,9317,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Calhoun,1418,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Clay,1417,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Doddridge,475,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Fayette,7727,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Gilmer,845,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Grant,161,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Greenbrier,2526,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Hampshire,1046,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Hancock,2775,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Hardy,920,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Harrison,8781,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Jackson,1106,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Jefferson,1046,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Kanawha,16668,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Lewis,1319,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Lincoln,2699,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Logan,7626,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Marion,6509,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Marshall,1940,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Mason,1581,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Mercer,5067,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Mineral,1337,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Mingo,7886,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Monongalia,4653,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Monroe,1164,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Morgan,562,
1954,general,U.S. Senate,DEM,Matthew M. Neely,McDowell,12141,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Nicholas,1795,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Ohio,2891,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Pendleton,748,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Pleasants,461,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Pocahontas,763,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Preston,559,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Putnam,1587,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Raleigh,7014,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Randolph,3389,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Ritchie,655,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Roane,1381,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Summers,1797,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Taylor,1023,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Tucker,1002,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Tyler,328,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Upshur,900,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Wayne,4690,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Webster,1844,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Wetzel,2549,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Wirt,605,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Wood,3343,
1954,general,U.S. Senate,DEM,Matthew M. Neely,Wyoming,2722,
1954,general,U.S. Senate,DEM,Roy A. Warden,Totals,10211,
1954,general,U.S. Senate,DEM,Roy A. Warden,Barbour,106,
1954,general,U.S. Senate,DEM,Roy A. Warden,Berkeley,170,
1954,general,U.S. Senate,DEM,Roy A. Warden,Boone,138,
1954,general,U.S. Senate,DEM,Roy A. Warden,Braxton,137,
1954,general,U.S. Senate,DEM,Roy A. Warden,Brooke,135,
1954,general,U.S. Senate,DEM,Roy A. Warden,Cabell,397,
1954,general,U.S. Senate,DEM,Roy A. Warden,Calhoun,87,
1954,general,U.S. Senate,DEM,Roy A. Warden,Clay,60,
1954,general,U.S. Senate,DEM,Roy A. Warden,Doddridge,19,
1954,general,U.S. Senate,DEM,Roy A. Warden,Fayette,486,
1954,general,U.S. Senate,DEM,Roy A. Warden,Gilmer,48,
1954,general,U.S. Senate,DEM,Roy A. Warden,Grant,6,
1954,general,U.S. Senate,DEM,Roy A. Warden,Greenbrier,249,
1954,general,U.S. Senate,DEM,Roy A. Warden,Hampshire,104,
1954,general,U.S. Senate,DEM,Roy A. Warden,Hancock,197,
1954,general,U.S. Senate,DEM,Roy A. Warden,Hardy,184,
1954,general,U.S. Senate,DEM,Roy A. Warden,Harrison,514,
1954,general,U.S. Senate,DEM,Roy A. Warden,Jackson,28,
1954,general,U.S. Senate,DEM,Roy A. Warden,Jefferson,140,
1954,general,U.S. Senate,DEM,Roy A. Warden,Kanawha,555,
1954,general,U.S. Senate,DEM,Roy A. Warden,Lewis,158,
1954,general,U.S. Senate,DEM,Roy A. Warden,Lincoln,73,
1954,general,U.S. Senate,DEM,Roy A. Warden,Logan,354,
1954,general,U.S. Senate,DEM,Roy A. Warden,Marion,204,
1954,general,U.S. Senate,DEM,Roy A. Warden,Marshall,64,
1954,general,U.S. Senate,DEM,Roy A. Warden,Mason,103,
1954,general,U.S. Senate,DEM,Roy A. Warden,Mercer,651,
1954,general,U.S. Senate,DEM,Roy A. Warden,Mineral,96,
1954,general,U.S. Senate,DEM,Roy A. Warden,Mingo,451,
1954,general,U.S. Senate,DEM,Roy A. Warden,Monongalia,292,
1954,general,U.S. Senate,DEM,Roy A. Warden,Monroe,86,
1954,general,U.S. Senate,DEM,Roy A. Warden,Morgan,40,
1954,general,U.S. Senate,DEM,Roy A. Warden,McDowell,604,
1954,general,U.S. Senate,DEM,Roy A. Warden,Nicholas,160,
1954,general,U.S. Senate,DEM,Roy A. Warden,Ohio,481,
1954,general,U.S. Senate,DEM,Roy A. Warden,Pendleton,40,
1954,general,U.S. Senate,DEM,Roy A. Warden,Pleasants,23,
1954,general,U.S. Senate,DEM,Roy A. Warden,Pocahontas,63,
1954,general,U.S. Senate,DEM,Roy A. Warden,Preston,33,
1954,general,U.S. Senate,DEM,Roy A. Warden,Putnam,69,
1954,general,U.S. Senate,DEM,Roy A. Warden,Raleigh,741,
1954,general,U.S. Senate,DEM,Roy A. Warden,Randolph,308,
1954,general,U.S. Senate,DEM,Roy A. Warden,Ritchie,39,
1954,general,U.S. Senate,DEM,Roy A. Warden,Roane,56,
1954,general,U.S. Senate,DEM,Roy A. Warden,Summers,126,
1954,general,U.S. Senate,DEM,Roy A. Warden,Taylor,73,
1954,general,U.S. Senate,DEM,Roy A. Warden,Tucker,51,
1954,general,U.S. Senate,DEM,Roy A. Warden,Tyler,15,
1954,general,U.S. Senate,DEM,Roy A. Warden,Upshur,72,
1954,general,U.S. Senate,DEM,Roy A. Warden,Wayne,312,
1954,general,U.S. Senate,DEM,Roy A. Warden,Webster,110,
1954,general,U.S. Senate,DEM,Roy A. Warden,Wetzel,158,
1954,general,U.S. Senate,DEM,Roy A. Warden,Wirt,31,
1954,general,U.S. Senate,DEM,Roy A. Warden,Wood,124,
1954,general,U.S. Senate,DEM,Roy A. Warden,Wyoming,190,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Totals,37449,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Barbour,532,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Berkeley,392,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Boone,601,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Braxton,219,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Brooke,296,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Cabell,2667,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Calhoun,141,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Clay,382,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Doddridge,259,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Fayette,1078,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Gilmer,91,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Grant,247,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Greenbrier,391,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Hampshire,79,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Hancock,467,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Hardy,149,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Harrison,1716,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Jackson,669,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Jefferson,56,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Kanawha,7831,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Lewis,632,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Lincoln,679,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Logan,806,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Marion,636,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Marshall,397,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Mason,1342,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Mercer,600,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Mineral,648,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Mingo,834,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Monongalia,1350,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Monroe,218,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Morgan,416,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,McDowell,907,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Nicholas,182,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Ohio,577,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Pendleton,144,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Pleasants,129,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Pocahontas,293,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Preston,690,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Putnam,559,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Raleigh,1608,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Randolph,251,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Ritchie,438,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Roane,812,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Summers,129,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Taylor,467,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Tucker,186,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Tyler,191,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Upshur,631,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Wayne,521,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Webster,205,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Wetzel,249,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Wirt,186,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Wood,1006,
1954,general,U.S. Senate,REP,Latelle M. LaFollette,Wyoming,267,
1954,general,U.S. Senate,REP,Tom Sweeney,Totals,72891,TRUE
1954,general,U.S. Senate,REP,Tom Sweeney,Barbour,1352,
1954,general,U.S. Senate,REP,Tom Sweeney,Berkeley,1075,
1954,general,U.S. Senate,REP,Tom Sweeney,Boone,588,
1954,general,U.S. Senate,REP,Tom Sweeney,Braxton,814,
1954,general,U.S. Senate,REP,Tom Sweeney,Brooke,1609,
1954,general,U.S. Senate,REP,Tom Sweeney,Cabell,3649,
1954,general,U.S. Senate,REP,Tom Sweeney,Calhoun,510,
1954,general,U.S. Senate,REP,Tom Sweeney,Clay,791,
1954,general,U.S. Senate,REP,Tom Sweeney,Doddridge,1044,
1954,general,U.S. Senate,REP,Tom Sweeney,Fayette,1291,
1954,general,U.S. Senate,REP,Tom Sweeney,Gilmer,349,
1954,general,U.S. Senate,REP,Tom Sweeney,Grant,853,
1954,general,U.S. Senate,REP,Tom Sweeney,Greenbrier,735,
1954,general,U.S. Senate,REP,Tom Sweeney,Hampshire,157,
1954,general,U.S. Senate,REP,Tom Sweeney,Hancock,1572,
1954,general,U.S. Senate,REP,Tom Sweeney,Hardy,252,
1954,general,U.S. Senate,REP,Tom Sweeney,Harrison,3055,
1954,general,U.S. Senate,REP,Tom Sweeney,Jackson,1588,
1954,general,U.S. Senate,REP,Tom Sweeney,Jefferson,355,
1954,general,U.S. Senate,REP,Tom Sweeney,Kanawha,5679,
1954,general,U.S. Senate,REP,Tom Sweeney,Lewis,1639,
1954,general,U.S. Senate,REP,Tom Sweeney,Lincoln,827,
1954,general,U.S. Senate,REP,Tom Sweeney,Logan,1063,
1954,general,U.S. Senate,REP,Tom Sweeney,Marion,2087,
1954,general,U.S. Senate,REP,Tom Sweeney,Marshall,1719,
1954,general,U.S. Senate,REP,Tom Sweeney,Mason,1399,
1954,general,U.S. Senate,REP,Tom Sweeney,Mercer,1308,
1954,general,U.S. Senate,REP,Tom Sweeney,Mineral,1135,
1954,general,U.S. Senate,REP,Tom Sweeney,Mingo,1093,
1954,general,U.S. Senate,REP,Tom Sweeney,Monongalia,2251,
1954,general,U.S. Senate,REP,Tom Sweeney,Monroe,671,
1954,general,U.S. Senate,REP,Tom Sweeney,Morgan,909,
1954,general,U.S. Senate,REP,Tom Sweeney,McDowell,1307,
1954,general,U.S. Senate,REP,Tom Sweeney,Nicholas,534,
1954,general,U.S. Senate,REP,Tom Sweeney,Ohio,6103,
1954,general,U.S. Senate,REP,Tom Sweeney,Pendleton,208,
1954,general,U.S. Senate,REP,Tom Sweeney,Pleasants,284,
1954,general,U.S. Senate,REP,Tom Sweeney,Pocahontas,313,
1954,general,U.S. Senate,REP,Tom Sweeney,Preston,1791,
1954,general,U.S. Senate,REP,Tom Sweeney,Putnam,1189,
1954,general,U.S. Senate,REP,Tom Sweeney,Raleigh,2075,
1954,general,U.S. Senate,REP,Tom Sweeney,Randolph,660,
1954,general,U.S. Senate,REP,Tom Sweeney,Ritchie,1821,
1954,general,U.S. Senate,REP,Tom Sweeney,Roane,1308,
1954,general,U.S. Senate,REP,Tom Sweeney,Summers,433,
1954,general,U.S. Senate,REP,Tom Sweeney,Taylor,951,
1954,general,U.S. Senate,REP,Tom Sweeney,Tucker,637,
1954,general,U.S. Senate,REP,Tom Sweeney,Tyler,804,
1954,general,U.S. Senate,REP,Tom Sweeney,Upshur,2149,
1954,general,U.S. Senate,REP,Tom Sweeney,Wayne,1488,
1954,general,U.S. Senate,REP,Tom Sweeney,Webster,444,
1954,general,U.S. Senate,REP,Tom Sweeney,Wetzel,1332,
1954,general,U.S. Senate,REP,Tom Sweeney,Wirt,498,
1954,general,U.S. Senate,REP,Tom Sweeney,Wood,2537,
1954,general,U.S. Senate,REP,Tom Sweeney,Wyoming,606,
