county,office,district,party,candidate,votes
Barbour,President,,REP,DONALD J.  TRUMP,2338
Berkeley,President,,REP,DONALD J.  TRUMP,10199
Boone,President,,REP,DONALD J.  TRUMP,1962
Braxton,President,,REP,DONALD J.  TRUMP,1300
Brooke,President,,REP,DONALD J.  TRUMP,2383
Cabell,President,,REP,DONALD J.  TRUMP,8032
Calhoun,President,,REP,DONALD J.  TRUMP,1096
Clay,President,,REP,DONALD J.  TRUMP,1011
Doddridge,President,,REP,DONALD J.  TRUMP,1482
Fayette,President,,REP,DONALD J.  TRUMP,3748
Gilmer,President,,REP,DONALD J.  TRUMP,654
Grant,President,,REP,DONALD J.  TRUMP,2715
Greenbrier,President,,REP,DONALD J.  TRUMP,4295
Hampshire,President,,REP,DONALD J.  TRUMP,2812
Hancock,President,,REP,DONALD J.  TRUMP,3119
Hardy,President,,REP,DONALD J.  TRUMP,1511
Harrison,President,,REP,DONALD J.  TRUMP,7469
Jackson,President,,REP,DONALD J.  TRUMP,4280
Jefferson,President,,REP,DONALD J.  TRUMP,4656
Kanawha,President,,REP,DONALD J.  TRUMP,15329
Lewis,President,,REP,DONALD J.  TRUMP,2554
Lincoln,President,,REP,DONALD J.  TRUMP,2503
Logan,President,,REP,DONALD J.  TRUMP,3188
Marion,President,,REP,DONALD J.  TRUMP,5557
Marshall,President,,REP,DONALD J.  TRUMP,3706
Mason,President,,REP,DONALD J.  TRUMP,3191
McDowell,President,,REP,DONALD J.  TRUMP,1223
Mercer,President,,REP,DONALD J.  TRUMP,6912
Mineral,President,,REP,DONALD J.  TRUMP,4101
Mingo,President,,REP,DONALD J.  TRUMP,3333
Monongalia,President,,REP,DONALD J.  TRUMP,6748
Monroe,President,,REP,DONALD J.  TRUMP,2061
Morgan,President,,REP,DONALD J.  TRUMP,2698
Nicholas,President,,REP,DONALD J.  TRUMP,3694
Ohio,President,,REP,DONALD J.  TRUMP,4971
Pendleton,President,,REP,DONALD J.  TRUMP,914
Pleasants,President,,REP,DONALD J.  TRUMP,1077
Pocahontas,President,,REP,DONALD J.  TRUMP,1224
Preston,President,,REP,DONALD J.  TRUMP,5122
Putnam,President,,REP,DONALD J.  TRUMP,7890
Raleigh,President,,REP,DONALD J.  TRUMP,9465
Randolph,President,,REP,DONALD J.  TRUMP,3112
Ritchie,President,,REP,DONALD J.  TRUMP,1716
Roane,President,,REP,DONALD J.  TRUMP,1828
Summers,President,,REP,DONALD J.  TRUMP,1593
Taylor,President,,REP,DONALD J.  TRUMP,2653
Tucker,President,,REP,DONALD J.  TRUMP,975
Tyler,President,,REP,DONALD J.  TRUMP,1396
Upshur,President,,REP,DONALD J.  TRUMP,3789
Wayne,President,,REP,DONALD J.  TRUMP,4201
Webster,President,,REP,DONALD J.  TRUMP,917
Wetzel,President,,REP,DONALD J.  TRUMP,1634
Wirt,President,,REP,DONALD J.  TRUMP,1018
Wood,President,,REP,DONALD J.  TRUMP,9768
Wyoming,President,,REP,DONALD J.  TRUMP,2398
Barbour,President,,REP,NIKKI R.  HALEY,212
Berkeley,President,,REP,NIKKI R.  HALEY,1161
Boone,President,,REP,NIKKI R.  HALEY,72
Braxton,President,,REP,NIKKI R.  HALEY,80
Brooke,President,,REP,NIKKI R.  HALEY,159
Cabell,President,,REP,NIKKI R.  HALEY,1249
Calhoun,President,,REP,NIKKI R.  HALEY,44
Clay,President,,REP,NIKKI R.  HALEY,46
Doddridge,President,,REP,NIKKI R.  HALEY,90
Fayette,President,,REP,NIKKI R.  HALEY,334
Gilmer,President,,REP,NIKKI R.  HALEY,42
Grant,President,,REP,NIKKI R.  HALEY,164
Greenbrier,President,,REP,NIKKI R.  HALEY,424
Hampshire,President,,REP,NIKKI R.  HALEY,209
Hancock,President,,REP,NIKKI R.  HALEY,252
Hardy,President,,REP,NIKKI R.  HALEY,124
Harrison,President,,REP,NIKKI R.  HALEY,855
Jackson,President,,REP,NIKKI R.  HALEY,396
Jefferson,President,,REP,NIKKI R.  HALEY,823
Kanawha,President,,REP,NIKKI R.  HALEY,3125
Lewis,President,,REP,NIKKI R.  HALEY,169
Lincoln,President,,REP,NIKKI R.  HALEY,168
Logan,President,,REP,NIKKI R.  HALEY,150
Marion,President,,REP,NIKKI R.  HALEY,623
Marshall,President,,REP,NIKKI R.  HALEY,288
Mason,President,,REP,NIKKI R.  HALEY,264
McDowell,President,,REP,NIKKI R.  HALEY,30
Mercer,President,,REP,NIKKI R.  HALEY,466
Mineral,President,,REP,NIKKI R.  HALEY,289
Mingo,President,,REP,NIKKI R.  HALEY,97
Monongalia,President,,REP,NIKKI R.  HALEY,1477
Monroe,President,,REP,NIKKI R.  HALEY,141
Morgan,President,,REP,NIKKI R.  HALEY,306
Nicholas,President,,REP,NIKKI R.  HALEY,268
Ohio,President,,REP,NIKKI R.  HALEY,707
Pendleton,President,,REP,NIKKI R.  HALEY,70
Pleasants,President,,REP,NIKKI R.  HALEY,77
Pocahontas,President,,REP,NIKKI R.  HALEY,91
Preston,President,,REP,NIKKI R.  HALEY,479
Putnam,President,,REP,NIKKI R.  HALEY,1041
Raleigh,President,,REP,NIKKI R.  HALEY,770
Randolph,President,,REP,NIKKI R.  HALEY,323
Ritchie,President,,REP,NIKKI R.  HALEY,105
Roane,President,,REP,NIKKI R.  HALEY,166
Summers,President,,REP,NIKKI R.  HALEY,121
Taylor,President,,REP,NIKKI R.  HALEY,260
Tucker,President,,REP,NIKKI R.  HALEY,90
Tyler,President,,REP,NIKKI R.  HALEY,121
Upshur,President,,REP,NIKKI R.  HALEY,444
Wayne,President,,REP,NIKKI R.  HALEY,260
Webster,President,,REP,NIKKI R.  HALEY,23
Wetzel,President,,REP,NIKKI R.  HALEY,105
Wirt,President,,REP,NIKKI R.  HALEY,60
Wood,President,,REP,NIKKI R.  HALEY,1237
Wyoming,President,,REP,NIKKI R.  HALEY,85
Barbour,President,,REP,RACHEL HANNA MoHAWK SWIFT,31
Berkeley,President,,REP,RACHEL HANNA MoHAWK SWIFT,188
Boone,President,,REP,RACHEL HANNA MoHAWK SWIFT,11
Braxton,President,,REP,RACHEL HANNA MoHAWK SWIFT,14
Brooke,President,,REP,RACHEL HANNA MoHAWK SWIFT,20
Cabell,President,,REP,RACHEL HANNA MoHAWK SWIFT,113
Calhoun,President,,REP,RACHEL HANNA MoHAWK SWIFT,11
Clay,President,,REP,RACHEL HANNA MoHAWK SWIFT,5
Doddridge,President,,REP,RACHEL HANNA MoHAWK SWIFT,16
Fayette,President,,REP,RACHEL HANNA MoHAWK SWIFT,54
Gilmer,President,,REP,RACHEL HANNA MoHAWK SWIFT,5
Grant,President,,REP,RACHEL HANNA MoHAWK SWIFT,32
Greenbrier,President,,REP,RACHEL HANNA MoHAWK SWIFT,37
Hampshire,President,,REP,RACHEL HANNA MoHAWK SWIFT,28
Hancock,President,,REP,RACHEL HANNA MoHAWK SWIFT,28
Hardy,President,,REP,RACHEL HANNA MoHAWK SWIFT,12
Harrison,President,,REP,RACHEL HANNA MoHAWK SWIFT,109
Jackson,President,,REP,RACHEL HANNA MoHAWK SWIFT,36
Jefferson,President,,REP,RACHEL HANNA MoHAWK SWIFT,91
Kanawha,President,,REP,RACHEL HANNA MoHAWK SWIFT,230
Lewis,President,,REP,RACHEL HANNA MoHAWK SWIFT,40
Lincoln,President,,REP,RACHEL HANNA MoHAWK SWIFT,22
Logan,President,,REP,RACHEL HANNA MoHAWK SWIFT,12
Marion,President,,REP,RACHEL HANNA MoHAWK SWIFT,78
Marshall,President,,REP,RACHEL HANNA MoHAWK SWIFT,50
Mason,President,,REP,RACHEL HANNA MoHAWK SWIFT,27
McDowell,President,,REP,RACHEL HANNA MoHAWK SWIFT,7
Mercer,President,,REP,RACHEL HANNA MoHAWK SWIFT,35
Mineral,President,,REP,RACHEL HANNA MoHAWK SWIFT,56
