year,election,office,party,candidate,county,votes,winner
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Barbour,4053,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Berkeley,7835,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Boone,8301,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Braxton,4283,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Brooke,7741,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Cabell,23461,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Calhoun,2105,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Clay,2921,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Doddridge,1164,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Fayette,18456,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Gilmer,2281,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Grant,995,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Greenbrier,8544,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Hampshire,3188,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Hancock,10709,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Hardy,2682,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Harrison,22784,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Jackson,3839,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Jefferson,4499,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Kanawha,58924,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Lewis,4025,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Lincoln,5262,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Logan,17051,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Marion,18806,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Marshall,9083,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Mason,4805,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Mercer,17706,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Mineral,4522,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Mingo,11575,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Monongalia,13221,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Monroe,3029,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Morgan,1379,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,McDowell,18696,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Nicholas,5800,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Ohio,17439,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Pendleton,2146,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Pleasants,1925,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Pocahontas,2830,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Preston,4294,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Putnam,5440,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Raleigh,20498,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Randolph,7564,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Ritchie,1698,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Roane,3332,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Summers,4663,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Taylor,3599,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Tucker,2099,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Tyler,1623,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Upshur,2686,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Wayne,9951,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Webster,3346,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Wetzel,4618,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Wirt,1136,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Wood,17540,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Wyoming,8351,
1960,general,Judge of the Supreme Court of Appeals,DEM,Chauncey Browning,Totals,460503,TRUE
1960,general,Judge of the Supreme Court of Appeals,DEM,Harlan M. Calhoun,Barbour,4143,
1960,general,Judge of the Supreme Court of Appeals,DEM,Harlan M. Calhoun,Berkeley,7808,
1960,general,Judge of the Supreme Court of Appeals,DEM,Harlan M. Calhoun,Boone,8146,
1960,general,Judge of the Supreme Court of Appeals,DEM,Harlan M. Calhoun,Braxton,4231,
1960,general,Judge of the Supreme Court of Appeals,DEM,Harlan M. Calhoun,Brooke,7646,
1960,general,Judge of the Supreme Court of Appeals,DEM,Harlan M. Calhoun,Cabell,22711,
1960,general,Judge of the Supreme Court of Appeals,DEM,Harlan M. Calhoun,Calhoun,2082,
