year,election,office,party,candidate,county,votes,winner
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Barbour,4145,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Berkeley,7939,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Boone,8286,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Braxton,4342,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Brooke,8058,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Cabell,23219,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Calhoun,2163,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Clay,2925,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Doddridge,1224,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Fayette,18505,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Gilmer,2378,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Grant,991,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Greenbrier,8740,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Hampshire,3167,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Hancock,11492,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Hardy,2730,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Harrison,22698,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Jackson,3948,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Jefferson,4572,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Kanawha,59754,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Lewis,4308,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Lincoln,5256,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Logan,16292,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Marion,18975,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Marshall,9164,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Mason,4998,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Mercer,18050,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Mineral,4526,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Mingo,11473,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Monongalia,13646,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Monroe,3086,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Morgan,1383,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,McDowell,18735,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Nicholas,5917,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Ohio,17641,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Pendleton,2181,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Pleasants,2033,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Pocahontas,2887,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Preston,4366,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Putnam,5645,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Raleigh,20802,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Randolph,7215,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Ritchie,1880,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Roane,3398,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Summers,4708,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Taylor,3757,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Tucker,2178,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Tyler,1722,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Upshur,2785,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Wayne,9839,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Webster,3395,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Wetzel,4847,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Wirt,1219,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Wood,20048,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Wyoming,8331,
1960,general,Commissioner of Agriculture,DEM,John T. Johnson,Totals,467962,TRUE
1960,general,Commissioner of Agriculture,REP,Howard Perine,Barbour,3467,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Berkeley,6705,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Boone,3531,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Braxton,2594,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Brooke,4257,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Cabell,21805,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Calhoun,1476,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Clay,2171,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Doddridge,2078,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Fayette,6001,
1960,general,Commissioner of Agriculture,REP,Howard Perine,Gilmer,1329,
