year,election,office,party,candidate,county,votes,winner
1960,general,State Treasurer,REP,Martin V. Chapman,Hampshire,1635,
1960,general,State Treasurer,REP,Martin V. Chapman,Hancock,6392,
1960,general,State Treasurer,REP,Martin V. Chapman,Hardy,1462,
1960,general,State Treasurer,REP,Martin V. Chapman,Harrison,15149,
1960,general,State Treasurer,REP,Martin V. Chapman,Jackson,4937,
1960,general,State Treasurer,REP,Martin V. Chapman,Jefferson,2153,
1960,general,State Treasurer,REP,Martin V. Chapman,Kanawha,48578,
1960,general,State Treasurer,REP,Martin V. Chapman,Lewis,4298,
1960,general,State Treasurer,REP,Martin V. Chapman,Lincoln,4261,
1960,general,State Treasurer,REP,Martin V. Chapman,Logan,7081,
1960,general,State Treasurer,REP,Martin V. Chapman,Marion,12046,
1960,general,State Treasurer,REP,Martin V. Chapman,Marshall,8315,
1960,general,State Treasurer,REP,Martin V. Chapman,Mason,5637,
1960,general,State Treasurer,REP,Martin V. Chapman,Mercer,9544,
1960,general,State Treasurer,REP,Martin V. Chapman,Mineral,5261,
1960,general,State Treasurer,REP,Martin V. Chapman,Mingo,4416,
1960,general,State Treasurer,REP,Martin V. Chapman,Monongalia,9902,
1960,general,State Treasurer,REP,Martin V. Chapman,Monroe,2886,
1960,general,State Treasurer,REP,Martin V. Chapman,Morgan,2442,
1960,general,State Treasurer,REP,Martin V. Chapman,McDowell,5668,
1960,general,State Treasurer,REP,Martin V. Chapman,Nicholas,3514,
1960,general,State Treasurer,REP,Martin V. Chapman,Ohio,16362,
1960,general,State Treasurer,REP,Martin V. Chapman,Pendleton,1549,
1960,general,State Treasurer,REP,Martin V. Chapman,Pleasants,1751,
1960,general,State Treasurer,REP,Martin V. Chapman,Pocahontas,2177,
1960,general,State Treasurer,REP,Martin V. Chapman,Preston,6090,
1960,general,State Treasurer,REP,Martin V. Chapman,Putnam,4893,
1960,general,State Treasurer,REP,Martin V. Chapman,Raleigh,10356,
1960,general,State Treasurer,REP,Martin V. Chapman,Randolph,3521,
1960,general,State Treasurer,REP,Martin V. Chapman,Ritchie,3584,
1960,general,State Treasurer,REP,Martin V. Chapman,Roane,4090,
1960,general,State Treasurer,REP,Martin V. Chapman,Summers,2710,
1960,general,State Treasurer,REP,Martin V. Chapman,Taylor,3541,
1960,general,State Treasurer,REP,Martin V. Chapman,Tucker,1548,
1960,general,State Treasurer,REP,Martin V. Chapman,Tyler,3206,
1960,general,State Treasurer,REP,Martin V. Chapman,Upshur,4629,
1960,general,State Treasurer,REP,Martin V. Chapman,Wayne,6900,
1960,general,State Treasurer,REP,Martin V. Chapman,Webster,1333,
1960,general,State Treasurer,REP,Martin V. Chapman,Wetzel,3896,
1960,general,State Treasurer,REP,Martin V. Chapman,Wirt,1163,
1960,general,State Treasurer,REP,Martin V. Chapman,Wood,18948,
1960,general,State Treasurer,REP,Martin V. Chapman,Wyoming,4517,
1960,general,State Treasurer,REP,Martin V. Chapman,Totals,340121,
