year,election,office,party,candidate,county,votes,winner
1960,general,Auditor,DEM,Denzil L. Gainer,Barbour,4308,
1960,general,Auditor,DEM,Denzil L. Gainer,Berkeley,7845,
1960,general,Auditor,DEM,Denzil L. Gainer,Boone,8121,
1960,general,Auditor,DEM,Denzil L. Gainer,Braxton,4312,
1960,general,Auditor,DEM,Denzil L. Gainer,Brooke,7907,
1960,general,Auditor,DEM,Denzil L. Gainer,Cabell,21932,
1960,general,Auditor,DEM,Denzil L. Gainer,Calhoun,2435,
1960,general,Auditor,DEM,Denzil L. Gainer,Clay,2935,
1960,general,Auditor,DEM,Denzil L. Gainer,Doddridge,1237,
1960,general,Auditor,DEM,Denzil L. Gainer,Fayette,18272,
1960,general,Auditor,DEM,Denzil L. Gainer,Gilmer,2401,
1960,general,Auditor,DEM,Denzil L. Gainer,Grant,984,
1960,general,Auditor,DEM,Denzil L. Gainer,Greenbrier,8496,
1960,general,Auditor,DEM,Denzil L. Gainer,Hampshire,3184,
1960,general,Auditor,DEM,Denzil L. Gainer,Hancock,11291,
1960,general,Auditor,DEM,Denzil L. Gainer,Hardy,2634,
1960,general,Auditor,DEM,Denzil L. Gainer,Harrison,23325,
1960,general,Auditor,DEM,Denzil L. Gainer,Jackson,3903,
1960,general,Auditor,DEM,Denzil L. Gainer,Jefferson,4517,
1960,general,Auditor,DEM,Denzil L. Gainer,Kanawha,58616,
1960,general,Auditor,DEM,Denzil L. Gainer,Lewis,4274,
1960,general,Auditor,DEM,Denzil L. Gainer,Lincoln,5251,
1960,general,Auditor,DEM,Denzil L. Gainer,Logan,14972,
1960,general,Auditor,DEM,Denzil L. Gainer,Marion,19360,
1960,general,Auditor,DEM,Denzil L. Gainer,Marshall,9101,
1960,general,Auditor,DEM,Denzil L. Gainer,Mason,4914,
1960,general,Auditor,DEM,Denzil L. Gainer,Mercer,17550,
1960,general,Auditor,DEM,Denzil L. Gainer,Mineral,4593,
1960,general,Auditor,DEM,Denzil L. Gainer,Mingo,11127,
1960,general,Auditor,DEM,Denzil L. Gainer,Monongalia,13537,
1960,general,Auditor,DEM,Denzil L. Gainer,Monroe,3030,
1960,general,Auditor,DEM,Denzil L. Gainer,Morgan,1397,
1960,general,Auditor,DEM,Denzil L. Gainer,McDowell,18456,
1960,general,Auditor,DEM,Denzil L. Gainer,Nicholas,5953,
1960,general,Auditor,DEM,Denzil L. Gainer,Ohio,17481,
1960,general,Auditor,DEM,Denzil L. Gainer,Pendleton,2194,
1960,general,Auditor,DEM,Denzil L. Gainer,Pleasants,1959,
1960,general,Auditor,DEM,Denzil L. Gainer,Pocahontas,2929,
1960,general,Auditor,DEM,Denzil L. Gainer,Preston,4417,
1960,general,Auditor,DEM,Denzil L. Gainer,Putnam,5506,
1960,general,Auditor,DEM,Denzil L. Gainer,Raleigh,20095,
1960,general,Auditor,DEM,Denzil L. Gainer,Randolph,7803,
1960,general,Auditor,DEM,Denzil L. Gainer,Ritchie,1830,
1960,general,Auditor,DEM,Denzil L. Gainer,Roane,3445,
1960,general,Auditor,DEM,Denzil L. Gainer,Summers,4559,
1960,general,Auditor,DEM,Denzil L. Gainer,Taylor,3843,
1960,general,Auditor,DEM,Denzil L. Gainer,Tucker,2259,
1960,general,Auditor,DEM,Denzil L. Gainer,Tyler,1670,
1960,general,Auditor,DEM,Denzil L. Gainer,Upshur,2759,
1960,general,Auditor,DEM,Denzil L. Gainer,Wayne,9660,
1960,general,Auditor,DEM,Denzil L. Gainer,Webster,3416,
1960,general,Auditor,DEM,Denzil L. Gainer,Wetzel,4924,
1960,general,Auditor,DEM,Denzil L. Gainer,Wirt,1219,
1960,general,Auditor,DEM,Denzil L. Gainer,Wood,18533,
1960,general,Auditor,DEM,Denzil L. Gainer,Wyoming,8087,
1960,general,Auditor,DEM,Denzil L. Gainer,Totals,460758,TRUE
1960,general,Auditor,REP,Litz (Cuz) McGuire,Barbour,3357,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Berkeley,6784,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Boone,3774,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Braxton,2575,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Brooke,4502,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Cabell,23567,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Calhoun,1326,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Clay,2170,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Doddridge,2038,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Fayette,6275,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Gilmer,1287,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Grant,2978,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Greenbrier,5532,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Hampshire,1581,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Hancock,6142,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Hardy,1451,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Harrison,14266,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Jackson,4903,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Jefferson,2134,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Kanawha,49968,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Lewis,4013,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Lincoln,4299,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Logan,8894,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Marion,11547,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Marshall,8132,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Mason,5520,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Mercer,9876,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Mineral,5121,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Mingo,4728,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Monongalia,9680,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Monroe,2884,
1960,general,Auditor,REP,Litz (Cuz) McGuire,Morgan,2390,
