year,election,office,party,district,candidate,county,votes,winner
2002,general,State Senate,D,1,Edwin J. Bowman,Totals,16150,TRUE
2002,general,State Senate,D,1,Edwin J. Bowman,Brooke,3911,
2002,general,State Senate,D,1,Edwin J. Bowman,Hancock,4532,
2002,general,State Senate,D,1,Edwin J. Bowman,Ohio,7707,
2002,general,State Senate,D,2,Larry J. Edgell,Totals,18030,TRUE
2002,general,State Senate,D,2,Larry J. Edgell,Calhoun,1230,
2002,general,State Senate,D,2,Larry J. Edgell,Doddridge,1178,
2002,general,State Senate,D,2,Larry J. Edgell,Marion,892,
2002,general,State Senate,D,2,Larry J. Edgell,Marshall,6683,
2002,general,State Senate,D,2,Larry J. Edgell,Monongalia,1056,
2002,general,State Senate,D,2,Larry J. Edgell,Ohio,677,
2002,general,State Senate,D,2,Larry J. Edgell,Ritchie,1650,
2002,general,State Senate,D,2,Larry J. Edgell,Tyler,1542,
2002,general,State Senate,D,2,Larry J. Edgell,Wetzel,3122,
2002,general,State Senate,D,3,Jim Ball,Totals,11459,
2002,general,State Senate,D,3,Jim Ball,Pleasants,883,
2002,general,State Senate,D,3,Jim Ball,Roane,1150,
2002,general,State Senate,D,3,Jim Ball,Wirt,725,
2002,general,State Senate,D,3,Jim Ball,Wood,8701,
2002,general,State Senate,R,3,J. Frank Deem,Totals,16248,TRUE
2002,general,State Senate,R,3,J. Frank Deem,Pleasants,1057,
2002,general,State Senate,R,3,J. Frank Deem,Roane,1182,
2002,general,State Senate,R,3,J. Frank Deem,Wirt,894,
2002,general,State Senate,R,3,J. Frank Deem,Wood,13115,
2002,general,State Senate,D,4,Oshel B. Craigo,Totals,16505,
2002,general,State Senate,D,4,Oshel B. Craigo,Jackson,4106,
2002,general,State Senate,D,4,Oshel B. Craigo,Mason,3924,
2002,general,State Senate,D,4,Oshel B. Craigo,Putnam,7443,
2002,general,State Senate,D,4,Oshel B. Craigo,Roane,1032,
2002,general,State Senate,R,4,Lisa D. Smith,Totals,18193,TRUE
2002,general,State Senate,R,4,Lisa D. Smith,Jackson,4699,
2002,general,State Senate,R,4,Lisa D. Smith,Mason,3544,
2002,general,State Senate,R,4,Lisa D. Smith,Putnam,9070,
2002,general,State Senate,R,4,Lisa D. Smith,Roane,880,
2002,general,State Senate,D,5,Evan H. Jenkins,Totals,12192,TRUE
2002,general,State Senate,D,5,Evan H. Jenkins,Cabell,11234,
2002,general,State Senate,D,5,Evan H. Jenkins,Wayne,958,
2002,general,State Senate,R,5,Thomas F. Scott,Totals,12089,
2002,general,State Senate,R,5,Thomas F. Scott,Cabell,11188,
2002,general,State Senate,R,5,Thomas F. Scott,Wayne,901,
2002,general,State Senate,D,6,H. Truman Chafin,Totals,12713,TRUE
2002,general,State Senate,D,6,H. Truman Chafin,McDowell,3030,
2002,general,State Senate,D,6,H. Truman Chafin,Mercer,2810,
2002,general,State Senate,D,6,H. Truman Chafin,Mingo,4310,
2002,general,State Senate,D,6,H. Truman Chafin,Wayne,2314,
2002,general,State Senate,D,6,H. Truman Chafin,Wyoming,249,
2002,general,State Senate,D,7,Tracy Dempsey,Totals,13970,TRUE
2002,general,State Senate,D,7,Tracy Dempsey,Boone,4019,
2002,general,State Senate,D,7,Tracy Dempsey,Lincoln,3041,
2002,general,State Senate,D,7,Tracy Dempsey,Logan,5256,
2002,general,State Senate,D,7,Tracy Dempsey,Wayne,1654,
2002,general,State Senate,R,7,Doug Waldron,Totals,6221,
2002,general,State Senate,R,7,Doug Waldron,Boone,1553,
2002,general,State Senate,R,7,Doug Waldron,Lincoln,1820,
2002,general,State Senate,R,7,Doug Waldron,Logan,1996,
2002,general,State Senate,R,7,Doug Waldron,Wayne,852,
2002,general,State Senate,D,8,"John R. Mitchell, Jr.",Totals,26083,
2002,general,State Senate,D,8,"John R. Mitchell, Jr.",Kanawha,26083,
2002,general,State Senate,R,8,Steve Harrison,Totals,30329,TRUE
2002,general,State Senate,R,8,Steve Harrison,Kanawha,30329,
2002,general,State Senate,D,9,"William R. ""bill"" Wooton",Totals,9340,
2002,general,State Senate,D,9,"William R. ""bill"" Wooton",Raleigh,6973,
2002,general,State Senate,D,9,"William R. ""bill"" Wooton",Wyoming,2367,
2002,general,State Senate,R,9,Russ Weeks,Totals,9982,TRUE
2002,general,State Senate,R,9,Russ Weeks,Raleigh,8574,
2002,general,State Senate,R,9,Russ Weeks,Wyoming,1408,
