year,election,office,party,district,candidate,county,votes,winner
2002,primary,State Senate,D,1,Edwin J. Bowman,Totals,7977,TRUE
2002,primary,State Senate,D,1,Edwin J. Bowman,Brooke,2854,
2002,primary,State Senate,D,1,Edwin J. Bowman,Hancock,2700,
2002,primary,State Senate,D,1,Edwin J. Bowman,Ohio,2423,
2002,primary,State Senate,D,2,Larry J. Edgell,Totals,8908,TRUE
2002,primary,State Senate,D,2,Larry J. Edgell,Calhoun,770,
2002,primary,State Senate,D,2,Larry J. Edgell,Doddridge,407,
2002,primary,State Senate,D,2,Larry J. Edgell,Marion,628,
2002,primary,State Senate,D,2,Larry J. Edgell,Marshall,3175,
2002,primary,State Senate,D,2,Larry J. Edgell,Monongalia,668,
2002,primary,State Senate,D,2,Larry J. Edgell,Ohio,263,
2002,primary,State Senate,D,2,Larry J. Edgell,Ritchie,575,
2002,primary,State Senate,D,2,Larry J. Edgell,Tyler,489,
2002,primary,State Senate,D,2,Larry J. Edgell,Wetzel,1933,
2002,primary,State Senate,D,3,Jim Ball,Totals,7532,TRUE
2002,primary,State Senate,D,3,Jim Ball,Pleasants,807,
2002,primary,State Senate,D,3,Jim Ball,Roane,796,
2002,primary,State Senate,D,3,Jim Ball,Wirt,648,
2002,primary,State Senate,D,3,Jim Ball,Wood,5281,
2002,primary,State Senate,R,3,J. Frank Deem,Totals,7561,TRUE
2002,primary,State Senate,R,3,J. Frank Deem,Pleasants,447,
2002,primary,State Senate,R,3,J. Frank Deem,Roane,625,
2002,primary,State Senate,R,3,J. Frank Deem,Wirt,477,
2002,primary,State Senate,R,3,J. Frank Deem,Wood,6012,
2002,primary,State Senate,D,4,Oshel B. Craigo,Totals,7563,TRUE
2002,primary,State Senate,D,4,Oshel B. Craigo,Jackson,1902,
2002,primary,State Senate,D,4,Oshel B. Craigo,Mason,2275,
2002,primary,State Senate,D,4,Oshel B. Craigo,Putnam,2793,
2002,primary,State Senate,D,4,Oshel B. Craigo,Roane,593,
2002,primary,State Senate,D,4,"Darrell Duane Gibson, Jr.",Totals,4611,
2002,primary,State Senate,D,4,"Darrell Duane Gibson, Jr.",Jackson,996,
2002,primary,State Senate,D,4,"Darrell Duane Gibson, Jr.",Mason,886,
2002,primary,State Senate,D,4,"Darrell Duane Gibson, Jr.",Putnam,2496,
2002,primary,State Senate,D,4,"Darrell Duane Gibson, Jr.",Roane,233,
2002,primary,State Senate,R,4,Lisa D. Smith,Totals,7052,TRUE
2002,primary,State Senate,R,4,Lisa D. Smith,Jackson,1850,
2002,primary,State Senate,R,4,Lisa D. Smith,Mason,1742,
2002,primary,State Senate,R,4,Lisa D. Smith,Putnam,2989,
2002,primary,State Senate,R,4,Lisa D. Smith,Roane,471,
2002,primary,State Senate,D,5,Evan H. Jenkins,Totals,5301,TRUE
2002,primary,State Senate,D,5,Evan H. Jenkins,Cabell,4830,
2002,primary,State Senate,D,5,Evan H. Jenkins,Wayne,471,
2002,primary,State Senate,D,5,George L. Malott,Totals,850,
2002,primary,State Senate,D,5,George L. Malott,Cabell,768,
2002,primary,State Senate,D,5,George L. Malott,Wayne,82,
2002,primary,State Senate,D,5,Marie Redd,Totals,4874,
2002,primary,State Senate,D,5,Marie Redd,Cabell,4431,
2002,primary,State Senate,D,5,Marie Redd,Wayne,443,
2002,primary,State Senate,R,5,Terence Thomas Rowsey,Totals,2333,
2002,primary,State Senate,R,5,Terence Thomas Rowsey,Cabell,2223,
2002,primary,State Senate,R,5,Terence Thomas Rowsey,Wayne,110,
2002,primary,State Senate,R,5,Thomas F. Scott,Totals,4245,TRUE
2002,primary,State Senate,R,5,Thomas F. Scott,Cabell,3970,
2002,primary,State Senate,R,5,Thomas F. Scott,Wayne,275,
2002,primary,State Senate,D,6,H. Truman Chafin,Totals,10299,TRUE
2002,primary,State Senate,D,6,H. Truman Chafin,McDowell,2263,
2002,primary,State Senate,D,6,H. Truman Chafin,Mercer,1226,
2002,primary,State Senate,D,6,H. Truman Chafin,Mingo,4561,
2002,primary,State Senate,D,6,H. Truman Chafin,Wayne,2049,
