candidate,office,district,party,county,precinct,votes,winner
,Registered Voters,,,Mercer,Precinct 1,457,
,Ballots Cast,,,Mercer,Precinct 1,150,
Patrick Morrisey,U.S. Senate,,REP,Mercer,Precinct 1,103,
Joseph Manchin III,U.S. Senate,,DEM,Mercer,Precinct 1,43,
Rusty Hollen,U.S. Senate,,LIB,Mercer,Precinct 1,3,
Write-In,,,,Mercer,Precinct 1,0,
Carol Miller,U.S. House,3,REP,Mercer,Precinct 1,116,
Richard Ojeda II,U.S. House,3,DEM,Mercer,Precinct 1,30,
Write-In,,,,Mercer,Precinct 1,0,
Mark R. Maynard,State Senate,6,REP,Mercer,Precinct 1,119,
Charles E. Sammons,State Senate,6,DEM,Mercer,Precinct 1,28,
Write-In,,,,Mercer,Precinct 1,0,
Eric Forterfield,House of Delegates,27,REP,Mercer,Precinct 1,84,
John H Shott,House of Delegates,27,REP,Mercer,Precinct 1,113,
Joe C. Ellington Jr.,House of Delegates,27,REP,Mercer,Precinct 1,89,
Carol B. Bailey,House of Delegates,27,DEM,Mercer,Precinct 1,36,
Lacy Watson,House of Delegates,27,DEM,Mercer,Precinct 1,23,
Phoebe Jeffries Meadows,House of Delegates,27,DEM,Mercer,Precinct 1,26,
Karen Denise White,House of Delegates,27,MTN,Mercer,Precinct 1,4,
Write-In,House of Delegates,27,,Mercer,Precinct 1,0,
,Registered Voters,,,Mercer,Precinct 2,533,
,Ballots Cast,,,Mercer,Precinct 2,219,
Patrick Morrisey,U.S. Senate,,REP,Mercer,Precinct 2,131,
Joseph Manchin III,U.S. Senate,,DEM,Mercer,Precinct 2,78,
Rusty Hollen,U.S. Senate,,LIB,Mercer,Precinct 2,6,
Write-In,,,,Mercer,Precinct 2,1,
Carol Miller,U.S. House,3,REP,Mercer,Precinct 2,155,
Richard Ojeda II,U.S. House,3,DEM,Mercer,Precinct 2,56,
Write-In,,,,Mercer,Precinct 2,0,
Mark R. Maynard,State Senate,6,REP,Mercer,Precinct 2,155,
Charles E. Sammons,State Senate,6,DEM,Mercer,Precinct 2,47,
Write-In,,,,Mercer,Precinct 2,1,
David Cox,House of Delegates,26,REP,Mercer,Precinct 2,134,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 2,70,
Write-In,House of Delegates,26,REP,Mercer,Precinct 2,0,
,Registered Voters,,,Mercer,Precinct 3,1026,
,Ballots Cast,,,Mercer,Precinct 3,427,
Patrick Morrisey,U.S. Senate,,REP,Mercer,Precinct 3,259,
Joseph Manchin III,U.S. Senate,,DEM,Mercer,Precinct 3,148,
Rusty Hollen,U.S. Senate,,LIB,Mercer,Precinct 3,12,
Write-In,,,,Mercer,Precinct 3,0,
Carol Miller,U.S. House,3,REP,Mercer,Precinct 3,282,
Richard Ojeda II,U.S. House,3,DEM,Mercer,Precinct 3,127,
Write-In,,,,Mercer,Precinct 3,0,
Mark R. Maynard,State Senate,6,REP,Mercer,Precinct 3,304,
Charles E. Sammons,State Senate,6,DEM,Mercer,Precinct 3,101,
Write-In,,,,Mercer,Precinct 3,0,
Eric Forterfield,House of Delegates,27,REP,Mercer,Precinct 3,232,
John H Shott,House of Delegates,27,REP,Mercer,Precinct 3,289,
Joe C. Ellington Jr.,House of Delegates,27,REP,Mercer,Precinct 3,236,
Carol B. Bailey,House of Delegates,27,DEM,Mercer,Precinct 3,131,
Lacy Watson,House of Delegates,27,DEM,Mercer,Precinct 3,77,
Phoebe Jeffries Meadows,House of Delegates,27,DEM,Mercer,Precinct 3,67,
Karen Denise White,House of Delegates,27,MTN,Mercer,Precinct 3,14,
Write-In,House of Delegates,27,,Mercer,Precinct 3,0,
,Registered Voters,,,Mercer,Precinct 4,1354,
,Ballots Cast,,,Mercer,Precinct 4,534,
Patrick Morrisey,U.S. Senate,,REP,Mercer,Precinct 4,300,
Joseph Manchin III,U.S. Senate,,DEM,Mercer,Precinct 4,210,
Rusty Hollen,U.S. Senate,,LIB,Mercer,Precinct 4,14,
Write-In,,,,Mercer,Precinct 4,0,
Carol Miller,U.S. House,3,REP,Mercer,Precinct 4,360,
Richard Ojeda II,U.S. House,3,DEM,Mercer,Precinct 4,156,
Write-In,,,,Mercer,Precinct 4,3,
Mark R. Maynard,State Senate,6,REP,Mercer,Precinct 4,370,
Charles E. Sammons,State Senate,6,DEM,Mercer,Precinct 4,133,
Write-In,,,,Mercer,Precinct 4,1,
