county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee,absentee_ed,provisional
Monongalia,2A,Ballots Cast,,,,1458,695,714,29,5,15
Monongalia,2B,Ballots Cast,,,,1191,595,565,22,6,3
Monongalia,10,Ballots Cast,,,,518,345,149,15,2,7
Monongalia,13,Ballots Cast,,,,716,441,250,15,5,5
Monongalia,16,Ballots Cast,,,,467,332,127,5,1,2
Monongalia,23,Ballots Cast,,,,1345,637,658,35,9,6
Monongalia,25,Ballots Cast,,,,586,377,201,7,1,0
Monongalia,26,Ballots Cast,,,,508,285,202,19,2,0
Monongalia,30,Ballots Cast,,,,628,314,306,6,2,0
Monongalia,32,Ballots Cast,,,,2218,1299,877,31,6,5
Monongalia,33,Ballots Cast,,,,572,374,192,3,0,3
Monongalia,35,Ballots Cast,,,,533,273,252,8,0,0
Monongalia,36,Ballots Cast,,,,576,294,222,52,2,6
Monongalia,38,Ballots Cast,,,,1975,934,1008,24,7,2
Monongalia,40,Ballots Cast,,,,323,166,154,2,1,0
Monongalia,41,Ballots Cast,,,,110,62,48,0,0,0
Monongalia,44,Ballots Cast,,,,510,275,223,8,3,1
Monongalia,47,Ballots Cast,,,,594,368,224,1,1,0
Monongalia,48,Ballots Cast,,,,84,49,33,1,1,0
Monongalia,51,Ballots Cast,,,,297,138,155,4,0,0
Monongalia,51M,Ballots Cast,,,,34,18,16,0,0,0
Monongalia,52,Ballots Cast,,,,869,405,454,8,2,0
Monongalia,58,Ballots Cast,,,,183,101,79,3,0,0
Monongalia,59,Ballots Cast,,,,1041,511,508,16,2,4
Monongalia,61,Ballots Cast,,,,1535,800,710,22,1,2
Monongalia,62,Ballots Cast,,,,749,379,362,8,0,0
Monongalia,63,Ballots Cast,,,,546,236,302,6,2,0
Monongalia,64,Ballots Cast,,,,809,419,379,5,1,5
Monongalia,67,Ballots Cast,,,,391,264,123,1,1,2
Monongalia,68,Ballots Cast,,,,454,225,225,3,1,0
Monongalia,71,Ballots Cast,,,,1380,628,721,17,4,10
Monongalia,74,Ballots Cast,,,,209,145,58,3,0,3
Monongalia,76,Ballots Cast,,,,91,68,19,0,2,2
Monongalia,77,Ballots Cast,,,,1201,673,510,13,2,3
Monongalia,78,Ballots Cast,,,,1201,689,490,16,4,2
Monongalia,79,Ballots Cast,,,,1099,633,446,17,3,0
Monongalia,81,Ballots Cast,,,,1625,963,615,28,13,6
Monongalia,82,Ballots Cast,,,,772,449,322,0,1,0
Monongalia,83,Ballots Cast,,,,1119,643,467,5,4,0
Monongalia,86,Ballots Cast,,,,622,387,221,12,2,0
Monongalia,Total,Ballots Cast,,,,31660,17095,13897,475,99,94
Monongalia,1,U.S. Senate,,PATRICK MORRISEY,REP,123,47,76,0,0,0
Monongalia,2A,U.S. Senate,,PATRICK MORRISEY,REP,240,118,119,1,0,2
Monongalia,2B,U.S. Senate,,PATRICK MORRISEY,REP,206,101,104,1,0,0
Monongalia,10,U.S. Senate,,PATRICK MORRISEY,REP,106,69,33,3,1,0
Monongalia,13,U.S. Senate,,PATRICK MORRISEY,REP,152,92,57,2,0,1
Monongalia,16,U.S. Senate,,PATRICK MORRISEY,REP,97,69,28,0,0,0
Monongalia,23,U.S. Senate,,PATRICK MORRISEY,REP,365,185,170,8,0,2
Monongalia,25,U.S. Senate,,PATRICK MORRISEY,REP,185,119,65,1,0,0
Monongalia,26,U.S. Senate,,PATRICK MORRISEY,REP,165,97,66,1,1,0
Monongalia,30,U.S. Senate,,PATRICK MORRISEY,REP,174,85,87,1,1,0
Monongalia,32,U.S. Senate,,PATRICK MORRISEY,REP,626,343,271,10,2,0
Monongalia,33,U.S. Senate,,PATRICK MORRISEY,REP,221,167,52,1,0,1
Monongalia,35,U.S. Senate,,PATRICK MORRISEY,REP,168,83,84,1,0,0
Monongalia,36,U.S. Senate,,PATRICK MORRISEY,REP,156,79,64,12,0,1
Monongalia,38,U.S. Senate,,PATRICK MORRISEY,REP,832,374,443,9,4,2
Monongalia,40,U.S. Senate,,PATRICK MORRISEY,REP,149,84,63,2,0,0
Monongalia,41,U.S. Senate,,PATRICK MORRISEY,REP,52,27,25,0,0,0
Monongalia,44,U.S. Senate,,PATRICK MORRISEY,REP,239,136,99,2,1,1
Monongalia,47,U.S. Senate,,PATRICK MORRISEY,REP,243,156,86,0,1,0
Monongalia,48,U.S. Senate,,PATRICK MORRISEY,REP,26,15,11,0,0,0
Monongalia,51,U.S. Senate,,PATRICK MORRISEY,REP,144,73,68,3,0,0
Monongalia,51M,U.S. Senate,,PATRICK MORRISEY,REP,14,7,7,0,0,0
Monongalia,52,U.S. Senate,,PATRICK MORRISEY,REP,413,208,198,5,2,0
Monongalia,58,U.S. Senate,,PATRICK MORRISEY,REP,86,47,38,1,0,0
Monongalia,59,U.S. Senate,,PATRICK MORRISEY,REP,451,234,207,6,1,3
Monongalia,61,U.S. Senate,,PATRICK MORRISEY,REP,646,356,281,9,0,0
Monongalia,62,U.S. Senate,,PATRICK MORRISEY,REP,331,184,146,1,0,0
Monongalia,63,U.S. Senate,,PATRICK MORRISEY,REP,261,118,140,2,1,0
Monongalia,64,U.S. Senate,,PATRICK MORRISEY,REP,333,179,151,1,1,1
Monongalia,67,U.S. Senate,,PATRICK MORRISEY,REP,181,110,69,1,0,1
Monongalia,68,U.S. Senate,,PATRICK MORRISEY,REP,227,113,110,3,1,0
Monongalia,71,U.S. Senate,,PATRICK MORRISEY,REP,458,206,237,7,2,6
Monongalia,74,U.S. Senate,,PATRICK MORRISEY,REP,66,47,18,0,0,1
Monongalia,76,U.S. Senate,,PATRICK MORRISEY,REP,16,10,6,0,0,0
Monongalia,77,U.S. Senate,,PATRICK MORRISEY,REP,455,276,172,5,0,2
Monongalia,78,U.S. Senate,,PATRICK MORRISEY,REP,442,264,172,4,1,1
Monongalia,79,U.S. Senate,,PATRICK MORRISEY,REP,476,295,173,7,1,0
Monongalia,81,U.S. Senate,,PATRICK MORRISEY,REP,524,309,200,9,2,4
Monongalia,82,U.S. Senate,,PATRICK MORRISEY,REP,326,194,132,0,0,0
Monongalia,83,U.S. Senate,,PATRICK MORRISEY,REP,404,236,167,1,0,0
Monongalia,86,U.S. Senate,,PATRICK MORRISEY,REP,139,85,52,2,0,0
Monongalia,Total,U.S. Senate,,PATRICK MORRISEY,REP,10918,5997,4747,122,23,29
Monongalia,1,U.S. Senate,,JOSEPH MANCHIN III,DEM,338,131,204,3,0,0
Monongalia,2A,U.S. Senate,,JOSEPH MANCHIN III,DEM,1079,507,536,23,4,9
Monongalia,2B,U.S. Senate,,JOSEPH MANCHIN III,DEM,858,418,413,19,6,2
Monongalia,10,U.S. Senate,,JOSEPH MANCHIN III,DEM,355,248,94,7,1,5
Monongalia,13,U.S. Senate,,JOSEPH MANCHIN III,DEM,488,299,172,10,4,3
Monongalia,16,U.S. Senate,,JOSEPH MANCHIN III,DEM,320,228,86,5,0,1
Monongalia,23,U.S. Senate,,JOSEPH MANCHIN III,DEM,879,388,454,26,9,2
Monongalia,25,U.S. Senate,,JOSEPH MANCHIN III,DEM,340,216,117,6,1,0
Monongalia,26,U.S. Senate,,JOSEPH MANCHIN III,DEM,299,163,121,14,1,0
Monongalia,30,U.S. Senate,,JOSEPH MANCHIN III,DEM,396,192,199,4,1,0
Monongalia,32,U.S. Senate,,JOSEPH MANCHIN III,DEM,1407,842,540,17,4,4
Monongalia,33,U.S. Senate,,JOSEPH MANCHIN III,DEM,305,180,122,1,0,2
Monongalia,35,U.S. Senate,,JOSEPH MANCHIN III,DEM,309,161,142,6,0,0
Monongalia,36,U.S. Senate,,JOSEPH MANCHIN III,DEM,366,183,140,38,2,3
Monongalia,38,U.S. Senate,,JOSEPH MANCHIN III,DEM,991,476,498,15,2,0
Monongalia,40,U.S. Senate,,JOSEPH MANCHIN III,DEM,151,68,83,0,0,0
Monongalia,41,U.S. Senate,,JOSEPH MANCHIN III,DEM,42,27,15,0,0,0
Monongalia,44,U.S. Senate,,JOSEPH MANCHIN III,DEM,223,109,108,4,2,0
Monongalia,47,U.S. Senate,,JOSEPH MANCHIN III,DEM,296,174,121,1,0,0
Monongalia,48,U.S. Senate,,JOSEPH MANCHIN III,DEM,51,28,22,1,0,0
Monongalia,51,U.S. Senate,,JOSEPH MANCHIN III,DEM,126,53,72,1,0,0
Monongalia,51M,U.S. Senate,,JOSEPH MANCHIN III,DEM,17,9,8,0,0,0
Monongalia,52,U.S. Senate,,JOSEPH MANCHIN III,DEM,359,156,200,3,0,0
Monongalia,58,U.S. Senate,,JOSEPH MANCHIN III,DEM,84,44,38,2,0,0
Monongalia,59,U.S. Senate,,JOSEPH MANCHIN III,DEM,523,240,274,7,1,1
Monongalia,61,U.S. Senate,,JOSEPH MANCHIN III,DEM,770,385,372,11,1,1
Monongalia,62,U.S. Senate,,JOSEPH MANCHIN III,DEM,358,166,188,4,0,0
Monongalia,63,U.S. Senate,,JOSEPH MANCHIN III,DEM,250,97,148,4,1,0
Monongalia,64,U.S. Senate,,JOSEPH MANCHIN III,DEM,390,196,186,4,0,4
Monongalia,67,U.S. Senate,,JOSEPH MANCHIN III,DEM,176,125,49,0,1,1
Monongalia,68,U.S. Senate,,JOSEPH MANCHIN III,DEM,200,97,103,0,0,0
Monongalia,71,U.S. Senate,,JOSEPH MANCHIN III,DEM,772,352,405,10,2,3
Monongalia,74,U.S. Senate,,JOSEPH MANCHIN III,DEM,120,79,36,3,0,2
Monongalia,76,U.S. Senate,,JOSEPH MANCHIN III,DEM,64,49,11,0,2,2
Monongalia,77,U.S. Senate,,JOSEPH MANCHIN III,DEM,663,352,302,7,1,1
Monongalia,78,U.S. Senate,,JOSEPH MANCHIN III,DEM,679,369,297,9,3,1
Monongalia,79,U.S. Senate,,JOSEPH MANCHIN III,DEM,560,296,253,9,2,0
Monongalia,81,U.S. Senate,,JOSEPH MANCHIN III,DEM,961,565,369,16,9,2
Monongalia,82,U.S. Senate,,JOSEPH MANCHIN III,DEM,387,218,168,0,1,0
Monongalia,83,U.S. Senate,,JOSEPH MANCHIN III,DEM,626,347,272,4,3,0
Monongalia,86,U.S. Senate,,JOSEPH MANCHIN III,DEM,432,281,140,9,2,0
Monongalia,Total,U.S. Senate,,JOSEPH MANCHIN III,DEM,18010,9514,8078,303,66,49
Monongalia,1,U.S. Senate,,RUSTY HOLLEN,LIB,46,23,23,0,0,0
Monongalia,2A,U.S. Senate,,RUSTY HOLLEN,LIB,93,51,36,3,0,3
Monongalia,2B,U.S. Senate,,RUSTY HOLLEN,LIB,82,57,24,0,0,1
Monongalia,10,U.S. Senate,,RUSTY HOLLEN,LIB,38,19,16,2,0,1
Monongalia,13,U.S. Senate,,RUSTY HOLLEN,LIB,51,37,11,2,0,1
Monongalia,16,U.S. Senate,,RUSTY HOLLEN,LIB,32,23,9,0,0,0
Monongalia,23,U.S. Senate,,RUSTY HOLLEN,LIB,69,51,16,0,0,2
Monongalia,25,U.S. Senate,,RUSTY HOLLEN,LIB,49,35,14,0,0,0
Monongalia,26,U.S. Senate,,RUSTY HOLLEN,LIB,26,16,8,2,0,0
Monongalia,30,U.S. Senate,,RUSTY HOLLEN,LIB,43,30,12,1,0,0
Monongalia,32,U.S. Senate,,RUSTY HOLLEN,LIB,137,90,45,2,0,0
Monongalia,33,U.S. Senate,,RUSTY HOLLEN,LIB,38,23,14,1,0,0
Monongalia,35,U.S. Senate,,RUSTY HOLLEN,LIB,41,25,16,0,0,0
Monongalia,36,U.S. Senate,,RUSTY HOLLEN,LIB,43,28,13,0,0,2
Monongalia,38,U.S. Senate,,RUSTY HOLLEN,LIB,122,68,53,0,1,0
Monongalia,40,U.S. Senate,,RUSTY HOLLEN,LIB,16,9,6,0,1,0
Monongalia,41,U.S. Senate,,RUSTY HOLLEN,LIB,8,3,5,0,0,0
Monongalia,44,U.S. Senate,,RUSTY HOLLEN,LIB,38,23,13,2,0,0
Monongalia,47,U.S. Senate,,RUSTY HOLLEN,LIB,45,34,11,0,0,0
Monongalia,48,U.S. Senate,,RUSTY HOLLEN,LIB,7,6,0,0,1,0
Monongalia,51,U.S. Senate,,RUSTY HOLLEN,LIB,18,11,7,0,0,0
Monongalia,51M,U.S. Senate,,RUSTY HOLLEN,LIB,3,2,1,0,0,0
Monongalia,52,U.S. Senate,,RUSTY HOLLEN,LIB,69,32,37,0,0,0
Monongalia,58,U.S. Senate,,RUSTY HOLLEN,LIB,12,10,2,0,0,0
Monongalia,59,U.S. Senate,,RUSTY HOLLEN,LIB,47,28,16,3,0,0
Monongalia,61,U.S. Senate,,RUSTY HOLLEN,LIB,96,51,43,2,0,0
Monongalia,62,U.S. Senate,,RUSTY HOLLEN,LIB,43,21,22,0,0,0
Monongalia,63,U.S. Senate,,RUSTY HOLLEN,LIB,25,16,9,0,0,0
Monongalia,64,U.S. Senate,,RUSTY HOLLEN,LIB,68,36,32,0,0,0
Monongalia,67,U.S. Senate,,RUSTY HOLLEN,LIB,26,22,4,0,0,0
Monongalia,68,U.S. Senate,,RUSTY HOLLEN,LIB,21,13,8,0,0,0
Monongalia,71,U.S. Senate,,RUSTY HOLLEN,LIB,109,62,46,0,0,1
Monongalia,74,U.S. Senate,,RUSTY HOLLEN,LIB,18,14,4,0,0,0
Monongalia,76,U.S. Senate,,RUSTY HOLLEN,LIB,9,8,1,0,0,0
Monongalia,77,U.S. Senate,,RUSTY HOLLEN,LIB,65,33,30,1,1,0
Monongalia,78,U.S. Senate,,RUSTY HOLLEN,LIB,60,44,13,3,0,0
Monongalia,79,U.S. Senate,,RUSTY HOLLEN,LIB,51,39,12,0,0,0
Monongalia,81,U.S. Senate,,RUSTY HOLLEN,LIB,100,68,29,2,1,0
Monongalia,82,U.S. Senate,,RUSTY HOLLEN,LIB,46,28,18,0,0,0
Monongalia,83,U.S. Senate,,RUSTY HOLLEN,LIB,77,54,23,0,0,0
Monongalia,86,U.S. Senate,,RUSTY HOLLEN,LIB,32,13,19,0,0,0
Monongalia,Total,U.S. Senate,,RUSTY HOLLEN,LIB,2019,1256,721,26,5,11
Monongalia,1,U.S. Senate,,WRITE-IN,,4,1,3,0,0,0
Monongalia,2A,U.S. Senate,,WRITE-IN,,23,7,13,1,1,1
Monongalia,2B,U.S. Senate,,WRITE-IN,,19,11,7,1,0,0
Monongalia,10,U.S. Senate,,WRITE-IN,,7,3,2,2,0,0
Monongalia,13,U.S. Senate,,WRITE-IN,,10,5,4,1,0,0
Monongalia,16,U.S. Senate,,WRITE-IN,,7,4,1,0,1,1
Monongalia,23,U.S. Senate,,WRITE-IN,,10,4,5,1,0,0
Monongalia,25,U.S. Senate,,WRITE-IN,,1,1,0,0,0,0
Monongalia,26,U.S. Senate,,WRITE-IN,,5,3,2,0,0,0
Monongalia,30,U.S. Senate,,WRITE-IN,,2,2,0,0,0,0
Monongalia,32,U.S. Senate,,WRITE-IN,,14,5,8,1,0,0
Monongalia,33,U.S. Senate,,WRITE-IN,,1,0,1,0,0,0
Monongalia,35,U.S. Senate,,WRITE-IN,,5,1,4,0,0,0
Monongalia,36,U.S. Senate,,WRITE-IN,,0,0,0,0,0,0
Monongalia,38,U.S. Senate,,WRITE-IN,,8,2,6,0,0,0
Monongalia,40,U.S. Senate,,WRITE-IN,,2,2,0,0,0,0
Monongalia,41,U.S. Senate,,WRITE-IN,,6,5,1,0,0,0
Monongalia,44,U.S. Senate,,WRITE-IN,,3,2,1,0,0,0
Monongalia,47,U.S. Senate,,WRITE-IN,,4,1,3,0,0,0
Monongalia,48,U.S. Senate,,WRITE-IN,,0,0,0,0,0,0
Monongalia,51,U.S. Senate,,WRITE-IN,,1,1,0,0,0,0
Monongalia,51M,U.S. Senate,,WRITE-IN,,0,0,0,0,0,0
Monongalia,52,U.S. Senate,,WRITE-IN,,2,1,1,0,0,0
Monongalia,58,U.S. Senate,,WRITE-IN,,0,0,0,0,0,0
Monongalia,59,U.S. Senate,,WRITE-IN,,5,2,3,0,0,0
Monongalia,61,U.S. Senate,,WRITE-IN,,5,1,4,0,0,0
Monongalia,62,U.S. Senate,,WRITE-IN,,4,2,2,0,0,0
Monongalia,63,U.S. Senate,,WRITE-IN,,2,2,0,0,0,0
Monongalia,64,U.S. Senate,,WRITE-IN,,3,2,1,0,0,0
Monongalia,67,U.S. Senate,,WRITE-IN,,2,2,0,0,0,0
Monongalia,68,U.S. Senate,,WRITE-IN,,2,1,1,0,0,0
Monongalia,71,U.S. Senate,,WRITE-IN,,9,2,7,0,0,0
Monongalia,74,U.S. Senate,,WRITE-IN,,1,1,0,0,0,0
Monongalia,76,U.S. Senate,,WRITE-IN,,0,0,0,0,0,0
Monongalia,77,U.S. Senate,,WRITE-IN,,2,0,2,0,0,0
Monongalia,78,U.S. Senate,,WRITE-IN,,8,5,3,0,0,0
Monongalia,79,U.S. Senate,,WRITE-IN,,3,1,2,0,0,0
Monongalia,81,U.S. Senate,,WRITE-IN,,8,2,5,1,0,0
Monongalia,82,U.S. Senate,,WRITE-IN,,4,2,2,0,0,0
Monongalia,83,U.S. Senate,,WRITE-IN,,3,1,1,0,1,0
Monongalia,86,U.S. Senate,,WRITE-IN,,10,4,6,0,0,0
Monongalia,Total,U.S. Senate,,WRITE-IN,,205,91,101,8,3,2
Monongalia,1,U.S. House,1,DAVID B McKINLEY,REP,180,68,112,0,0,0
Monongalia,2A,U.S. House,1,DAVID B McKINLEY,REP,344,165,173,3,1,2
Monongalia,2B,U.S. House,1,DAVID B McKINLEY,REP,294,135,156,2,1,0
Monongalia,10,U.S. House,1,DAVID B McKINLEY,REP,129,83,40,4,1,1
Monongalia,13,U.S. House,1,DAVID B McKINLEY,REP,183,108,71,2,0,2
Monongalia,16,U.S. House,1,DAVID B McKINLEY,REP,126,93,33,0,0,0
Monongalia,23,U.S. House,1,DAVID B McKINLEY,REP,498,260,221,14,1,2
Monongalia,25,U.S. House,1,DAVID B McKINLEY,REP,230,144,82,3,1,0
Monongalia,26,U.S. House,1,DAVID B McKINLEY,REP,225,128,90,6,1,0
Monongalia,30,U.S. House,1,DAVID B McKINLEY,REP,230,117,110,2,1,0
Monongalia,32,U.S. House,1,DAVID B McKINLEY,REP,840,473,352,13,2,0
Monongalia,33,U.S. House,1,DAVID B McKINLEY,REP,268,200,66,1,0,1
Monongalia,35,U.S. House,1,DAVID B McKINLEY,REP,223,105,116,2,0,0
Monongalia,36,U.S. House,1,DAVID B McKINLEY,REP,237,113,99,22,1,2
Monongalia,38,U.S. House,1,DAVID B McKINLEY,REP,1051,474,556,15,4,2
Monongalia,40,U.S. House,1,DAVID B McKINLEY,REP,210,111,97,2,0,0
Monongalia,41,U.S. House,1,DAVID B McKINLEY,REP,78,42,36,0,0,0
Monongalia,44,U.S. House,1,DAVID B McKINLEY,REP,278,158,114,4,1,1
Monongalia,47,U.S. House,1,DAVID B McKINLEY,REP,302,198,102,1,1,0
Monongalia,48,U.S. House,1,DAVID B McKINLEY,REP,32,18,13,1,0,0
Monongalia,51,U.S. House,1,DAVID B McKINLEY,REP,180,89,90,1,0,0
Monongalia,51M,U.S. House,1,DAVID B McKINLEY,REP,19,10,9,0,0,0
Monongalia,52,U.S. House,1,DAVID B McKINLEY,REP,534,245,281,6,2,0
Monongalia,58,U.S. House,1,DAVID B McKINLEY,REP,103,57,45,1,0,0
Monongalia,59,U.S. House,1,DAVID B McKINLEY,REP,579,299,270,6,1,3
Monongalia,61,U.S. House,1,DAVID B McKINLEY,REP,790,427,353,9,1,0
Monongalia,62,U.S. House,1,DAVID B McKINLEY,REP,405,217,185,3,0,0
Monongalia,63,U.S. House,1,DAVID B McKINLEY,REP,311,130,177,2,2,0
Monongalia,64,U.S. House,1,DAVID B McKINLEY,REP,410,209,196,3,1,1
Monongalia,67,U.S. House,1,DAVID B McKINLEY,REP,222,141,78,1,0,2
Monongalia,68,U.S. House,1,DAVID B McKINLEY,REP,263,128,131,3,1,0
Monongalia,71,U.S. House,1,DAVID B McKINLEY,REP,560,245,299,9,1,6
Monongalia,74,U.S. House,1,DAVID B McKINLEY,REP,82,57,25,0,0,0
Monongalia,76,U.S. House,1,DAVID B McKINLEY,REP,19,12,7,0,0,0
Monongalia,77,U.S. House,1,DAVID B McKINLEY,REP,626,377,240,7,0,2
Monongalia,78,U.S. House,1,DAVID B McKINLEY,REP,579,350,222,5,1,1
Monongalia,79,U.S. House,1,DAVID B McKINLEY,REP,605,362,235,7,1,0
Monongalia,81,U.S. House,1,DAVID B McKINLEY,REP,657,394,244,11,4,4
Monongalia,82,U.S. House,1,DAVID B McKINLEY,REP,410,247,163,0,0,0
Monongalia,83,U.S. House,1,DAVID B McKINLEY,REP,517,310,204,2,1,0
Monongalia,86,U.S. House,1,DAVID B McKINLEY,REP,216,129,81,5,1,0
Monongalia,Total,U.S. House,1,DAVID B McKINLEY,REP,14045,7628,6174,178,33,32
Monongalia,1,U.S. House,1,KENDRA FERSHEE,DEM,331,135,191,5,0,0
Monongalia,2A,U.S. House,1,KENDRA FERSHEE,DEM,1093,519,532,26,4,12
Monongalia,2B,U.S. House,1,KENDRA FERSHEE,DEM,873,443,402,20,5,3
Monongalia,10,U.S. House,1,KENDRA FERSHEE,DEM,380,257,106,11,1,5
Monongalia,13,U.S. House,1,KENDRA FERSHEE,DEM,520,325,175,12,5,3
Monongalia,16,U.S. House,1,KENDRA FERSHEE,DEM,336,235,93,5,1,2
Monongalia,23,U.S. House,1,KENDRA FERSHEE,DEM,816,356,429,20,8,3
Monongalia,25,U.S. House,1,KENDRA FERSHEE,DEM,342,225,113,4,0,0
Monongalia,26,U.S. House,1,KENDRA FERSHEE,DEM,275,151,110,13,1,0
Monongalia,30,U.S. House,1,KENDRA FERSHEE,DEM,382,190,187,4,1,0
Monongalia,32,U.S. House,1,KENDRA FERSHEE,DEM,1339,800,513,18,4,4
Monongalia,33,U.S. House,1,KENDRA FERSHEE,DEM,298,170,125,1,0,2
Monongalia,35,U.S. House,1,KENDRA FERSHEE,DEM,297,164,127,6,0,0
Monongalia,36,U.S. House,1,KENDRA FERSHEE,DEM,327,176,118,28,1,4
Monongalia,38,U.S. House,1,KENDRA FERSHEE,DEM,898,443,443,9,3,0
Monongalia,40,U.S. House,1,KENDRA FERSHEE,DEM,102,50,51,0,1,0
Monongalia,41,U.S. House,1,KENDRA FERSHEE,DEM,29,18,11,0,0,0
Monongalia,44,U.S. House,1,KENDRA FERSHEE,DEM,223,113,105,3,2,0
Monongalia,47,U.S. House,1,KENDRA FERSHEE,DEM,278,166,112,0,0,0
Monongalia,48,U.S. House,1,KENDRA FERSHEE,DEM,51,31,19,0,1,0
Monongalia,51,U.S. House,1,KENDRA FERSHEE,DEM,106,46,58,2,0,0
Monongalia,51M,U.S. House,1,KENDRA FERSHEE,DEM,15,8,7,0,0,0
Monongalia,52,U.S. House,1,KENDRA FERSHEE,DEM,301,145,154,2,0,0
Monongalia,58,U.S. House,1,KENDRA FERSHEE,DEM,75,40,33,2,0,0
Monongalia,59,U.S. House,1,KENDRA FERSHEE,DEM,450,207,231,10,1,1
Monongalia,61,U.S. House,1,KENDRA FERSHEE,DEM,727,364,348,13,0,2
Monongalia,62,U.S. House,1,KENDRA FERSHEE,DEM,331,159,168,4,0,0
Monongalia,63,U.S. House,1,KENDRA FERSHEE,DEM,226,100,122,4,0,0
Monongalia,64,U.S. House,1,KENDRA FERSHEE,DEM,382,204,172,2,0,4
Monongalia,67,U.S. House,1,KENDRA FERSHEE,DEM,162,120,41,0,1,0
Monongalia,68,U.S. House,1,KENDRA FERSHEE,DEM,178,88,90,0,0,0
Monongalia,71,U.S. House,1,KENDRA FERSHEE,DEM,788,374,400,8,2,4
Monongalia,74,U.S. House,1,KENDRA FERSHEE,DEM,122,84,32,3,0,3
Monongalia,76,U.S. House,1,KENDRA FERSHEE,DEM,72,56,12,0,2,2
Monongalia,77,U.S. House,1,KENDRA FERSHEE,DEM,559,288,262,6,2,1
Monongalia,78,U.S. House,1,KENDRA FERSHEE,DEM,604,328,261,11,3,1
Monongalia,79,U.S. House,1,KENDRA FERSHEE,DEM,478,258,209,9,2,0
Monongalia,81,U.S. House,1,KENDRA FERSHEE,DEM,948,558,362,17,9,2
Monongalia,82,U.S. House,1,KENDRA FERSHEE,DEM,349,192,157,0,0,0
Monongalia,83,U.S. House,1,KENDRA FERSHEE,DEM,585,323,257,3,2,0
Monongalia,86,U.S. House,1,KENDRA FERSHEE,DEM,399,253,138,7,1,0
Monongalia,Total,U.S. House,1,KENDRA FERSHEE,DEM,17047,9162,7476,288,63,58
Monongalia,1,U.S. House,1,WRITE-IN,,0,0,0,0,0,0
Monongalia,2A,U.S. House,1,WRITE-IN,,0,0,0,0,0,0
Monongalia,2B,U.S. House,1,WRITE-IN,,4,4,0,0,0,0
Monongalia,10,U.S. House,1,WRITE-IN,,2,1,1,0,0,0
Monongalia,13,U.S. House,1,WRITE-IN,,1,1,0,0,0,0
Monongalia,16,U.S. House,1,WRITE-IN,,0,0,0,0,0,0
Monongalia,23,U.S. House,1,WRITE-IN,,4,2,0,1,0,1
Monongalia,25,U.S. House,1,WRITE-IN,,0,0,0,0,0,0
Monongalia,26,U.S. House,1,WRITE-IN,,0,0,0,0,0,0
Monongalia,30,U.S. House,1,WRITE-IN,,0,0,0,0,0,0
Monongalia,32,U.S. House,1,WRITE-IN,,1,1,0,0,0,0
Monongalia,33,U.S. House,1,WRITE-IN,,0,0,0,0,0,0
Monongalia,35,U.S. House,1,WRITE-IN,,1,1,0,0,0,0
