county,precinct,office,district,candidate,party,votes,early_voting,election_day
Berkeley,1,REGISTERED VOTERS,,,,841,,
Berkeley,2,REGISTERED VOTERS,,,,1402,,
Berkeley,5,REGISTERED VOTERS,,,,753,,
Berkeley,6,REGISTERED VOTERS,,,,645,,
Berkeley,7,REGISTERED VOTERS,,,,1550,,
Berkeley,8,REGISTERED VOTERS,,,,593,,
Berkeley,9,REGISTERED VOTERS,,,,1170,,
Berkeley,10,REGISTERED VOTERS,,,,1088,,
Berkeley,11,REGISTERED VOTERS,,,,814,,
Berkeley,12,REGISTERED VOTERS,,,,866,,
Berkeley,13,REGISTERED VOTERS,,,,1353,,
Berkeley,14,REGISTERED VOTERS,,,,755,,
Berkeley,15,REGISTERED VOTERS,,,,889,,
Berkeley,16,REGISTERED VOTERS,,,,1636,,
Berkeley,17,REGISTERED VOTERS,,,,1659,,
Berkeley,18,REGISTERED VOTERS,,,,1484,,
Berkeley,18A,REGISTERED VOTERS,,,,1725,,
Berkeley,19,REGISTERED VOTERS,,,,908,,
Berkeley,20,REGISTERED VOTERS,,,,1006,,
Berkeley,21,REGISTERED VOTERS,,,,1909,,
Berkeley,22,REGISTERED VOTERS,,,,494,,
Berkeley,22A,REGISTERED VOTERS,,,,412,,
Berkeley,23,REGISTERED VOTERS,,,,1696,,
Berkeley,24,REGISTERED VOTERS,,,,992,,
Berkeley,25,REGISTERED VOTERS,,,,408,,
Berkeley,26,REGISTERED VOTERS,,,,1014,,
Berkeley,27,REGISTERED VOTERS,,,,960,,
Berkeley,28,REGISTERED VOTERS,,,,1501,,
Berkeley,29,REGISTERED VOTERS,,,,1870,,
Berkeley,30,REGISTERED VOTERS,,,,1077,,
Berkeley,32,REGISTERED VOTERS,,,,516,,
Berkeley,34,REGISTERED VOTERS,,,,1604,,
Berkeley,35,REGISTERED VOTERS,,,,1600,,
Berkeley,36,REGISTERED VOTERS,,,,1951,,
Berkeley,38,REGISTERED VOTERS,,,,738,,
Berkeley,39,REGISTERED VOTERS,,,,1429,,
Berkeley,40,REGISTERED VOTERS,,,,751,,
Berkeley,41,REGISTERED VOTERS,,,,1696,,
Berkeley,42,REGISTERED VOTERS,,,,1002,,
Berkeley,43,REGISTERED VOTERS,,,,1193,,
Berkeley,43A,REGISTERED VOTERS,,,,1122,,
Berkeley,44,REGISTERED VOTERS,,,,712,,
Berkeley,45,REGISTERED VOTERS,,,,822,,
Berkeley,46,REGISTERED VOTERS,,,,849,,
Berkeley,46A,REGISTERED VOTERS,,,,1347,,
Berkeley,47,REGISTERED VOTERS,,,,1185,,
Berkeley,48,REGISTERED VOTERS,,,,1734,,
Berkeley,49,REGISTERED VOTERS,,,,518,,
Berkeley,50,REGISTERED VOTERS,,,,1650,,
Berkeley,51,REGISTERED VOTERS,,,,1091,,
Berkeley,51A,REGISTERED VOTERS,,,,1346,,
Berkeley,52,REGISTERED VOTERS,,,,1779,,
Berkeley,53,REGISTERED VOTERS,,,,1509,,
Berkeley,54,REGISTERED VOTERS,,,,1044,,
Berkeley,55,REGISTERED VOTERS,,,,1502,,
Berkeley,56,REGISTERED VOTERS,,,,510,,
Berkeley,105,REGISTERED VOTERS,,,,1639,,
