candidate,office,district,party,county,precinct,votes,winner
Patrick Morrisey,U.S. Senate,,,Jackson,Precinct 1,86,
Joseph Manchin III,U.S. Senate,,,Jackson,Precinct 1,125,
Rusty Hollen,U.S. Senate,,,Jackson,Precinct 1,6,
Alex X. Mooney,U.S. House,2,,Jackson,Precinct 1,107,
Talley Sergent,U.S. House,2,,Jackson,Precinct 1,94,
"Daniel P. ""Danny"" Lutz Jr.",U.S. House,2,,Jackson,Precinct 1,7,
Eric J. Tarr,State Senate,4,,Jackson,Precinct 1,90,
Brian Prim,State Senate,4,,Jackson,Precinct 1,99,
Amy Nichole Grady,State Senate,4,,Jackson,Precinct 1,17,
"Martin ""Rick"" Atkinson III",House of Delegates,11,,Jackson,Precinct 1,,
Sarah Duncan,House of Delegates,11,,Jackson,Precinct 1,,
Steve Westfall,House of Delegates,12,,Jackson,Precinct 1,105,
Missy Morris,House of Delegates,12,,Jackson,Precinct 1,108,
Scott Cadle,House of Delegates,13,,Jackson,Precinct 1,,
Joshua Kurt Higginbotham,House of Delegates,13,,Jackson,Precinct 1,,
Scott Brewer,House of Delegates,13,,Jackson,Precinct 1,,
Todd Mullins,House of Delegates,13,,Jackson,Precinct 1,,
Patrick Morrisey,U.S. Senate,,,Jackson,Precinct 2,111,
Joseph Manchin III,U.S. Senate,,,Jackson,Precinct 2,114,
Rusty Hollen,U.S. Senate,,,Jackson,Precinct 2,11,
Alex X. Mooney,U.S. House,2,,Jackson,Precinct 2,132,
Talley Sergent,U.S. House,2,,Jackson,Precinct 2,99,
"Daniel P. ""Danny"" Lutz Jr.",U.S. House,2,,Jackson,Precinct 2,5,
Eric J. Tarr,State Senate,4,,Jackson,Precinct 2,109,
Brian Prim,State Senate,4,,Jackson,Precinct 2,106,
Amy Nichole Grady,State Senate,4,,Jackson,Precinct 2,18,
"Martin ""Rick"" Atkinson III",House of Delegates,11,,Jackson,Precinct 2,,
Sarah Duncan,House of Delegates,11,,Jackson,Precinct 2,,
Steve Westfall,House of Delegates,12,,Jackson,Precinct 2,109,
Missy Morris,House of Delegates,12,,Jackson,Precinct 2,129,
Scott Cadle,House of Delegates,13,,Jackson,Precinct 2,,
Joshua Kurt Higginbotham,House of Delegates,13,,Jackson,Precinct 2,,
Scott Brewer,House of Delegates,13,,Jackson,Precinct 2,,
Todd Mullins,House of Delegates,13,,Jackson,Precinct 2,,
Patrick Morrisey,U.S. Senate,,,Jackson,Precinct 3,213,
Joseph Manchin III,U.S. Senate,,,Jackson,Precinct 3,146,
Rusty Hollen,U.S. Senate,,,Jackson,Precinct 3,15,
Alex X. Mooney,U.S. House,2,,Jackson,Precinct 3,237,
Talley Sergent,U.S. House,2,,Jackson,Precinct 3,113,
"Daniel P. ""Danny"" Lutz Jr.",U.S. House,2,,Jackson,Precinct 3,14,
Eric J. Tarr,State Senate,4,,Jackson,Precinct 3,204,
Brian Prim,State Senate,4,,Jackson,Precinct 3,139,
Amy Nichole Grady,State Senate,4,,Jackson,Precinct 3,27,
"Martin ""Rick"" Atkinson III",House of Delegates,11,,Jackson,Precinct 3,,
Sarah Duncan,House of Delegates,11,,Jackson,Precinct 3,,
Steve Westfall,House of Delegates,12,,Jackson,Precinct 3,205,
Missy Morris,House of Delegates,12,,Jackson,Precinct 3,161,
Scott Cadle,House of Delegates,13,,Jackson,Precinct 3,,
Joshua Kurt Higginbotham,House of Delegates,13,,Jackson,Precinct 3,,
Scott Brewer,House of Delegates,13,,Jackson,Precinct 3,,
Todd Mullins,House of Delegates,13,,Jackson,Precinct 3,,
Patrick Morrisey,U.S. Senate,,,Jackson,Precinct 4,84,
