candidate,office,district,party,county,precinct,votes,winner
,Registered Voters,,,Lewis,Precinct 1,235,
,Ballots Cast,,,Lewis,Precinct 1,122,
Patrick Morrisey ,U.S. Senate,,REP,Lewis,Precinct 1,50,
Joseph Manchin III,U.S. Senate,,DEM,Lewis,Precinct 1,62,
Rusty Hollen ,U.S. Senate,,LIB,Lewis,Precinct 1,9,
Write-In,U.S. Senate,,,Lewis,Precinct 1,0,
Alex X. Mooney ,U.S. House,2,REP,Lewis,Precinct 1,64,
Talley Sergent,U.S. House,2,DEM,Lewis,Precinct 1,52,
"Daniel P. ""Danny"" Lutz Jr. ",U.S. House,2,MTN,Lewis,Precinct 1,3,
Write-In,U.S. House,2,,Lewis,Precinct 1,0,
Waymond Cork II,State Senate,12,REP,Lewis,Precinct 1,49,
Mike Romano,State Senate,12,DEM,Lewis,Precinct 1,68,
Write-In,State Senate,12,,Lewis,Precinct 1,0,
Patrick S Martin,House of Delegates,46,REP,Lewis,Precinct 1,65,
"Robert L. ""Bob"" Stultz",House of Delegates,46,DEM,Lewis,Precinct 1,55,
Write-In,House of Delegates,46,,Lewis,Precinct 1,0,
,Registered Voters,,,Lewis,Precinct 2,335,
,Ballots Cast,,,Lewis,Precinct 2,191,
Patrick Morrisey ,U.S. Senate,,REP,Lewis,Precinct 2,104,
Joseph Manchin III,U.S. Senate,,DEM,Lewis,Precinct 2,64,
Rusty Hollen ,U.S. Senate,,LIB,Lewis,Precinct 2,18,
Write-In,U.S. Senate,,,Lewis,Precinct 2,0,
Alex X. Mooney ,U.S. House,2,REP,Lewis,Precinct 2,116,
Talley Sergent,U.S. House,2,DEM,Lewis,Precinct 2,64,
"Daniel P. ""Danny"" Lutz Jr. ",U.S. House,2,MTN,Lewis,Precinct 2,5,
Write-In,U.S. House,2,,Lewis,Precinct 2,0,
Waymond Cork II,State Senate,12,REP,Lewis,Precinct 2,108,
Mike Romano,State Senate,12,DEM,Lewis,Precinct 2,79,
Write-In,State Senate,12,,Lewis,Precinct 2,0,
Patrick S Martin,House of Delegates,46,REP,Lewis,Precinct 2,120,
"Robert L. ""Bob"" Stultz",House of Delegates,46,DEM,Lewis,Precinct 2,66,
Write-In,House of Delegates,46,,Lewis,Precinct 2,0,
,Registered Voters,,,Lewis,Precinct 3,291,
,Ballots Cast,,,Lewis,Precinct 3,165,
Patrick Morrisey ,U.S. Senate,,REP,Lewis,Precinct 3,77,
Joseph Manchin III,U.S. Senate,,DEM,Lewis,Precinct 3,72,
Rusty Hollen ,U.S. Senate,,LIB,Lewis,Precinct 3,11,
Write-In,U.S. Senate,,,Lewis,Precinct 3,0,
Alex X. Mooney ,U.S. House,2,REP,Lewis,Precinct 3,91,
Talley Sergent,U.S. House,2,DEM,Lewis,Precinct 3,64,
"Daniel P. ""Danny"" Lutz Jr. ",U.S. House,2,MTN,Lewis,Precinct 3,6,
Write-In,U.S. House,2,,Lewis,Precinct 3,0,
Waymond Cork II,State Senate,12,REP,Lewis,Precinct 3,76,
Mike Romano,State Senate,12,DEM,Lewis,Precinct 3,84,
Write-In,State Senate,12,,Lewis,Precinct 3,0,
Patrick S Martin,House of Delegates,46,REP,Lewis,Precinct 3,87,
"Robert L. ""Bob"" Stultz",House of Delegates,46,DEM,Lewis,Precinct 3,74,
Write-In,House of Delegates,46,,Lewis,Precinct 3,0,
,Registered Voters,,,Lewis,Precinct 4,293,
,Ballots Cast,,,Lewis,Precinct 4,133,
Patrick Morrisey ,U.S. Senate,,REP,Lewis,Precinct 4,79,
Joseph Manchin III,U.S. Senate,,DEM,Lewis,Precinct 4,48,
Rusty Hollen ,U.S. Senate,,LIB,Lewis,Precinct 4,6,
Write-In,U.S. Senate,,,Lewis,Precinct 4,0,
Alex X. Mooney ,U.S. House,2,REP,Lewis,Precinct 4,82,
Talley Sergent,U.S. House,2,DEM,Lewis,Precinct 4,41,
"Daniel P. ""Danny"" Lutz Jr. ",U.S. House,2,MTN,Lewis,Precinct 4,5,
Write-In,U.S. House,2,,Lewis,Precinct 4,0,
Waymond Cork II,State Senate,12,REP,Lewis,Precinct 4,69,
Mike Romano,State Senate,12,DEM,Lewis,Precinct 4,61,
Write-In,State Senate,12,,Lewis,Precinct 4,0,
Patrick S Martin,House of Delegates,46,REP,Lewis,Precinct 4,75,
"Robert L. ""Bob"" Stultz",House of Delegates,46,DEM,Lewis,Precinct 4,54,
Write-In,House of Delegates,46,,Lewis,Precinct 4,0,
,Registered Voters,,,Lewis,Precinct 5,344,
,Ballots Cast,,,Lewis,Precinct 5,175,
Patrick Morrisey ,U.S. Senate,,REP,Lewis,Precinct 5,81,
Joseph Manchin III,U.S. Senate,,DEM,Lewis,Precinct 5,79,
Rusty Hollen ,U.S. Senate,,LIB,Lewis,Precinct 5,12,
Write-In,U.S. Senate,,,Lewis,Precinct 5,0,
Alex X. Mooney ,U.S. House,2,REP,Lewis,Precinct 5,94,
Talley Sergent,U.S. House,2,DEM,Lewis,Precinct 5,66,
"Daniel P. ""Danny"" Lutz Jr. ",U.S. House,2,MTN,Lewis,Precinct 5,6,
Write-In,U.S. House,2,,Lewis,Precinct 5,0,
Waymond Cork II,State Senate,12,REP,Lewis,Precinct 5,65,
Mike Romano,State Senate,12,DEM,Lewis,Precinct 5,105,
Write-In,State Senate,12,,Lewis,Precinct 5,0,
Patrick S Martin,House of Delegates,46,REP,Lewis,Precinct 5,92,
"Robert L. ""Bob"" Stultz",House of Delegates,46,DEM,Lewis,Precinct 5,80,
Write-In,House of Delegates,46,,Lewis,Precinct 5,2,
,Registered Voters,,,Lewis,Precinct 6,273,
,Ballots Cast,,,Lewis,Precinct 6,134,
Patrick Morrisey ,U.S. Senate,,REP,Lewis,Precinct 6,72,
Joseph Manchin III,U.S. Senate,,DEM,Lewis,Precinct 6,53,
Rusty Hollen ,U.S. Senate,,LIB,Lewis,Precinct 6,8,
Write-In,U.S. Senate,,,Lewis,Precinct 6,0,
Alex X. Mooney ,U.S. House,2,REP,Lewis,Precinct 6,79,
Talley Sergent,U.S. House,2,DEM,Lewis,Precinct 6,53,
