candidate,office,district,party,county,precinct,total votes
Rick Santorum,President,,REP,Taylor,Precinct 1,13
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 1,88
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 1,86
Ralph William Clark,Governor,,REP,Taylor,Precinct 1,11
Bill Maloney,Governor,,REP,Taylor,Precinct 1,84
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 1,78
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 1,77
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 1,46
Mike Hall,Treasurer,,REP,Taylor,Precinct 1,32
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 1,73
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 1,
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 1,
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 1,
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 1,
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 1,
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 1,91
Barack Obama,President,,DEM,Taylor,Precinct 2,89
Keith Judd,President,,DEM,Taylor,Precinct 2,56
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 2,36
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 2,137
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 2,124
Earl Ray Tomblin,Governor,,DEM,Taylor,Precinct 2,137
Arne Moltis,Governor,,DEM,Taylor,Precinct 2,30
Natalie E. Tennant,Secretary of State,,DEM,Taylor,Precinct 2,150
Glen B. Gainer III,Auditor,,DEM,Taylor,Precinct 2,143
John D. Perdue,Treasurer,,DEM,Taylor,Precinct 2,147
Steve Miller,Commissioner of Agriculture,,DEM,Taylor,Precinct 2,65
Sally Shepherd,Commissioner of Agriculture,,DEM,Taylor,Precinct 2,28
Bobb Tabb,Commissioner of Agriculture,,DEM,Taylor,Precinct 2,7
Joe Messineo,Commissioner of Agriculture,,DEM,Taylor,Precinct 2,13
Walt Helmick,Commissioner of Agriculture,,DEM,Taylor,Precinct 2,41
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Taylor,Precinct 2,145
Bob Williams,State Senate,14,DEM,Taylor,Precinct 2,148
Tim Miley,House of Delegates,48,DEM,Taylor,Precinct 2,
Martin Shaffer,House of Delegates,48,DEM,Taylor,Precinct 2,
Ron Fragale,House of Delegates,48,DEM,Taylor,Precinct 2,
"Samuel J. ""Sam"" Cann",House of Delegates,48,DEM,Taylor,Precinct 2,
Richard J. Iaquinta,House of Delegates,48,DEM,Taylor,Precinct 2,
Mike Manypenny,House of Delegates,49,DEM,Taylor,Precinct 2,132
Francis W. Nestor,House of Delegates,49,DEM,Taylor,Precinct 2,40
Ron Paul,President,,REP,Taylor,Precinct 2,11
Mitt Romney,President,,REP,Taylor,Precinct 2,56
Newt Gingrich,President,,REP,Taylor,Precinct 2,7
"Charles ""Buddy"" Roemer",President,,REP,Taylor,Precinct 2,0
Rick Santorum,President,,REP,Taylor,Precinct 2,12
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 2,74
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 2,74
Ralph William Clark,Governor,,REP,Taylor,Precinct 2,12
Bill Maloney,Governor,,REP,Taylor,Precinct 2,68
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 2,67
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 2,68
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 2,35
Mike Hall,Treasurer,,REP,Taylor,Precinct 2,34
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 2,70
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 2,
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 2,
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 2,
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 2,
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 2,
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 2,73
Barack Obama,President,,DEM,Taylor,Precinct 3,66
Keith Judd,President,,DEM,Taylor,Precinct 3,58
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 3,37
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 3,113
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 3,99
Earl Ray Tomblin,Governor,,DEM,Taylor,Precinct 3,122
Arne Moltis,Governor,,DEM,Taylor,Precinct 3,24
Natalie E. Tennant,Secretary of State,,DEM,Taylor,Precinct 3,136
Glen B. Gainer III,Auditor,,DEM,Taylor,Precinct 3,128
John D. Perdue,Treasurer,,DEM,Taylor,Precinct 3,124
Steve Miller,Commissioner of Agriculture,,DEM,Taylor,Precinct 3,48
Sally Shepherd,Commissioner of Agriculture,,DEM,Taylor,Precinct 3,15
Bobb Tabb,Commissioner of Agriculture,,DEM,Taylor,Precinct 3,10
Joe Messineo,Commissioner of Agriculture,,DEM,Taylor,Precinct 3,7
Walt Helmick,Commissioner of Agriculture,,DEM,Taylor,Precinct 3,53
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Taylor,Precinct 3,121
Bob Williams,State Senate,14,DEM,Taylor,Precinct 3,115
Tim Miley,House of Delegates,48,DEM,Taylor,Precinct 3,
Martin Shaffer,House of Delegates,48,DEM,Taylor,Precinct 3,
Ron Fragale,House of Delegates,48,DEM,Taylor,Precinct 3,
"Samuel J. ""Sam"" Cann",House of Delegates,48,DEM,Taylor,Precinct 3,
Richard J. Iaquinta,House of Delegates,48,DEM,Taylor,Precinct 3,
Mike Manypenny,House of Delegates,49,DEM,Taylor,Precinct 3,108
Francis W. Nestor,House of Delegates,49,DEM,Taylor,Precinct 3,30
Ron Paul,President,,REP,Taylor,Precinct 3,7
Mitt Romney,President,,REP,Taylor,Precinct 3,61
Newt Gingrich,President,,REP,Taylor,Precinct 3,4
"Charles ""Buddy"" Roemer",President,,REP,Taylor,Precinct 3,0
Rick Santorum,President,,REP,Taylor,Precinct 3,8
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 3,72
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 3,75
Ralph William Clark,Governor,,REP,Taylor,Precinct 3,7
Bill Maloney,Governor,,REP,Taylor,Precinct 3,67
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 3,65
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 3,66
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 3,37
Mike Hall,Treasurer,,REP,Taylor,Precinct 3,30
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 3,64
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 3,
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 3,
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 3,
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 3,
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 3,
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 3,69
Barack Obama,President,,DEM,Taylor,Precinct 4,60
Keith Judd,President,,DEM,Taylor,Precinct 4,31
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 4,20
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 4,90
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 4,69
Earl Ray Tomblin,Governor,,DEM,Taylor,Precinct 4,90
Arne Moltis,Governor,,DEM,Taylor,Precinct 4,17
Natalie E. Tennant,Secretary of State,,DEM,Taylor,Precinct 4,93
Glen B. Gainer III,Auditor,,DEM,Taylor,Precinct 4,81
John D. Perdue,Treasurer,,DEM,Taylor,Precinct 4,78
Steve Miller,Commissioner of Agriculture,,DEM,Taylor,Precinct 4,35
Sally Shepherd,Commissioner of Agriculture,,DEM,Taylor,Precinct 4,14
Bobb Tabb,Commissioner of Agriculture,,DEM,Taylor,Precinct 4,3
Joe Messineo,Commissioner of Agriculture,,DEM,Taylor,Precinct 4,8
Walt Helmick,Commissioner of Agriculture,,DEM,Taylor,Precinct 4,28
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Taylor,Precinct 4,88
Bob Williams,State Senate,14,DEM,Taylor,Precinct 4,78
Tim Miley,House of Delegates,48,DEM,Taylor,Precinct 4,
Martin Shaffer,House of Delegates,48,DEM,Taylor,Precinct 4,
Ron Fragale,House of Delegates,48,DEM,Taylor,Precinct 4,
"Samuel J. ""Sam"" Cann",House of Delegates,48,DEM,Taylor,Precinct 4,
Richard J. Iaquinta,House of Delegates,48,DEM,Taylor,Precinct 4,
Mike Manypenny,House of Delegates,49,DEM,Taylor,Precinct 4,82
Francis W. Nestor,House of Delegates,49,DEM,Taylor,Precinct 4,26
Ron Paul,President,,REP,Taylor,Precinct 4,11
Mitt Romney,President,,REP,Taylor,Precinct 4,32
Newt Gingrich,President,,REP,Taylor,Precinct 4,1
"Charles ""Buddy"" Roemer",President,,REP,Taylor,Precinct 4,0
Rick Santorum,President,,REP,Taylor,Precinct 4,10
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 4,50
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 4,51
Ralph William Clark,Governor,,REP,Taylor,Precinct 4,9
Bill Maloney,Governor,,REP,Taylor,Precinct 4,44
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 4,44
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 4,46
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 4,19
Mike Hall,Treasurer,,REP,Taylor,Precinct 4,28
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 4,45
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 4,
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 4,
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 4,
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 4,
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 4,
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 4,45
Barack Obama,President,,DEM,Taylor,Precinct 5,48
Keith Judd,President,,DEM,Taylor,Precinct 5,59
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 5,26
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 5,90
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 5,95
Earl Ray Tomblin,Governor,,DEM,Taylor,Precinct 5,96
Arne Moltis,Governor,,DEM,Taylor,Precinct 5,22
Natalie E. Tennant,Secretary of State,,DEM,Taylor,Precinct 5,109
Glen B. Gainer III,Auditor,,DEM,Taylor,Precinct 5,104
John D. Perdue,Treasurer,,DEM,Taylor,Precinct 5,103
Steve Miller,Commissioner of Agriculture,,DEM,Taylor,Precinct 5,31
Sally Shepherd,Commissioner of Agriculture,,DEM,Taylor,Precinct 5,14
Bobb Tabb,Commissioner of Agriculture,,DEM,Taylor,Precinct 5,4
Joe Messineo,Commissioner of Agriculture,,DEM,Taylor,Precinct 5,12
Walt Helmick,Commissioner of Agriculture,,DEM,Taylor,Precinct 5,51
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Taylor,Precinct 5,104
Bob Williams,State Senate,14,DEM,Taylor,Precinct 5,101
Tim Miley,House of Delegates,48,DEM,Taylor,Precinct 5,80
Martin Shaffer,House of Delegates,48,DEM,Taylor,Precinct 5,38
Ron Fragale,House of Delegates,48,DEM,Taylor,Precinct 5,61
"Samuel J. ""Sam"" Cann",House of Delegates,48,DEM,Taylor,Precinct 5,71
Richard J. Iaquinta,House of Delegates,48,DEM,Taylor,Precinct 5,62
Mike Manypenny,House of Delegates,49,DEM,Taylor,Precinct 5,
Francis W. Nestor,House of Delegates,49,DEM,Taylor,Precinct 5,
Ron Paul,President,,REP,Taylor,Precinct 5,8
Mitt Romney,President,,REP,Taylor,Precinct 5,46
Newt Gingrich,President,,REP,Taylor,Precinct 5,6
"Charles ""Buddy"" Roemer",President,,REP,Taylor,Precinct 5,1
Rick Santorum,President,,REP,Taylor,Precinct 5,6
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 5,59
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 5,62
Ralph William Clark,Governor,,REP,Taylor,Precinct 5,10
Bill Maloney,Governor,,REP,Taylor,Precinct 5,56
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 5,56
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 5,55
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 5,21
Mike Hall,Treasurer,,REP,Taylor,Precinct 5,34
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 5,57
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 5,42
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 5,52
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 5,21
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 5,40
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 5,42
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 5,
Barack Obama,President,,DEM,Taylor,Precinct 6,33
Keith Judd,President,,DEM,Taylor,Precinct 6,26
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 6,13
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 6,56
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 6,36
Earl Ray Tomblin,Governor,,DEM,Taylor,Precinct 6,64
Arne Moltis,Governor,,DEM,Taylor,Precinct 6,4
Natalie E. Tennant,Secretary of State,,DEM,Taylor,Precinct 6,61
Glen B. Gainer III,Auditor,,DEM,Taylor,Precinct 6,47
John D. Perdue,Treasurer,,DEM,Taylor,Precinct 6,48
Steve Miller,Commissioner of Agriculture,,DEM,Taylor,Precinct 6,16
Sally Shepherd,Commissioner of Agriculture,,DEM,Taylor,Precinct 6,12
Bobb Tabb,Commissioner of Agriculture,,DEM,Taylor,Precinct 6,5
Joe Messineo,Commissioner of Agriculture,,DEM,Taylor,Precinct 6,3
Walt Helmick,Commissioner of Agriculture,,DEM,Taylor,Precinct 6,16
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Taylor,Precinct 6,56
Bob Williams,State Senate,14,DEM,Taylor,Precinct 6,54
Tim Miley,House of Delegates,48,DEM,Taylor,Precinct 6,
Martin Shaffer,House of Delegates,48,DEM,Taylor,Precinct 6,
Ron Fragale,House of Delegates,48,DEM,Taylor,Precinct 6,
"Samuel J. ""Sam"" Cann",House of Delegates,48,DEM,Taylor,Precinct 6,
Richard J. Iaquinta,House of Delegates,48,DEM,Taylor,Precinct 6,
Mike Manypenny,House of Delegates,49,DEM,Taylor,Precinct 6,50
Francis W. Nestor,House of Delegates,49,DEM,Taylor,Precinct 6,15
Ron Paul,President,,REP,Taylor,Precinct 6,1
Mitt Romney,President,,REP,Taylor,Precinct 6,14
Newt Gingrich,President,,REP,Taylor,Precinct 6,1
"Charles ""Buddy"" Roemer",President,,REP,Taylor,Precinct 6,0
Rick Santorum,President,,REP,Taylor,Precinct 6,5
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 6,19
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 6,17
Ralph William Clark,Governor,,REP,Taylor,Precinct 6,2
Bill Maloney,Governor,,REP,Taylor,Precinct 6,19
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 6,16
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 6,15
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 6,11
Mike Hall,Treasurer,,REP,Taylor,Precinct 6,6
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 6,12
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 6,
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 6,
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 6,
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 6,
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 6,
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 6,16
Barack Obama,President,,DEM,Taylor,Precinct 9,41
Keith Judd,President,,DEM,Taylor,Precinct 9,31
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 9,17
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 9,68
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 9,60
Earl Ray Tomblin,Governor,,DEM,Taylor,Precinct 9,68
Arne Moltis,Governor,,DEM,Taylor,Precinct 9,15
Natalie E. Tennant,Secretary of State,,DEM,Taylor,Precinct 9,82
Glen B. Gainer III,Auditor,,DEM,Taylor,Precinct 9,76
John D. Perdue,Treasurer,,DEM,Taylor,Precinct 9,76
Steve Miller,Commissioner of Agriculture,,DEM,Taylor,Precinct 9,25
Sally Shepherd,Commissioner of Agriculture,,DEM,Taylor,Precinct 9,15
Bobb Tabb,Commissioner of Agriculture,,DEM,Taylor,Precinct 9,1
Joe Messineo,Commissioner of Agriculture,,DEM,Taylor,Precinct 9,7
Walt Helmick,Commissioner of Agriculture,,DEM,Taylor,Precinct 9,29
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Taylor,Precinct 9,69
Bob Williams,State Senate,14,DEM,Taylor,Precinct 9,68
Tim Miley,House of Delegates,48,DEM,Taylor,Precinct 9,
Martin Shaffer,House of Delegates,48,DEM,Taylor,Precinct 9,
Ron Fragale,House of Delegates,48,DEM,Taylor,Precinct 9,
"Samuel J. ""Sam"" Cann",House of Delegates,48,DEM,Taylor,Precinct 9,
Richard J. Iaquinta,House of Delegates,48,DEM,Taylor,Precinct 9,
Mike Manypenny,House of Delegates,49,DEM,Taylor,Precinct 9,53
Francis W. Nestor,House of Delegates,49,DEM,Taylor,Precinct 9,31
Ron Paul,President,,REP,Taylor,Precinct 9,7
Mitt Romney,President,,REP,Taylor,Precinct 9,39
Newt Gingrich,President,,REP,Taylor,Precinct 9,1
"Charles ""Buddy"" Roemer",President,,REP,Taylor,Precinct 9,0
Rick Santorum,President,,REP,Taylor,Precinct 9,7
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 9,51
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 9,47
Ralph William Clark,Governor,,REP,Taylor,Precinct 9,4
Bill Maloney,Governor,,REP,Taylor,Precinct 9,46
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 9,39
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 9,40
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 9,25
Mike Hall,Treasurer,,REP,Taylor,Precinct 9,13
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 9,43
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 9,
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 9,
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 9,
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 9,
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 9,
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 9,51
Barack Obama,President,,DEM,Taylor,Precinct 10,113
Keith Judd,President,,DEM,Taylor,Precinct 10,89
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 10,59
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 10,154
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 10,156
Earl Ray Tomblin,Governor,,DEM,Taylor,Precinct 10,172
Arne Moltis,Governor,,DEM,Taylor,Precinct 10,39
Natalie E. Tennant,Secretary of State,,DEM,Taylor,Precinct 10,195
Glen B. Gainer III,Auditor,,DEM,Taylor,Precinct 10,176
John D. Perdue,Treasurer,,DEM,Taylor,Precinct 10,182
Steve Miller,Commissioner of Agriculture,,DEM,Taylor,Precinct 10,75
Sally Shepherd,Commissioner of Agriculture,,DEM,Taylor,Precinct 10,35
Bobb Tabb,Commissioner of Agriculture,,DEM,Taylor,Precinct 10,9
Joe Messineo,Commissioner of Agriculture,,DEM,Taylor,Precinct 10,17
Walt Helmick,Commissioner of Agriculture,,DEM,Taylor,Precinct 10,46
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Taylor,Precinct 10,181
Bob Williams,State Senate,14,DEM,Taylor,Precinct 10,178
Tim Miley,House of Delegates,48,DEM,Taylor,Precinct 10,
Martin Shaffer,House of Delegates,48,DEM,Taylor,Precinct 10,
Ron Fragale,House of Delegates,48,DEM,Taylor,Precinct 10,
"Samuel J. ""Sam"" Cann",House of Delegates,48,DEM,Taylor,Precinct 10,
Richard J. Iaquinta,House of Delegates,48,DEM,Taylor,Precinct 10,
Mike Manypenny,House of Delegates,49,DEM,Taylor,Precinct 10,163
Francis W. Nestor,House of Delegates,49,DEM,Taylor,Precinct 10,59
Ron Paul,President,,REP,Taylor,Precinct 10,12
Mitt Romney,President,,REP,Taylor,Precinct 10,54
Newt Gingrich,President,,REP,Taylor,Precinct 10,12
"Charles ""Buddy"" Roemer",President,,REP,Taylor,Precinct 10,0
Rick Santorum,President,,REP,Taylor,Precinct 10,7
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 10,76
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 10,78
Ralph William Clark,Governor,,REP,Taylor,Precinct 10,6
Bill Maloney,Governor,,REP,Taylor,Precinct 10,79
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 10,67
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 10,67
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 10,35
Mike Hall,Treasurer,,REP,Taylor,Precinct 10,33
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 10,62
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 10,
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 10,
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 10,
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 10,
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 10,
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 10,69
Barack Obama,President,,DEM,Taylor,Precinct 11,30
Keith Judd,President,,DEM,Taylor,Precinct 11,27
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 11,17
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 11,50
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 11,47
Earl Ray Tomblin,Governor,,DEM,Taylor,Precinct 11,55
Arne Moltis,Governor,,DEM,Taylor,Precinct 11,12
Natalie E. Tennant,Secretary of State,,DEM,Taylor,Precinct 11,61
Glen B. Gainer III,Auditor,,DEM,Taylor,Precinct 11,56
John D. Perdue,Treasurer,,DEM,Taylor,Precinct 11,58
Steve Miller,Commissioner of Agriculture,,DEM,Taylor,Precinct 11,17
Sally Shepherd,Commissioner of Agriculture,,DEM,Taylor,Precinct 11,9
Bobb Tabb,Commissioner of Agriculture,,DEM,Taylor,Precinct 11,2
Joe Messineo,Commissioner of Agriculture,,DEM,Taylor,Precinct 11,3
Walt Helmick,Commissioner of Agriculture,,DEM,Taylor,Precinct 11,24
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Taylor,Precinct 11,53
Bob Williams,State Senate,14,DEM,Taylor,Precinct 11,54
Tim Miley,House of Delegates,48,DEM,Taylor,Precinct 11,
Martin Shaffer,House of Delegates,48,DEM,Taylor,Precinct 11,
Ron Fragale,House of Delegates,48,DEM,Taylor,Precinct 11,
"Samuel J. ""Sam"" Cann",House of Delegates,48,DEM,Taylor,Precinct 11,
Richard J. Iaquinta,House of Delegates,48,DEM,Taylor,Precinct 11,
Mike Manypenny,House of Delegates,49,DEM,Taylor,Precinct 11,39
Francis W. Nestor,House of Delegates,49,DEM,Taylor,Precinct 11,29
Ron Paul,President,,REP,Taylor,Precinct 11,6
Mitt Romney,President,,REP,Taylor,Precinct 11,20
Newt Gingrich,President,,REP,Taylor,Precinct 11,3
"Charles ""Buddy"" Roemer",President,,REP,Taylor,Precinct 11,0
Rick Santorum,President,,REP,Taylor,Precinct 11,0
John R. Raese,U.S. Senate,,REP,Taylor,Precinct 11,28
David B. McKinley,U.S. House,1,REP,Taylor,Precinct 11,26
Ralph William Clark,Governor,,REP,Taylor,Precinct 11,3
Bill Maloney,Governor,,REP,Taylor,Precinct 11,27
Brian Savilla,Secretary of State,,REP,Taylor,Precinct 11,24
Larry V. Faircloth,Auditor,,REP,Taylor,Precinct 11,23
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Taylor,Precinct 11,12
Mike Hall,Treasurer,,REP,Taylor,Precinct 11,13
Patrick Morrisey,Attorney General,,REP,Taylor,Precinct 11,24
"Ed ""Buddy"" Randolph",House of Delegates,48,REP,Taylor,Precinct 11,
Danny Hamrick,House of Delegates,48,REP,Taylor,Precinct 11,
"""Benjamin"" Dan Franklin",House of Delegates,48,REP,Taylor,Precinct 11,
Terry Woodside,House of Delegates,48,REP,Taylor,Precinct 11,
Diana Bartley,House of Delegates,48,REP,Taylor,Precinct 11,
Jeff Tansill,House of Delegates,49,REP,Taylor,Precinct 11,26
Barack Obama,President,,DEM,Taylor,Precinct 12,98
Keith Judd,President,,DEM,Taylor,Precinct 12,51
Sheirl Fletcher,U.S. Senate,,DEM,Taylor,Precinct 12,35
Joe Manchin III,U.S. Senate,,DEM,Taylor,Precinct 12,133
Sue Thorn,U.S. House,1,DEM,Taylor,Precinct 12,133
