candidate,office,district,party,county,precinct,total votes
Natalie E. Tennant,Secretary of State ,,DEM,Nicholas,Precinct 1B,91
Glen B. Gainer III,Auditor,,DEM,Nicholas,Precinct 1B,88
John D. Perdue,Treasurer,,DEM,Nicholas,Precinct 1B,86
Walt Helmick,Commissioner of Agriculture,,DEM,Nicholas,Precinct 1B,60
Joe Messineo,Commissioner of Agriculture,,DEM,Nicholas,Precinct 1B,6
Bobb Tabb,Commissioner of Agriculture,,DEM,Nicholas,Precinct 1B,2
Steve Miller,Commissioner of Agriculture,,DEM,Nicholas,Precinct 1B,9
Sally Shepherd ,Commissioner of Agriculture,,DEM,Nicholas,Precinct 1B,17
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Nicholas,Precinct 1B,87
Clark Barnes,State Senate,11,DEM,Nicholas,Precinct 1B,34
Jordan C. Hill,House of Delegates,,DEM,Nicholas,Precinct 1B,
Robert Karnes,House of Delegates,44,DEM,Nicholas,Precinct 1B,4
"Duane Borchers, Sr.",House of Delegates,44,DEM,Nicholas,Precinct 1B,38
Newt Gingrich,President ,,REP,Nicholas,Precinct 1B,3
Ron Paul,President ,,REP,Nicholas,Precinct 1B,3
Mitt Romney,President ,,REP,Nicholas,Precinct 1B,30
"Charles ""Buddy"" Roemer",President ,,REP,Nicholas,Precinct 1B,0
Rick Santorum,President ,,REP,Nicholas,Precinct 1B,8
John R. Raese,U.S. Senate,,REP,Nicholas,Precinct 1B,39
Rick Snuffer,U.S. House,3,REP,Nicholas,Precinct 1B,17
Bill Lester,U.S. House,3,REP,Nicholas,Precinct 1B,19
Lee A. Bias,U.S. House,3,REP,Nicholas,Precinct 1B,4
Ralph William Clark,Governor,,REP,Nicholas,Precinct 1B,11
Bill Maloney,Governor,,REP,Nicholas,Precinct 1B,34
Brian Savilla,Secretary of State ,,REP,Nicholas,Precinct 1B,35
Larry V. Faircloth,Auditor,,REP,Nicholas,Precinct 1B,35
Mike Hall,Treasurer,,REP,Nicholas,Precinct 1B,21
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Nicholas,Precinct 1B,17
Patrick Morrisey,Attorney General,,REP,Nicholas,Precinct 1B,36
"Paul ""P. J."" Louk ",State Senate,11,REP,Nicholas,Precinct 1B,33
Margaret Kerr Beckwith,State Senate,11,REP,Nicholas,Precinct 1B,48
Adam R. Young,House of Delegates,41,REP,Nicholas,Precinct 1B,
Jeff M. Asbury,House of Delegates,41,REP,Nicholas,Precinct 1B,
Dana L. Lynch,House of Delegates,44,REP,Nicholas,Precinct 1B,29
Sue Blake Andersen,House of Delegates,44,REP,Nicholas,Precinct 1B,51
Joe Talbott,House of Delegates,44,REP,Nicholas,Precinct 1B,20
William D. Stover,House of Delegates,32,REP,Nicholas,Precinct 1B,
Tom Louisos,House of Delegates,32,REP,Nicholas,Precinct 1B,
Jonathan Walkup,House of Delegates,32,REP,Nicholas,Precinct 1B,
Margaret Anne Staggers,House of Delegates,32,REP,Nicholas,Precinct 1B,
John Pino,House of Delegates,32,REP,Nicholas,Precinct 1B,
Dave Perry,House of Delegates,32,REP,Nicholas,Precinct 1B,
Jan M. Lafferty ,House of Delegates,32,REP,Nicholas,Precinct 1B,
Keith Judd,President ,,DEM,Nicholas,Precinct 2,93
Barack Obama,President ,,DEM,Nicholas,Precinct 2,72
Sheirl Fletcher,U.S. Senate,,DEM,Nicholas,Precinct 2,34
Joe Manchin III,U.S. Senate,,DEM,Nicholas,Precinct 2,150
Nick J. Rahall II,U.S. House,,DEM,Nicholas,Precinct 2,155
Earl Ray Tomblin,Governor,,DEM,Nicholas,Precinct 2,150
Arne Moltis,Governor,,DEM,Nicholas,Precinct 2,31
Natalie E. Tennant,Secretary of State ,,DEM,Nicholas,Precinct 2,152
Glen B. Gainer III,Auditor,,DEM,Nicholas,Precinct 2,143
John D. Perdue,Treasurer,,DEM,Nicholas,Precinct 2,146
Walt Helmick,Commissioner of Agriculture,,DEM,Nicholas,Precinct 2,99
Joe Messineo,Commissioner of Agriculture,,DEM,Nicholas,Precinct 2,15
Bobb Tabb,Commissioner of Agriculture,,DEM,Nicholas,Precinct 2,5
Steve Miller,Commissioner of Agriculture,,DEM,Nicholas,Precinct 2,21
Sally Shepherd ,Commissioner of Agriculture,,DEM,Nicholas,Precinct 2,26
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Nicholas,Precinct 2,153
Clark Barnes,State Senate,11,DEM,Nicholas,Precinct 2,34
Jordan C. Hill,House of Delegates,,DEM,Nicholas,Precinct 2,
Robert Karnes,House of Delegates,44,DEM,Nicholas,Precinct 2,7
"Duane Borchers, Sr.",House of Delegates,44,DEM,Nicholas,Precinct 2,31
Newt Gingrich,President ,,REP,Nicholas,Precinct 2,3
Ron Paul,President ,,REP,Nicholas,Precinct 2,3
Mitt Romney,President ,,REP,Nicholas,Precinct 2,29
"Charles ""Buddy"" Roemer",President ,,REP,Nicholas,Precinct 2,0
Rick Santorum,President ,,REP,Nicholas,Precinct 2,6
John R. Raese,U.S. Senate,,REP,Nicholas,Precinct 2,37
Rick Snuffer,U.S. House,3,REP,Nicholas,Precinct 2,18
Bill Lester,U.S. House,3,REP,Nicholas,Precinct 2,15
Lee A. Bias,U.S. House,3,REP,Nicholas,Precinct 2,3
Ralph William Clark,Governor,,REP,Nicholas,Precinct 2,8
Bill Maloney,Governor,,REP,Nicholas,Precinct 2,33
Brian Savilla,Secretary of State ,,REP,Nicholas,Precinct 2,33
Larry V. Faircloth,Auditor,,REP,Nicholas,Precinct 2,31
Mike Hall,Treasurer,,REP,Nicholas,Precinct 2,21
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Nicholas,Precinct 2,13
Patrick Morrisey,Attorney General,,REP,Nicholas,Precinct 2,30
"Paul ""P. J."" Louk ",State Senate,11,REP,Nicholas,Precinct 2,64
Margaret Kerr Beckwith,State Senate,11,REP,Nicholas,Precinct 2,77
Adam R. Young,House of Delegates,41,REP,Nicholas,Precinct 2,
Jeff M. Asbury,House of Delegates,41,REP,Nicholas,Precinct 2,
Dana L. Lynch,House of Delegates,44,REP,Nicholas,Precinct 2,44
Sue Blake Andersen,House of Delegates,44,REP,Nicholas,Precinct 2,80
Joe Talbott,House of Delegates,44,REP,Nicholas,Precinct 2,56
William D. Stover,House of Delegates,32,REP,Nicholas,Precinct 2,
Tom Louisos,House of Delegates,32,REP,Nicholas,Precinct 2,
Jonathan Walkup,House of Delegates,32,REP,Nicholas,Precinct 2,
Margaret Anne Staggers,House of Delegates,32,REP,Nicholas,Precinct 2,
John Pino,House of Delegates,32,REP,Nicholas,Precinct 2,
Dave Perry,House of Delegates,32,REP,Nicholas,Precinct 2,
Jan M. Lafferty ,House of Delegates,32,REP,Nicholas,Precinct 2,
Keith Judd,President ,,DEM,Nicholas,Precinct 3,22
Barack Obama,President ,,DEM,Nicholas,Precinct 3,35
Sheirl Fletcher,U.S. Senate,,DEM,Nicholas,Precinct 3,5
Joe Manchin III,U.S. Senate,,DEM,Nicholas,Precinct 3,71
Nick J. Rahall II,U.S. House,,DEM,Nicholas,Precinct 3,60
Earl Ray Tomblin,Governor,,DEM,Nicholas,Precinct 3,63
Arne Moltis,Governor,,DEM,Nicholas,Precinct 3,10
Natalie E. Tennant,Secretary of State ,,DEM,Nicholas,Precinct 3,64
Glen B. Gainer III,Auditor,,DEM,Nicholas,Precinct 3,59
John D. Perdue,Treasurer,,DEM,Nicholas,Precinct 3,60
Walt Helmick,Commissioner of Agriculture,,DEM,Nicholas,Precinct 3,49
Joe Messineo,Commissioner of Agriculture,,DEM,Nicholas,Precinct 3,4
Bobb Tabb,Commissioner of Agriculture,,DEM,Nicholas,Precinct 3,2
Steve Miller,Commissioner of Agriculture,,DEM,Nicholas,Precinct 3,10
Sally Shepherd ,Commissioner of Agriculture,,DEM,Nicholas,Precinct 3,6
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Nicholas,Precinct 3,63
Clark Barnes,State Senate,11,DEM,Nicholas,Precinct 3,32
Jordan C. Hill,House of Delegates,,DEM,Nicholas,Precinct 3,
Robert Karnes,House of Delegates,44,DEM,Nicholas,Precinct 3,7
"Duane Borchers, Sr.",House of Delegates,44,DEM,Nicholas,Precinct 3,29
Newt Gingrich,President ,,REP,Nicholas,Precinct 3,6
Ron Paul,President ,,REP,Nicholas,Precinct 3,2
Mitt Romney,President ,,REP,Nicholas,Precinct 3,25
"Charles ""Buddy"" Roemer",President ,,REP,Nicholas,Precinct 3,0
Rick Santorum,President ,,REP,Nicholas,Precinct 3,9
John R. Raese,U.S. Senate,,REP,Nicholas,Precinct 3,38
Rick Snuffer,U.S. House,3,REP,Nicholas,Precinct 3,23
Bill Lester,U.S. House,3,REP,Nicholas,Precinct 3,10
Lee A. Bias,U.S. House,3,REP,Nicholas,Precinct 3,2
Ralph William Clark,Governor,,REP,Nicholas,Precinct 3,4
Bill Maloney,Governor,,REP,Nicholas,Precinct 3,36
Brian Savilla,Secretary of State ,,REP,Nicholas,Precinct 3,35
Larry V. Faircloth,Auditor,,REP,Nicholas,Precinct 3,31
Mike Hall,Treasurer,,REP,Nicholas,Precinct 3,16
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Nicholas,Precinct 3,18
Patrick Morrisey,Attorney General,,REP,Nicholas,Precinct 3,31
"Paul ""P. J."" Louk ",State Senate,11,REP,Nicholas,Precinct 3,29
Margaret Kerr Beckwith,State Senate,11,REP,Nicholas,Precinct 3,28
Adam R. Young,House of Delegates,41,REP,Nicholas,Precinct 3,
Jeff M. Asbury,House of Delegates,41,REP,Nicholas,Precinct 3,
Dana L. Lynch,House of Delegates,44,REP,Nicholas,Precinct 3,14
Sue Blake Andersen,House of Delegates,44,REP,Nicholas,Precinct 3,32
Joe Talbott,House of Delegates,44,REP,Nicholas,Precinct 3,30
William D. Stover,House of Delegates,32,REP,Nicholas,Precinct 3,
Tom Louisos,House of Delegates,32,REP,Nicholas,Precinct 3,
Jonathan Walkup,House of Delegates,32,REP,Nicholas,Precinct 3,
Margaret Anne Staggers,House of Delegates,32,REP,Nicholas,Precinct 3,
John Pino,House of Delegates,32,REP,Nicholas,Precinct 3,
Dave Perry,House of Delegates,32,REP,Nicholas,Precinct 3,
Jan M. Lafferty ,House of Delegates,32,REP,Nicholas,Precinct 3,
Keith Judd,President ,,DEM,Nicholas,Precinct 5,56
Barack Obama,President ,,DEM,Nicholas,Precinct 5,92
Sheirl Fletcher,U.S. Senate,,DEM,Nicholas,Precinct 5,27
Joe Manchin III,U.S. Senate,,DEM,Nicholas,Precinct 5,129
Nick J. Rahall II,U.S. House,,DEM,Nicholas,Precinct 5,146
Earl Ray Tomblin,Governor,,DEM,Nicholas,Precinct 5,144
Arne Moltis,Governor,,DEM,Nicholas,Precinct 5,14
Natalie E. Tennant,Secretary of State ,,DEM,Nicholas,Precinct 5,142
Glen B. Gainer III,Auditor,,DEM,Nicholas,Precinct 5,134
John D. Perdue,Treasurer,,DEM,Nicholas,Precinct 5,131
Walt Helmick,Commissioner of Agriculture,,DEM,Nicholas,Precinct 5,112
Joe Messineo,Commissioner of Agriculture,,DEM,Nicholas,Precinct 5,10
Bobb Tabb,Commissioner of Agriculture,,DEM,Nicholas,Precinct 5,8
Steve Miller,Commissioner of Agriculture,,DEM,Nicholas,Precinct 5,18
Sally Shepherd ,Commissioner of Agriculture,,DEM,Nicholas,Precinct 5,13
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Nicholas,Precinct 5,137
Clark Barnes,State Senate,11,DEM,Nicholas,Precinct 5,36
Jordan C. Hill,House of Delegates,,DEM,Nicholas,Precinct 5,
Robert Karnes,House of Delegates,44,DEM,Nicholas,Precinct 5,5
"Duane Borchers, Sr.",House of Delegates,44,DEM,Nicholas,Precinct 5,33
Newt Gingrich,President ,,REP,Nicholas,Precinct 5,5
Ron Paul,President ,,REP,Nicholas,Precinct 5,2
Mitt Romney,President ,,REP,Nicholas,Precinct 5,26
"Charles ""Buddy"" Roemer",President ,,REP,Nicholas,Precinct 5,1
Rick Santorum,President ,,REP,Nicholas,Precinct 5,6
John R. Raese,U.S. Senate,,REP,Nicholas,Precinct 5,36
Rick Snuffer,U.S. House,3,REP,Nicholas,Precinct 5,20
Bill Lester,U.S. House,3,REP,Nicholas,Precinct 5,15
Lee A. Bias,U.S. House,3,REP,Nicholas,Precinct 5,3
Ralph William Clark,Governor,,REP,Nicholas,Precinct 5,8
Bill Maloney,Governor,,REP,Nicholas,Precinct 5,30
Brian Savilla,Secretary of State ,,REP,Nicholas,Precinct 5,34
Larry V. Faircloth,Auditor,,REP,Nicholas,Precinct 5,36
Mike Hall,Treasurer,,REP,Nicholas,Precinct 5,26
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Nicholas,Precinct 5,12
Patrick Morrisey,Attorney General,,REP,Nicholas,Precinct 5,36
"Paul ""P. J."" Louk ",State Senate,11,REP,Nicholas,Precinct 5,68
Margaret Kerr Beckwith,State Senate,11,REP,Nicholas,Precinct 5,61
Adam R. Young,House of Delegates,41,REP,Nicholas,Precinct 5,
Jeff M. Asbury,House of Delegates,41,REP,Nicholas,Precinct 5,
Dana L. Lynch,House of Delegates,44,REP,Nicholas,Precinct 5,33
Sue Blake Andersen,House of Delegates,44,REP,Nicholas,Precinct 5,63
Joe Talbott,House of Delegates,44,REP,Nicholas,Precinct 5,64
William D. Stover,House of Delegates,32,REP,Nicholas,Precinct 5,
Tom Louisos,House of Delegates,32,REP,Nicholas,Precinct 5,
Jonathan Walkup,House of Delegates,32,REP,Nicholas,Precinct 5,
Margaret Anne Staggers,House of Delegates,32,REP,Nicholas,Precinct 5,
John Pino,House of Delegates,32,REP,Nicholas,Precinct 5,
Dave Perry,House of Delegates,32,REP,Nicholas,Precinct 5,
Jan M. Lafferty ,House of Delegates,32,REP,Nicholas,Precinct 5,
Keith Judd,President ,,DEM,Nicholas,Precinct 7,52
Barack Obama,President ,,DEM,Nicholas,Precinct 7,74
Sheirl Fletcher,U.S. Senate,,DEM,Nicholas,Precinct 7,31
Joe Manchin III,U.S. Senate,,DEM,Nicholas,Precinct 7,108
Nick J. Rahall II,U.S. House,,DEM,Nicholas,Precinct 7,124
Earl Ray Tomblin,Governor,,DEM,Nicholas,Precinct 7,114
Arne Moltis,Governor,,DEM,Nicholas,Precinct 7,26
Natalie E. Tennant,Secretary of State ,,DEM,Nicholas,Precinct 7,130
Glen B. Gainer III,Auditor,,DEM,Nicholas,Precinct 7,123
John D. Perdue,Treasurer,,DEM,Nicholas,Precinct 7,115
Walt Helmick,Commissioner of Agriculture,,DEM,Nicholas,Precinct 7,87
Joe Messineo,Commissioner of Agriculture,,DEM,Nicholas,Precinct 7,6
Bobb Tabb,Commissioner of Agriculture,,DEM,Nicholas,Precinct 7,10
Steve Miller,Commissioner of Agriculture,,DEM,Nicholas,Precinct 7,11
Sally Shepherd ,Commissioner of Agriculture,,DEM,Nicholas,Precinct 7,22
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Nicholas,Precinct 7,122
Clark Barnes,State Senate,11,DEM,Nicholas,Precinct 7,22
Jordan C. Hill,House of Delegates,,DEM,Nicholas,Precinct 7,
Robert Karnes,House of Delegates,44,DEM,Nicholas,Precinct 7,6
"Duane Borchers, Sr.",House of Delegates,44,DEM,Nicholas,Precinct 7,18
Newt Gingrich,President ,,REP,Nicholas,Precinct 7,0
Ron Paul,President ,,REP,Nicholas,Precinct 7,2
Mitt Romney,President ,,REP,Nicholas,Precinct 7,21
"Charles ""Buddy"" Roemer",President ,,REP,Nicholas,Precinct 7,1
Rick Santorum,President ,,REP,Nicholas,Precinct 7,3
John R. Raese,U.S. Senate,,REP,Nicholas,Precinct 7,23
Rick Snuffer,U.S. House,3,REP,Nicholas,Precinct 7,14
Bill Lester,U.S. House,3,REP,Nicholas,Precinct 7,6
Lee A. Bias,U.S. House,3,REP,Nicholas,Precinct 7,4
Ralph William Clark,Governor,,REP,Nicholas,Precinct 7,5
Bill Maloney,Governor,,REP,Nicholas,Precinct 7,22
Brian Savilla,Secretary of State ,,REP,Nicholas,Precinct 7,20
Larry V. Faircloth,Auditor,,REP,Nicholas,Precinct 7,22
Mike Hall,Treasurer,,REP,Nicholas,Precinct 7,11
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Nicholas,Precinct 7,11
Patrick Morrisey,Attorney General,,REP,Nicholas,Precinct 7,20
"Paul ""P. J."" Louk ",State Senate,11,REP,Nicholas,Precinct 7,38
Margaret Kerr Beckwith,State Senate,11,REP,Nicholas,Precinct 7,76
Adam R. Young,House of Delegates,41,REP,Nicholas,Precinct 7,
Jeff M. Asbury,House of Delegates,41,REP,Nicholas,Precinct 7,
Dana L. Lynch,House of Delegates,44,REP,Nicholas,Precinct 7,24
Sue Blake Andersen,House of Delegates,44,REP,Nicholas,Precinct 7,68
Joe Talbott,House of Delegates,44,REP,Nicholas,Precinct 7,52
William D. Stover,House of Delegates,32,REP,Nicholas,Precinct 7,
Tom Louisos,House of Delegates,32,REP,Nicholas,Precinct 7,
Jonathan Walkup,House of Delegates,32,REP,Nicholas,Precinct 7,
Margaret Anne Staggers,House of Delegates,32,REP,Nicholas,Precinct 7,
John Pino,House of Delegates,32,REP,Nicholas,Precinct 7,
Dave Perry,House of Delegates,32,REP,Nicholas,Precinct 7,
Jan M. Lafferty ,House of Delegates,32,REP,Nicholas,Precinct 7,
Keith Judd,President ,,DEM,Nicholas,Precinct 8,25
Barack Obama,President ,,DEM,Nicholas,Precinct 8,63
Sheirl Fletcher,U.S. Senate,,DEM,Nicholas,Precinct 8,25
Joe Manchin III,U.S. Senate,,DEM,Nicholas,Precinct 8,67
Nick J. Rahall II,U.S. House,,DEM,Nicholas,Precinct 8,84
Earl Ray Tomblin,Governor,,DEM,Nicholas,Precinct 8,77
Arne Moltis,Governor,,DEM,Nicholas,Precinct 8,16
Natalie E. Tennant,Secretary of State ,,DEM,Nicholas,Precinct 8,84
Glen B. Gainer III,Auditor,,DEM,Nicholas,Precinct 8,81
John D. Perdue,Treasurer,,DEM,Nicholas,Precinct 8,80
Walt Helmick,Commissioner of Agriculture,,DEM,Nicholas,Precinct 8,75
Joe Messineo,Commissioner of Agriculture,,DEM,Nicholas,Precinct 8,3
Bobb Tabb,Commissioner of Agriculture,,DEM,Nicholas,Precinct 8,4
Steve Miller,Commissioner of Agriculture,,DEM,Nicholas,Precinct 8,7
Sally Shepherd ,Commissioner of Agriculture,,DEM,Nicholas,Precinct 8,5
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Nicholas,Precinct 8,80
Clark Barnes,State Senate,11,DEM,Nicholas,Precinct 8,18
Jordan C. Hill,House of Delegates,,DEM,Nicholas,Precinct 8,
Robert Karnes,House of Delegates,44,DEM,Nicholas,Precinct 8,5
"Duane Borchers, Sr.",House of Delegates,44,DEM,Nicholas,Precinct 8,16
Newt Gingrich,President ,,REP,Nicholas,Precinct 8,2
Ron Paul,President ,,REP,Nicholas,Precinct 8,5
Mitt Romney,President ,,REP,Nicholas,Precinct 8,12
"Charles ""Buddy"" Roemer",President ,,REP,Nicholas,Precinct 8,0
Rick Santorum,President ,,REP,Nicholas,Precinct 8,5
John R. Raese,U.S. Senate,,REP,Nicholas,Precinct 8,23
Rick Snuffer,U.S. House,3,REP,Nicholas,Precinct 8,12
Bill Lester,U.S. House,3,REP,Nicholas,Precinct 8,9
Lee A. Bias,U.S. House,3,REP,Nicholas,Precinct 8,0
Ralph William Clark,Governor,,REP,Nicholas,Precinct 8,5
Bill Maloney,Governor,,REP,Nicholas,Precinct 8,18
Brian Savilla,Secretary of State ,,REP,Nicholas,Precinct 8,19
Larry V. Faircloth,Auditor,,REP,Nicholas,Precinct 8,17
Mike Hall,Treasurer,,REP,Nicholas,Precinct 8,8
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Nicholas,Precinct 8,10
Patrick Morrisey,Attorney General,,REP,Nicholas,Precinct 8,18
"Paul ""P. J."" Louk ",State Senate,11,REP,Nicholas,Precinct 8,28
Margaret Kerr Beckwith,State Senate,11,REP,Nicholas,Precinct 8,47
Adam R. Young,House of Delegates,41,REP,Nicholas,Precinct 8,
Jeff M. Asbury,House of Delegates,41,REP,Nicholas,Precinct 8,
Dana L. Lynch,House of Delegates,44,REP,Nicholas,Precinct 8,19
Sue Blake Andersen,House of Delegates,44,REP,Nicholas,Precinct 8,46
Joe Talbott,House of Delegates,44,REP,Nicholas,Precinct 8,30
William D. Stover,House of Delegates,32,REP,Nicholas,Precinct 8,
Tom Louisos,House of Delegates,32,REP,Nicholas,Precinct 8,
Jonathan Walkup,House of Delegates,32,REP,Nicholas,Precinct 8,
Margaret Anne Staggers,House of Delegates,32,REP,Nicholas,Precinct 8,
John Pino,House of Delegates,32,REP,Nicholas,Precinct 8,
Dave Perry,House of Delegates,32,REP,Nicholas,Precinct 8,
Jan M. Lafferty ,House of Delegates,32,REP,Nicholas,Precinct 8,
Keith Judd,President ,,DEM,Nicholas,Precinct 9,24
Barack Obama,President ,,DEM,Nicholas,Precinct 9,46
Sheirl Fletcher,U.S. Senate,,DEM,Nicholas,Precinct 9,11
Joe Manchin III,U.S. Senate,,DEM,Nicholas,Precinct 9,61
Nick J. Rahall II,U.S. House,,DEM,Nicholas,Precinct 9,69
Earl Ray Tomblin,Governor,,DEM,Nicholas,Precinct 9,66
Arne Moltis,Governor,,DEM,Nicholas,Precinct 9,8
Natalie E. Tennant,Secretary of State ,,DEM,Nicholas,Precinct 9,68
Glen B. Gainer III,Auditor,,DEM,Nicholas,Precinct 9,65
John D. Perdue,Treasurer,,DEM,Nicholas,Precinct 9,66
Walt Helmick,Commissioner of Agriculture,,DEM,Nicholas,Precinct 9,45
Joe Messineo,Commissioner of Agriculture,,DEM,Nicholas,Precinct 9,4
Bobb Tabb,Commissioner of Agriculture,,DEM,Nicholas,Precinct 9,1
Steve Miller,Commissioner of Agriculture,,DEM,Nicholas,Precinct 9,11
Sally Shepherd ,Commissioner of Agriculture,,DEM,Nicholas,Precinct 9,8
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Nicholas,Precinct 9,71
Clark Barnes,State Senate,11,DEM,Nicholas,Precinct 9,11
Jordan C. Hill,House of Delegates,,DEM,Nicholas,Precinct 9,
Robert Karnes,House of Delegates,44,DEM,Nicholas,Precinct 9,1
"Duane Borchers, Sr.",House of Delegates,44,DEM,Nicholas,Precinct 9,11
Newt Gingrich,President ,,REP,Nicholas,Precinct 9,2
Ron Paul,President ,,REP,Nicholas,Precinct 9,0
Mitt Romney,President ,,REP,Nicholas,Precinct 9,11
"Charles ""Buddy"" Roemer",President ,,REP,Nicholas,Precinct 9,1
Rick Santorum,President ,,REP,Nicholas,Precinct 9,2
John R. Raese,U.S. Senate,,REP,Nicholas,Precinct 9,13
Rick Snuffer,U.S. House,3,REP,Nicholas,Precinct 9,6
Bill Lester,U.S. House,3,REP,Nicholas,Precinct 9,4
Lee A. Bias,U.S. House,3,REP,Nicholas,Precinct 9,1
Ralph William Clark,Governor,,REP,Nicholas,Precinct 9,3
Bill Maloney,Governor,,REP,Nicholas,Precinct 9,13
Brian Savilla,Secretary of State ,,REP,Nicholas,Precinct 9,11
Larry V. Faircloth,Auditor,,REP,Nicholas,Precinct 9,10
Mike Hall,Treasurer,,REP,Nicholas,Precinct 9,5
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Nicholas,Precinct 9,5
Patrick Morrisey,Attorney General,,REP,Nicholas,Precinct 9,11
"Paul ""P. J."" Louk ",State Senate,11,REP,Nicholas,Precinct 9,19
