candidate,office,district,party,county,precinct,total votes
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 12,46
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 12,44
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 12,43
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 12,19
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 12,4
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 12,5
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 12,1
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 12,12
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 12,41
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 12,39
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 12,42
Mitt Romney,President ,,REP,Lewis,Precinct 12,46
Newt Gingrich,President ,,REP,Lewis,Precinct 12,3
Rick Santorum,President ,,REP,Lewis,Precinct 12,2
Ron Paul,President ,,REP,Lewis,Precinct 12,4
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 12,1
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 12,55
Michael Davis,U.S. House,2,REP,Lewis,Precinct 12,2
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 12,1
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 12,56
Ralph William Clark,Governor,,REP,Lewis,Precinct 12,5
Bill Maloney,Governor,,REP,Lewis,Precinct 12,48
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 12,47
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 12,45
Mike Hall,Treasurer,,REP,Lewis,Precinct 12,26
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 12,20
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 12,49
Barack Obama,President ,,DEM,Lewis,Precinct 13,98
Keith Judd,President ,,DEM,Lewis,Precinct 13,77
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 13,164
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 13,31
William McCann,U.S. House,2,DEM,Lewis,Precinct 13,97
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 13,25
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 13,35
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 13,170
Arne Moltis,Governor,,DEM,Lewis,Precinct 13,25
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 13,184
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 13,177
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 13,176
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 13,67
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 13,28
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 13,21
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 13,2
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 13,65
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 13,173
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 13,173
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 13,167
Mitt Romney,President ,,REP,Lewis,Precinct 13,150
Newt Gingrich,President ,,REP,Lewis,Precinct 13,14
Rick Santorum,President ,,REP,Lewis,Precinct 13,16
Ron Paul,President ,,REP,Lewis,Precinct 13,13
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 13,2
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 13,202
Michael Davis,U.S. House,2,REP,Lewis,Precinct 13,25
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 13,7
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 13,184
Ralph William Clark,Governor,,REP,Lewis,Precinct 13,27
Bill Maloney,Governor,,REP,Lewis,Precinct 13,181
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 13,173
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 13,168
Mike Hall,Treasurer,,REP,Lewis,Precinct 13,123
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 13,60
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 13,170
Barack Obama,President ,,DEM,Lewis,Precinct 14,34
Keith Judd,President ,,DEM,Lewis,Precinct 14,48
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 14,74
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 14,23
William McCann,U.S. House,2,DEM,Lewis,Precinct 14,44
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 14,13
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 14,17
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 14,74
Arne Moltis,Governor,,DEM,Lewis,Precinct 14,20
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 14,80
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 14,82
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 14,78
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 14,28
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 14,14
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 14,10
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 14,4
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 14,32
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 14,77
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 14,80
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 14,88
Mitt Romney,President ,,REP,Lewis,Precinct 14,58
Newt Gingrich,President ,,REP,Lewis,Precinct 14,1
Rick Santorum,President ,,REP,Lewis,Precinct 14,6
Ron Paul,President ,,REP,Lewis,Precinct 14,7
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 14,0
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 14,62
Michael Davis,U.S. House,2,REP,Lewis,Precinct 14,5
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 14,3
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 14,65
Ralph William Clark,Governor,,REP,Lewis,Precinct 14,14
Bill Maloney,Governor,,REP,Lewis,Precinct 14,57
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 14,51
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 14,50
Mike Hall,Treasurer,,REP,Lewis,Precinct 14,27
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 14,25
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 14,56
Barack Obama,President ,,DEM,Lewis,Precinct 15,78
Keith Judd,President ,,DEM,Lewis,Precinct 15,62
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 15,130
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 15,35
William McCann,U.S. House,2,DEM,Lewis,Precinct 15,77
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 15,32
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 15,31
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 15,135
Arne Moltis,Governor,,DEM,Lewis,Precinct 15,29
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 15,154
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 15,143
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 15,142
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 15,49
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 15,19
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 15,23
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 15,2
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 15,58
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 15,137
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 15,137
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 15,140
Mitt Romney,President ,,REP,Lewis,Precinct 15,125
Newt Gingrich,President ,,REP,Lewis,Precinct 15,17
Rick Santorum,President ,,REP,Lewis,Precinct 15,16
Ron Paul,President ,,REP,Lewis,Precinct 15,7
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 15,1
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 15,149
Michael Davis,U.S. House,2,REP,Lewis,Precinct 15,15
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 15,1
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 15,156
Ralph William Clark,Governor,,REP,Lewis,Precinct 15,22
Bill Maloney,Governor,,REP,Lewis,Precinct 15,140
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 15,124
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 15,126
Mike Hall,Treasurer,,REP,Lewis,Precinct 15,103
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 15,40
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 15,129
Barack Obama,President ,,DEM,Lewis,Precinct 16,30
Keith Judd,President ,,DEM,Lewis,Precinct 16,20
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 16,48
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 16,8
William McCann,U.S. House,2,DEM,Lewis,Precinct 16,27
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 16,14
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 16,7
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 16,45
Arne Moltis,Governor,,DEM,Lewis,Precinct 16,11
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 16,52
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 16,51
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 16,50
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 16,15
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 16,8
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 16,8
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 16,2
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 16,17
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 16,51
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 16,47
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 16,48
Mitt Romney,President ,,REP,Lewis,Precinct 16,20
Newt Gingrich,President ,,REP,Lewis,Precinct 16,1
Rick Santorum,President ,,REP,Lewis,Precinct 16,0
Ron Paul,President ,,REP,Lewis,Precinct 16,5
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 16,0
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 16,24
Michael Davis,U.S. House,2,REP,Lewis,Precinct 16,1
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 16,0
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 16,26
Ralph William Clark,Governor,,REP,Lewis,Precinct 16,4
Bill Maloney,Governor,,REP,Lewis,Precinct 16,18
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 16,20
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 16,19
Mike Hall,Treasurer,,REP,Lewis,Precinct 16,13
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 16,5
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 16,19
Barack Obama,President ,,DEM,Lewis,Precinct 17,46
Keith Judd,President ,,DEM,Lewis,Precinct 17,40
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 17,73
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 17,21
William McCann,U.S. House,2,DEM,Lewis,Precinct 17,52
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 17,14
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 17,14
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 17,80
Arne Moltis,Governor,,DEM,Lewis,Precinct 17,13
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 17,86
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 17,84
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 17,82
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 17,26
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 17,22
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 17,13
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 17,1
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 17,23
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 17,82
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 17,82
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 17,87
Mitt Romney,President ,,REP,Lewis,Precinct 17,45
Newt Gingrich,President ,,REP,Lewis,Precinct 17,3
Rick Santorum,President ,,REP,Lewis,Precinct 17,5
Ron Paul,President ,,REP,Lewis,Precinct 17,3
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 17,0
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 17,50
Michael Davis,U.S. House,2,REP,Lewis,Precinct 17,10
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 17,0
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 17,47
Ralph William Clark,Governor,,REP,Lewis,Precinct 17,7
Bill Maloney,Governor,,REP,Lewis,Precinct 17,48
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 17,44
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 17,44
Mike Hall,Treasurer,,REP,Lewis,Precinct 17,33
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 17,14
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 17,47
Barack Obama,President ,,DEM,Lewis,Precinct 18,27
Keith Judd,President ,,DEM,Lewis,Precinct 18,13
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 18,37
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 18,6
William McCann,U.S. House,2,DEM,Lewis,Precinct 18,27
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 18,7
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 18,6
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 18,36
Arne Moltis,Governor,,DEM,Lewis,Precinct 18,10
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 18,42
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 18,39
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 18,38
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 18,10
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 18,6
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 18,7
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 18,1
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 18,20
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 18,41
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 18,36
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 18,38
Mitt Romney,President ,,REP,Lewis,Precinct 18,25
Newt Gingrich,President ,,REP,Lewis,Precinct 18,1
Rick Santorum,President ,,REP,Lewis,Precinct 18,0
Ron Paul,President ,,REP,Lewis,Precinct 18,4
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 18,0
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 18,27
Michael Davis,U.S. House,2,REP,Lewis,Precinct 18,3
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 18,2
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 18,27
Ralph William Clark,Governor,,REP,Lewis,Precinct 18,6
Bill Maloney,Governor,,REP,Lewis,Precinct 18,20
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 18,21
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 18,15
Mike Hall,Treasurer,,REP,Lewis,Precinct 18,17
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 18,6
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 18,19
Barack Obama,President ,,DEM,Lewis,Precinct 19,30
Keith Judd,President ,,DEM,Lewis,Precinct 19,27
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 19,48
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 19,15
William McCann,U.S. House,2,DEM,Lewis,Precinct 19,32
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 19,8
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 19,8
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 19,52
Arne Moltis,Governor,,DEM,Lewis,Precinct 19,12
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 19,58
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 19,54
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 19,57
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 19,21
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 19,6
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 19,7
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 19,1
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 19,21
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 19,53
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 19,53
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 19,56
Mitt Romney,President ,,REP,Lewis,Precinct 19,32
Newt Gingrich,President ,,REP,Lewis,Precinct 19,2
Rick Santorum,President ,,REP,Lewis,Precinct 19,4
Ron Paul,President ,,REP,Lewis,Precinct 19,5
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 19,0
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 19,34
Michael Davis,U.S. House,2,REP,Lewis,Precinct 19,4
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 19,0
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 19,40
Ralph William Clark,Governor,,REP,Lewis,Precinct 19,8
Bill Maloney,Governor,,REP,Lewis,Precinct 19,34
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 19,26
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 19,30
Mike Hall,Treasurer,,REP,Lewis,Precinct 19,23
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 19,11
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 19,29
Barack Obama,President ,,DEM,Lewis,Precinct 20,74
Keith Judd,President ,,DEM,Lewis,Precinct 20,68
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 20,140
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 20,31
William McCann,U.S. House,2,DEM,Lewis,Precinct 20,76
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 20,39
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 20,16
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 20,153
Arne Moltis,Governor,,DEM,Lewis,Precinct 20,17
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 20,153
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 20,147
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 20,143
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 20,48
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 20,21
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 20,25
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 20,4
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 20,50
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 20,147
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 20,132
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 20,145
Mitt Romney,President ,,REP,Lewis,Precinct 20,108
Newt Gingrich,President ,,REP,Lewis,Precinct 20,10
Rick Santorum,President ,,REP,Lewis,Precinct 20,9
Ron Paul,President ,,REP,Lewis,Precinct 20,2
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 20,3
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 20,114
Michael Davis,U.S. House,2,REP,Lewis,Precinct 20,20
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 20,1
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 20,117
Ralph William Clark,Governor,,REP,Lewis,Precinct 20,12
Bill Maloney,Governor,,REP,Lewis,Precinct 20,113
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 20,91
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 20,89
Mike Hall,Treasurer,,REP,Lewis,Precinct 20,79
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 20,31
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 20,100
Barack Obama,President ,,DEM,Lewis,Precinct 21,49
Keith Judd,President ,,DEM,Lewis,Precinct 21,40
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 21,83
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 21,22
William McCann,U.S. House,2,DEM,Lewis,Precinct 21,44
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 21,24
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 21,13
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 21,91
Arne Moltis,Governor,,DEM,Lewis,Precinct 21,13
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 21,96
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 21,93
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 21,86
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 21,26
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 21,18
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 21,13
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 21,7
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 21,29
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 21,93
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 21,85
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 21,88
Mitt Romney,President ,,REP,Lewis,Precinct 21,41
Newt Gingrich,President ,,REP,Lewis,Precinct 21,11
Rick Santorum,President ,,REP,Lewis,Precinct 21,5
Ron Paul,President ,,REP,Lewis,Precinct 21,6
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 21,0
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 21,58
Michael Davis,U.S. House,2,REP,Lewis,Precinct 21,15
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 21,3
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 21,47
Ralph William Clark,Governor,,REP,Lewis,Precinct 21,10
Bill Maloney,Governor,,REP,Lewis,Precinct 21,51
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 21,51
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 21,51
Mike Hall,Treasurer,,REP,Lewis,Precinct 21,37
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 21,16
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 21,51
Barack Obama,President ,,DEM,Lewis,Precinct 22,20
Keith Judd,President ,,DEM,Lewis,Precinct 22,14
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 22,39
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 22,3
William McCann,U.S. House,2,DEM,Lewis,Precinct 22,17
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 22,13
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 22,5
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 22,38
Arne Moltis,Governor,,DEM,Lewis,Precinct 22,5
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 22,37
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 22,34
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 22,37
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 22,26
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 22,2
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 22,3
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 22,3
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 22,9
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 22,34
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 22,31
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 22,32
Mitt Romney,President ,,REP,Lewis,Precinct 22,25
Newt Gingrich,President ,,REP,Lewis,Precinct 22,4
Rick Santorum,President ,,REP,Lewis,Precinct 22,1
Ron Paul,President ,,REP,Lewis,Precinct 22,4
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 22,0
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 22,27
Michael Davis,U.S. House,2,REP,Lewis,Precinct 22,7
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 22,0
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 22,27
Ralph William Clark,Governor,,REP,Lewis,Precinct 22,5
Bill Maloney,Governor,,REP,Lewis,Precinct 22,26
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 22,21
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 22,21
Mike Hall,Treasurer,,REP,Lewis,Precinct 22,17
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 22,7
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 22,24
Barack Obama,President ,,DEM,Lewis,Precinct 23,58
Keith Judd,President ,,DEM,Lewis,Precinct 23,159
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 23,114
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 23,28
William McCann,U.S. House,2,DEM,Lewis,Precinct 23,64
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 23,25
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 23,21
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 23,112
Arne Moltis,Governor,,DEM,Lewis,Precinct 23,25
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 23,122
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 23,121
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 23,117
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 23,34
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 23,16
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 23,19
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 23,4
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 23,51
