candidate,office,district,party,county,precinct,total votes
Ron Paul,President ,,REP,Mason,Precinct 1,3
"Charles ""Buddy"" Roemer",President ,,REP,Mason,Precinct 1,1
Mitt Romney,President ,,REP,Mason,Precinct 1,24
Newt Gingrich,President ,,REP,Mason,Precinct 1,4
Rick Santorum,President ,,REP,Mason,Precinct 1,1
John R. Raese,US Senate,,REP,Mason,Precinct 1,26
Rick Snuffer,US House,3,REP,Mason,Precinct 1,7
Lee A. Bias,US House,3,REP,Mason,Precinct 1,19
Bill Lester,US House,3,REP,Mason,Precinct 1,4
Bill Maloney,Governor,,REP,Mason,Precinct 1,24
Ralph William Clark,Governor,,REP,Mason,Precinct 1,8
Brian Savilla,Secretary of State ,,REP,Mason,Precinct 1,31
Larry V. Faircloth,Auditor,,REP,Mason,Precinct 1,27
Mike Hall,Treasurer,,REP,Mason,Precinct 1,27
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mason,Precinct 1,6
Patrick Morrisey,Attorney General,,REP,Mason,Precinct 1,27
Mitch B. Carmichael ,State Senate,4,REP,Mason,Precinct 1,31
John C. Casey,House of Delegates,14,REP,Mason,Precinct 1,21
Darrell Justin Black ,House of Delegates,14,REP,Mason,Precinct 1,1
Jim Butler,House of Delegates,14,REP,Mason,Precinct 1,13
Scott Cadle,House of Delegates,13,REP,Mason,Precinct 1,
"Brian ""Scotty"" Scott",House of Delegates,13,REP,Mason,Precinct 1,
"Nathan ""Nate"" Westfall ",House of Delegates,13,REP,Mason,Precinct 1,
Harold Landers,House of Delegates,13,REP,Mason,Precinct 1,
Keith Judd,President ,,DEM,Mason,Precinct 1,24
Barack Obama,President ,,DEM,Mason,Precinct 1,21
Joe Manchin III,US Senate,,DEM,Mason,Precinct 1,41
Sheirl Fletcher,US Senate,,DEM,Mason,Precinct 1,7
Nick J. Rahall II,US House,,DEM,Mason,Precinct 1,41
Arne Moltis,Governor,,DEM,Mason,Precinct 1,7
Earl Ray Tomblin,Governor,,DEM,Mason,Precinct 1,41
Natalie E. Tennant,Secretary of State ,,DEM,Mason,Precinct 1,41
Glen B. Gainer III,Auditor,,DEM,Mason,Precinct 1,38
John D. Perdue,Treasurer,,DEM,Mason,Precinct 1,43
Bobb Tabb,Commissioner of Agriculture,,DEM,Mason,Precinct 1,7
Walt Helmick,Commissioner of Agriculture,,DEM,Mason,Precinct 1,7
Joe Messineo,Commissioner of Agriculture,,DEM,Mason,Precinct 1,16
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mason,Precinct 1,15
Steve Miller,Commissioner of Agriculture,,DEM,Mason,Precinct 1,8
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mason,Precinct 1,44
"Michael ""Mike"" Bright",State Senate,4,DEM,Mason,Precinct 1,14
Marla Dee Ingels ,State Senate,4,DEM,Mason,Precinct 1,32
