candidate,office,district,party,county,precinct,votes
Ron Paul,President,,REP,Doddridge,Precinct # 2,14
Newt Gingrich,President,,REP,Doddridge,Precinct # 2,17
"Charles ""Buddy"" Roemer",President,,REP,Doddridge,Precinct # 2,4
Mitt Romney,President,,REP,Doddridge,Precinct # 2,133
Rick Santorum,President,,REP,Doddridge,Precinct # 2,21
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct # 2,151
David B. McKinley,U.S. House,,REP,Doddridge,Precinct # 2,144
Ralph William Clark,Governor,,REP,Doddridge,Precinct # 2,27
Bill Maloney,Governor,,REP,Doddridge,Precinct # 2,151
Brian Savilla,Secretary of State,,REP,Doddridge,Precinct # 2,138
Larry V. Faircloth,Auditor,,REP,Doddridge,Precinct # 2,137
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Doddridge,Precinct # 2,71
Mike Hall,Treasurer,,REP,Doddridge,Precinct # 2,85
Patrick Morrisey,Attorney General,,REP,Doddridge,Precinct # 2,143
Wm. Roger Romine,House of Delegates,,REP,Doddridge,Precinct # 2,166
Keith Judd,President,,DEM,Doddridge,Precinct # 2,28
Barack Obama,President,,DEM,Doddridge,Precinct # 2,19
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct # 2,47
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct # 2,7
Sue Thorn,U.S. House,,DEM,Doddridge,Precinct # 2,40
Earl Ray Tomblin,Governor,,DEM,Doddridge,Precinct # 2,41
Arne Moltis,Governor,,DEM,Doddridge,Precinct # 2,12
Natalie E. Tennant,Secretary of State,,DEM,Doddridge,Precinct # 2,46
Glen B. Gainer III,Auditor,,DEM,Doddridge,Precinct # 2,44
John D. Perdue,Treasurer,,DEM,Doddridge,Precinct # 2,44
Walt Helmick,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 2,13
Steve Miller,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 2,16
Bob Tabb,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 2,3
Joe Messineo,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 2,9
Sally Shepherd,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 2,7
"Darrell V McGraw, Jr.",Attorney General,,DEM,Doddridge,Precinct # 2,46
Jeffrey V. Kessler,State Senate,,DEM,Doddridge,Precinct # 2,43
Charlie DeLauder,House of Delegates,,DEM,Doddridge,Precinct # 2,33
Karl Paul,House of Delegates,,DEM,Doddridge,Precinct # 2,15
Ron Paul,President,,REP,Doddridge,Precinct # 4,8
Newt Gingrich,President,,REP,Doddridge,Precinct # 4,3
"Charles ""Buddy"" Roemer",President,,REP,Doddridge,Precinct # 4,0
Mitt Romney,President,,REP,Doddridge,Precinct # 4,35
Rick Santorum,President,,REP,Doddridge,Precinct # 4,1
John R. Raese,U.S. Senate,,REP,Doddridge,Precinct # 4,40
David B. McKinley,U.S. House,,REP,Doddridge,Precinct # 4,36
Ralph William Clark,Governor,,REP,Doddridge,Precinct # 4,11
Bill Maloney,Governor,,REP,Doddridge,Precinct # 4,38
Brian Savilla,Secretary of State,,REP,Doddridge,Precinct # 4,35
Larry V. Faircloth,Auditor,,REP,Doddridge,Precinct # 4,35
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Doddridge,Precinct # 4,23
Mike Hall,Treasurer,,REP,Doddridge,Precinct # 4,17
Patrick Morrisey,Attorney General,,REP,Doddridge,Precinct # 4,36
Wm. Roger Romine,House of Delegates,,REP,Doddridge,Precinct # 4,46
Keith Judd,President,,DEM,Doddridge,Precinct # 4,4
Barack Obama,President,,DEM,Doddridge,Precinct # 4,10
Joe Manchin III,U.S. Senate,,DEM,Doddridge,Precinct # 4,14
Sheirl Fletcher,U.S. Senate,,DEM,Doddridge,Precinct # 4,2
Sue Thorn,U.S. House,,DEM,Doddridge,Precinct # 4,16
Earl Ray Tomblin,Governor,,DEM,Doddridge,Precinct # 4,11
Arne Moltis,Governor,,DEM,Doddridge,Precinct # 4,4
Natalie E. Tennant,Secretary of State,,DEM,Doddridge,Precinct # 4,15
Glen B. Gainer III,Auditor,,DEM,Doddridge,Precinct # 4,15
John D. Perdue,Treasurer,,DEM,Doddridge,Precinct # 4,14
Walt Helmick,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 4,3
Steve Miller,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 4,5
Bob Tabb,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 4,2
Joe Messineo,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 4,2
Sally Shepherd,Commissioner of Agriculture,,DEM,Doddridge,Precinct # 4,3
"Darrell V McGraw, Jr.",Attorney General,,DEM,Doddridge,Precinct # 4,12
Jeffrey V. Kessler,State Senate,,DEM,Doddridge,Precinct # 4,13
Charlie DeLauder,House of Delegates,,DEM,Doddridge,Precinct # 4,9
Karl Paul,House of Delegates,,DEM,Doddridge,Precinct # 4,2
Ron Paul,President,,REP,Doddridge,Precinct # 6,11
Newt Gingrich,President,,REP,Doddridge,Precinct # 6,8
