candidate,office,district,party,county,precinct,total votes
Mike Hall,Treasurer,,REP,Wirt,Precinct 2,5
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,Precinct 2,6
Patrick Morrisey,Attorney General,,REP,Wirt,Precinct 2,10
Donna J. Boley,State Senate,3,REP,Wirt,Precinct 2,14
Anna Border,House of Delegates,,REP,Wirt,Precinct 2,11
Keith Judd,President,,DEM,Wirt,Precinct 2,18
Barack Obama,President,,DEM,Wirt,Precinct 2,26
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,Precinct 2,9
Joe Manchin III,U.S. Senate,,DEM,Wirt,Precinct 2,38
Howard Swint,U.S. House,2,DEM,Wirt,Precinct 2,16
Odgalo Brown,U.S. House,2,DEM,Wirt,Precinct 2,6
William McCann,U.S. House,2,DEM,Wirt,Precinct 2,16
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 2,35
Arne Moltis,Governor,,DEM,Wirt,Precinct 2,13
Natalie E. Tennant,Secretary of State,,DEM,Wirt,Precinct 2,42
Glen B. Gainer III,Auditor,,DEM,Wirt,Precinct 2,40
John D. Perdue,Treasurer,,DEM,Wirt,Precinct 2,33
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,Precinct 2,27
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,Precinct 2,1
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,Precinct 2,3
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,Precinct 2,5
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,Precinct 2,4
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,Precinct 2,40
Jim Marion,House of Delegates,,DEM,Wirt,Precinct 2,42
Rick Santorum,President,,REP,Wirt,Precinct 7,14
Mitt Romney,President,,REP,Wirt,Precinct 7,35
"Charles ""Buddy"" Roemer",President,,REP,Wirt,Precinct 7,0
Newt Gingrich,President,,REP,Wirt,Precinct 7,7
Ron Paul,President,,REP,Wirt,Precinct 7,12
John R. Raese,U.S. Senate,,REP,Wirt,Precinct 7,44
Shelley Moore Capito,U.S. House,2,REP,Wirt,Precinct 7,68
Michael Davis,U.S. House,2,REP,Wirt,Precinct 7,2
Jonathan Miller,U.S. House,2,REP,Wirt,Precinct 7,2
Ralph William Clark,Governor,,REP,Wirt,Precinct 7,7
Bill Maloney,Governor,,REP,Wirt,Precinct 7,52
Brian Savilla,Secretary of State,,REP,Wirt,Precinct 7,43
Larry V. Faircloth,Auditor,,REP,Wirt,Precinct 7,38
Mike Hall,Treasurer,,REP,Wirt,Precinct 7,29
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,Precinct 7,14
Patrick Morrisey,Attorney General,,REP,Wirt,Precinct 7,39
Donna J. Boley,State Senate,3,REP,Wirt,Precinct 7,58
Anna Border,House of Delegates,,REP,Wirt,Precinct 7,61
Keith Judd,President,,DEM,Wirt,Precinct 7,52
Barack Obama,President,,DEM,Wirt,Precinct 7,80
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,Precinct 7,14
Joe Manchin III,U.S. Senate,,DEM,Wirt,Precinct 7,141
Howard Swint,U.S. House,2,DEM,Wirt,Precinct 7,54
Odgalo Brown,U.S. House,2,DEM,Wirt,Precinct 7,31
William McCann,U.S. House,2,DEM,Wirt,Precinct 7,38
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 7,133
Arne Moltis,Governor,,DEM,Wirt,Precinct 7,18
Natalie E. Tennant,Secretary of State,,DEM,Wirt,Precinct 7,134
Glen B. Gainer III,Auditor,,DEM,Wirt,Precinct 7,138
John D. Perdue,Treasurer,,DEM,Wirt,Precinct 7,126
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,Precinct 7,73
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,Precinct 7,7
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,Precinct 7,11
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,Precinct 7,12
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,Precinct 7,24
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,Precinct 7,139
Jim Marion,House of Delegates,,DEM,Wirt,Precinct 7,123
Rick Santorum,President,,REP,Wirt,Precinct 7A,13
Mitt Romney,President,,REP,Wirt,Precinct 7A,66
"Charles ""Buddy"" Roemer",President,,REP,Wirt,Precinct 7A,0
Newt Gingrich,President,,REP,Wirt,Precinct 7A,8
Ron Paul,President,,REP,Wirt,Precinct 7A,8
John R. Raese,U.S. Senate,,REP,Wirt,Precinct 7A,65
Shelley Moore Capito,U.S. House,2,REP,Wirt,Precinct 7A,81
Michael Davis,U.S. House,2,REP,Wirt,Precinct 7A,8
Jonathan Miller,U.S. House,2,REP,Wirt,Precinct 7A,2
Ralph William Clark,Governor,,REP,Wirt,Precinct 7A,14
Bill Maloney,Governor,,REP,Wirt,Precinct 7A,73
Brian Savilla,Secretary of State,,REP,Wirt,Precinct 7A,67
Larry V. Faircloth,Auditor,,REP,Wirt,Precinct 7A,63
Mike Hall,Treasurer,,REP,Wirt,Precinct 7A,35
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,Precinct 7A,37
Patrick Morrisey,Attorney General,,REP,Wirt,Precinct 7A,64
Donna J. Boley,State Senate,3,REP,Wirt,Precinct 7A,89
Anna Border,House of Delegates,,REP,Wirt,Precinct 7A,87
Keith Judd,President,,DEM,Wirt,Precinct 7A,76
Barack Obama,President,,DEM,Wirt,Precinct 7A,84
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,Precinct 7A,19
Joe Manchin III,U.S. Senate,,DEM,Wirt,Precinct 7A,160
Howard Swint,U.S. House,2,DEM,Wirt,Precinct 7A,51
Odgalo Brown,U.S. House,2,DEM,Wirt,Precinct 7A,35
William McCann,U.S. House,2,DEM,Wirt,Precinct 7A,59
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 7A,162
Arne Moltis,Governor,,DEM,Wirt,Precinct 7A,19
Natalie E. Tennant,Secretary of State,,DEM,Wirt,Precinct 7A,165
Glen B. Gainer III,Auditor,,DEM,Wirt,Precinct 7A,157
John D. Perdue,Treasurer,,DEM,Wirt,Precinct 7A,143
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,Precinct 7A,101
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,Precinct 7A,6
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,Precinct 7A,16
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,Precinct 7A,14
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,Precinct 7A,24
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,Precinct 7A,157
Jim Marion,House of Delegates,,DEM,Wirt,Precinct 7A,156
Rick Santorum,President,,REP,Wirt,Precinct 8,6
Mitt Romney,President,,REP,Wirt,Precinct 8,34
"Charles ""Buddy"" Roemer",President,,REP,Wirt,Precinct 8,0
Newt Gingrich,President,,REP,Wirt,Precinct 8,3
Ron Paul,President,,REP,Wirt,Precinct 8,4
John R. Raese,U.S. Senate,,REP,Wirt,Precinct 8,36
Shelley Moore Capito,U.S. House,2,REP,Wirt,Precinct 8,42
Michael Davis,U.S. House,2,REP,Wirt,Precinct 8,5
Jonathan Miller,U.S. House,2,REP,Wirt,Precinct 8,2
Ralph William Clark,Governor,,REP,Wirt,Precinct 8,12
Bill Maloney,Governor,,REP,Wirt,Precinct 8,33
Brian Savilla,Secretary of State,,REP,Wirt,Precinct 8,36
Larry V. Faircloth,Auditor,,REP,Wirt,Precinct 8,35
Mike Hall,Treasurer,,REP,Wirt,Precinct 8,21
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,Precinct 8,18
Patrick Morrisey,Attorney General,,REP,Wirt,Precinct 8,33
Donna J. Boley,State Senate,3,REP,Wirt,Precinct 8,46
Anna Border,House of Delegates,,REP,Wirt,Precinct 8,46
Keith Judd,President,,DEM,Wirt,Precinct 8,54
Barack Obama,President,,DEM,Wirt,Precinct 8,49
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,Precinct 8,19
Joe Manchin III,U.S. Senate,,DEM,Wirt,Precinct 8,103
Howard Swint,U.S. House,2,DEM,Wirt,Precinct 8,41
Odgalo Brown,U.S. House,2,DEM,Wirt,Precinct 8,11
William McCann,U.S. House,2,DEM,Wirt,Precinct 8,34
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 8,99
Arne Moltis,Governor,,DEM,Wirt,Precinct 8,18
Natalie E. Tennant,Secretary of State,,DEM,Wirt,Precinct 8,109
Glen B. Gainer III,Auditor,,DEM,Wirt,Precinct 8,95
John D. Perdue,Treasurer,,DEM,Wirt,Precinct 8,86
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,Precinct 8,58
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,Precinct 8,2
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,Precinct 8,10
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,Precinct 8,17
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,Precinct 8,22
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,Precinct 8,95
Jim Marion,House of Delegates,,DEM,Wirt,Precinct 8,98
Rick Santorum,President,,REP,Wirt,Precinct 11,21
Mitt Romney,President,,REP,Wirt,Precinct 11,69
"Charles ""Buddy"" Roemer",President,,REP,Wirt,Precinct 11,0
Newt Gingrich,President,,REP,Wirt,Precinct 11,12
Ron Paul,President,,REP,Wirt,Precinct 11,14
John R. Raese,U.S. Senate,,REP,Wirt,Precinct 11,90
Shelley Moore Capito,U.S. House,2,REP,Wirt,Precinct 11,95
Michael Davis,U.S. House,2,REP,Wirt,Precinct 11,11
Jonathan Miller,U.S. House,2,REP,Wirt,Precinct 11,7
Ralph William Clark,Governor,,REP,Wirt,Precinct 11,15
Bill Maloney,Governor,,REP,Wirt,Precinct 11,94
Brian Savilla,Secretary of State,,REP,Wirt,Precinct 11,90
Larry V. Faircloth,Auditor,,REP,Wirt,Precinct 11,92
Mike Hall,Treasurer,,REP,Wirt,Precinct 11,51
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,Precinct 11,43
Patrick Morrisey,Attorney General,,REP,Wirt,Precinct 11,86
Donna J. Boley,State Senate,3,REP,Wirt,Precinct 11,104
Anna Border,House of Delegates,,REP,Wirt,Precinct 11,104
Keith Judd,President,,DEM,Wirt,Precinct 11,60
Barack Obama,President,,DEM,Wirt,Precinct 11,59
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,Precinct 11,16
Joe Manchin III,U.S. Senate,,DEM,Wirt,Precinct 11,122
Howard Swint,U.S. House,2,DEM,Wirt,Precinct 11,50
Odgalo Brown,U.S. House,2,DEM,Wirt,Precinct 11,26
William McCann,U.S. House,2,DEM,Wirt,Precinct 11,36
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 11,109
Arne Moltis,Governor,,DEM,Wirt,Precinct 11,23
Natalie E. Tennant,Secretary of State,,DEM,Wirt,Precinct 11,115
Glen B. Gainer III,Auditor,,DEM,Wirt,Precinct 11,118
John D. Perdue,Treasurer,,DEM,Wirt,Precinct 11,100
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,Precinct 11,75
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,Precinct 11,2
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,Precinct 11,12
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,Precinct 11,12
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,Precinct 11,20
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,Precinct 11,110
Jim Marion,House of Delegates,,DEM,Wirt,Precinct 11,104
Rick Santorum,President,,REP,Wirt,Precinct 11A,3
Mitt Romney,President,,REP,Wirt,Precinct 11A,21
"Charles ""Buddy"" Roemer",President,,REP,Wirt,Precinct 11A,1
Newt Gingrich,President,,REP,Wirt,Precinct 11A,3
Ron Paul,President,,REP,Wirt,Precinct 11A,6
John R. Raese,U.S. Senate,,REP,Wirt,Precinct 11A,24
Shelley Moore Capito,U.S. House,2,REP,Wirt,Precinct 11A,29
Michael Davis,U.S. House,2,REP,Wirt,Precinct 11A,3
Jonathan Miller,U.S. House,2,REP,Wirt,Precinct 11A,2
Ralph William Clark,Governor,,REP,Wirt,Precinct 11A,2
Bill Maloney,Governor,,REP,Wirt,Precinct 11A,30
Brian Savilla,Secretary of State,,REP,Wirt,Precinct 11A,27
Larry V. Faircloth,Auditor,,REP,Wirt,Precinct 11A,23
Mike Hall,Treasurer,,REP,Wirt,Precinct 11A,12
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,Precinct 11A,14
Patrick Morrisey,Attorney General,,REP,Wirt,Precinct 11A,22
Donna J. Boley,State Senate,3,REP,Wirt,Precinct 11A,30
Anna Border,House of Delegates,,REP,Wirt,Precinct 11A,27
Keith Judd,President,,DEM,Wirt,Precinct 11A,23
Barack Obama,President,,DEM,Wirt,Precinct 11A,18
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,Precinct 11A,5
Joe Manchin III,U.S. Senate,,DEM,Wirt,Precinct 11A,41
Howard Swint,U.S. House,2,DEM,Wirt,Precinct 11A,14
Odgalo Brown,U.S. House,2,DEM,Wirt,Precinct 11A,9
William McCann,U.S. House,2,DEM,Wirt,Precinct 11A,9
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 11A,42
Arne Moltis,Governor,,DEM,Wirt,Precinct 11A,4
Natalie E. Tennant,Secretary of State,,DEM,Wirt,Precinct 11A,39
Glen B. Gainer III,Auditor,,DEM,Wirt,Precinct 11A,40
John D. Perdue,Treasurer,,DEM,Wirt,Precinct 11A,36
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,Precinct 11A,20
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,Precinct 11A,3
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,Precinct 11A,2
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,Precinct 11A,7
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,Precinct 11A,9
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,Precinct 11A,38
Jim Marion,House of Delegates,,DEM,Wirt,Precinct 11A,38
Rick Santorum,President,,REP,Wirt,Precinct 12,5
Mitt Romney,President,,REP,Wirt,Precinct 12,25
"Charles ""Buddy"" Roemer",President,,REP,Wirt,Precinct 12,0
Newt Gingrich,President,,REP,Wirt,Precinct 12,0
Ron Paul,President,,REP,Wirt,Precinct 12,4
John R. Raese,U.S. Senate,,REP,Wirt,Precinct 12,28
Shelley Moore Capito,U.S. House,2,REP,Wirt,Precinct 12,32
Michael Davis,U.S. House,2,REP,Wirt,Precinct 12,1
Jonathan Miller,U.S. House,2,REP,Wirt,Precinct 12,1
Ralph William Clark,Governor,,REP,Wirt,Precinct 12,2
Bill Maloney,Governor,,REP,Wirt,Precinct 12,29
Brian Savilla,Secretary of State,,REP,Wirt,Precinct 12,25
Larry V. Faircloth,Auditor,,REP,Wirt,Precinct 12,25
Mike Hall,Treasurer,,REP,Wirt,Precinct 12,16
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,Precinct 12,8
Patrick Morrisey,Attorney General,,REP,Wirt,Precinct 12,25
Donna J. Boley,State Senate,3,REP,Wirt,Precinct 12,33
Anna Border,House of Delegates,,REP,Wirt,Precinct 12,31
Keith Judd,President,,DEM,Wirt,Precinct 12,15
Barack Obama,President,,DEM,Wirt,Precinct 12,19
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,Precinct 12,7
Joe Manchin III,U.S. Senate,,DEM,Wirt,Precinct 12,38
Howard Swint,U.S. House,2,DEM,Wirt,Precinct 12,16
Odgalo Brown,U.S. House,2,DEM,Wirt,Precinct 12,7
William McCann,U.S. House,2,DEM,Wirt,Precinct 12,9
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 12,39
Arne Moltis,Governor,,DEM,Wirt,Precinct 12,6
Natalie E. Tennant,Secretary of State,,DEM,Wirt,Precinct 12,39
Glen B. Gainer III,Auditor,,DEM,Wirt,Precinct 12,36
John D. Perdue,Treasurer,,DEM,Wirt,Precinct 12,37
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,Precinct 12,24
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,Precinct 12,1
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,Precinct 12,4
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,Precinct 12,6
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,Precinct 12,5
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,Precinct 12,39
Jim Marion,House of Delegates,,DEM,Wirt,Precinct 12,37
Rick Santorum,President,,REP,Wirt,Precinct 17,15
Mitt Romney,President,,REP,Wirt,Precinct 17,43
"Charles ""Buddy"" Roemer",President,,REP,Wirt,Precinct 17,0
Newt Gingrich,President,,REP,Wirt,Precinct 17,4
Ron Paul,President,,REP,Wirt,Precinct 17,5
John R. Raese,U.S. Senate,,REP,Wirt,Precinct 17,48
Shelley Moore Capito,U.S. House,2,REP,Wirt,Precinct 17,59
Michael Davis,U.S. House,2,REP,Wirt,Precinct 17,5
Jonathan Miller,U.S. House,2,REP,Wirt,Precinct 17,0
Ralph William Clark,Governor,,REP,Wirt,Precinct 17,9
Bill Maloney,Governor,,REP,Wirt,Precinct 17,49
Brian Savilla,Secretary of State,,REP,Wirt,Precinct 17,43
Larry V. Faircloth,Auditor,,REP,Wirt,Precinct 17,41
Mike Hall,Treasurer,,REP,Wirt,Precinct 17,22
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,Precinct 17,22
Patrick Morrisey,Attorney General,,REP,Wirt,Precinct 17,38
Donna J. Boley,State Senate,3,REP,Wirt,Precinct 17,54
Anna Border,House of Delegates,,REP,Wirt,Precinct 17,50
Keith Judd,President,,DEM,Wirt,Precinct 17,30
Barack Obama,President,,DEM,Wirt,Precinct 17,32
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,Precinct 17,10
Joe Manchin III,U.S. Senate,,DEM,Wirt,Precinct 17,56
Howard Swint,U.S. House,2,DEM,Wirt,Precinct 17,28
Odgalo Brown,U.S. House,2,DEM,Wirt,Precinct 17,11
William McCann,U.S. House,2,DEM,Wirt,Precinct 17,16
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 17,50
Arne Moltis,Governor,,DEM,Wirt,Precinct 17,11
Natalie E. Tennant,Secretary of State,,DEM,Wirt,Precinct 17,59
Glen B. Gainer III,Auditor,,DEM,Wirt,Precinct 17,54
John D. Perdue,Treasurer,,DEM,Wirt,Precinct 17,45
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,Precinct 17,33
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,Precinct 17,5
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,Precinct 17,4
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,Precinct 17,8
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,Precinct 17,10
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,Precinct 17,54
Jim Marion,House of Delegates,,DEM,Wirt,Precinct 17,53
Rick Santorum,President,,REP,Wirt,TOTALS,86
Mitt Romney,President,,REP,Wirt,TOTALS,332
"Charles ""Buddy"" Roemer",President,,REP,Wirt,TOTALS,1
Newt Gingrich,President,,REP,Wirt,TOTALS,47
Ron Paul,President,,REP,Wirt,TOTALS,61
John R. Raese,U.S. Senate,,REP,Wirt,TOTALS,381
Shelley Moore Capito,U.S. House,2,REP,Wirt,TOTALS,467
Michael Davis,U.S. House,2,REP,Wirt,TOTALS,40
Jonathan Miller,U.S. House,2,REP,Wirt,TOTALS,19
Ralph William Clark,Governor,,REP,Wirt,TOTALS,71
Bill Maloney,Governor,,REP,Wirt,TOTALS,409
Brian Savilla,Secretary of State,,REP,Wirt,TOTALS,383
Larry V. Faircloth,Auditor,,REP,Wirt,TOTALS,367
Mike Hall,Treasurer,,REP,Wirt,TOTALS,223
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Wirt,TOTALS,175
Patrick Morrisey,Attorney General,,REP,Wirt,TOTALS,357
Donna J. Boley,State Senate,3,REP,Wirt,TOTALS,474
Anna Border,House of Delegates,,REP,Wirt,TOTALS,464
Keith Judd,President,,DEM,Wirt,TOTALS,360
Barack Obama,President,,DEM,Wirt,TOTALS,305
Sheirl Fletcher,U.S. Senate,,DEM,Wirt,TOTALS,307
Joe Manchin III,U.S. Senate,,DEM,Wirt,TOTALS,750
Howard Swint,U.S. House,2,DEM,Wirt,TOTALS,288
Odgalo Brown,U.S. House,2,DEM,Wirt,TOTALS,131
William McCann,U.S. House,2,DEM,Wirt,TOTALS,243
Earl Ray Tomblin,Governor,,DEM,Wirt,TOTALS,713
Arne Moltis,Governor,,DEM,Wirt,TOTALS,123
Natalie E. Tennant,Secretary of State,,DEM,Wirt,TOTALS,757
Glen B. Gainer III,Auditor,,DEM,Wirt,TOTALS,730
John D. Perdue,Treasurer,,DEM,Wirt,TOTALS,657
Joe Messineo,Commissioner of Agriculture,,DEM,Wirt,TOTALS,444
Bobb Tabb,Commissioner of Agriculture,,DEM,Wirt,TOTALS,28
Sally Shepherd,Commissioner of Agriculture,,DEM,Wirt,TOTALS,67
Walt Helmick,Commissioner of Agriculture,,DEM,Wirt,TOTALS,86
Steve Miller,Commissioner of Agriculture,,DEM,Wirt,TOTALS,126
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wirt,TOTALS,723
Jim Marion,House of Delegates,,DEM,Wirt,TOTALS,694
