candidate,office,district,party,county,precinct,total votes
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Summers,Precinct 1 - Forest Hill ,20
Patrick Morrisey,Attorney General,,REP,Summers,Precinct 1 - Forest Hill ,33
Roy G. Cooper (Summers),House of Delegates,28,REP,Summers,Precinct 1 - Forest Hill ,42
Arnold W. Ryan (Summers),House of Delegates,28,REP,Summers,Precinct 1 - Forest Hill ,8
John D. O'Neal IV (Raleigh),House of Delegates,28,REP,Summers,Precinct 1 - Forest Hill ,23
Ray Canterbury (Greenbrier),House of Delegates,42,REP,Summers,Precinct 1 - Forest Hill ,
Marcie Easton (Greenbrier),House of Delegates,42,REP,Summers,Precinct 1 - Forest Hill ,
"George ""Boogie"" Ambler (Gbr)",House of Delegates,42,REP,Summers,Precinct 1 - Forest Hill ,
Barack Obama,President ,,DEM,Summers,Precinct 4 - West End,90
Keith Judd,President ,,DEM,Summers,Precinct 4 - West End,46
Sheirl Fletcher,U.S. Senate,,DEM,Summers,Precinct 4 - West End,32
Joe Manchin III,U.S. Senate,,DEM,Summers,Precinct 4 - West End,117
"Nick J. Rahall, II",U.S. House,3,DEM,Summers,Precinct 4 - West End,133
Arne Moltis,Governor,,DEM,Summers,Precinct 4 - West End,29
Earl Ray Tomblin,Governor,,DEM,Summers,Precinct 4 - West End,116
Natalie E. Tennant,Secretary of State ,,DEM,Summers,Precinct 4 - West End,108
Glen B. Gainer III,Auditor,,DEM,Summers,Precinct 4 - West End,100
John D. Perdue,Treasurer,,DEM,Summers,Precinct 4 - West End,98
Walt Helmick,Commissioner of Agriculture,,DEM,Summers,Precinct 4 - West End,49
Sally Shepherd ,Commissioner of Agriculture,,DEM,Summers,Precinct 4 - West End,38
Joe Messineo,Commissioner of Agriculture,,DEM,Summers,Precinct 4 - West End,14
Bobb Tabb,Commissioner of Agriculture,,DEM,Summers,Precinct 4 - West End,4
Steve Miller,Commissioner of Agriculture,,DEM,Summers,Precinct 4 - West End,21
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Summers,Precinct 4 - West End,113
William R. Laird IV,State Senate,10,DEM,Summers,Precinct 4 - West End,96
Jeffry A. Pritt (Monroe),House of Delegates,28,DEM,Summers,Precinct 4 - West End,70
Wayne Williams (Raleigh),House of Delegates,28,DEM,Summers,Precinct 4 - West End,45
Al Martine (Raleigh),House of Delegates,28,DEM,Summers,Precinct 4 - West End,36
Greg A. Bailey (Raleigh),House of Delegates,28,DEM,Summers,Precinct 4 - West End,41
Peter E. Bostic (Gbr),House of Delegates,42,DEM,Summers,Precinct 4 - West End,
Steve Hunter (Gbr),House of Delegates,42,DEM,Summers,Precinct 4 - West End,
"E. Lavoyd Morgan, Jr. (Gbr)",House of Delegates,42,DEM,Summers,Precinct 4 - West End,
Glenn Singer (Gbr),House of Delegates,42,DEM,Summers,Precinct 4 - West End,
"Charles ""Buddy"" Roemer",President ,,REP,Summers,Precinct 4 - West End,0
Rick Santorum,President ,,REP,Summers,Precinct 4 - West End,2
Newt Gingrich,President ,,REP,Summers,Precinct 4 - West End,1
Ron Paul,President ,,REP,Summers,Precinct 4 - West End,3
Mitt Romney,President ,,REP,Summers,Precinct 4 - West End,17
John R. Raese,U.S. Senate,,REP,Summers,Precinct 4 - West End,15
Rick Snuffer,U.S. House,3,REP,Summers,Precinct 4 - West End,12
Lee A. Bias,U.S. House,3,REP,Summers,Precinct 4 - West End,1
Bill Lester,U.S. House,3,REP,Summers,Precinct 4 - West End,7
Ralph William Clark,Governor,,REP,Summers,Precinct 4 - West End,3
Bill Maloney,Governor,,REP,Summers,Precinct 4 - West End,16
Brian Savilla,Secretary of State ,,REP,Summers,Precinct 4 - West End,14
Larry V. Faircloth,Auditor,,REP,Summers,Precinct 4 - West End,16
Mike Hall,Treasurer,,REP,Summers,Precinct 4 - West End,12
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Summers,Precinct 4 - West End,6
Patrick Morrisey,Attorney General,,REP,Summers,Precinct 4 - West End,17
Roy G. Cooper (Summers),House of Delegates,28,REP,Summers,Precinct 4 - West End,11
Arnold W. Ryan (Summers),House of Delegates,28,REP,Summers,Precinct 4 - West End,11
John D. O'Neal IV (Raleigh),House of Delegates,28,REP,Summers,Precinct 4 - West End,12
Ray Canterbury (Greenbrier),House of Delegates,42,REP,Summers,Precinct 4 - West End,
Marcie Easton (Greenbrier),House of Delegates,42,REP,Summers,Precinct 4 - West End,
"George ""Boogie"" Ambler (Gbr)",House of Delegates,42,REP,Summers,Precinct 4 - West End,
Barack Obama,President ,,DEM,Summers,Precinct 7 - City Hall,46
Keith Judd,President ,,DEM,Summers,Precinct 7 - City Hall,23
Sheirl Fletcher,U.S. Senate,,DEM,Summers,Precinct 7 - City Hall,16
Joe Manchin III,U.S. Senate,,DEM,Summers,Precinct 7 - City Hall,69
"Nick J. Rahall, II",U.S. House,3,DEM,Summers,Precinct 7 - City Hall,63
Arne Moltis,Governor,,DEM,Summers,Precinct 7 - City Hall,10
Earl Ray Tomblin,Governor,,DEM,Summers,Precinct 7 - City Hall,64
Natalie E. Tennant,Secretary of State ,,DEM,Summers,Precinct 7 - City Hall,56
Glen B. Gainer III,Auditor,,DEM,Summers,Precinct 7 - City Hall,56
John D. Perdue,Treasurer,,DEM,Summers,Precinct 7 - City Hall,60
Walt Helmick,Commissioner of Agriculture,,DEM,Summers,Precinct 7 - City Hall,25
Sally Shepherd ,Commissioner of Agriculture,,DEM,Summers,Precinct 7 - City Hall,18
Joe Messineo,Commissioner of Agriculture,,DEM,Summers,Precinct 7 - City Hall,5
Bobb Tabb,Commissioner of Agriculture,,DEM,Summers,Precinct 7 - City Hall,0
Steve Miller,Commissioner of Agriculture,,DEM,Summers,Precinct 7 - City Hall,17
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Summers,Precinct 7 - City Hall,61
William R. Laird IV,State Senate,10,DEM,Summers,Precinct 7 - City Hall,54
Jeffry A. Pritt (Monroe),House of Delegates,28,DEM,Summers,Precinct 7 - City Hall,41
Wayne Williams (Raleigh),House of Delegates,28,DEM,Summers,Precinct 7 - City Hall,11
Al Martine (Raleigh),House of Delegates,28,DEM,Summers,Precinct 7 - City Hall,24
Greg A. Bailey (Raleigh),House of Delegates,28,DEM,Summers,Precinct 7 - City Hall,21
Peter E. Bostic (Gbr),House of Delegates,42,DEM,Summers,Precinct 7 - City Hall,
Steve Hunter (Gbr),House of Delegates,42,DEM,Summers,Precinct 7 - City Hall,
"E. Lavoyd Morgan, Jr. (Gbr)",House of Delegates,42,DEM,Summers,Precinct 7 - City Hall,
Glenn Singer (Gbr),House of Delegates,42,DEM,Summers,Precinct 7 - City Hall,
"Charles ""Buddy"" Roemer",President ,,REP,Summers,Precinct 7 - City Hall,0
Rick Santorum,President ,,REP,Summers,Precinct 7 - City Hall,1
Newt Gingrich,President ,,REP,Summers,Precinct 7 - City Hall,1
Ron Paul,President ,,REP,Summers,Precinct 7 - City Hall,2
Mitt Romney,President ,,REP,Summers,Precinct 7 - City Hall,13
John R. Raese,U.S. Senate,,REP,Summers,Precinct 7 - City Hall,14
Rick Snuffer,U.S. House,3,REP,Summers,Precinct 7 - City Hall,8
Lee A. Bias,U.S. House,3,REP,Summers,Precinct 7 - City Hall,2
Bill Lester,U.S. House,3,REP,Summers,Precinct 7 - City Hall,4
Ralph William Clark,Governor,,REP,Summers,Precinct 7 - City Hall,5
Bill Maloney,Governor,,REP,Summers,Precinct 7 - City Hall,12
Brian Savilla,Secretary of State ,,REP,Summers,Precinct 7 - City Hall,15
Larry V. Faircloth,Auditor,,REP,Summers,Precinct 7 - City Hall,13
Mike Hall,Treasurer,,REP,Summers,Precinct 7 - City Hall,8
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Summers,Precinct 7 - City Hall,7
Patrick Morrisey,Attorney General,,REP,Summers,Precinct 7 - City Hall,9
Roy G. Cooper (Summers),House of Delegates,28,REP,Summers,Precinct 7 - City Hall,9
Arnold W. Ryan (Summers),House of Delegates,28,REP,Summers,Precinct 7 - City Hall,10
John D. O'Neal IV (Raleigh),House of Delegates,28,REP,Summers,Precinct 7 - City Hall,12
Ray Canterbury (Greenbrier),House of Delegates,42,REP,Summers,Precinct 7 - City Hall,
Marcie Easton (Greenbrier),House of Delegates,42,REP,Summers,Precinct 7 - City Hall,
"George ""Boogie"" Ambler (Gbr)",House of Delegates,42,REP,Summers,Precinct 7 - City Hall,
Barack Obama,President ,,DEM,Summers,Precinct 9 - Hinton Area,47
Keith Judd,President ,,DEM,Summers,Precinct 9 - Hinton Area,32
Sheirl Fletcher,U.S. Senate,,DEM,Summers,Precinct 9 - Hinton Area,14
Joe Manchin III,U.S. Senate,,DEM,Summers,Precinct 9 - Hinton Area,77
"Nick J. Rahall, II",U.S. House,3,DEM,Summers,Precinct 9 - Hinton Area,78
Arne Moltis,Governor,,DEM,Summers,Precinct 9 - Hinton Area,11
Earl Ray Tomblin,Governor,,DEM,Summers,Precinct 9 - Hinton Area,81
Natalie E. Tennant,Secretary of State ,,DEM,Summers,Precinct 9 - Hinton Area,68
Glen B. Gainer III,Auditor,,DEM,Summers,Precinct 9 - Hinton Area,63
John D. Perdue,Treasurer,,DEM,Summers,Precinct 9 - Hinton Area,64
Walt Helmick,Commissioner of Agriculture,,DEM,Summers,Precinct 9 - Hinton Area,19
Sally Shepherd ,Commissioner of Agriculture,,DEM,Summers,Precinct 9 - Hinton Area,31
Joe Messineo,Commissioner of Agriculture,,DEM,Summers,Precinct 9 - Hinton Area,8
Bobb Tabb,Commissioner of Agriculture,,DEM,Summers,Precinct 9 - Hinton Area,1
Steve Miller,Commissioner of Agriculture,,DEM,Summers,Precinct 9 - Hinton Area,18
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Summers,Precinct 9 - Hinton Area,78
William R. Laird IV,State Senate,10,DEM,Summers,Precinct 9 - Hinton Area,60
Jeffry A. Pritt (Monroe),House of Delegates,28,DEM,Summers,Precinct 9 - Hinton Area,40
Wayne Williams (Raleigh),House of Delegates,28,DEM,Summers,Precinct 9 - Hinton Area,22
Al Martine (Raleigh),House of Delegates,28,DEM,Summers,Precinct 9 - Hinton Area,25
Greg A. Bailey (Raleigh),House of Delegates,28,DEM,Summers,Precinct 9 - Hinton Area,29
Peter E. Bostic (Gbr),House of Delegates,42,DEM,Summers,Precinct 9 - Hinton Area,
Steve Hunter (Gbr),House of Delegates,42,DEM,Summers,Precinct 9 - Hinton Area,
"E. Lavoyd Morgan, Jr. (Gbr)",House of Delegates,42,DEM,Summers,Precinct 9 - Hinton Area,
Glenn Singer (Gbr),House of Delegates,42,DEM,Summers,Precinct 9 - Hinton Area,
"Charles ""Buddy"" Roemer",President ,,REP,Summers,Precinct 9 - Hinton Area,0
Rick Santorum,President ,,REP,Summers,Precinct 9 - Hinton Area,3
Newt Gingrich,President ,,REP,Summers,Precinct 9 - Hinton Area,1
Ron Paul,President ,,REP,Summers,Precinct 9 - Hinton Area,0
Mitt Romney,President ,,REP,Summers,Precinct 9 - Hinton Area,5
John R. Raese,U.S. Senate,,REP,Summers,Precinct 9 - Hinton Area,5
Rick Snuffer,U.S. House,3,REP,Summers,Precinct 9 - Hinton Area,4
Lee A. Bias,U.S. House,3,REP,Summers,Precinct 9 - Hinton Area,0
Bill Lester,U.S. House,3,REP,Summers,Precinct 9 - Hinton Area,2
Ralph William Clark,Governor,,REP,Summers,Precinct 9 - Hinton Area,4
Bill Maloney,Governor,,REP,Summers,Precinct 9 - Hinton Area,5
Brian Savilla,Secretary of State ,,REP,Summers,Precinct 9 - Hinton Area,5
Larry V. Faircloth,Auditor,,REP,Summers,Precinct 9 - Hinton Area,8
Mike Hall,Treasurer,,REP,Summers,Precinct 9 - Hinton Area,3
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Summers,Precinct 9 - Hinton Area,4
Patrick Morrisey,Attorney General,,REP,Summers,Precinct 9 - Hinton Area,8
Roy G. Cooper (Summers),House of Delegates,28,REP,Summers,Precinct 9 - Hinton Area,2
Arnold W. Ryan (Summers),House of Delegates,28,REP,Summers,Precinct 9 - Hinton Area,4
John D. O'Neal IV (Raleigh),House of Delegates,28,REP,Summers,Precinct 9 - Hinton Area,7
Ray Canterbury (Greenbrier),House of Delegates,42,REP,Summers,Precinct 9 - Hinton Area,
Marcie Easton (Greenbrier),House of Delegates,42,REP,Summers,Precinct 9 - Hinton Area,
"George ""Boogie"" Ambler (Gbr)",House of Delegates,42,REP,Summers,Precinct 9 - Hinton Area,
Barack Obama,President ,,DEM,Summers,Precinct 11 - Bellepoint,146
Keith Judd,President ,,DEM,Summers,Precinct 11 - Bellepoint,82
Sheirl Fletcher,U.S. Senate,,DEM,Summers,Precinct 11 - Bellepoint,39
Joe Manchin III,U.S. Senate,,DEM,Summers,Precinct 11 - Bellepoint,231
"Nick J. Rahall, II",U.S. House,3,DEM,Summers,Precinct 11 - Bellepoint,248
Arne Moltis,Governor,,DEM,Summers,Precinct 11 - Bellepoint,29
Earl Ray Tomblin,Governor,,DEM,Summers,Precinct 11 - Bellepoint,232
Natalie E. Tennant,Secretary of State ,,DEM,Summers,Precinct 11 - Bellepoint,212
Glen B. Gainer III,Auditor,,DEM,Summers,Precinct 11 - Bellepoint,199
John D. Perdue,Treasurer,,DEM,Summers,Precinct 11 - Bellepoint,202
Walt Helmick,Commissioner of Agriculture,,DEM,Summers,Precinct 11 - Bellepoint,108
Sally Shepherd ,Commissioner of Agriculture,,DEM,Summers,Precinct 11 - Bellepoint,52
Joe Messineo,Commissioner of Agriculture,,DEM,Summers,Precinct 11 - Bellepoint,17
Bobb Tabb,Commissioner of Agriculture,,DEM,Summers,Precinct 11 - Bellepoint,6
Steve Miller,Commissioner of Agriculture,,DEM,Summers,Precinct 11 - Bellepoint,33
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Summers,Precinct 11 - Bellepoint,207
William R. Laird IV,State Senate,10,DEM,Summers,Precinct 11 - Bellepoint,179
Jeffry A. Pritt (Monroe),House of Delegates,28,DEM,Summers,Precinct 11 - Bellepoint,127
Wayne Williams (Raleigh),House of Delegates,28,DEM,Summers,Precinct 11 - Bellepoint,48
Al Martine (Raleigh),House of Delegates,28,DEM,Summers,Precinct 11 - Bellepoint,86
Greg A. Bailey (Raleigh),House of Delegates,28,DEM,Summers,Precinct 11 - Bellepoint,74
Peter E. Bostic (Gbr),House of Delegates,42,DEM,Summers,Precinct 11 - Bellepoint,
Steve Hunter (Gbr),House of Delegates,42,DEM,Summers,Precinct 11 - Bellepoint,
"E. Lavoyd Morgan, Jr. (Gbr)",House of Delegates,42,DEM,Summers,Precinct 11 - Bellepoint,
Glenn Singer (Gbr),House of Delegates,42,DEM,Summers,Precinct 11 - Bellepoint,
"Charles ""Buddy"" Roemer",President ,,REP,Summers,Precinct 11 - Bellepoint,0
Rick Santorum,President ,,REP,Summers,Precinct 11 - Bellepoint,4
Newt Gingrich,President ,,REP,Summers,Precinct 11 - Bellepoint,9
Ron Paul,President ,,REP,Summers,Precinct 11 - Bellepoint,7
Mitt Romney,President ,,REP,Summers,Precinct 11 - Bellepoint,28
John R. Raese,U.S. Senate,,REP,Summers,Precinct 11 - Bellepoint,27
Rick Snuffer,U.S. House,3,REP,Summers,Precinct 11 - Bellepoint,34
Lee A. Bias,U.S. House,3,REP,Summers,Precinct 11 - Bellepoint,1
Bill Lester,U.S. House,3,REP,Summers,Precinct 11 - Bellepoint,6
Ralph William Clark,Governor,,REP,Summers,Precinct 11 - Bellepoint,8
Bill Maloney,Governor,,REP,Summers,Precinct 11 - Bellepoint,38
Brian Savilla,Secretary of State ,,REP,Summers,Precinct 11 - Bellepoint,37
Larry V. Faircloth,Auditor,,REP,Summers,Precinct 11 - Bellepoint,36
Mike Hall,Treasurer,,REP,Summers,Precinct 11 - Bellepoint,21
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Summers,Precinct 11 - Bellepoint,17
Patrick Morrisey,Attorney General,,REP,Summers,Precinct 11 - Bellepoint,37
Roy G. Cooper (Summers),House of Delegates,28,REP,Summers,Precinct 11 - Bellepoint,24
Arnold W. Ryan (Summers),House of Delegates,28,REP,Summers,Precinct 11 - Bellepoint,17
John D. O'Neal IV (Raleigh),House of Delegates,28,REP,Summers,Precinct 11 - Bellepoint,34
Ray Canterbury (Greenbrier),House of Delegates,42,REP,Summers,Precinct 11 - Bellepoint,
Marcie Easton (Greenbrier),House of Delegates,42,REP,Summers,Precinct 11 - Bellepoint,
"George ""Boogie"" Ambler (Gbr)",House of Delegates,42,REP,Summers,Precinct 11 - Bellepoint,
Barack Obama,President ,,DEM,Summers,Precinct 12 - Upland,45
Keith Judd,President ,,DEM,Summers,Precinct 12 - Upland,54
Sheirl Fletcher,U.S. Senate,,DEM,Summers,Precinct 12 - Upland,24
Joe Manchin III,U.S. Senate,,DEM,Summers,Precinct 12 - Upland,91
"Nick J. Rahall, II",U.S. House,3,DEM,Summers,Precinct 12 - Upland,103
Arne Moltis,Governor,,DEM,Summers,Precinct 12 - Upland,13
Earl Ray Tomblin,Governor,,DEM,Summers,Precinct 12 - Upland,102
Natalie E. Tennant,Secretary of State ,,DEM,Summers,Precinct 12 - Upland,72
Glen B. Gainer III,Auditor,,DEM,Summers,Precinct 12 - Upland,80
John D. Perdue,Treasurer,,DEM,Summers,Precinct 12 - Upland,82
Walt Helmick,Commissioner of Agriculture,,DEM,Summers,Precinct 12 - Upland,38
Sally Shepherd ,Commissioner of Agriculture,,DEM,Summers,Precinct 12 - Upland,30
Joe Messineo,Commissioner of Agriculture,,DEM,Summers,Precinct 12 - Upland,9
Bobb Tabb,Commissioner of Agriculture,,DEM,Summers,Precinct 12 - Upland,4
Steve Miller,Commissioner of Agriculture,,DEM,Summers,Precinct 12 - Upland,23
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Summers,Precinct 12 - Upland,93
William R. Laird IV,State Senate,10,DEM,Summers,Precinct 12 - Upland,76
Jeffry A. Pritt (Monroe),House of Delegates,28,DEM,Summers,Precinct 12 - Upland,47
Wayne Williams (Raleigh),House of Delegates,28,DEM,Summers,Precinct 12 - Upland,26
Al Martine (Raleigh),House of Delegates,28,DEM,Summers,Precinct 12 - Upland,21
Greg A. Bailey (Raleigh),House of Delegates,28,DEM,Summers,Precinct 12 - Upland,41
Peter E. Bostic (Gbr),House of Delegates,42,DEM,Summers,Precinct 12 - Upland,
Steve Hunter (Gbr),House of Delegates,42,DEM,Summers,Precinct 12 - Upland,
"E. Lavoyd Morgan, Jr. (Gbr)",House of Delegates,42,DEM,Summers,Precinct 12 - Upland,
Glenn Singer (Gbr),House of Delegates,42,DEM,Summers,Precinct 12 - Upland,
"Charles ""Buddy"" Roemer",President ,,REP,Summers,Precinct 12 - Upland,0
Rick Santorum,President ,,REP,Summers,Precinct 12 - Upland,4
Newt Gingrich,President ,,REP,Summers,Precinct 12 - Upland,2
Ron Paul,President ,,REP,Summers,Precinct 12 - Upland,2
Mitt Romney,President ,,REP,Summers,Precinct 12 - Upland,13
John R. Raese,U.S. Senate,,REP,Summers,Precinct 12 - Upland,12
Rick Snuffer,U.S. House,3,REP,Summers,Precinct 12 - Upland,14
Lee A. Bias,U.S. House,3,REP,Summers,Precinct 12 - Upland,1
Bill Lester,U.S. House,3,REP,Summers,Precinct 12 - Upland,6
Ralph William Clark,Governor,,REP,Summers,Precinct 12 - Upland,4
Bill Maloney,Governor,,REP,Summers,Precinct 12 - Upland,16
Brian Savilla,Secretary of State ,,REP,Summers,Precinct 12 - Upland,15
Larry V. Faircloth,Auditor,,REP,Summers,Precinct 12 - Upland,17
Mike Hall,Treasurer,,REP,Summers,Precinct 12 - Upland,9
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Summers,Precinct 12 - Upland,9
Patrick Morrisey,Attorney General,,REP,Summers,Precinct 12 - Upland,16
Roy G. Cooper (Summers),House of Delegates,28,REP,Summers,Precinct 12 - Upland,11
Arnold W. Ryan (Summers),House of Delegates,28,REP,Summers,Precinct 12 - Upland,12
John D. O'Neal IV (Raleigh),House of Delegates,28,REP,Summers,Precinct 12 - Upland,13
Ray Canterbury (Greenbrier),House of Delegates,42,REP,Summers,Precinct 12 - Upland,
Marcie Easton (Greenbrier),House of Delegates,42,REP,Summers,Precinct 12 - Upland,
"George ""Boogie"" Ambler (Gbr)",House of Delegates,42,REP,Summers,Precinct 12 - Upland,
Barack Obama,President ,,DEM,Summers,Precinct 13 - Wiggins,64
Keith Judd,President ,,DEM,Summers,Precinct 13 - Wiggins,40
Sheirl Fletcher,U.S. Senate,,DEM,Summers,Precinct 13 - Wiggins,17
Joe Manchin III,U.S. Senate,,DEM,Summers,Precinct 13 - Wiggins,95
"Nick J. Rahall, II",U.S. House,3,DEM,Summers,Precinct 13 - Wiggins,100
Arne Moltis,Governor,,DEM,Summers,Precinct 13 - Wiggins,8
Earl Ray Tomblin,Governor,,DEM,Summers,Precinct 13 - Wiggins,99
Natalie E. Tennant,Secretary of State ,,DEM,Summers,Precinct 13 - Wiggins,85
Glen B. Gainer III,Auditor,,DEM,Summers,Precinct 13 - Wiggins,80
John D. Perdue,Treasurer,,DEM,Summers,Precinct 13 - Wiggins,91
Walt Helmick,Commissioner of Agriculture,,DEM,Summers,Precinct 13 - Wiggins,51
Sally Shepherd ,Commissioner of Agriculture,,DEM,Summers,Precinct 13 - Wiggins,28
Joe Messineo,Commissioner of Agriculture,,DEM,Summers,Precinct 13 - Wiggins,6
Bobb Tabb,Commissioner of Agriculture,,DEM,Summers,Precinct 13 - Wiggins,1
Steve Miller,Commissioner of Agriculture,,DEM,Summers,Precinct 13 - Wiggins,17
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Summers,Precinct 13 - Wiggins,98
William R. Laird IV,State Senate,10,DEM,Summers,Precinct 13 - Wiggins,91
Jeffry A. Pritt (Monroe),House of Delegates,28,DEM,Summers,Precinct 13 - Wiggins,58
Wayne Williams (Raleigh),House of Delegates,28,DEM,Summers,Precinct 13 - Wiggins,26
Al Martine (Raleigh),House of Delegates,28,DEM,Summers,Precinct 13 - Wiggins,39
Greg A. Bailey (Raleigh),House of Delegates,28,DEM,Summers,Precinct 13 - Wiggins,36
Peter E. Bostic (Gbr),House of Delegates,42,DEM,Summers,Precinct 13 - Wiggins,
Steve Hunter (Gbr),House of Delegates,42,DEM,Summers,Precinct 13 - Wiggins,
"E. Lavoyd Morgan, Jr. (Gbr)",House of Delegates,42,DEM,Summers,Precinct 13 - Wiggins,
Glenn Singer (Gbr),House of Delegates,42,DEM,Summers,Precinct 13 - Wiggins,
"Charles ""Buddy"" Roemer",President ,,REP,Summers,Precinct 13 - Wiggins,0
Rick Santorum,President ,,REP,Summers,Precinct 13 - Wiggins,5
Newt Gingrich,President ,,REP,Summers,Precinct 13 - Wiggins,1
Ron Paul,President ,,REP,Summers,Precinct 13 - Wiggins,1
Mitt Romney,President ,,REP,Summers,Precinct 13 - Wiggins,17
John R. Raese,U.S. Senate,,REP,Summers,Precinct 13 - Wiggins,18
Rick Snuffer,U.S. House,3,REP,Summers,Precinct 13 - Wiggins,14
Lee A. Bias,U.S. House,3,REP,Summers,Precinct 13 - Wiggins,0
Bill Lester,U.S. House,3,REP,Summers,Precinct 13 - Wiggins,7
Ralph William Clark,Governor,,REP,Summers,Precinct 13 - Wiggins,5
Bill Maloney,Governor,,REP,Summers,Precinct 13 - Wiggins,16
Brian Savilla,Secretary of State ,,REP,Summers,Precinct 13 - Wiggins,17
Larry V. Faircloth,Auditor,,REP,Summers,Precinct 13 - Wiggins,15
Mike Hall,Treasurer,,REP,Summers,Precinct 13 - Wiggins,10
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Summers,Precinct 13 - Wiggins,6
Patrick Morrisey,Attorney General,,REP,Summers,Precinct 13 - Wiggins,14
Roy G. Cooper (Summers),House of Delegates,28,REP,Summers,Precinct 13 - Wiggins,13
Arnold W. Ryan (Summers),House of Delegates,28,REP,Summers,Precinct 13 - Wiggins,13
John D. O'Neal IV (Raleigh),House of Delegates,28,REP,Summers,Precinct 13 - Wiggins,11
Ray Canterbury (Greenbrier),House of Delegates,42,REP,Summers,Precinct 13 - Wiggins,
Marcie Easton (Greenbrier),House of Delegates,42,REP,Summers,Precinct 13 - Wiggins,
