candidate,office,district,party,county,precinct,total votes
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 10,24
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 10,46
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 10,142
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 10,163
Barack Obama,President ,,DEM,Wetzel,Precinct 10,105
Keith Judd,President ,,DEM,Wetzel,Precinct 10,51
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 10,149
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 10,24
Sue Thorn,US House,3,DEM,Wetzel,Precinct 10,123
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 10,156
Arne Moltis,Governor,,DEM,Wetzel,Precinct 10,15
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 10,152
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 10,134
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 10,130
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 10,15
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 10,39
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 10,29
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 10,47
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 10,16
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 10,137
Rick Santorum,President ,,REP,Wetzel,Precinct 15,4
Ron Paul,President ,,REP,Wetzel,Precinct 15,3
Mitt Romney,President ,,REP,Wetzel,Precinct 15,13
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 15,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 15,1
John R. Raese,US Senate,,REP,Wetzel,Precinct 15,14
David B. McKinley,US House,,REP,Wetzel,Precinct 15,16
Ralph William Clark,Governor,,REP,Wetzel,Precinct 15,9
Bill Maloney,Governor,,REP,Wetzel,Precinct 15,9
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 15,16
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 15,14
Mike Hall,Treasurer,,REP,Wetzel,Precinct 15,9
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 15,7
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 15,16
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 15,67
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 15,70
Barack Obama,President ,,DEM,Wetzel,Precinct 15,24
Keith Judd,President ,,DEM,Wetzel,Precinct 15,39
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 15,77
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 15,3
Sue Thorn,US House,3,DEM,Wetzel,Precinct 15,56
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 15,73
Arne Moltis,Governor,,DEM,Wetzel,Precinct 15,5
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 15,68
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 15,56
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 15,63
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 15,6
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 15,19
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 15,16
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 15,18
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 15,10
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 15,68
Rick Santorum,President ,,REP,Wetzel,Precinct 16,7
Ron Paul,President ,,REP,Wetzel,Precinct 16,2
Mitt Romney,President ,,REP,Wetzel,Precinct 16,22
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 16,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 16,2
John R. Raese,US Senate,,REP,Wetzel,Precinct 16,20
David B. McKinley,US House,,REP,Wetzel,Precinct 16,24
Ralph William Clark,Governor,,REP,Wetzel,Precinct 16,9
Bill Maloney,Governor,,REP,Wetzel,Precinct 16,18
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 16,23
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 16,24
Mike Hall,Treasurer,,REP,Wetzel,Precinct 16,14
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 16,13
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 16,26
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 16,133
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 16,132
Barack Obama,President ,,DEM,Wetzel,Precinct 16,68
Keith Judd,President ,,DEM,Wetzel,Precinct 16,76
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 16,133
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 16,24
Sue Thorn,US House,3,DEM,Wetzel,Precinct 16,121
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 16,124
Arne Moltis,Governor,,DEM,Wetzel,Precinct 16,29
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 16,134
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 16,134
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 16,124
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 16,13
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 16,32
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 16,25
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 16,33
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 16,28
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 16,134
Rick Santorum,President ,,REP,Wetzel,Precinct 18,1
Ron Paul,President ,,REP,Wetzel,Precinct 18,0
Mitt Romney,President ,,REP,Wetzel,Precinct 18,10
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 18,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 18,1
John R. Raese,US Senate,,REP,Wetzel,Precinct 18,6
David B. McKinley,US House,,REP,Wetzel,Precinct 18,8
Ralph William Clark,Governor,,REP,Wetzel,Precinct 18,1
Bill Maloney,Governor,,REP,Wetzel,Precinct 18,8
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 18,9
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 18,8
Mike Hall,Treasurer,,REP,Wetzel,Precinct 18,4
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 18,6
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 18,8
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 18,40
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 18,42
Barack Obama,President ,,DEM,Wetzel,Precinct 18,14
Keith Judd,President ,,DEM,Wetzel,Precinct 18,28
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 18,43
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 18,9
Sue Thorn,US House,3,DEM,Wetzel,Precinct 18,39
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 18,39
Arne Moltis,Governor,,DEM,Wetzel,Precinct 18,10
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 18,40
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 18,39
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 18,37
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 18,6
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 18,14
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 18,9
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 18,5
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 18,8
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 18,41
Rick Santorum,President ,,REP,Wetzel,Precinct 21,6
Ron Paul,President ,,REP,Wetzel,Precinct 21,1
Mitt Romney,President ,,REP,Wetzel,Precinct 21,31
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 21,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 21,1
John R. Raese,US Senate,,REP,Wetzel,Precinct 21,25
David B. McKinley,US House,,REP,Wetzel,Precinct 21,30
Ralph William Clark,Governor,,REP,Wetzel,Precinct 21,8
Bill Maloney,Governor,,REP,Wetzel,Precinct 21,25
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 21,27
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 21,27
Mike Hall,Treasurer,,REP,Wetzel,Precinct 21,16
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 21,14
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 21,28
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 21,183
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 21,191
Barack Obama,President ,,DEM,Wetzel,Precinct 21,104
Keith Judd,President ,,DEM,Wetzel,Precinct 21,88
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 21,208
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 21,23
Sue Thorn,US House,3,DEM,Wetzel,Precinct 21,158
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 21,187
Arne Moltis,Governor,,DEM,Wetzel,Precinct 21,28
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 21,182
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 21,161
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 21,166
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 21,12
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 21,47
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 21,47
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 21,34
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 21,43
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 21,169
Rick Santorum,President ,,REP,Wetzel,Precinct 24,0
Ron Paul,President ,,REP,Wetzel,Precinct 24,3
Mitt Romney,President ,,REP,Wetzel,Precinct 24,10
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 24,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 24,2
John R. Raese,US Senate,,REP,Wetzel,Precinct 24,10
David B. McKinley,US House,,REP,Wetzel,Precinct 24,10
Ralph William Clark,Governor,,REP,Wetzel,Precinct 24,1
Bill Maloney,Governor,,REP,Wetzel,Precinct 24,12
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 24,9
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 24,11
Mike Hall,Treasurer,,REP,Wetzel,Precinct 24,7
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 24,6
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 24,10
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 24,55
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 24,57
Barack Obama,President ,,DEM,Wetzel,Precinct 24,26
Keith Judd,President ,,DEM,Wetzel,Precinct 24,32
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 24,60
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 24,7
Sue Thorn,US House,3,DEM,Wetzel,Precinct 24,46
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 24,56
Arne Moltis,Governor,,DEM,Wetzel,Precinct 24,9
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 24,49
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 24,49
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 24,52
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 24,7
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 24,14
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 24,9
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 24,9
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 24,20
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 24,54
Rick Santorum,President ,,REP,Wetzel,Precinct 27,2
Ron Paul,President ,,REP,Wetzel,Precinct 27,1
Mitt Romney,President ,,REP,Wetzel,Precinct 27,7
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 27,1
Newt Gingrich,President ,,REP,Wetzel,Precinct 27,0
John R. Raese,US Senate,,REP,Wetzel,Precinct 27,6
David B. McKinley,US House,,REP,Wetzel,Precinct 27,10
Ralph William Clark,Governor,,REP,Wetzel,Precinct 27,1
Bill Maloney,Governor,,REP,Wetzel,Precinct 27,9
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 27,6
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 27,10
Mike Hall,Treasurer,,REP,Wetzel,Precinct 27,7
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 27,2
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 27,8
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 27,46
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 27,47
Barack Obama,President ,,DEM,Wetzel,Precinct 27,30
Keith Judd,President ,,DEM,Wetzel,Precinct 27,28
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 27,57
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 27,0
Sue Thorn,US House,3,DEM,Wetzel,Precinct 27,40
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 27,49
Arne Moltis,Governor,,DEM,Wetzel,Precinct 27,7
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 27,44
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 27,46
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 27,43
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 27,8
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 27,13
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 27,10
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 27,9
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 27,11
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 27,48
Rick Santorum,President ,,REP,Wetzel,Precinct 29,4
Ron Paul,President ,,REP,Wetzel,Precinct 29,2
Mitt Romney,President ,,REP,Wetzel,Precinct 29,18
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 29,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 29,0
John R. Raese,US Senate,,REP,Wetzel,Precinct 29,13
David B. McKinley,US House,,REP,Wetzel,Precinct 29,18
Ralph William Clark,Governor,,REP,Wetzel,Precinct 29,5
Bill Maloney,Governor,,REP,Wetzel,Precinct 29,17
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 29,13
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 29,17
Mike Hall,Treasurer,,REP,Wetzel,Precinct 29,10
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 29,11
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 29,19
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 29,86
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 29,87
Barack Obama,President ,,DEM,Wetzel,Precinct 29,43
Keith Judd,President ,,DEM,Wetzel,Precinct 29,50
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 29,86
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 29,19
Sue Thorn,US House,3,DEM,Wetzel,Precinct 29,83
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 29,75
Arne Moltis,Governor,,DEM,Wetzel,Precinct 29,25
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 29,96
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 29,88
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 29,82
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 29,13
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 29,30
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 29,17
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 29,19
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 29,13
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 29,87
Rick Santorum,President ,,REP,Wetzel,Precinct 33,16
Ron Paul,President ,,REP,Wetzel,Precinct 33,6
Mitt Romney,President ,,REP,Wetzel,Precinct 33,31
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 33,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 33,3
John R. Raese,US Senate,,REP,Wetzel,Precinct 33,41
David B. McKinley,US House,,REP,Wetzel,Precinct 33,52
Ralph William Clark,Governor,,REP,Wetzel,Precinct 33,7
Bill Maloney,Governor,,REP,Wetzel,Precinct 33,42
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 33,40
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 33,42
Mike Hall,Treasurer,,REP,Wetzel,Precinct 33,23
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 33,20
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 33,40
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 33,153
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 33,156
Barack Obama,President ,,DEM,Wetzel,Precinct 33,77
Keith Judd,President ,,DEM,Wetzel,Precinct 33,71
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 33,148
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 33,24
Sue Thorn,US House,3,DEM,Wetzel,Precinct 33,125
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 33,143
Arne Moltis,Governor,,DEM,Wetzel,Precinct 33,21
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 33,140
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 33,141
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 33,134
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 33,15
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 33,37
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 33,40
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 33,17
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 33,30
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 33,133
Rick Santorum,President ,,REP,Wetzel,Precinct 36,1
Ron Paul,President ,,REP,Wetzel,Precinct 36,4
Mitt Romney,President ,,REP,Wetzel,Precinct 36,11
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 36,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 36,0
John R. Raese,US Senate,,REP,Wetzel,Precinct 36,13
David B. McKinley,US House,,REP,Wetzel,Precinct 36,14
Ralph William Clark,Governor,,REP,Wetzel,Precinct 36,3
Bill Maloney,Governor,,REP,Wetzel,Precinct 36,12
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 36,12
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 36,12
Mike Hall,Treasurer,,REP,Wetzel,Precinct 36,4
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 36,8
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 36,12
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 36,85
Dave Pethtel,House of Delegates,,REP,Wetzel,Precinct 36,91
Barack Obama,President ,,DEM,Wetzel,Precinct 36,53
Keith Judd,President ,,DEM,Wetzel,Precinct 36,32
Joe Manchin III,US Senate,,DEM,Wetzel,Precinct 36,90
Sheirl Fletcher,US Senate,,DEM,Wetzel,Precinct 36,17
Sue Thorn,US House,3,DEM,Wetzel,Precinct 36,73
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 36,92
Arne Moltis,Governor,,DEM,Wetzel,Precinct 36,15
Natalie E. Tennant,Secretary of State ,,DEM,Wetzel,Precinct 36,88
Glen B. Gainer III,Auditor,,DEM,Wetzel,Precinct 36,82
John D. Perdue,Treasurer,,DEM,Wetzel,Precinct 36,77
Bobb Tabb,Commissioner of Agriculture,,DEM,Wetzel,Precinct 36,5
Sally Shepherd ,Commissioner of Agriculture,,DEM,Wetzel,Precinct 36,31
Walt Helmick,Commissioner of Agriculture,,DEM,Wetzel,Precinct 36,24
Steve Miller,Commissioner of Agriculture,,DEM,Wetzel,Precinct 36,11
Joe Messineo,Commissioner of Agriculture,,DEM,Wetzel,Precinct 36,12
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Wetzel,Precinct 36,88
Rick Santorum,President ,,REP,Wetzel,Precinct 38,8
Ron Paul,President ,,REP,Wetzel,Precinct 38,7
Mitt Romney,President ,,REP,Wetzel,Precinct 38,33
"Charles ""Buddy"" Roemer",President ,,REP,Wetzel,Precinct 38,0
Newt Gingrich,President ,,REP,Wetzel,Precinct 38,1
John R. Raese,US Senate,,REP,Wetzel,Precinct 38,33
David B. McKinley,US House,,REP,Wetzel,Precinct 38,44
Ralph William Clark,Governor,,REP,Wetzel,Precinct 38,9
Bill Maloney,Governor,,REP,Wetzel,Precinct 38,32
Brian Savilla,Secretary of State ,,REP,Wetzel,Precinct 38,26
Larry V. Faircloth,Auditor,,REP,Wetzel,Precinct 38,34
Mike Hall,Treasurer,,REP,Wetzel,Precinct 38,28
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Wetzel,Precinct 38,12
Patrick Morrisey,Attorney General,,REP,Wetzel,Precinct 38,36
Jeffrey V. Kessler,State Senate,2,REP,Wetzel,Precinct 38,123
