candidate,office,district,party,county,precinct,votes
Barack Obama,President,,DEM,Putnam,Precinct 1,60
Keith Judd,President,,DEM,Putnam,Precinct 1,21
Joe Manchin III,U.S. Senate,,DEM,Putnam,Precinct 1,63
Sheirl Fletcher,U.S. Senate,,DEM,Putnam,Precinct 1,26
William McCann,U.S. House,2,DEM,Putnam,Precinct 1,15
Dugald Brown,U.S. House,2,DEM,Putnam,Precinct 1,9
Howard Swint,U.S. House,2,DEM,Putnam,Precinct 1,52
Earl Ray Tomblin,Governor,,DEM,Putnam,Precinct 1,71
Arne Moltis,Governor,,DEM,Putnam,Precinct 1,17
Natalie E. Tennant,Secretary of State,,DEM,Putnam,Precinct 1,79
Glen B. Gainer III,Auditor,,DEM,Putnam,Precinct 1,74
John D. Perdue,Treasurer,,DEM,Putnam,Precinct 1,76
Bob Tabb,Commissioner of Agriculture,,DEM,Putnam,Precinct 1,3
Walt Helmick,Commissioner of Agriculture,,DEM,Putnam,Precinct 1,20
Joe Messineo,Commissioner of Agriculture,,DEM,Putnam,Precinct 1,14
Steve Miller,Commissioner of Agriculture,,DEM,Putnam,Precinct 1,16
Sally Shepherd,Commissioner of Agriculture,,DEM,Putnam,Precinct 1,32
"Darrell V McGraw, Jr.",Attorney General,,DEM,Putnam,Precinct 1,75
Marla Dee Ingels,State Senate,4,DEM,Putnam,Precinct 1,
"Michael ""Mike"" Bright",State Senate,4,DEM,Putnam,Precinct 1,
Joshua R. Martin,State Senate,8,DEM,Putnam,Precinct 1,21
Jennifer Scragg Karr,State Senate,8,DEM,Putnam,Precinct 1,65
Samantha Fooce,House of Delegates,14,DEM,Putnam,Precinct 1,
"Jimmie Wood, Jr.",House of Delegates,14,DEM,Putnam,Precinct 1,
"Kermit E. Beaver, Jr.",House of Delegates,14,DEM,Putnam,Precinct 1,
"Virginia ""Ginny"" Moles",House of Delegates,,DEM,Putnam,Precinct 1,
Helen Martin,House of Delegates,13,DEM,Putnam,Precinct 1,40
Brady R. Paxton,House of Delegates,13,DEM,Putnam,Precinct 1,66
Gloria R. Triplett,House of Delegates,22,DEM,Putnam,Precinct 1,
Bill Bryant,House of Delegates,22,DEM,Putnam,Precinct 1,
E D Triplett,House of Delegates,22,DEM,Putnam,Precinct 1,
Josh Stowers,House of Delegates,22,DEM,Putnam,Precinct 1,
Jeff Eldridge,House of Delegates,22,DEM,Putnam,Precinct 1,
Ron Paul,President,,REP,Putnam,Precinct 1,9
Mitt Romney,President,,REP,Putnam,Precinct 1,82
"Charles ""Buddy"" Roemer",President,,REP,Putnam,Precinct 1,0
Rick Santorum,President,,REP,Putnam,Precinct 1,21
Newt Gingrich,President,,REP,Putnam,Precinct 1,5
John R. Raese,U.S. Senate,,REP,Putnam,Precinct 1,94
Shelley Moore Capito,U.S. House,2,REP,Putnam,Precinct 1,119
Jonathan Miller,U.S. House,2,REP,Putnam,Precinct 1,5
Michael Davis,U.S. House,2,REP,Putnam,Precinct 1,4
Ralph William Clark,Governor,,REP,Putnam,Precinct 1,16
Bill Maloney,Governor,,REP,Putnam,Precinct 1,96
Brian Savilla,Secretary of State,,REP,Putnam,Precinct 1,97
Larry V. Faircloth,Auditor,,REP,Putnam,Precinct 1,83
Mike Hall,Treasurer,,REP,Putnam,Precinct 1,72
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Putnam,Precinct 1,42
Patrick Morrisey,Attorney General,,REP,Putnam,Precinct 1,85
Mitch B. Carmichael,State Senate,4,REP,Putnam,Precinct 1,
Chris Walters,State Senate,8,REP,Putnam,Precinct 1,101
Jim Butler,House of Delegates,14,REP,Putnam,Precinct 1,
Darrell Justin Black,House of Delegates,14,REP,Putnam,Precinct 1,
John C. Casey,House of Delegates,14,REP,Putnam,Precinct 1,
Joe Bocook,House of Delegates,15,REP,Putnam,Precinct 1,
Troy Andes,House of Delegates,15,REP,Putnam,Precinct 1,
Patrick Lane,House of Delegates,,REP,Putnam,Precinct 1,
Scott Cadle,House of Delegates,13,REP,Putnam,Precinct 1,15
Harold Landers,House of Delegates,13,REP,Putnam,Precinct 1,56
"Nathan ""Nate"" Westfall",House of Delegates,13,REP,Putnam,Precinct 1,39
"Brian ""scotty"" Scott",House of Delegates,13,REP,Putnam,Precinct 1,86
Michel G. Moffatt,House of Delegates,22,REP,Putnam,Precinct 1,
Gary L. Johngrass,House of Delegates,22,REP,Putnam,Precinct 1,
Barack Obama,President,,DEM,Putnam,Precinct 2,39
Keith Judd,President,,DEM,Putnam,Precinct 2,25
Joe Manchin III,U.S. Senate,,DEM,Putnam,Precinct 2,65
Sheirl Fletcher,U.S. Senate,,DEM,Putnam,Precinct 2,13
William McCann,U.S. House,2,DEM,Putnam,Precinct 2,7
Dugald Brown,U.S. House,2,DEM,Putnam,Precinct 2,6
Howard Swint,U.S. House,2,DEM,Putnam,Precinct 2,39
Earl Ray Tomblin,Governor,,DEM,Putnam,Precinct 2,57
Arne Moltis,Governor,,DEM,Putnam,Precinct 2,17
Natalie E. Tennant,Secretary of State,,DEM,Putnam,Precinct 2,72
Glen B. Gainer III,Auditor,,DEM,Putnam,Precinct 2,56
John D. Perdue,Treasurer,,DEM,Putnam,Precinct 2,61
Bob Tabb,Commissioner of Agriculture,,DEM,Putnam,Precinct 2,3
Walt Helmick,Commissioner of Agriculture,,DEM,Putnam,Precinct 2,16
Joe Messineo,Commissioner of Agriculture,,DEM,Putnam,Precinct 2,15
Steve Miller,Commissioner of Agriculture,,DEM,Putnam,Precinct 2,20
Sally Shepherd,Commissioner of Agriculture,,DEM,Putnam,Precinct 2,18
"Darrell V McGraw, Jr.",Attorney General,,DEM,Putnam,Precinct 2,63
Marla Dee Ingels,State Senate,4,DEM,Putnam,Precinct 2,
"Michael ""Mike"" Bright",State Senate,4,DEM,Putnam,Precinct 2,
