candidate,office,district,party,county,precinct,votes
,Straight Party,,REP,Ohio,Precinct 4,41
,Straight Party,,DEM,Ohio,Precinct 4,87
,Straight Party,,MTN,Ohio,Precinct 4,0
,Straight Party,,LIB,Ohio,Precinct 4,5
Mitt Romney ,President ,,,Ohio,Precinct 4,410
Barack Obama,President ,,,Ohio,Precinct 4,332
Jill Stein,President ,,,Ohio,Precinct 4,3
Gary Johnson,President ,,,Ohio,Precinct 4,4
Randall Terry,President ,,,Ohio,Precinct 4,4
John R. Raese,U.S. Senate,,,Ohio,Precinct 4,214
Joe Manchin III,U.S. Senate,,,Ohio,Precinct 4,527
Bob Henry Baber,U.S. Senate,,,Ohio,Precinct 4,13
David B. McKinley,U.S. House,1,,Ohio,Precinct 4,469
Sue Thorn,U.S. House,1,,Ohio,Precinct 4,266
Bill Maloney,Governor,,,Ohio,Precinct 4,299
Earl Ray Tomblin,Governor,,,Ohio,Precinct 4,424
Jesse Johnson,Governor,,,Ohio,Precinct 4,13
David Moran,Governor,,,Ohio,Precinct 4,16
Brian Savilla,Secretary of State,,,Ohio,Precinct 4,194
Natalie E. Tennant,Secretary of State,,,Ohio,Precinct 4,527
Larry V. Faircloth,Auditor,,,Ohio,Precinct 4,231
Glen B. Gainer III,Auditor,,,Ohio,Precinct 4,448
Mike Hall,Treasurer,,,Ohio,Precinct 4,250
John D. Perdue,Treasurer,,,Ohio,Precinct 4,442
Kent Leonhardt ,Commissioner of Agriculture,,,Ohio,Precinct 4,354
Walt Helmick,Commissioner of Agriculture,,,Ohio,Precinct 4,327
Patrick Morrisey,Attorney General,,,Ohio,Precinct 4,353
"Darrell V McGraw, Jr.",Attorney General,,,Ohio,Precinct 4,375
Pat McGeehan ,State Senate,1,,Ohio,Precinct 4,231
Jack Yost,State Senate,1,,Ohio,Precinct 4,496
Lynn Davis,House of Delegates,2,,Ohio,Precinct 4,
Phillip W. Diserio,House of Delegates,2,,Ohio,Precinct 4,
Larry Tighe,House of Delegates,3,,Ohio,Precinct 4,100
Erikka Storch,House of Delegates,3,,Ohio,Precinct 4,478
Ryan Ferns,House of Delegates,3,,Ohio,Precinct 4,333
Shawn Lucas Fluharty ,House of Delegates,3,,Ohio,Precinct 4,422
David A. Evans,House of Delegates,4,,Ohio,Precinct 4,
Mike Ferro,House of Delegates,4,,Ohio,Precinct 4,
David Sidiropolis,House of Delegates,4,,Ohio,Precinct 4,
,Straight Party,,REP,Ohio,Precinct 5,50
,Straight Party,,DEM,Ohio,Precinct 5,88
,Straight Party,,MTN,Ohio,Precinct 5,1
,Straight Party,,LIB,Ohio,Precinct 5,1
Mitt Romney ,President ,,,Ohio,Precinct 5,338
Barack Obama,President ,,,Ohio,Precinct 5,297
Jill Stein,President ,,,Ohio,Precinct 5,2
Gary Johnson,President ,,,Ohio,Precinct 5,12
Randall Terry,President ,,,Ohio,Precinct 5,2
John R. Raese,U.S. Senate,,,Ohio,Precinct 5,182
Joe Manchin III,U.S. Senate,,,Ohio,Precinct 5,444
Bob Henry Baber,U.S. Senate,,,Ohio,Precinct 5,17
David B. McKinley,U.S. House,1,,Ohio,Precinct 5,387
Sue Thorn,U.S. House,1,,Ohio,Precinct 5,243
Bill Maloney,Governor,,,Ohio,Precinct 5,260
Earl Ray Tomblin,Governor,,,Ohio,Precinct 5,358
Jesse Johnson,Governor,,,Ohio,Precinct 5,11
David Moran,Governor,,,Ohio,Precinct 5,11
Brian Savilla,Secretary of State,,,Ohio,Precinct 5,177
Natalie E. Tennant,Secretary of State,,,Ohio,Precinct 5,444
Larry V. Faircloth,Auditor,,,Ohio,Precinct 5,215
Glen B. Gainer III,Auditor,,,Ohio,Precinct 5,375
Mike Hall,Treasurer,,,Ohio,Precinct 5,221
John D. Perdue,Treasurer,,,Ohio,Precinct 5,379
Kent Leonhardt ,Commissioner of Agriculture,,,Ohio,Precinct 5,293
Walt Helmick,Commissioner of Agriculture,,,Ohio,Precinct 5,291
Patrick Morrisey,Attorney General,,,Ohio,Precinct 5,280
"Darrell V McGraw, Jr.",Attorney General,,,Ohio,Precinct 5,343
Pat McGeehan ,State Senate,1,,Ohio,Precinct 5,200
Jack Yost,State Senate,1,,Ohio,Precinct 5,432
Lynn Davis,House of Delegates,2,,Ohio,Precinct 5,
Phillip W. Diserio,House of Delegates,2,,Ohio,Precinct 5,
Larry Tighe,House of Delegates,3,,Ohio,Precinct 5,93
Erikka Storch,House of Delegates,3,,Ohio,Precinct 5,364
Ryan Ferns,House of Delegates,3,,Ohio,Precinct 5,317
Shawn Lucas Fluharty ,House of Delegates,3,,Ohio,Precinct 5,365
David A. Evans,House of Delegates,4,,Ohio,Precinct 5,
Mike Ferro,House of Delegates,4,,Ohio,Precinct 5,
David Sidiropolis,House of Delegates,4,,Ohio,Precinct 5,
,Straight Party,,REP,Ohio,Precinct 10A,32
,Straight Party,,DEM,Ohio,Precinct 10A,17
,Straight Party,,MTN,Ohio,Precinct 10A,0
,Straight Party,,LIB,Ohio,Precinct 10A,2
Mitt Romney ,President ,,,Ohio,Precinct 10A,252
Barack Obama,President ,,,Ohio,Precinct 10A,103
Jill Stein,President ,,,Ohio,Precinct 10A,3
Gary Johnson,President ,,,Ohio,Precinct 10A,4
Randall Terry,President ,,,Ohio,Precinct 10A,0
John R. Raese,U.S. Senate,,,Ohio,Precinct 10A,126
Joe Manchin III,U.S. Senate,,,Ohio,Precinct 10A,225
Bob Henry Baber,U.S. Senate,,,Ohio,Precinct 10A,7
David B. McKinley,U.S. House,1,,Ohio,Precinct 10A,253
Sue Thorn,U.S. House,1,,Ohio,Precinct 10A,94
Bill Maloney,Governor,,,Ohio,Precinct 10A,183
Earl Ray Tomblin,Governor,,,Ohio,Precinct 10A,168
Jesse Johnson,Governor,,,Ohio,Precinct 10A,4
David Moran,Governor,,,Ohio,Precinct 10A,5
Brian Savilla,Secretary of State,,,Ohio,Precinct 10A,130
Natalie E. Tennant,Secretary of State,,,Ohio,Precinct 10A,215
Larry V. Faircloth,Auditor,,,Ohio,Precinct 10A,159
Glen B. Gainer III,Auditor,,,Ohio,Precinct 10A,171
Mike Hall,Treasurer,,,Ohio,Precinct 10A,164
John D. Perdue,Treasurer,,,Ohio,Precinct 10A,164
Kent Leonhardt ,Commissioner of Agriculture,,,Ohio,Precinct 10A,196
Walt Helmick,Commissioner of Agriculture,,,Ohio,Precinct 10A,122
Patrick Morrisey,Attorney General,,,Ohio,Precinct 10A,199
"Darrell V McGraw, Jr.",Attorney General,,,Ohio,Precinct 10A,138
Pat McGeehan ,State Senate,1,,Ohio,Precinct 10A,133
Jack Yost,State Senate,1,,Ohio,Precinct 10A,215
Lynn Davis,House of Delegates,2,,Ohio,Precinct 10A,
Phillip W. Diserio,House of Delegates,2,,Ohio,Precinct 10A,
Larry Tighe,House of Delegates,3,,Ohio,Precinct 10A,69
Erikka Storch,House of Delegates,3,,Ohio,Precinct 10A,263
Ryan Ferns,House of Delegates,3,,Ohio,Precinct 10A,140
Shawn Lucas Fluharty ,House of Delegates,3,,Ohio,Precinct 10A,170
David A. Evans,House of Delegates,4,,Ohio,Precinct 10A,
Mike Ferro,House of Delegates,4,,Ohio,Precinct 10A,
David Sidiropolis,House of Delegates,4,,Ohio,Precinct 10A,
,Straight Party,,REP,Ohio,Precinct 11A,16
,Straight Party,,DEM,Ohio,Precinct 11A,15
,Straight Party,,MTN,Ohio,Precinct 11A,0
,Straight Party,,LIB,Ohio,Precinct 11A,0
Mitt Romney ,President ,,,Ohio,Precinct 11A,132
Barack Obama,President ,,,Ohio,Precinct 11A,102
Jill Stein,President ,,,Ohio,Precinct 11A,4
Gary Johnson,President ,,,Ohio,Precinct 11A,5
Randall Terry,President ,,,Ohio,Precinct 11A,1
John R. Raese,U.S. Senate,,,Ohio,Precinct 11A,78
Joe Manchin III,U.S. Senate,,,Ohio,Precinct 11A,156
Bob Henry Baber,U.S. Senate,,,Ohio,Precinct 11A,10
David B. McKinley,U.S. House,1,,Ohio,Precinct 11A,150
Sue Thorn,U.S. House,1,,Ohio,Precinct 11A,89
Bill Maloney,Governor,,,Ohio,Precinct 11A,107
Earl Ray Tomblin,Governor,,,Ohio,Precinct 11A,129
Jesse Johnson,Governor,,,Ohio,Precinct 11A,2
David Moran,Governor,,,Ohio,Precinct 11A,4
Brian Savilla,Secretary of State,,,Ohio,Precinct 11A,70
Natalie E. Tennant,Secretary of State,,,Ohio,Precinct 11A,168
Larry V. Faircloth,Auditor,,,Ohio,Precinct 11A,89
Glen B. Gainer III,Auditor,,,Ohio,Precinct 11A,136
Mike Hall,Treasurer,,,Ohio,Precinct 11A,97
John D. Perdue,Treasurer,,,Ohio,Precinct 11A,134
Kent Leonhardt ,Commissioner of Agriculture,,,Ohio,Precinct 11A,122
Walt Helmick,Commissioner of Agriculture,,,Ohio,Precinct 11A,106
Patrick Morrisey,Attorney General,,,Ohio,Precinct 11A,116
"Darrell V McGraw, Jr.",Attorney General,,,Ohio,Precinct 11A,120
Pat McGeehan ,State Senate,1,,Ohio,Precinct 11A,74
Jack Yost,State Senate,1,,Ohio,Precinct 11A,164
Lynn Davis,House of Delegates,2,,Ohio,Precinct 11A,
Phillip W. Diserio,House of Delegates,2,,Ohio,Precinct 11A,
Larry Tighe,House of Delegates,3,,Ohio,Precinct 11A,37
Erikka Storch,House of Delegates,3,,Ohio,Precinct 11A,163
Ryan Ferns,House of Delegates,3,,Ohio,Precinct 11A,93
Shawn Lucas Fluharty ,House of Delegates,3,,Ohio,Precinct 11A,138
David A. Evans,House of Delegates,4,,Ohio,Precinct 11A,
Mike Ferro,House of Delegates,4,,Ohio,Precinct 11A,
David Sidiropolis,House of Delegates,4,,Ohio,Precinct 11A,
,Straight Party,,REP,Ohio,Precinct 12A,60
,Straight Party,,DEM,Ohio,Precinct 12A,30
,Straight Party,,MTN,Ohio,Precinct 12A,3
,Straight Party,,LIB,Ohio,Precinct 12A,2
Mitt Romney ,President ,,,Ohio,Precinct 12A,334
Barack Obama,President ,,,Ohio,Precinct 12A,139
Jill Stein,President ,,,Ohio,Precinct 12A,5
Gary Johnson,President ,,,Ohio,Precinct 12A,7
Randall Terry,President ,,,Ohio,Precinct 12A,0
John R. Raese,U.S. Senate,,,Ohio,Precinct 12A,204
Joe Manchin III,U.S. Senate,,,Ohio,Precinct 12A,250
Bob Henry Baber,U.S. Senate,,,Ohio,Precinct 12A,21
David B. McKinley,U.S. House,1,,Ohio,Precinct 12A,336
Sue Thorn,U.S. House,1,,Ohio,Precinct 12A,131
Bill Maloney,Governor,,,Ohio,Precinct 12A,266
Earl Ray Tomblin,Governor,,,Ohio,Precinct 12A,191
Jesse Johnson,Governor,,,Ohio,Precinct 12A,18
David Moran,Governor,,,Ohio,Precinct 12A,5
Brian Savilla,Secretary of State,,,Ohio,Precinct 12A,194
Natalie E. Tennant,Secretary of State,,,Ohio,Precinct 12A,272
Larry V. Faircloth,Auditor,,,Ohio,Precinct 12A,222
Glen B. Gainer III,Auditor,,,Ohio,Precinct 12A,211
Mike Hall,Treasurer,,,Ohio,Precinct 12A,246
John D. Perdue,Treasurer,,,Ohio,Precinct 12A,194
Kent Leonhardt ,Commissioner of Agriculture,,,Ohio,Precinct 12A,259
Walt Helmick,Commissioner of Agriculture,,,Ohio,Precinct 12A,165
Patrick Morrisey,Attorney General,,,Ohio,Precinct 12A,290
"Darrell V McGraw, Jr.",Attorney General,,,Ohio,Precinct 12A,170
Pat McGeehan ,State Senate,1,,Ohio,Precinct 12A,210
Jack Yost,State Senate,1,,Ohio,Precinct 12A,260
Lynn Davis,House of Delegates,2,,Ohio,Precinct 12A,
Phillip W. Diserio,House of Delegates,2,,Ohio,Precinct 12A,
Larry Tighe,House of Delegates,3,,Ohio,Precinct 12A,120
Erikka Storch,House of Delegates,3,,Ohio,Precinct 12A,336
Ryan Ferns,House of Delegates,3,,Ohio,Precinct 12A,209
Shawn Lucas Fluharty ,House of Delegates,3,,Ohio,Precinct 12A,172
David A. Evans,House of Delegates,4,,Ohio,Precinct 12A,
Mike Ferro,House of Delegates,4,,Ohio,Precinct 12A,
David Sidiropolis,House of Delegates,4,,Ohio,Precinct 12A,
,Straight Party,,REP,Ohio,Precinct 13A,50
,Straight Party,,DEM,Ohio,Precinct 13A,43
,Straight Party,,MTN,Ohio,Precinct 13A,0
,Straight Party,,LIB,Ohio,Precinct 13A,1
Mitt Romney ,President ,,,Ohio,Precinct 13A,414
Barack Obama,President ,,,Ohio,Precinct 13A,222
Jill Stein,President ,,,Ohio,Precinct 13A,3
Gary Johnson,President ,,,Ohio,Precinct 13A,4
Randall Terry,President ,,,Ohio,Precinct 13A,2
John R. Raese,U.S. Senate,,,Ohio,Precinct 13A,226
Joe Manchin III,U.S. Senate,,,Ohio,Precinct 13A,390
Bob Henry Baber,U.S. Senate,,,Ohio,Precinct 13A,12
David B. McKinley,U.S. House,1,,Ohio,Precinct 13A,448
Sue Thorn,U.S. House,1,,Ohio,Precinct 13A,176
Bill Maloney,Governor,,,Ohio,Precinct 13A,322
Earl Ray Tomblin,Governor,,,Ohio,Precinct 13A,306
Jesse Johnson,Governor,,,Ohio,Precinct 13A,6
David Moran,Governor,,,Ohio,Precinct 13A,6
Brian Savilla,Secretary of State,,,Ohio,Precinct 13A,234
Natalie E. Tennant,Secretary of State,,,Ohio,Precinct 13A,375
Larry V. Faircloth,Auditor,,,Ohio,Precinct 13A,283
Glen B. Gainer III,Auditor,,,Ohio,Precinct 13A,302
Mike Hall,Treasurer,,,Ohio,Precinct 13A,289
John D. Perdue,Treasurer,,,Ohio,Precinct 13A,301
Kent Leonhardt ,Commissioner of Agriculture,,,Ohio,Precinct 13A,353
Walt Helmick,Commissioner of Agriculture,,,Ohio,Precinct 13A,217
Patrick Morrisey,Attorney General,,,Ohio,Precinct 13A,366
"Darrell V McGraw, Jr.",Attorney General,,,Ohio,Precinct 13A,248
Pat McGeehan ,State Senate,1,,Ohio,Precinct 13A,273
Jack Yost,State Senate,1,,Ohio,Precinct 13A,344
Lynn Davis,House of Delegates,2,,Ohio,Precinct 13A,
Phillip W. Diserio,House of Delegates,2,,Ohio,Precinct 13A,
Larry Tighe,House of Delegates,3,,Ohio,Precinct 13A,127
Erikka Storch,House of Delegates,3,,Ohio,Precinct 13A,450
Ryan Ferns,House of Delegates,3,,Ohio,Precinct 13A,257
Shawn Lucas Fluharty ,House of Delegates,3,,Ohio,Precinct 13A,282
David A. Evans,House of Delegates,4,,Ohio,Precinct 13A,
Mike Ferro,House of Delegates,4,,Ohio,Precinct 13A,
David Sidiropolis,House of Delegates,4,,Ohio,Precinct 13A,
,Straight Party,,REP,Ohio,Precinct 16A,82
,Straight Party,,DEM,Ohio,Precinct 16A,48
,Straight Party,,MTN,Ohio,Precinct 16A,0
,Straight Party,,LIB,Ohio,Precinct 16A,5
Mitt Romney ,President ,,,Ohio,Precinct 16A,531
Barack Obama,President ,,,Ohio,Precinct 16A,210
Jill Stein,President ,,,Ohio,Precinct 16A,2
Gary Johnson,President ,,,Ohio,Precinct 16A,2
Randall Terry,President ,,,Ohio,Precinct 16A,1
John R. Raese,U.S. Senate,,,Ohio,Precinct 16A,306
Joe Manchin III,U.S. Senate,,,Ohio,Precinct 16A,417
Bob Henry Baber,U.S. Senate,,,Ohio,Precinct 16A,9
David B. McKinley,U.S. House,1,,Ohio,Precinct 16A,534
Sue Thorn,U.S. House,1,,Ohio,Precinct 16A,189
Bill Maloney,Governor,,,Ohio,Precinct 16A,449
Earl Ray Tomblin,Governor,,,Ohio,Precinct 16A,271
Jesse Johnson,Governor,,,Ohio,Precinct 16A,6
David Moran,Governor,,,Ohio,Precinct 16A,9
Brian Savilla,Secretary of State,,,Ohio,Precinct 16A,314
Natalie E. Tennant,Secretary of State,,,Ohio,Precinct 16A,384
Larry V. Faircloth,Auditor,,,Ohio,Precinct 16A,377
Glen B. Gainer III,Auditor,,,Ohio,Precinct 16A,280
Mike Hall,Treasurer,,,Ohio,Precinct 16A,380
John D. Perdue,Treasurer,,,Ohio,Precinct 16A,294
Kent Leonhardt ,Commissioner of Agriculture,,,Ohio,Precinct 16A,460
Walt Helmick,Commissioner of Agriculture,,,Ohio,Precinct 16A,190
Patrick Morrisey,Attorney General,,,Ohio,Precinct 16A,503
"Darrell V McGraw, Jr.",Attorney General,,,Ohio,Precinct 16A,204
Pat McGeehan ,State Senate,1,,Ohio,Precinct 16A,367
Jack Yost,State Senate,1,,Ohio,Precinct 16A,336
Lynn Davis,House of Delegates,2,,Ohio,Precinct 16A,
Phillip W. Diserio,House of Delegates,2,,Ohio,Precinct 16A,
Larry Tighe,House of Delegates,3,,Ohio,Precinct 16A,159
Erikka Storch,House of Delegates,3,,Ohio,Precinct 16A,535
Ryan Ferns,House of Delegates,3,,Ohio,Precinct 16A,339
Shawn Lucas Fluharty ,House of Delegates,3,,Ohio,Precinct 16A,247
David A. Evans,House of Delegates,4,,Ohio,Precinct 16A,
Mike Ferro,House of Delegates,4,,Ohio,Precinct 16A,
David Sidiropolis,House of Delegates,4,,Ohio,Precinct 16A,
,Straight Party,,REP,Ohio,Precinct 20,38
,Straight Party,,DEM,Ohio,Precinct 20,65
,Straight Party,,MTN,Ohio,Precinct 20,0
,Straight Party,,LIB,Ohio,Precinct 20,0
Mitt Romney ,President ,,,Ohio,Precinct 20,279
Barack Obama,President ,,,Ohio,Precinct 20,198
Jill Stein,President ,,,Ohio,Precinct 20,1
Gary Johnson,President ,,,Ohio,Precinct 20,5
Randall Terry,President ,,,Ohio,Precinct 20,0
John R. Raese,U.S. Senate,,,Ohio,Precinct 20,163
Joe Manchin III,U.S. Senate,,,Ohio,Precinct 20,305
Bob Henry Baber,U.S. Senate,,,Ohio,Precinct 20,6
David B. McKinley,U.S. House,1,,Ohio,Precinct 20,311
Sue Thorn,U.S. House,1,,Ohio,Precinct 20,153
Bill Maloney,Governor,,,Ohio,Precinct 20,242
Earl Ray Tomblin,Governor,,,Ohio,Precinct 20,225
Jesse Johnson,Governor,,,Ohio,Precinct 20,6
David Moran,Governor,,,Ohio,Precinct 20,4
Brian Savilla,Secretary of State,,,Ohio,Precinct 20,155
Natalie E. Tennant,Secretary of State,,,Ohio,Precinct 20,301
Larry V. Faircloth,Auditor,,,Ohio,Precinct 20,202
Glen B. Gainer III,Auditor,,,Ohio,Precinct 20,232
Mike Hall,Treasurer,,,Ohio,Precinct 20,196
John D. Perdue,Treasurer,,,Ohio,Precinct 20,243
Kent Leonhardt ,Commissioner of Agriculture,,,Ohio,Precinct 20,243
Walt Helmick,Commissioner of Agriculture,,,Ohio,Precinct 20,189
Patrick Morrisey,Attorney General,,,Ohio,Precinct 20,250
"Darrell V McGraw, Jr.",Attorney General,,,Ohio,Precinct 20,207
Pat McGeehan ,State Senate,1,,Ohio,Precinct 20,195
Jack Yost,State Senate,1,,Ohio,Precinct 20,264
Lynn Davis,House of Delegates,2,,Ohio,Precinct 20,
