candidate,office,district,party,county,precinct,votes
Rick Santorum,President,,REP,Boone,Precinct 1 - Turtle Creek,1
Ron Paul,President,,REP,Boone,Precinct 1 - Turtle Creek,3
Mitt Romney,President,,REP,Boone,Precinct 1 - Turtle Creek,7
Newt Gingrich,President,,REP,Boone,Precinct 1 - Turtle Creek,2
"Charles ""Buddy"" Roemer",President,,REP,Boone,Precinct 1 - Turtle Creek,0
John R. Raese,U.S. Senate,,REP,Boone,Precinct 1 - Turtle Creek,12
Bill Lester,U.S. House,3,REP,Boone,Precinct 1 - Turtle Creek,0
Rick Snuffer,U.S. House,3,REP,Boone,Precinct 1 - Turtle Creek,4
Lee A. Bias,U.S. House,3,REP,Boone,Precinct 1 - Turtle Creek,6
Bill Maloney,Governor,,REP,Boone,Precinct 1 - Turtle Creek,8
Ralph William Clark,Governor,,REP,Boone,Precinct 1 - Turtle Creek,2
Brian Savilla,Secretary of State,,REP,Boone,Precinct 1 - Turtle Creek,5
Larry V. Faircloth,Auditor,,REP,Boone,Precinct 1 - Turtle Creek,6
Mike Hall,Treasurer,,REP,Boone,Precinct 1 - Turtle Creek,6
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Boone,Precinct 1 - Turtle Creek,3
No Candidate Filed,Commissioner of Agriculture,,REP,Boone,Precinct 1 - Turtle Creek,0
Patrick Morrisey,Attorney General,,REP,Boone,Precinct 1 - Turtle Creek,6
No Candidate Filed,State Senate,7,REP,Boone,Precinct 1 - Turtle Creek,0
Joshua Nelson,House of Delegates,,REP,Boone,Precinct 1 - Turtle Creek,
Gary L. Johngrass,House of Delegates,22,REP,Boone,Precinct 1 - Turtle Creek,10
Michel G. Moffatt,House of Delegates,22,REP,Boone,Precinct 1 - Turtle Creek,4
No Candidate Filed,House of Delegates,,REP,Boone,Precinct 1 - Turtle Creek,
Keith Judd,President,,DEM,Boone,Precinct 1 - Turtle Creek,62
Barack Obama,President,,DEM,Boone,Precinct 1 - Turtle Creek,59
Joe Manchin III,U.S. Senate,,DEM,Boone,Precinct 1 - Turtle Creek,116
Sheirl Fletcher,U.S. Senate,,DEM,Boone,Precinct 1 - Turtle Creek,19
