candidate,office,district,party,county,precinct,total votes
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 27,38
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 27,41
Barack Obama,President ,,DEM,Mercer,Precinct 27,33
Keith Judd,President ,,DEM,Mercer,Precinct 27,30
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 27,58
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 27,16
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 27,55
Arne Moltis,Governor,,DEM,Mercer,Precinct 27,18
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 27,55
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 27,61
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 27,64
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 27,57
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 27,22
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 27,7
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 27,6
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 27,26
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 27,1
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 27,50
"Michael ""Mike"" Mithem",State Senate,6,DEM,Mercer,Precinct 27,13
Mark Wills,State Senate,6,DEM,Mercer,Precinct 27,57
Linda Goode Phillips,House of Delegates,25,DEM,Mercer,Precinct 27,
Lyle Cottle,House of Delegates,25,DEM,Mercer,Precinct 27,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 27,
Clif Moore,House of Delegates,26,DEM,Mercer,Precinct 27,
Edwin Ray Vanover,House of Delegates,26,DEM,Mercer,Precinct 27,
Greg Ball,House of Delegates,27,DEM,Mercer,Precinct 27,33
Ryan J. Flanigan,House of Delegates,27,DEM,Mercer,Precinct 27,39
Stephen Akers,House of Delegates,27,DEM,Mercer,Precinct 27,17
Billy Morefield,House of Delegates,27,DEM,Mercer,Precinct 27,33
Pete Sternloff,House of Delegates,27,DEM,Mercer,Precinct 27,44
Mitt Romney,President ,,REP,Mercer,Precinct 28,59
Ron Paul,President ,,REP,Mercer,Precinct 28,6
Newt Gingrich,President ,,REP,Mercer,Precinct 28,6
Rick Santorum,President ,,REP,Mercer,Precinct 28,5
"Charles ""Buddy"" Roemer",President ,,REP,Mercer,Precinct 28,0
John R. Raese,U.S. Senate,,REP,Mercer,Precinct 28,62
Bill Lester,U.S. House,3,REP,Mercer,Precinct 28,26
Lee A. Bias,U.S. House,3,REP,Mercer,Precinct 28,5
Rick Snuffer,U.S. House,3,REP,Mercer,Precinct 28,32
Ralph William Clark,Governor,,REP,Mercer,Precinct 28,15
Bill Maloney,Governor,,REP,Mercer,Precinct 28,55
Brian Savilla,Secretary of State ,,REP,Mercer,Precinct 28,52
Larry V. Faircloth,Auditor,,REP,Mercer,Precinct 28,56
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mercer,Precinct 28,30
Mike Hall,Treasurer,,REP,Mercer,Precinct 28,30
Patrick Morrisey,Attorney General,,REP,Mercer,Precinct 28,54
Bill Cole,State Senate,6,REP,Mercer,Precinct 28,70
Joe Ellington,House of Delegates,27,REP,Mercer,Precinct 28,36
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 28,51
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 28,52
Barack Obama,President ,,DEM,Mercer,Precinct 28,78
Keith Judd,President ,,DEM,Mercer,Precinct 28,37
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 28,103
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 28,24
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 28,100
Arne Moltis,Governor,,DEM,Mercer,Precinct 28,25
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 28,100
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 28,105
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 28,104
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 28,106
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 28,30
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 28,16
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 28,16
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 28,43
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 28,8
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 28,106
"Michael ""Mike"" Mithem",State Senate,6,DEM,Mercer,Precinct 28,21
Mark Wills,State Senate,6,DEM,Mercer,Precinct 28,108
Linda Goode Phillips,House of Delegates,25,DEM,Mercer,Precinct 28,
Lyle Cottle,House of Delegates,25,DEM,Mercer,Precinct 28,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 28,
Clif Moore,House of Delegates,26,DEM,Mercer,Precinct 28,
Edwin Ray Vanover,House of Delegates,26,DEM,Mercer,Precinct 28,
Greg Ball,House of Delegates,27,DEM,Mercer,Precinct 28,51
Ryan J. Flanigan,House of Delegates,27,DEM,Mercer,Precinct 28,77
Stephen Akers,House of Delegates,27,DEM,Mercer,Precinct 28,41
Billy Morefield,House of Delegates,27,DEM,Mercer,Precinct 28,49
Pete Sternloff,House of Delegates,27,DEM,Mercer,Precinct 28,78
Mitt Romney,President ,,REP,Mercer,Precinct 31,38
Ron Paul,President ,,REP,Mercer,Precinct 31,2
Newt Gingrich,President ,,REP,Mercer,Precinct 31,2
Rick Santorum,President ,,REP,Mercer,Precinct 31,7
"Charles ""Buddy"" Roemer",President ,,REP,Mercer,Precinct 31,2
John R. Raese,U.S. Senate,,REP,Mercer,Precinct 31,40
Bill Lester,U.S. House,3,REP,Mercer,Precinct 31,13
Lee A. Bias,U.S. House,3,REP,Mercer,Precinct 31,2
Rick Snuffer,U.S. House,3,REP,Mercer,Precinct 31,27
Ralph William Clark,Governor,,REP,Mercer,Precinct 31,9
Bill Maloney,Governor,,REP,Mercer,Precinct 31,38
Brian Savilla,Secretary of State ,,REP,Mercer,Precinct 31,38
Larry V. Faircloth,Auditor,,REP,Mercer,Precinct 31,40
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mercer,Precinct 31,23
Mike Hall,Treasurer,,REP,Mercer,Precinct 31,14
Patrick Morrisey,Attorney General,,REP,Mercer,Precinct 31,37
Bill Cole,State Senate,6,REP,Mercer,Precinct 31,44
Joe Ellington,House of Delegates,27,REP,Mercer,Precinct 31,25
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 31,41
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 31,37
Barack Obama,President ,,DEM,Mercer,Precinct 31,56
Keith Judd,President ,,DEM,Mercer,Precinct 31,30
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 31,71
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 31,26
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 31,76
Arne Moltis,Governor,,DEM,Mercer,Precinct 31,17
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 31,81
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 31,76
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 31,77
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 31,79
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 31,27
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 31,13
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 31,9
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 31,29
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 31,2
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 31,78
"Michael ""Mike"" Mithem",State Senate,6,DEM,Mercer,Precinct 31,18
Mark Wills,State Senate,6,DEM,Mercer,Precinct 31,76
Linda Goode Phillips,House of Delegates,25,DEM,Mercer,Precinct 31,
Lyle Cottle,House of Delegates,25,DEM,Mercer,Precinct 31,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 31,
Clif Moore,House of Delegates,26,DEM,Mercer,Precinct 31,
Edwin Ray Vanover,House of Delegates,26,DEM,Mercer,Precinct 31,
Greg Ball,House of Delegates,27,DEM,Mercer,Precinct 31,26
Ryan J. Flanigan,House of Delegates,27,DEM,Mercer,Precinct 31,53
Stephen Akers,House of Delegates,27,DEM,Mercer,Precinct 31,31
Billy Morefield,House of Delegates,27,DEM,Mercer,Precinct 31,36
Pete Sternloff,House of Delegates,27,DEM,Mercer,Precinct 31,67
Mitt Romney,President ,,REP,Mercer,Precinct 32,53
Ron Paul,President ,,REP,Mercer,Precinct 32,7
Newt Gingrich,President ,,REP,Mercer,Precinct 32,3
Rick Santorum,President ,,REP,Mercer,Precinct 32,5
"Charles ""Buddy"" Roemer",President ,,REP,Mercer,Precinct 32,2
John R. Raese,U.S. Senate,,REP,Mercer,Precinct 32,50
Bill Lester,U.S. House,3,REP,Mercer,Precinct 32,16
Lee A. Bias,U.S. House,3,REP,Mercer,Precinct 32,9
Rick Snuffer,U.S. House,3,REP,Mercer,Precinct 32,38
Ralph William Clark,Governor,,REP,Mercer,Precinct 32,8
Bill Maloney,Governor,,REP,Mercer,Precinct 32,54
Brian Savilla,Secretary of State ,,REP,Mercer,Precinct 32,51
Larry V. Faircloth,Auditor,,REP,Mercer,Precinct 32,51
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mercer,Precinct 32,28
Mike Hall,Treasurer,,REP,Mercer,Precinct 32,26
Patrick Morrisey,Attorney General,,REP,Mercer,Precinct 32,52
Bill Cole,State Senate,6,REP,Mercer,Precinct 32,62
Joe Ellington,House of Delegates,27,REP,Mercer,Precinct 32,16
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 32,42
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 32,65
Barack Obama,President ,,DEM,Mercer,Precinct 32,47
Keith Judd,President ,,DEM,Mercer,Precinct 32,40
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 32,92
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 32,14
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 32,86
Arne Moltis,Governor,,DEM,Mercer,Precinct 32,18
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 32,82
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 32,78
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 32,80
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 32,80
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 32,30
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 32,16
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 32,9
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 32,22
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 32,5
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 32,82
"Michael ""Mike"" Mithem",State Senate,6,DEM,Mercer,Precinct 32,23
Mark Wills,State Senate,6,DEM,Mercer,Precinct 32,74
Linda Goode Phillips,House of Delegates,25,DEM,Mercer,Precinct 32,
Lyle Cottle,House of Delegates,25,DEM,Mercer,Precinct 32,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 32,
Clif Moore,House of Delegates,26,DEM,Mercer,Precinct 32,
Edwin Ray Vanover,House of Delegates,26,DEM,Mercer,Precinct 32,
Greg Ball,House of Delegates,27,DEM,Mercer,Precinct 32,39
Ryan J. Flanigan,House of Delegates,27,DEM,Mercer,Precinct 32,58
Stephen Akers,House of Delegates,27,DEM,Mercer,Precinct 32,32
Billy Morefield,House of Delegates,27,DEM,Mercer,Precinct 32,48
Pete Sternloff,House of Delegates,27,DEM,Mercer,Precinct 32,63
Mitt Romney,President ,,REP,Mercer,Precinct 36,90
Ron Paul,President ,,REP,Mercer,Precinct 36,3
Newt Gingrich,President ,,REP,Mercer,Precinct 36,5
Rick Santorum,President ,,REP,Mercer,Precinct 36,9
"Charles ""Buddy"" Roemer",President ,,REP,Mercer,Precinct 36,2
John R. Raese,U.S. Senate,,REP,Mercer,Precinct 36,86
Bill Lester,U.S. House,3,REP,Mercer,Precinct 36,21
Lee A. Bias,U.S. House,3,REP,Mercer,Precinct 36,5
Rick Snuffer,U.S. House,3,REP,Mercer,Precinct 36,68
Ralph William Clark,Governor,,REP,Mercer,Precinct 36,16
Bill Maloney,Governor,,REP,Mercer,Precinct 36,88
Brian Savilla,Secretary of State ,,REP,Mercer,Precinct 36,78
Larry V. Faircloth,Auditor,,REP,Mercer,Precinct 36,82
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mercer,Precinct 36,40
Mike Hall,Treasurer,,REP,Mercer,Precinct 36,42
Patrick Morrisey,Attorney General,,REP,Mercer,Precinct 36,80
Bill Cole,State Senate,6,REP,Mercer,Precinct 36,104
Joe Ellington,House of Delegates,27,REP,Mercer,Precinct 36,50
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 36,82
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 36,88
Barack Obama,President ,,DEM,Mercer,Precinct 36,76
Keith Judd,President ,,DEM,Mercer,Precinct 36,74
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 36,168
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 36,27
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 36,147
Arne Moltis,Governor,,DEM,Mercer,Precinct 36,31
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 36,158
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 36,148
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 36,151
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 36,143
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 36,45
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 36,42
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 36,11
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 36,52
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 36,15
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 36,148
"Michael ""Mike"" Mithem",State Senate,6,DEM,Mercer,Precinct 36,32
Mark Wills,State Senate,6,DEM,Mercer,Precinct 36,153
Linda Goode Phillips,House of Delegates,25,DEM,Mercer,Precinct 36,
Lyle Cottle,House of Delegates,25,DEM,Mercer,Precinct 36,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 36,
Clif Moore,House of Delegates,26,DEM,Mercer,Precinct 36,
Edwin Ray Vanover,House of Delegates,26,DEM,Mercer,Precinct 36,
Greg Ball,House of Delegates,27,DEM,Mercer,Precinct 36,79
Ryan J. Flanigan,House of Delegates,27,DEM,Mercer,Precinct 36,105
Stephen Akers,House of Delegates,27,DEM,Mercer,Precinct 36,76
Billy Morefield,House of Delegates,27,DEM,Mercer,Precinct 36,46
Pete Sternloff,House of Delegates,27,DEM,Mercer,Precinct 36,107
Mitt Romney,President ,,REP,Mercer,Precinct 44,49
Ron Paul,President ,,REP,Mercer,Precinct 44,6
Newt Gingrich,President ,,REP,Mercer,Precinct 44,4
Rick Santorum,President ,,REP,Mercer,Precinct 44,8
"Charles ""Buddy"" Roemer",President ,,REP,Mercer,Precinct 44,0
John R. Raese,U.S. Senate,,REP,Mercer,Precinct 44,56
Bill Lester,U.S. House,3,REP,Mercer,Precinct 44,21
Lee A. Bias,U.S. House,3,REP,Mercer,Precinct 44,2
Rick Snuffer,U.S. House,3,REP,Mercer,Precinct 44,38
Ralph William Clark,Governor,,REP,Mercer,Precinct 44,8
Bill Maloney,Governor,,REP,Mercer,Precinct 44,60
Brian Savilla,Secretary of State ,,REP,Mercer,Precinct 44,51
Larry V. Faircloth,Auditor,,REP,Mercer,Precinct 44,49
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mercer,Precinct 44,15
Mike Hall,Treasurer,,REP,Mercer,Precinct 44,44
Patrick Morrisey,Attorney General,,REP,Mercer,Precinct 44,48
Bill Cole,State Senate,6,REP,Mercer,Precinct 44,60
Joe Ellington,House of Delegates,27,REP,Mercer,Precinct 44,44
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 44,31
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 44,33
Barack Obama,President ,,DEM,Mercer,Precinct 44,51
Keith Judd,President ,,DEM,Mercer,Precinct 44,57
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 44,109
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 44,20
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 44,109
Arne Moltis,Governor,,DEM,Mercer,Precinct 44,15
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 44,114
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 44,96
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 44,89
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 44,94
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 44,30
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 44,27
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 44,10
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 44,37
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 44,6
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 44,103
"Michael ""Mike"" Mithem",State Senate,6,DEM,Mercer,Precinct 44,12
Mark Wills,State Senate,6,DEM,Mercer,Precinct 44,114
Linda Goode Phillips,House of Delegates,25,DEM,Mercer,Precinct 44,
Lyle Cottle,House of Delegates,25,DEM,Mercer,Precinct 44,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 44,
Clif Moore,House of Delegates,26,DEM,Mercer,Precinct 44,
Edwin Ray Vanover,House of Delegates,26,DEM,Mercer,Precinct 44,
Greg Ball,House of Delegates,27,DEM,Mercer,Precinct 44,77
Ryan J. Flanigan,House of Delegates,27,DEM,Mercer,Precinct 44,74
Stephen Akers,House of Delegates,27,DEM,Mercer,Precinct 44,58
Billy Morefield,House of Delegates,27,DEM,Mercer,Precinct 44,49
Pete Sternloff,House of Delegates,27,DEM,Mercer,Precinct 44,20
Mitt Romney,President ,,REP,Mercer,Precinct 46,6
Ron Paul,President ,,REP,Mercer,Precinct 46,2
Newt Gingrich,President ,,REP,Mercer,Precinct 46,0
Rick Santorum,President ,,REP,Mercer,Precinct 46,0
"Charles ""Buddy"" Roemer",President ,,REP,Mercer,Precinct 46,0
John R. Raese,U.S. Senate,,REP,Mercer,Precinct 46,4
Bill Lester,U.S. House,3,REP,Mercer,Precinct 46,2
Lee A. Bias,U.S. House,3,REP,Mercer,Precinct 46,0
Rick Snuffer,U.S. House,3,REP,Mercer,Precinct 46,6
Ralph William Clark,Governor,,REP,Mercer,Precinct 46,2
Bill Maloney,Governor,,REP,Mercer,Precinct 46,5
Brian Savilla,Secretary of State ,,REP,Mercer,Precinct 46,3
Larry V. Faircloth,Auditor,,REP,Mercer,Precinct 46,6
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mercer,Precinct 46,2
Mike Hall,Treasurer,,REP,Mercer,Precinct 46,4
Patrick Morrisey,Attorney General,,REP,Mercer,Precinct 46,5
Bill Cole,State Senate,6,REP,Mercer,Precinct 46,6
Joe Ellington,House of Delegates,27,REP,Mercer,Precinct 46,5
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 46,1
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 46,3
Barack Obama,President ,,DEM,Mercer,Precinct 46,27
Keith Judd,President ,,DEM,Mercer,Precinct 46,26
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 46,53
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 46,9
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 46,55
Arne Moltis,Governor,,DEM,Mercer,Precinct 46,9
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 46,51
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 46,36
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 46,42
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 46,41
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 46,12
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 46,14
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 46,3
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 46,19
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 46,3
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 46,48
"Michael ""Mike"" Mithem",State Senate,6,DEM,Mercer,Precinct 46,6
Mark Wills,State Senate,6,DEM,Mercer,Precinct 46,50
Linda Goode Phillips,House of Delegates,25,DEM,Mercer,Precinct 46,
Lyle Cottle,House of Delegates,25,DEM,Mercer,Precinct 46,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 46,
Clif Moore,House of Delegates,26,DEM,Mercer,Precinct 46,
Edwin Ray Vanover,House of Delegates,26,DEM,Mercer,Precinct 46,
Greg Ball,House of Delegates,27,DEM,Mercer,Precinct 46,18
Ryan J. Flanigan,House of Delegates,27,DEM,Mercer,Precinct 46,35
Stephen Akers,House of Delegates,27,DEM,Mercer,Precinct 46,37
Billy Morefield,House of Delegates,27,DEM,Mercer,Precinct 46,39
Pete Sternloff,House of Delegates,27,DEM,Mercer,Precinct 46,7
Mitt Romney,President ,,REP,Mercer,Precinct 47,43
Ron Paul,President ,,REP,Mercer,Precinct 47,4
Newt Gingrich,President ,,REP,Mercer,Precinct 47,3
Rick Santorum,President ,,REP,Mercer,Precinct 47,3
"Charles ""Buddy"" Roemer",President ,,REP,Mercer,Precinct 47,0
John R. Raese,U.S. Senate,,REP,Mercer,Precinct 47,43
Bill Lester,U.S. House,3,REP,Mercer,Precinct 47,10
Lee A. Bias,U.S. House,3,REP,Mercer,Precinct 47,4
Rick Snuffer,U.S. House,3,REP,Mercer,Precinct 47,32
Ralph William Clark,Governor,,REP,Mercer,Precinct 47,9
Bill Maloney,Governor,,REP,Mercer,Precinct 47,40
Brian Savilla,Secretary of State ,,REP,Mercer,Precinct 47,43
Larry V. Faircloth,Auditor,,REP,Mercer,Precinct 47,42
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mercer,Precinct 47,16
Mike Hall,Treasurer,,REP,Mercer,Precinct 47,27
Patrick Morrisey,Attorney General,,REP,Mercer,Precinct 47,39
Bill Cole,State Senate,6,REP,Mercer,Precinct 47,42
Joe Ellington,House of Delegates,27,REP,Mercer,Precinct 47,35
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 47,35
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 47,31
Barack Obama,President ,,DEM,Mercer,Precinct 47,26
Keith Judd,President ,,DEM,Mercer,Precinct 47,38
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 47,66
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 47,15
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 47,60
Arne Moltis,Governor,,DEM,Mercer,Precinct 47,12
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 47,68
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 47,60
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 47,54
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 47,60
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 47,12
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 47,18
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 47,4
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 47,25
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 47,6
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 47,62
"Michael ""Mike"" Mithem",State Senate,6,DEM,Mercer,Precinct 47,13
Mark Wills,State Senate,6,DEM,Mercer,Precinct 47,71
Linda Goode Phillips,House of Delegates,25,DEM,Mercer,Precinct 47,
Lyle Cottle,House of Delegates,25,DEM,Mercer,Precinct 47,
Ed Evans,House of Delegates,26,DEM,Mercer,Precinct 47,
Clif Moore,House of Delegates,26,DEM,Mercer,Precinct 47,
Edwin Ray Vanover,House of Delegates,26,DEM,Mercer,Precinct 47,
Greg Ball,House of Delegates,27,DEM,Mercer,Precinct 47,46
Ryan J. Flanigan,House of Delegates,27,DEM,Mercer,Precinct 47,58
Stephen Akers,House of Delegates,27,DEM,Mercer,Precinct 47,27
Billy Morefield,House of Delegates,27,DEM,Mercer,Precinct 47,39
Pete Sternloff,House of Delegates,27,DEM,Mercer,Precinct 47,11
Mitt Romney,President ,,REP,Mercer,Precinct 48,14
Ron Paul,President ,,REP,Mercer,Precinct 48,0
Newt Gingrich,President ,,REP,Mercer,Precinct 48,0
Rick Santorum,President ,,REP,Mercer,Precinct 48,1
"Charles ""Buddy"" Roemer",President ,,REP,Mercer,Precinct 48,0
John R. Raese,U.S. Senate,,REP,Mercer,Precinct 48,11
Bill Lester,U.S. House,3,REP,Mercer,Precinct 48,2
Lee A. Bias,U.S. House,3,REP,Mercer,Precinct 48,1
Rick Snuffer,U.S. House,3,REP,Mercer,Precinct 48,12
Ralph William Clark,Governor,,REP,Mercer,Precinct 48,4
Bill Maloney,Governor,,REP,Mercer,Precinct 48,10
Brian Savilla,Secretary of State ,,REP,Mercer,Precinct 48,11
Larry V. Faircloth,Auditor,,REP,Mercer,Precinct 48,10
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mercer,Precinct 48,2
Mike Hall,Treasurer,,REP,Mercer,Precinct 48,7
Patrick Morrisey,Attorney General,,REP,Mercer,Precinct 48,9
Bill Cole,State Senate,6,REP,Mercer,Precinct 48,14
Joe Ellington,House of Delegates,27,REP,Mercer,Precinct 48,7
Marty Gearheart,House of Delegates,27,REP,Mercer,Precinct 48,7
John H. Shott ,House of Delegates,27,REP,Mercer,Precinct 48,5
Barack Obama,President ,,DEM,Mercer,Precinct 48,10
Keith Judd,President ,,DEM,Mercer,Precinct 48,8
Joe Manchin III,U.S. Senate,,DEM,Mercer,Precinct 48,19
Sheirl Fletcher,U.S. Senate,,DEM,Mercer,Precinct 48,7
Nick J. Rahall II,U.S. House,3,DEM,Mercer,Precinct 48,16
Arne Moltis,Governor,,DEM,Mercer,Precinct 48,2
Earl Ray Tomblin,Governor,,DEM,Mercer,Precinct 48,16
Natalie E. Tennant,Secretary of State ,,DEM,Mercer,Precinct 48,11
Glen B. Gainer III,Auditor,,DEM,Mercer,Precinct 48,11
John D. Perdue,Treasurer,,DEM,Mercer,Precinct 48,11
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mercer,Precinct 48,6
Steve Miller,Commissioner of Agriculture,,DEM,Mercer,Precinct 48,5
Joe Messineo,Commissioner of Agriculture,,DEM,Mercer,Precinct 48,2
Walt Helmick,Commissioner of Agriculture,,DEM,Mercer,Precinct 48,3
Bobb Tabb,Commissioner of Agriculture,,DEM,Mercer,Precinct 48,0
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mercer,Precinct 48,12
