candidate,office,district,party,county,precinct,votes,winner
Rick Santorum ,President ,,REP,Barbour,Precinct 1,8,
Ron Paul,President ,,REP,Barbour,Precinct 1,6,
"Charles ""Buddy"" Roemer",President ,,REP,Barbour,Precinct 1,0,
Newt Gingrich,President ,,REP,Barbour,Precinct 1,10,
Mitt Romney ,President ,,REP,Barbour,Precinct 1,57,
John R. Raese,US Senate,,REP,Barbour,Precinct 1,65,
David B McKinley ,US House,1,REP,Barbour,Precinct 1,65,
Ralph William Clark,Governor,,REP,Barbour,Precinct 1,10,
Bill Maloney,Governor,,REP,Barbour,Precinct 1,66,
Brian Savilla,Secretary of State,,REP,Barbour,Precinct 1,66,
Larry V. Faircloth,Auditor,,REP,Barbour,Precinct 1,61,
Mike Hall,Treasurer,,REP,Barbour,Precinct 1,39,
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Barbour,Precinct 1,33,
No Candidate Filed,Commissioner of Agriculture,,REP,Barbour,Precinct 1,0,
Patrick Morrisey,Attorney General,,REP,Barbour,Precinct 1,66,
No Candidate Filed,State Senate,,REP,Barbour,Precinct 1,0,
"John R. Rose, Sr. ",House of Delegates,47,REP,Barbour,Precinct 1,68,
Keith Judd,President ,,DEM,Barbour,Precinct 1,20,
Barack Obama,President ,,DEM,Barbour,Precinct 1,41,
Sheirl Fletcher,US Senate,,DEM,Barbour,Precinct 1,6,
Joe Manchin III,US Senate,,DEM,Barbour,Precinct 1,63,
Sue Thorn,US House,1,DEM,Barbour,Precinct 1,56,
Arne Moltis,Governor,,DEM,Barbour,Precinct 1,6,
Earl Ray Tomblin,Governor,,DEM,Barbour,Precinct 1,62,
Natalie E. Tennant,Secretary of State,,DEM,Barbour,Precinct 1,63,
Glen B. Gainer III,Auditor,,DEM,Barbour,Precinct 1,59,
John D. Perdue,Treasurer,,DEM,Barbour,Precinct 1,58,
Bobb Tabb,Commissioner of Agriculture,,DEM,Barbour,Precinct 1,1,
Joe Messineo,Commissioner of Agriculture,,DEM,Barbour,Precinct 1,9,
Walt Helmick,Commissioner of Agriculture,,DEM,Barbour,Precinct 1,37,
Steve Miller,Commissioner of Agriculture,,DEM,Barbour,Precinct 1,7,
Sally Shepherd ,Commissioner of Agriculture,,DEM,Barbour,Precinct 1,12,
"Darrell V. McGraw, Jr. ",Attorney General,,DEM,Barbour,Precinct 1,65,
Bob Williams,State Senate,14,DEM,Barbour,Precinct 1,55,
Mary M Poling ,House of Delegates,47,DEM,Barbour,Precinct 1,62,
Rick Santorum ,President ,,REP,Barbour,Precinct 2,17,
Ron Paul,President ,,REP,Barbour,Precinct 2,17,
"Charles ""Buddy"" Roemer",President ,,REP,Barbour,Precinct 2,2,
Newt Gingrich,President ,,REP,Barbour,Precinct 2,12,
Mitt Romney ,President ,,REP,Barbour,Precinct 2,130,
John R. Raese,US Senate,,REP,Barbour,Precinct 2,134,
David B McKinley ,US House,1,REP,Barbour,Precinct 2,128,
Ralph William Clark,Governor,,REP,Barbour,Precinct 2,23,
Bill Maloney,Governor,,REP,Barbour,Precinct 2,142,
Brian Savilla,Secretary of State,,REP,Barbour,Precinct 2,121,
Larry V. Faircloth,Auditor,,REP,Barbour,Precinct 2,120,
