candidate,office,district,party,county,precinct,total votes
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 13,22
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 13,23
Ralph William Clark,Governor,,REP,Ritchie,Precinct 13,6
Bill Maloney,Governor,,REP,Ritchie,Precinct 13,25
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 13,23
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 13,25
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 13,12
Mike Hall,Treasurer,,REP,Ritchie,Precinct 13,14
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 13,22
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 13,29
Keith Judd,President ,,DEM,Ritchie,Precinct 13,5
Barack Obama,President ,,DEM,Ritchie,Precinct 13,8
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 13,11
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 13,1
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 13,11
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 13,11
Arne Moltis,Governor,,DEM,Ritchie,Precinct 13,2
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 13,11
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 13,11
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 13,11
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 13,5
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 13,2
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 13,1
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 13,4
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 13,1
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 13,11
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 13,12
Rick Santorum,President ,,REP,Ritchie,Precinct 14,13
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 14,0
Mitt Romney,President ,,REP,Ritchie,Precinct 14,79
Ron Paul,President ,,REP,Ritchie,Precinct 14,8
Newt Gingrich,President ,,REP,Ritchie,Precinct 14,8
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 14,84
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 14,90
Ralph William Clark,Governor,,REP,Ritchie,Precinct 14,11
Bill Maloney,Governor,,REP,Ritchie,Precinct 14,92
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 14,79
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 14,76
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 14,45
Mike Hall,Treasurer,,REP,Ritchie,Precinct 14,34
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 14,76
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 14,92
Keith Judd,President ,,DEM,Ritchie,Precinct 14,12
Barack Obama,President ,,DEM,Ritchie,Precinct 14,15
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 14,28
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 14,2
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 14,22
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 14,26
Arne Moltis,Governor,,DEM,Ritchie,Precinct 14,3
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 14,26
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 14,25
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 14,21
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 14,11
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 14,6
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 14,2
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 14,4
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 14,0
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 14,23
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 14,23
Rick Santorum,President ,,REP,Ritchie,Precinct 15,5
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 15,0
Mitt Romney,President ,,REP,Ritchie,Precinct 15,42
Ron Paul,President ,,REP,Ritchie,Precinct 15,9
Newt Gingrich,President ,,REP,Ritchie,Precinct 15,6
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 15,49
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 15,53
Ralph William Clark,Governor,,REP,Ritchie,Precinct 15,9
Bill Maloney,Governor,,REP,Ritchie,Precinct 15,48
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 15,45
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 15,46
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 15,25
Mike Hall,Treasurer,,REP,Ritchie,Precinct 15,22
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 15,45
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 15,61
Keith Judd,President ,,DEM,Ritchie,Precinct 15,8
Barack Obama,President ,,DEM,Ritchie,Precinct 15,3
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 15,12
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 15,1
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 15,9
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 15,10
Arne Moltis,Governor,,DEM,Ritchie,Precinct 15,2
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 15,9
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 15,11
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 15,10
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 15,3
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 15,2
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 15,2
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 15,2
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 15,0
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 15,12
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 15,12
Rick Santorum,President ,,REP,Ritchie,TOTAL,184
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,TOTAL,24
Mitt Romney,President ,,REP,Ritchie,TOTAL,1000
Ron Paul,President ,,REP,Ritchie,TOTAL,214
Newt Gingrich,President ,,REP,Ritchie,TOTAL,110
John R. Raese,U.S. Senate,,REP,Ritchie,TOTAL,1144
David B. McKinley,U.S. House,1,REP,Ritchie,TOTAL,1170
Ralph William Clark,Governor,,REP,Ritchie,TOTAL,210
Bill Maloney,Governor,,REP,Ritchie,TOTAL,1181
Brian Savilla,Secretary of State ,,REP,Ritchie,TOTAL,1028
Larry V. Faircloth,Auditor,,REP,Ritchie,TOTAL,1021
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,TOTAL,642
Mike Hall,Treasurer,,REP,Ritchie,TOTAL,535
Patrick Morrisey,Attorney General,,REP,Ritchie,TOTAL,1038
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,TOTAL,1397
Keith Judd,President ,,DEM,Ritchie,TOTAL,208
Barack Obama,President ,,DEM,Ritchie,TOTAL,273
Joe Manchin III,U.S. Senate,,DEM,Ritchie,TOTAL,482
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,TOTAL,65
Sue Thorn,U.S. House,1,DEM,Ritchie,TOTAL,370
Earl Ray Tomblin,Governor,,DEM,Ritchie,TOTAL,465
Arne Moltis,Governor,,DEM,Ritchie,TOTAL,77
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,TOTAL,441
Glen B. Gainer III,Auditor,,DEM,Ritchie,TOTAL,467
John D. Perdue,Treasurer,,DEM,Ritchie,TOTAL,418
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,TOTAL,158
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,TOTAL,103
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,TOTAL,94
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,TOTAL,97
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,TOTAL,20
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,TOTAL,459
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,TOTAL,443
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
