year,election,office,party,district,candidate,county,votes,winner
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Barbour,"1,932",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Brooke,"2,988",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Cabell,472,
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Doddridge,"1,176",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Gilmer,272,
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Grant,"3,091",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Hancock,"9,701",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Marion,"9,859",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Marshall,"3,578",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Mineral,"1,569",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Monongalia,"7,378",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Ohio,"2,879",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Pleasants,926,
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Preston,"2,665",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Ritchie,694,
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Taylor,"1,743",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Tucker,"1,019",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Tyler,512,
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Wetzel,"1,913",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Wood,"6,076",
2002,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Totals,"60,443",1
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Berkeley,"1,807",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Braxton,"1,274",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Calhoun,630,
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Clay,836,
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Hampshire,"1,123",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Hardy,"1,060",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Jackson,"1,617",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Jefferson,"1,286",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Kanawha,"10,734",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Lewis,969,
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Mason,"1,992",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Morgan,506,
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Pendleton,761,
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Putnam,"2,601",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Randolph,"1,977",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Roane,"1,034",
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Upshur,864,
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Wirt,526,
2002,primary,U.S. House of Representatives,D,2,Jim Humphreys,Totals,"31,597",1
2002,primary,U.S. House of Representatives,D,2,Margaret L. Workman,Berkeley,"2,086",
2002,primary,U.S. House of Representatives,D,2,Margaret L. Workman,Braxton,954,
2002,primary,U.S. House of Representatives,D,2,Margaret L. Workman,Calhoun,520,
2002,primary,U.S. House of Representatives,D,2,Margaret L. Workman,Clay,737,
