year,election,office,party,district,candidate,county,votes,winner
2004,general,House of Delegates,D,1,Joe DeLong,Totals,9735,1
2004,general,House of Delegates,D,1,Joe DeLong,Brooke,687,
2004,general,House of Delegates,D,1,Joe DeLong,Hancock,9048,
2004,general,House of Delegates,D,1,Randy Swartzmiller,Totals,9626,1
2004,general,House of Delegates,D,1,Randy Swartzmiller,Brooke,583,
2004,general,House of Delegates,D,1,Randy Swartzmiller,Hancock,9043,
2004,general,House of Delegates,R,1,Pat Chaney,Totals,3348,
2004,general,House of Delegates,R,1,Pat Chaney,Brooke,172,
2004,general,House of Delegates,R,1,Pat Chaney,Hancock,3176,
2004,general,House of Delegates,R,1,Roger D. Madden,Totals,3672,
2004,general,House of Delegates,R,1,Roger D. Madden,Brooke,234,
2004,general,House of Delegates,R,1,Roger D. Madden,Hancock,3438,
2004,general,House of Delegates,D,2,Tim Ennis,Totals,8994,1
2004,general,House of Delegates,D,2,Tim Ennis,Brooke,6845,
2004,general,House of Delegates,D,2,Tim Ennis,Ohio,2149,
2004,general,House of Delegates,D,2,Jack Yost,Totals,8931,1
2004,general,House of Delegates,D,2,Jack Yost,Brooke,6596,
2004,general,House of Delegates,D,2,Jack Yost,Ohio,2335,
2004,general,House of Delegates,R,2,Jamey Gray,Totals,4229,
2004,general,House of Delegates,R,2,Jamey Gray,Brooke,2858,
2004,general,House of Delegates,R,2,Jamey Gray,Ohio,1371,
2004,general,House of Delegates,R,2,"Robert ""Les"" McNinch",Totals,4054,
2004,general,House of Delegates,R,2,"Robert ""Les"" McNinch",Brooke,1278,
2004,general,House of Delegates,R,2,"Robert ""Les"" McNinch",Ohio,2776,
2004,general,House of Delegates,D,3,Orphy Klempa,Totals,7105,
2004,general,House of Delegates,D,3,Orphy Klempa,Ohio,7105,
2004,general,House of Delegates,D,3,Jerry A. Tighe,Totals,3741,
2004,general,House of Delegates,D,3,Jerry A. Tighe,Ohio,3741,
2004,general,House of Delegates,R,3,Christopher Wakim,Totals,7906,1
2004,general,House of Delegates,R,3,Christopher Wakim,Ohio,7906,
2004,general,House of Delegates,R,3,L. Gil White,Totals,8361,1
2004,general,House of Delegates,R,3,L. Gil White,Ohio,8361,
2004,general,House of Delegates,D,4,Kenneth D. Tucker,Totals,7368,1
2004,general,House of Delegates,D,4,Kenneth D. Tucker,Marshall,7305,
2004,general,House of Delegates,D,4,Kenneth D. Tucker,Ohio,63,
2004,general,House of Delegates,D,4,Scott G. Varner,Totals,10115,1
2004,general,House of Delegates,D,4,Scott G. Varner,Marshall,10040,
2004,general,House of Delegates,D,4,Scott G. Varner,Ohio,75,
2004,general,House of Delegates,R,4,Cody J. Lucey,Totals,5087,
2004,general,House of Delegates,R,4,Cody J. Lucey,Marshall,5073,
2004,general,House of Delegates,R,4,Cody J. Lucey,Ohio,14,
2004,general,House of Delegates,R,4,Ronald Morris,Totals,5022,
2004,general,House of Delegates,R,4,Ronald Morris,Marshall,5007,
2004,general,House of Delegates,R,4,Ronald Morris,Ohio,15,
2004,general,House of Delegates,D,5,Dave Pethtel,Totals,4779,1
2004,general,House of Delegates,D,5,Dave Pethtel,Monongalia,337,
2004,general,House of Delegates,D,5,Dave Pethtel,Wetzel,4442,
2004,general,House of Delegates,R,5,"Ed Amos, Jr.",Totals,2325,
2004,general,House of Delegates,R,5,"Ed Amos, Jr.",Monongalia,75,
2004,general,House of Delegates,R,5,"Ed Amos, Jr.",Wetzel,2250,
2004,general,House of Delegates,R,6,Wm. Roger Romine,Totals,6420,1
2004,general,House of Delegates,R,6,Wm. Roger Romine,Doddridge,2669,
2004,general,House of Delegates,R,6,Wm. Roger Romine,Tyler,3482,
2004,general,House of Delegates,R,6,Wm. Roger Romine,Wetzel,269,
2004,general,House of Delegates,D,7,Paul D. Janes,Totals,2238,
2004,general,House of Delegates,D,7,Paul D. Janes,Pleasants,1166,
2004,general,House of Delegates,D,7,Paul D. Janes,Ritchie,1072,
2004,general,House of Delegates,I,7,Travis Shultz,Totals,561,
2004,general,House of Delegates,I,7,Travis Shultz,Pleasants,307,
2004,general,House of Delegates,I,7,Travis Shultz,Ritchie,254,
2004,general,House of Delegates,R,7,Otis A. Leggett,Totals,4644,1
2004,general,House of Delegates,R,7,Otis A. Leggett,Pleasants,1831,
2004,general,House of Delegates,R,7,Otis A. Leggett,Ritchie,2813,
2004,general,House of Delegates,R,8,"E. W. ""Bill"" Anderson, Jr.",Totals,6840,1
