year,election,office,party,district,candidate,county,votes,winner
2004,general,State Senate,D,1,Tal Hutchins,Totals,19249,
2004,general,State Senate,D,1,Tal Hutchins,Brooke,5550,
2004,general,State Senate,D,1,Tal Hutchins,Hancock,5825,
2004,general,State Senate,D,1,Tal Hutchins,Ohio,7874,
2004,general,State Senate,R,1,Andy McKenzie,Totals,22089,TRUE
2004,general,State Senate,R,1,Andy McKenzie,Brooke,5057,
2004,general,State Senate,R,1,Andy McKenzie,Hancock,6301,
2004,general,State Senate,R,1,Andy McKenzie,Ohio,10731,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Totals,27822,TRUE
2004,general,State Senate,D,2,Jeffrey V. Kessler,Calhoun,1701,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Doddridge,1112,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Marion,784,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Marshall,12123,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Monongalia,1296,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Ohio,1213,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Ritchie,1850,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Tyler,2630,
2004,general,State Senate,D,2,Jeffrey V. Kessler,Wetzel,5113,
2004,general,State Senate,R,2,Russ Snyder,Totals,13455,
2004,general,State Senate,R,2,Russ Snyder,Calhoun,914,
2004,general,State Senate,R,2,Russ Snyder,Doddridge,1800,
2004,general,State Senate,R,2,Russ Snyder,Marion,1189,
2004,general,State Senate,R,2,Russ Snyder,Marshall,2850,
2004,general,State Senate,R,2,Russ Snyder,Monongalia,1329,
2004,general,State Senate,R,2,Russ Snyder,Ohio,230,
2004,general,State Senate,R,2,Russ Snyder,Ritchie,1996,
2004,general,State Senate,R,2,Russ Snyder,Tyler,1410,
2004,general,State Senate,R,2,Russ Snyder,Wetzel,1737,
2004,general,State Senate,R,3,Donna J. Boley,Totals,37788,TRUE
2004,general,State Senate,R,3,Donna J. Boley,Pleasants,2532,
2004,general,State Senate,R,3,Donna J. Boley,Roane,2533,
2004,general,State Senate,R,3,Donna J. Boley,Wirt,1959,
2004,general,State Senate,R,3,Donna J. Boley,Wood,30764,
2004,general,State Senate,D,4,David Mullins,Totals,21466,
2004,general,State Senate,D,4,David Mullins,Jackson,5943,
2004,general,State Senate,D,4,David Mullins,Mason,4927,
2004,general,State Senate,D,4,David Mullins,Putnam,9572,
2004,general,State Senate,D,4,David Mullins,Roane,1024,
2004,general,State Senate,R,4,Karen Facemyer,Totals,29321,TRUE
2004,general,State Senate,R,4,Karen Facemyer,Jackson,7107,
2004,general,State Senate,R,4,Karen Facemyer,Mason,6775,
2004,general,State Senate,R,4,Karen Facemyer,Putnam,14020,
2004,general,State Senate,R,4,Karen Facemyer,Roane,1419,
2004,general,State Senate,D,5,"Robert H. ""Bob"" Plymale",Totals,24268,TRUE
2004,general,State Senate,D,5,"Robert H. ""Bob"" Plymale",Cabell,21901,
2004,general,State Senate,D,5,"Robert H. ""Bob"" Plymale",Wayne,2367,
2004,general,State Senate,R,5,Stephen L. Hall,Totals,15006,
2004,general,State Senate,R,5,Stephen L. Hall,Cabell,14113,
2004,general,State Senate,R,5,Stephen L. Hall,Wayne,893,
2004,general,State Senate,D,6,John Pat Fanning,Totals,22232,TRUE
2004,general,State Senate,D,6,John Pat Fanning,McDowell,5702,
2004,general,State Senate,D,6,John Pat Fanning,Mercer,4423,
2004,general,State Senate,D,6,John Pat Fanning,Mingo,7985,
2004,general,State Senate,D,6,John Pat Fanning,Wayne,3507,
2004,general,State Senate,D,6,John Pat Fanning,Wyoming,615,
2004,general,State Senate,R,6,Jacob T. (Jake) Potter,Totals,8557,
2004,general,State Senate,R,6,Jacob T. (Jake) Potter,McDowell,1400,
2004,general,State Senate,R,6,Jacob T. (Jake) Potter,Mercer,2833,
2004,general,State Senate,R,6,Jacob T. (Jake) Potter,Mingo,1793,
2004,general,State Senate,R,6,Jacob T. (Jake) Potter,Wayne,2395,
2004,general,State Senate,R,6,Jacob T. (Jake) Potter,Wyoming,136,
