year,election,office,party,candidate,county,votes,winner
2000,primary,U.S. President,D,Bill Bradley,Barbour,416,
2000,primary,U.S. President,D,Bill Bradley,Berkeley,931,
2000,primary,U.S. President,D,Bill Bradley,Boone,979,
2000,primary,U.S. President,D,Bill Bradley,Braxton,528,
2000,primary,U.S. President,D,Bill Bradley,Brooke,"1,049",
2000,primary,U.S. President,D,Bill Bradley,Cabell,"1,729",
2000,primary,U.S. President,D,Bill Bradley,Calhoun,195,
2000,primary,U.S. President,D,Bill Bradley,Clay,347,
2000,primary,U.S. President,D,Bill Bradley,Doddridge,82,
2000,primary,U.S. President,D,Bill Bradley,Fayette,"1,456",
2000,primary,U.S. President,D,Bill Bradley,Gilmer,387,
2000,primary,U.S. President,D,Bill Bradley,Grant,64,
2000,primary,U.S. President,D,Bill Bradley,Greenbrier,982,
2000,primary,U.S. President,D,Bill Bradley,Hampshire,391,
2000,primary,U.S. President,D,Bill Bradley,Hancock,"1,755",
2000,primary,U.S. President,D,Bill Bradley,Hardy,355,
2000,primary,U.S. President,D,Bill Bradley,Harrison,"2,189",
2000,primary,U.S. President,D,Bill Bradley,Jackson,524,
2000,primary,U.S. President,D,Bill Bradley,Jefferson,586,
2000,primary,U.S. President,D,Bill Bradley,Kanawha,"5,019",
2000,primary,U.S. President,D,Bill Bradley,Lewis,379,
2000,primary,U.S. President,D,Bill Bradley,Lincoln,410,
2000,primary,U.S. President,D,Bill Bradley,Logan,"1,221",
2000,primary,U.S. President,D,Bill Bradley,Marion,"2,187",
2000,primary,U.S. President,D,Bill Bradley,Marshall,"1,248",
2000,primary,U.S. President,D,Bill Bradley,Mason,838,
2000,primary,U.S. President,D,Bill Bradley,McDowell,685,
2000,primary,U.S. President,D,Bill Bradley,Mercer,"1,518",
2000,primary,U.S. President,D,Bill Bradley,Mineral,421,
2000,primary,U.S. President,D,Bill Bradley,Mingo,903,
2000,primary,U.S. President,D,Bill Bradley,Monongalia,"1,790",
2000,primary,U.S. President,D,Bill Bradley,Monroe,330,
2000,primary,U.S. President,D,Bill Bradley,Morgan,191,
2000,primary,U.S. President,D,Bill Bradley,Nicholas,804,
2000,primary,U.S. President,D,Bill Bradley,Ohio,"1,835",
2000,primary,U.S. President,D,Bill Bradley,Pendleton,219,
2000,primary,U.S. President,D,Bill Bradley,Pleasants,245,
2000,primary,U.S. President,D,Bill Bradley,Pocahontas,284,
2000,primary,U.S. President,D,Bill Bradley,Preston,523,
2000,primary,U.S. President,D,Bill Bradley,Putnam,"1,117",
2000,primary,U.S. President,D,Bill Bradley,Raleigh,"1,904",
2000,primary,U.S. President,D,Bill Bradley,Randolph,970,
2000,primary,U.S. President,D,Bill Bradley,Ritchie,114,
2000,primary,U.S. President,D,Bill Bradley,Roane,327,
2000,primary,U.S. President,D,Bill Bradley,Summers,456,
2000,primary,U.S. President,D,Bill Bradley,Taylor,483,
2000,primary,U.S. President,D,Bill Bradley,Tucker,326,
2000,primary,U.S. President,D,Bill Bradley,Tyler,166,
2000,primary,U.S. President,D,Bill Bradley,Upshur,363,
2000,primary,U.S. President,D,Bill Bradley,Wayne,"1,163",
2000,primary,U.S. President,D,Bill Bradley,Webster,369,
2000,primary,U.S. President,D,Bill Bradley,Wetzel,739,
2000,primary,U.S. President,D,Bill Bradley,Wirt,185,
2000,primary,U.S. President,D,Bill Bradley,Wood,"1,353",
2000,primary,U.S. President,D,Bill Bradley,Wyoming,680,
2000,primary,U.S. President,D,Bill Bradley,Totals,"46,710",
2000,primary,U.S. President,D,Al Gore,Barbour,"1,662",
2000,primary,U.S. President,D,Al Gore,Berkeley,"3,211",
2000,primary,U.S. President,D,Al Gore,Boone,"4,233",
2000,primary,U.S. President,D,Al Gore,Braxton,"2,338",
