year,election,office,party,district,candidate,county,votes,winner
2000,general,Governor,D,,Bob Wise,Totals,324822,TRUE
2000,general,Governor,D,,Bob Wise,Barbour,3052,
2000,general,Governor,D,,Bob Wise,Berkeley,10045,
2000,general,Governor,D,,Bob Wise,Boone,6193,
2000,general,Governor,D,,Bob Wise,Braxton,3419,
2000,general,Governor,D,,Bob Wise,Brooke,4908,
2000,general,Governor,D,,Bob Wise,Cabell,15190,
2000,general,Governor,D,,Bob Wise,Calhoun,1411,
2000,general,Governor,D,,Bob Wise,Clay,2115,
2000,general,Governor,D,,Bob Wise,Doddridge,906,
2000,general,Governor,D,,Bob Wise,Fayette,8746,
2000,general,Governor,D,,Bob Wise,Gilmer,1418,
2000,general,Governor,D,,Bob Wise,Grant,957,
2000,general,Governor,D,,Bob Wise,Greenbrier,5896,
2000,general,Governor,D,,Bob Wise,Hampshire,2245,
2000,general,Governor,D,,Bob Wise,Hancock,6926,
2000,general,Governor,D,,Bob Wise,Hardy,1377,
2000,general,Governor,D,,Bob Wise,Harrison,14417,
2000,general,Governor,D,,Bob Wise,Jackson,6155,
2000,general,Governor,D,,Bob Wise,Jefferson,6772,
2000,general,Governor,D,,Bob Wise,Kanawha,43312,
2000,general,Governor,D,,Bob Wise,Lewis,3368,
2000,general,Governor,D,,Bob Wise,Lincoln,4498,
2000,general,Governor,D,,Bob Wise,Logan,8692,
2000,general,Governor,D,,Bob Wise,Marion,13078,
2000,general,Governor,D,,Bob Wise,Marshall,6832,
2000,general,Governor,D,,Bob Wise,Mason,6569,
2000,general,Governor,D,,Bob Wise,McDowell,3723,
2000,general,Governor,D,,Bob Wise,Mercer,8728,
2000,general,Governor,D,,Bob Wise,Mineral,4022,
2000,general,Governor,D,,Bob Wise,Mingo,5737,
2000,general,Governor,D,,Bob Wise,Monongalia,13089,
2000,general,Governor,D,,Bob Wise,Monroe,2301,
2000,general,Governor,D,,Bob Wise,Morgan,2219,
2000,general,Governor,D,,Bob Wise,Nicholas,5144,
2000,general,Governor,D,,Bob Wise,Ohio,7833,
2000,general,Governor,D,,Bob Wise,Pendleton,1285,
2000,general,Governor,D,,Bob Wise,Pleasants,1286,
2000,general,Governor,D,,Bob Wise,Pocahontas,1654,
