year,election,office,party,district,candidate,county,votes,winner
2004,primary,Governor,D,,Jerry Baker,Totals,3009,
2004,primary,Governor,D,,Jerry Baker,Barbour,24,
2004,primary,Governor,D,,Jerry Baker,Berkeley,63,
2004,primary,Governor,D,,Jerry Baker,Boone,55,
2004,primary,Governor,D,,Jerry Baker,Braxton,31,
2004,primary,Governor,D,,Jerry Baker,Brooke,60,
2004,primary,Governor,D,,Jerry Baker,Cabell,53,
2004,primary,Governor,D,,Jerry Baker,Calhoun,18,
2004,primary,Governor,D,,Jerry Baker,Clay,18,
2004,primary,Governor,D,,Jerry Baker,Doddridge,5,
2004,primary,Governor,D,,Jerry Baker,Fayette,126,
2004,primary,Governor,D,,Jerry Baker,Gilmer,19,
2004,primary,Governor,D,,Jerry Baker,Grant,18,
2004,primary,Governor,D,,Jerry Baker,Greenbrier,394,
2004,primary,Governor,D,,Jerry Baker,Hampshire,75,
2004,primary,Governor,D,,Jerry Baker,Hancock,58,
2004,primary,Governor,D,,Jerry Baker,Hardy,70,
2004,primary,Governor,D,,Jerry Baker,Harrison,47,
2004,primary,Governor,D,,Jerry Baker,Jackson,19,
2004,primary,Governor,D,,Jerry Baker,Jefferson,81,
2004,primary,Governor,D,,Jerry Baker,Kanawha,111,
2004,primary,Governor,D,,Jerry Baker,Lewis,17,
2004,primary,Governor,D,,Jerry Baker,Lincoln,14,
2004,primary,Governor,D,,Jerry Baker,Logan,29,
2004,primary,Governor,D,,Jerry Baker,Marion,33,
2004,primary,Governor,D,,Jerry Baker,Marshall,57,
2004,primary,Governor,D,,Jerry Baker,Mason,22,
2004,primary,Governor,D,,Jerry Baker,McDowell,31,
2004,primary,Governor,D,,Jerry Baker,Mercer,127,
2004,primary,Governor,D,,Jerry Baker,Mineral,74,
2004,primary,Governor,D,,Jerry Baker,Mingo,27,
2004,primary,Governor,D,,Jerry Baker,Monongalia,52,
2004,primary,Governor,D,,Jerry Baker,Monroe,248,
2004,primary,Governor,D,,Jerry Baker,Morgan,28,
2004,primary,Governor,D,,Jerry Baker,Nicholas,75,
2004,primary,Governor,D,,Jerry Baker,Ohio,45,
2004,primary,Governor,D,,Jerry Baker,Pendleton,39,
2004,primary,Governor,D,,Jerry Baker,Pleasants,5,
2004,primary,Governor,D,,Jerry Baker,Pocahontas,71,
2004,primary,Governor,D,,Jerry Baker,Preston,34,
2004,primary,Governor,D,,Jerry Baker,Putnam,12,
2004,primary,Governor,D,,Jerry Baker,Raleigh,180,
2004,primary,Governor,D,,Jerry Baker,Randolph,32,
2004,primary,Governor,D,,Jerry Baker,Ritchie,8,
2004,primary,Governor,D,,Jerry Baker,Roane,12,
2004,primary,Governor,D,,Jerry Baker,Summers,132,
2004,primary,Governor,D,,Jerry Baker,Taylor,8,
2004,primary,Governor,D,,Jerry Baker,Tucker,17,
2004,primary,Governor,D,,Jerry Baker,Tyler,9,
2004,primary,Governor,D,,Jerry Baker,Upshur,7,
2004,primary,Governor,D,,Jerry Baker,Wayne,45,
2004,primary,Governor,D,,Jerry Baker,Webster,29,
2004,primary,Governor,D,,Jerry Baker,Wetzel,41,
2004,primary,Governor,D,,Jerry Baker,Wirt,6,
2004,primary,Governor,D,,Jerry Baker,Wood,53,
2004,primary,Governor,D,,Jerry Baker,Wyoming,45,
2004,primary,Governor,D,,James A. Baughman,Totals,2999,
2004,primary,Governor,D,,James A. Baughman,Barbour,168,
2004,primary,Governor,D,,James A. Baughman,Berkeley,115,
2004,primary,Governor,D,,James A. Baughman,Boone,28,
2004,primary,Governor,D,,James A. Baughman,Braxton,53,
2004,primary,Governor,D,,James A. Baughman,Brooke,47,
2004,primary,Governor,D,,James A. Baughman,Cabell,45,
2004,primary,Governor,D,,James A. Baughman,Calhoun,11,
2004,primary,Governor,D,,James A. Baughman,Clay,14,
2004,primary,Governor,D,,James A. Baughman,Doddridge,13,
2004,primary,Governor,D,,James A. Baughman,Fayette,48,
2004,primary,Governor,D,,James A. Baughman,Gilmer,16,
2004,primary,Governor,D,,James A. Baughman,Grant,11,
2004,primary,Governor,D,,James A. Baughman,Greenbrier,62,
2004,primary,Governor,D,,James A. Baughman,Hampshire,73,
2004,primary,Governor,D,,James A. Baughman,Hancock,77,
2004,primary,Governor,D,,James A. Baughman,Hardy,63,
2004,primary,Governor,D,,James A. Baughman,Harrison,188,
