year,election,office,district,party,candidate,county,votes,winner
2004,primary,State Senate,10,D,Anita Skeens Caldwell,Mercer,3181,
2004,primary,State Senate,10,D,Anita Skeens Caldwell,Monroe,1191,
2004,primary,State Senate,10,D,Anita Skeens Caldwell,Summers,1247,
2004,primary,State Senate,10,D,Keith Edwards,Totals,6997,
2004,primary,State Senate,10,D,Keith Edwards,Fayette,152,
2004,primary,State Senate,10,D,Keith Edwards,Greenbrier,2269,
2004,primary,State Senate,10,D,Keith Edwards,Mercer,2559,
2004,primary,State Senate,10,D,Keith Edwards,Monroe,770,
2004,primary,State Senate,10,D,Keith Edwards,Summers,1247,
2004,primary,State Senate,10,R,Donald T. Caruth,Totals,4492,1
2004,primary,State Senate,10,R,Donald T. Caruth,Fayette,74,
2004,primary,State Senate,10,R,Donald T. Caruth,Greenbrier,1486,
2004,primary,State Senate,10,R,Donald T. Caruth,Mercer,1638,
2004,primary,State Senate,10,R,Donald T. Caruth,Monroe,896,
2004,primary,State Senate,10,R,Donald T. Caruth,Summers,398,
2004,primary,State Senate,11,D,Shirley Love,Totals,15470,1
2004,primary,State Senate,11,D,Shirley Love,Clay,2074,
2004,primary,State Senate,11,D,Shirley Love,Fayette,5433,
2004,primary,State Senate,11,D,Shirley Love,Nicholas,4085,
2004,primary,State Senate,11,D,Shirley Love,Upshur,1542,
2004,primary,State Senate,11,D,Shirley Love,Webster,2336,
2004,primary,State Senate,11,R,"Robert C. ""Bob"" Johnson",Totals,4889,1
2004,primary,State Senate,11,R,"Robert C. ""Bob"" Johnson",Clay,375,
2004,primary,State Senate,11,R,"Robert C. ""Bob"" Johnson",Fayette,1048,
2004,primary,State Senate,11,R,"Robert C. ""Bob"" Johnson",Nicholas,982,
2004,primary,State Senate,11,R,"Robert C. ""Bob"" Johnson",Upshur,2291,
2004,primary,State Senate,11,R,"Robert C. ""Bob"" Johnson",Webster,193,
2004,primary,State Senate,12,D,Bill Adler,Totals,5796,
2004,primary,State Senate,12,D,Bill Adler,Braxton,858,
2004,primary,State Senate,12,D,Bill Adler,Gilmer,400,
2004,primary,State Senate,12,D,Bill Adler,Harrison,3410,
2004,primary,State Senate,12,D,Bill Adler,Lewis,1128,
2004,primary,State Senate,12,R,Bill Sharpe,Totals,5596,1
2004,primary,State Senate,12,D,Bill Sharpe,Braxton,2066,
2004,primary,State Senate,12,D,Bill Sharpe,Gilmer,1306,
2004,primary,State Senate,12,D,Bill Sharpe,Harrison,8923,
2004,primary,State Senate,12,D,Bill Sharpe,Lewis,1548,
2004,primary,State Senate,12,D,Bill Sharpe,Totals,13843,1
2004,primary,State Senate,12,R,Bill Sharpe,Braxton,395,
2004,primary,State Senate,12,R,Bill Sharpe,Gilmer,274,
2004,primary,State Senate,12,R,Bill Sharpe,Harrison,3558,
2004,primary,State Senate,12,R,Bill Sharpe,Lewis,1369,
2004,primary,State Senate,13,D,"Roman W. Prezioso, Jr.",Totals,16207,1
2004,primary,State Senate,13,D,"Roman W. Prezioso, Jr.",Marion,10940,
2004,primary,State Senate,13,D,"Roman W. Prezioso, Jr.",Monongalia,5267,
2004,primary,State Senate,13,R,Mark Anthony Reynolds,Totals,4408,1
2004,primary,State Senate,13,R,Mark Anthony Reynolds,Marion,2121,
2004,primary,State Senate,13,R,Mark Anthony Reynolds,Monongalia,2287,
2004,primary,State Senate,14,D,Jon Blair Hunter,Totals,12039,1
2004,primary,State Senate,14,D,Jon Blair Hunter,Barbour,1996,
2004,primary,State Senate,14,D,Jon Blair Hunter,Grant,75,
2004,primary,State Senate,14,D,Jon Blair Hunter,Mineral,2425,
2004,primary,State Senate,14,D,Jon Blair Hunter,Monongalia,1378,
2004,primary,State Senate,14,D,Jon Blair Hunter,Preston,2661,
2004,primary,State Senate,14,D,Jon Blair Hunter,Taylor,2250,
2004,primary,State Senate,14,D,Jon Blair Hunter,Tucker,1254,
2004,primary,State Senate,14,R,David C. Sypolt,Totals,8599,1
2004,primary,State Senate,14,R,David C. Sypolt,Barbour,1082,
2004,primary,State Senate,14,R,David C. Sypolt,Grant,241,
2004,primary,State Senate,14,R,David C. Sypolt,Mineral,2271,
2004,primary,State Senate,14,R,David C. Sypolt,Monongalia,702,
2004,primary,State Senate,14,R,David C. Sypolt,Preston,2671,
2004,primary,State Senate,14,R,David C. Sypolt,Taylor,1106,
2004,primary,State Senate,14,R,David C. Sypolt,Tucker,526,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Totals,5319,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Berkeley,155,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Grant,99,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Hampshire,814,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Hardy,508,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Morgan,412,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Pendleton,368,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Pocahontas,616,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Randolph,2213,
2004,primary,State Senate,15,D,Bruce Lee Bennett,Upshur,134,
2004,primary,State Senate,15,D,Mike Ross,Totals,9403,1
2004,primary,State Senate,15,D,Mike Ross,Berkeley,106,
2004,primary,State Senate,15,D,Mike Ross,Grant,150,
2004,primary,State Senate,15,D,Mike Ross,Hampshire,1507,
2004,primary,State Senate,15,D,Mike Ross,Hardy,1459,
2004,primary,State Senate,15,D,Mike Ross,Morgan,421,
2004,primary,State Senate,15,D,Mike Ross,Pendleton,1284,
2004,primary,State Senate,15,D,Mike Ross,Pocahontas,918,
2004,primary,State Senate,15,D,Mike Ross,Randolph,3467,
2004,primary,State Senate,15,D,Mike Ross,Upshur,91,
2004,primary,State Senate,15,R,Clark S. Barnes,Totals,6432,1
2004,primary,State Senate,15,R,Clark S. Barnes,Berkeley,378,
2004,primary,State Senate,15,R,Clark S. Barnes,Grant,1220,
2004,primary,State Senate,15,R,Clark S. Barnes,Hampshire,1035,
2004,primary,State Senate,15,R,Clark S. Barnes,Hardy,407,
2004,primary,State Senate,15,R,Clark S. Barnes,Morgan,993,
2004,primary,State Senate,15,R,Clark S. Barnes,Pendleton,345,
2004,primary,State Senate,15,R,Clark S. Barnes,Pocahontas,585,
2004,primary,State Senate,15,R,Clark S. Barnes,Randolph,1201,
2004,primary,State Senate,15,R,Clark S. Barnes,Upshur,268,
2004,primary,State Senate,16,D,Herb Snyder,Totals,4140,
2004,primary,State Senate,16,D,Herb Snyder,Berkeley,1938,
2004,primary,State Senate,16,D,Herb Snyder,Jefferson,2202,
2004,primary,State Senate,16,D,R. Gregory Lance,Totals,4629,
2004,primary,State Senate,16,D,R. Gregory Lance,Berkeley,2338,
2004,primary,State Senate,16,D,R. Gregory Lance,Jefferson,2291,
2004,primary,State Senate,16,R,R. Earl Wilbourne,Totals,2589,
2004,primary,State Senate,16,R,R. Earl Wilbourne,Berkeley,1427,
2004,primary,State Senate,16,R,R. Earl Wilbourne,Jefferson,1162,
2004,primary,State Senate,16,R,John Yoder,Totals,3936,
2004,primary,State Senate,16,R,John Yoder,Berkeley,2570,
2004,primary,State Senate,16,R,John Yoder,Jefferson,1366,
