year,election,office,party,candidate,county,votes,winner
2006,general,U.S. Senate,D,Robert C. Byrd,Barbour,2845,
2006,general,U.S. Senate,D,Robert C. Byrd,Berkeley,11133,
2006,general,U.S. Senate,D,Robert C. Byrd,Boone,4850,
2006,general,U.S. Senate,D,Robert C. Byrd,Braxton,2747,
2006,general,U.S. Senate,D,Robert C. Byrd,Brooke,4300,
2006,general,U.S. Senate,D,Robert C. Byrd,Cabell,14644,
2006,general,U.S. Senate,D,Robert C. Byrd,Calhoun,991,
2006,general,U.S. Senate,D,Robert C. Byrd,Clay,1589,
2006,general,U.S. Senate,D,Robert C. Byrd,Doddridge,795,
2006,general,U.S. Senate,D,Robert C. Byrd,Fayette,7084,
2006,general,U.S. Senate,D,Robert C. Byrd,Gilmer,1202,
2006,general,U.S. Senate,D,Robert C. Byrd,Grant,1525,
2006,general,U.S. Senate,D,Robert C. Byrd,Greenbrier,5524,
2006,general,U.S. Senate,D,Robert C. Byrd,Hampshire,2894,
2006,general,U.S. Senate,D,Robert C. Byrd,Hancock,5056,
2006,general,U.S. Senate,D,Robert C. Byrd,Hardy,2273,
2006,general,U.S. Senate,D,Robert C. Byrd,Harrison,12587,
2006,general,U.S. Senate,D,Robert C. Byrd,Jackson,5532,
2006,general,U.S. Senate,D,Robert C. Byrd,Jefferson,8301,
2006,general,U.S. Senate,D,Robert C. Byrd,Kanawha,34998,
2006,general,U.S. Senate,D,Robert C. Byrd,Lewis,2925,
2006,general,U.S. Senate,D,Robert C. Byrd,Lincoln,3884,
2006,general,U.S. Senate,D,Robert C. Byrd,Logan,6071,
2006,general,U.S. Senate,D,Robert C. Byrd,Marion,11056,
2006,general,U.S. Senate,D,Robert C. Byrd,Marshall,6716,
2006,general,U.S. Senate,D,Robert C. Byrd,Mason,4687,
2006,general,U.S. Senate,D,Robert C. Byrd,McDowell,3199,
2006,general,U.S. Senate,D,Robert C. Byrd,Mercer,7557,
2006,general,U.S. Senate,D,Robert C. Byrd,Mineral,4801,
2006,general,U.S. Senate,D,Robert C. Byrd,Mingo,4748,
2006,general,U.S. Senate,D,Robert C. Byrd,Monongalia,14078,
2006,general,U.S. Senate,D,Robert C. Byrd,Monroe,2474,
2006,general,U.S. Senate,D,Robert C. Byrd,Morgan,2313,
2006,general,U.S. Senate,D,Robert C. Byrd,Nicholas,4612,
2006,general,U.S. Senate,D,Robert C. Byrd,Ohio,8321,
2006,general,U.S. Senate,D,Robert C. Byrd,Pendleton,1465,
2006,general,U.S. Senate,D,Robert C. Byrd,Pleasants,1206,
2006,general,U.S. Senate,D,Robert C. Byrd,Pocahontas,1662,
2006,general,U.S. Senate,D,Robert C. Byrd,Preston,4710,
2006,general,U.S. Senate,D,Robert C. Byrd,Putnam,8639,
2006,general,U.S. Senate,D,Robert C. Byrd,Raleigh,10981,
2006,general,U.S. Senate,D,Robert C. Byrd,Randolph,5317,
2006,general,U.S. Senate,D,Robert C. Byrd,Ritchie,1237,
2006,general,U.S. Senate,D,Robert C. Byrd,Roane,2237,
2006,general,U.S. Senate,D,Robert C. Byrd,Summers,2152,
2006,general,U.S. Senate,D,Robert C. Byrd,Taylor,2888,
2006,general,U.S. Senate,D,Robert C. Byrd,Tucker,1712,
2006,general,U.S. Senate,D,Robert C. Byrd,Tyler,1370,
2006,general,U.S. Senate,D,Robert C. Byrd,Upshur,3534,
2006,general,U.S. Senate,D,Robert C. Byrd,Wayne,7070,
2006,general,U.S. Senate,D,Robert C. Byrd,Webster,1848,
2006,general,U.S. Senate,D,Robert C. Byrd,Wetzel,3005,
2006,general,U.S. Senate,D,Robert C. Byrd,Wirt,748,
2006,general,U.S. Senate,D,Robert C. Byrd,Wood,12377,
2006,general,U.S. Senate,D,Robert C. Byrd,Wyoming,3806,
2006,general,U.S. Senate,D,Robert C. Byrd,Totals,296276,1
2006,general,U.S. Senate,Mountain,Jesse Johnson,Barbour,72,
2006,general,U.S. Senate,Mountain,Jesse Johnson,Berkeley,313,
2006,general,U.S. Senate,Mountain,Jesse Johnson,Boone,96,
2006,general,U.S. Senate,Mountain,Jesse Johnson,Braxton,59,
2006,general,U.S. Senate,Mountain,Jesse Johnson,Brooke,90,
2006,general,U.S. Senate,Mountain,Jesse Johnson,Cabell,441,
