year,election,office,party,candidate,county,votes,winner
2000,primary,State Treasurer,D,John D. Perdue,Barbour,"1,943",
2000,primary,State Treasurer,D,John D. Perdue,Berkeley,"4,258",
2000,primary,State Treasurer,D,John D. Perdue,Boone,"5,514",
2000,primary,State Treasurer,D,John D. Perdue,Braxton,"2,733",
2000,primary,State Treasurer,D,John D. Perdue,Brooke,"3,831",
2000,primary,State Treasurer,D,John D. Perdue,Cabell,"8,523",
2000,primary,State Treasurer,D,John D. Perdue,Calhoun,"1,064",
2000,primary,State Treasurer,D,John D. Perdue,Clay,"2,060",
2000,primary,State Treasurer,D,John D. Perdue,Doddridge,410,
2000,primary,State Treasurer,D,John D. Perdue,Fayette,"6,947",
2000,primary,State Treasurer,D,John D. Perdue,Gilmer,"1,476",
2000,primary,State Treasurer,D,John D. Perdue,Grant,261,
2000,primary,State Treasurer,D,John D. Perdue,Greenbrier,"4,537",
2000,primary,State Treasurer,D,John D. Perdue,Hampshire,"1,820",
2000,primary,State Treasurer,D,John D. Perdue,Hancock,"5,311",
2000,primary,State Treasurer,D,John D. Perdue,Hardy,"1,530",
2000,primary,State Treasurer,D,John D. Perdue,Harrison,"11,261",
2000,primary,State Treasurer,D,John D. Perdue,Jackson,"3,303",
2000,primary,State Treasurer,D,John D. Perdue,Jefferson,"2,908",
2000,primary,State Treasurer,D,John D. Perdue,Kanawha,"23,183",
2000,primary,State Treasurer,D,John D. Perdue,Lewis,"1,785",
2000,primary,State Treasurer,D,John D. Perdue,Lincoln,"3,368",
2000,primary,State Treasurer,D,John D. Perdue,Logan,"6,337",
2000,primary,State Treasurer,D,John D. Perdue,Marion,"10,615",
2000,primary,State Treasurer,D,John D. Perdue,Marshall,"4,508",
2000,primary,State Treasurer,D,John D. Perdue,Mason,"4,327",
2000,primary,State Treasurer,D,John D. Perdue,McDowell,"4,117",
2000,primary,State Treasurer,D,John D. Perdue,Mercer,"7,569",
2000,primary,State Treasurer,D,John D. Perdue,Mineral,"2,089",
2000,primary,State Treasurer,D,John D. Perdue,Mingo,"5,638",
2000,primary,State Treasurer,D,John D. Perdue,Monongalia,"7,554",
2000,primary,State Treasurer,D,John D. Perdue,Monroe,"1,848",
2000,primary,State Treasurer,D,John D. Perdue,Morgan,896,
2000,primary,State Treasurer,D,John D. Perdue,Nicholas,"4,051",
2000,primary,State Treasurer,D,John D. Perdue,Ohio,"5,940",
2000,primary,State Treasurer,D,John D. Perdue,Pendleton,996,
2000,primary,State Treasurer,D,John D. Perdue,Pleasants,"1,006",
2000,primary,State Treasurer,D,John D. Perdue,Pocahontas,"1,420",
2000,primary,State Treasurer,D,John D. Perdue,Preston,"2,792",
2000,primary,State Treasurer,D,John D. Perdue,Putnam,"5,361",
2000,primary,State Treasurer,D,John D. Perdue,Raleigh,"8,412",
2000,primary,State Treasurer,D,John D. Perdue,Randolph,"4,352",
2000,primary,State Treasurer,D,John D. Perdue,Ritchie,620,
2000,primary,State Treasurer,D,John D. Perdue,Roane,"1,811",
2000,primary,State Treasurer,D,John D. Perdue,Summers,"2,526",
2000,primary,State Treasurer,D,John D. Perdue,Taylor,"2,292",
2000,primary,State Treasurer,D,John D. Perdue,Tucker,"1,311",
2000,primary,State Treasurer,D,John D. Perdue,Tyler,723,
2000,primary,State Treasurer,D,John D. Perdue,Upshur,"1,642",
2000,primary,State Treasurer,D,John D. Perdue,Wayne,"5,620",
2000,primary,State Treasurer,D,John D. Perdue,Webster,"2,235",
2000,primary,State Treasurer,D,John D. Perdue,Wetzel,"2,787",
2000,primary,State Treasurer,D,John D. Perdue,Wirt,828,
2000,primary,State Treasurer,D,John D. Perdue,Wood,"6,165",
2000,primary,State Treasurer,D,John D. Perdue,Wyoming,"3,474",
2000,primary,State Treasurer,D,John D. Perdue,Totals,"219,888",1
