year,election,office,party,district,candidate,county,votes,winner
2002,general,U.S. Senate,D,,Jay Rockefeller,Totals,275281,1
2002,general,U.S. Senate,D,,Jay Rockefeller,Barbour,2691,
2002,general,U.S. Senate,D,,Jay Rockefeller,Berkeley,8874,
2002,general,U.S. Senate,D,,Jay Rockefeller,Boone,4562,
2002,general,U.S. Senate,D,,Jay Rockefeller,Braxton,2292,
2002,general,U.S. Senate,D,,Jay Rockefeller,Brooke,3430,
2002,general,U.S. Senate,D,,Jay Rockefeller,Cabell,14155,
2002,general,U.S. Senate,D,,Jay Rockefeller,Calhoun,1239,
2002,general,U.S. Senate,D,,Jay Rockefeller,Clay,1675,
2002,general,U.S. Senate,D,,Jay Rockefeller,Doddridge,738,
2002,general,U.S. Senate,D,,Jay Rockefeller,Fayette,7143,
2002,general,U.S. Senate,D,,Jay Rockefeller,Gilmer,1087,
2002,general,U.S. Senate,D,,Jay Rockefeller,Grant,1096,
2002,general,U.S. Senate,D,,Jay Rockefeller,Greenbrier,5868,
2002,general,U.S. Senate,D,,Jay Rockefeller,Hampshire,2403,
2002,general,U.S. Senate,D,,Jay Rockefeller,Hancock,4457,
2002,general,U.S. Senate,D,,Jay Rockefeller,Hardy,2185,
2002,general,U.S. Senate,D,,Jay Rockefeller,Harrison,10580,
2002,general,U.S. Senate,D,,Jay Rockefeller,Jackson,5339,
2002,general,U.S. Senate,D,,Jay Rockefeller,Jefferson,6569,
2002,general,U.S. Senate,D,,Jay Rockefeller,Kanawha,37679,
2002,general,U.S. Senate,D,,Jay Rockefeller,Lewis,2657,
2002,general,U.S. Senate,D,,Jay Rockefeller,Lincoln,3527,
2002,general,U.S. Senate,D,,Jay Rockefeller,Logan,6109,
2002,general,U.S. Senate,D,,Jay Rockefeller,Marion,9879,
2002,general,U.S. Senate,D,,Jay Rockefeller,Marshall,6036,
2002,general,U.S. Senate,D,,Jay Rockefeller,Mason,4913,
2002,general,U.S. Senate,D,,Jay Rockefeller,McDowell,3130,
2002,general,U.S. Senate,D,,Jay Rockefeller,Mercer,7867,
2002,general,U.S. Senate,D,,Jay Rockefeller,Mineral,3235,
2002,general,U.S. Senate,D,,Jay Rockefeller,Mingo,4550,
2002,general,U.S. Senate,D,,Jay Rockefeller,Monongalia,10937,
2002,general,U.S. Senate,D,,Jay Rockefeller,Monroe,2228,
2002,general,U.S. Senate,D,,Jay Rockefeller,Morgan,1940,
2002,general,U.S. Senate,D,,Jay Rockefeller,Nicholas,4046,
2002,general,U.S. Senate,D,,Jay Rockefeller,Ohio,7493,
2002,general,U.S. Senate,D,,Jay Rockefeller,Pendleton,1325,
2002,general,U.S. Senate,D,,Jay Rockefeller,Pleasants,1170,
2002,general,U.S. Senate,D,,Jay Rockefeller,Pocahontas,1534,
2002,general,U.S. Senate,D,,Jay Rockefeller,Preston,4369,
2002,general,U.S. Senate,D,,Jay Rockefeller,Putnam,9573,
2002,general,U.S. Senate,D,,Jay Rockefeller,Raleigh,9014,
2002,general,U.S. Senate,D,,Jay Rockefeller,Randolph,4532,
2002,general,U.S. Senate,D,,Jay Rockefeller,Ritchie,1187,
2002,general,U.S. Senate,D,,Jay Rockefeller,Roane,2679,
2002,general,U.S. Senate,D,,Jay Rockefeller,Summers,1945,
2002,general,U.S. Senate,D,,Jay Rockefeller,Taylor,2701,
2002,general,U.S. Senate,D,,Jay Rockefeller,Tucker,1489,
2002,general,U.S. Senate,D,,Jay Rockefeller,Tyler,1092,
2002,general,U.S. Senate,D,,Jay Rockefeller,Upshur,3160,
2002,general,U.S. Senate,D,,Jay Rockefeller,Wayne,6354,
2002,general,U.S. Senate,D,,Jay Rockefeller,Webster,1767,
2002,general,U.S. Senate,D,,Jay Rockefeller,Wetzel,2432,
2002,general,U.S. Senate,D,,Jay Rockefeller,Wirt,954,
2002,general,U.S. Senate,D,,Jay Rockefeller,Wood,12224,
2002,general,U.S. Senate,D,,Jay Rockefeller,Wyoming,3171,
2002,general,U.S. Senate,R,,Jay Wolfe,Totals,160902,
2002,general,U.S. Senate,R,,Jay Wolfe,Barbour,1693,
2002,general,U.S. Senate,R,,Jay Wolfe,Berkeley,8088,
2002,general,U.S. Senate,R,,Jay Wolfe,Boone,1163,
2002,general,U.S. Senate,R,,Jay Wolfe,Braxton,1247,
2002,general,U.S. Senate,R,,Jay Wolfe,Brooke,1405,
2002,general,U.S. Senate,R,,Jay Wolfe,Cabell,8324,
2002,general,U.S. Senate,R,,Jay Wolfe,Calhoun,701,
2002,general,U.S. Senate,R,,Jay Wolfe,Clay,838,
2002,general,U.S. Senate,R,,Jay Wolfe,Doddridge,1250,
2002,general,U.S. Senate,R,,Jay Wolfe,Fayette,2723,
2002,general,U.S. Senate,R,,Jay Wolfe,Gilmer,702,
2002,general,U.S. Senate,R,,Jay Wolfe,Grant,1628,
2002,general,U.S. Senate,R,,Jay Wolfe,Greenbrier,3473,
2002,general,U.S. Senate,R,,Jay Wolfe,Hampshire,2170,
2002,general,U.S. Senate,R,,Jay Wolfe,Hancock,1959,
2002,general,U.S. Senate,R,,Jay Wolfe,Hardy,1092,
2002,general,U.S. Senate,R,,Jay Wolfe,Harrison,6612,
2002,general,U.S. Senate,R,,Jay Wolfe,Jackson,3509,
2002,general,U.S. Senate,R,,Jay Wolfe,Jefferson,4165,
2002,general,U.S. Senate,R,,Jay Wolfe,Kanawha,20169,
2002,general,U.S. Senate,R,,Jay Wolfe,Lewis,1941,
2002,general,U.S. Senate,R,,Jay Wolfe,Lincoln,1417,
2002,general,U.S. Senate,R,,Jay Wolfe,Logan,1439,
2002,general,U.S. Senate,R,,Jay Wolfe,Marion,4631,
2002,general,U.S. Senate,R,,Jay Wolfe,Marshall,2889,
2002,general,U.S. Senate,R,,Jay Wolfe,Mason,2534,
2002,general,U.S. Senate,R,,Jay Wolfe,McDowell,540,
2002,general,U.S. Senate,R,,Jay Wolfe,Mercer,4435,
2002,general,U.S. Senate,R,,Jay Wolfe,Mineral,3108,
2002,general,U.S. Senate,R,,Jay Wolfe,Mingo,935,
2002,general,U.S. Senate,R,,Jay Wolfe,Monongalia,6024,
2002,general,U.S. Senate,R,,Jay Wolfe,Monroe,1448,
2002,general,U.S. Senate,R,,Jay Wolfe,Morgan,1953,
2002,general,U.S. Senate,R,,Jay Wolfe,Nicholas,2021,
2002,general,U.S. Senate,R,,Jay Wolfe,Ohio,3654,
2002,general,U.S. Senate,R,,Jay Wolfe,Pendleton,838,
2002,general,U.S. Senate,R,,Jay Wolfe,Pleasants,847,
2002,general,U.S. Senate,R,,Jay Wolfe,Pocahontas,830,
2002,general,U.S. Senate,R,,Jay Wolfe,Preston,3153,
2002,general,U.S. Senate,R,,Jay Wolfe,Putnam,6891,
2002,general,U.S. Senate,R,,Jay Wolfe,Raleigh,6634,
2002,general,U.S. Senate,R,,Jay Wolfe,Randolph,2578,
2002,general,U.S. Senate,R,,Jay Wolfe,Ritchie,1551,
2002,general,U.S. Senate,R,,Jay Wolfe,Roane,1650,
2002,general,U.S. Senate,R,,Jay Wolfe,Summers,1282,
2002,general,U.S. Senate,R,,Jay Wolfe,Taylor,1470,
2002,general,U.S. Senate,R,,Jay Wolfe,Tucker,939,
2002,general,U.S. Senate,R,,Jay Wolfe,Tyler,1074,
2002,general,U.S. Senate,R,,Jay Wolfe,Upshur,3016,
2002,general,U.S. Senate,R,,Jay Wolfe,Wayne,2951,
2002,general,U.S. Senate,R,,Jay Wolfe,Webster,536,
2002,general,U.S. Senate,R,,Jay Wolfe,Wetzel,1261,
2002,general,U.S. Senate,R,,Jay Wolfe,Wirt,727,
2002,general,U.S. Senate,R,,Jay Wolfe,Wood,9603,
2002,general,U.S. Senate,R,,Jay Wolfe,Wyoming,1191,
