year,election,office,party,candidate,county,votes,winner
2002,primary,U.S. Senate,D,Bruce Barilla,Barbour,100,
2002,primary,U.S. Senate,D,Bruce Barilla,Berkeley,176,
2002,primary,U.S. Senate,D,Bruce Barilla,Boone,212,
2002,primary,U.S. Senate,D,Bruce Barilla,Braxton,117,
2002,primary,U.S. Senate,D,Bruce Barilla,Brooke,87,
2002,primary,U.S. Senate,D,Bruce Barilla,Cabell,509,
2002,primary,U.S. Senate,D,Bruce Barilla,Calhoun,42,
2002,primary,U.S. Senate,D,Bruce Barilla,Clay,71,
2002,primary,U.S. Senate,D,Bruce Barilla,Doddridge,24,
2002,primary,U.S. Senate,D,Bruce Barilla,Fayette,442,
2002,primary,U.S. Senate,D,Bruce Barilla,Gilmer,78,
2002,primary,U.S. Senate,D,Bruce Barilla,Grant,19,
2002,primary,U.S. Senate,D,Bruce Barilla,Greenbrier,647,
2002,primary,U.S. Senate,D,Bruce Barilla,Hampshire,158,
2002,primary,U.S. Senate,D,Bruce Barilla,Hancock,68,
2002,primary,U.S. Senate,D,Bruce Barilla,Hardy,134,
2002,primary,U.S. Senate,D,Bruce Barilla,Harrison,480,
2002,primary,U.S. Senate,D,Bruce Barilla,Jackson,97,
2002,primary,U.S. Senate,D,Bruce Barilla,Jefferson,172,
2002,primary,U.S. Senate,D,Bruce Barilla,Kanawha,"1,103",
2002,primary,U.S. Senate,D,Bruce Barilla,Lewis,119,
2002,primary,U.S. Senate,D,Bruce Barilla,Lincoln,138,
2002,primary,U.S. Senate,D,Bruce Barilla,Logan,161,
2002,primary,U.S. Senate,D,Bruce Barilla,Marion,501,
2002,primary,U.S. Senate,D,Bruce Barilla,Marshall,67,
2002,primary,U.S. Senate,D,Bruce Barilla,Mason,98,
2002,primary,U.S. Senate,D,Bruce Barilla,McDowell,108,
2002,primary,U.S. Senate,D,Bruce Barilla,Mercer,584,
2002,primary,U.S. Senate,D,Bruce Barilla,Mineral,96,
2002,primary,U.S. Senate,D,Bruce Barilla,Mingo,203,
2002,primary,U.S. Senate,D,Bruce Barilla,Monongalia,561,
2002,primary,U.S. Senate,D,Bruce Barilla,Monroe,178,
2002,primary,U.S. Senate,D,Bruce Barilla,Morgan,43,
2002,primary,U.S. Senate,D,Bruce Barilla,Nicholas,278,
2002,primary,U.S. Senate,D,Bruce Barilla,Ohio,89,
2002,primary,U.S. Senate,D,Bruce Barilla,Pendleton,78,
2002,primary,U.S. Senate,D,Bruce Barilla,Pleasants,35,
2002,primary,U.S. Senate,D,Bruce Barilla,Pocahontas,117,
2002,primary,U.S. Senate,D,Bruce Barilla,Preston,171,
2002,primary,U.S. Senate,D,Bruce Barilla,Putnam,228,
2002,primary,U.S. Senate,D,Bruce Barilla,Raleigh,656,
2002,primary,U.S. Senate,D,Bruce Barilla,Randolph,352,
2002,primary,U.S. Senate,D,Bruce Barilla,Ritchie,25,
2002,primary,U.S. Senate,D,Bruce Barilla,Roane,60,
2002,primary,U.S. Senate,D,Bruce Barilla,Summers,285,
2002,primary,U.S. Senate,D,Bruce Barilla,Taylor,85,
2002,primary,U.S. Senate,D,Bruce Barilla,Tucker,78,
2002,primary,U.S. Senate,D,Bruce Barilla,Tyler,11,
2002,primary,U.S. Senate,D,Bruce Barilla,Upshur,99,
2002,primary,U.S. Senate,D,Bruce Barilla,Wayne,311,
2002,primary,U.S. Senate,D,Bruce Barilla,Webster,57,
2002,primary,U.S. Senate,D,Bruce Barilla,Wetzel,60,
2002,primary,U.S. Senate,D,Bruce Barilla,Wirt,40,
2002,primary,U.S. Senate,D,Bruce Barilla,Wood,303,
2002,primary,U.S. Senate,D,Bruce Barilla,Wyoming,167,
2002,primary,U.S. Senate,D,Bruce Barilla,Totals,"11,178",
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Barbour,171,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Berkeley,278,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Boone,179,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Braxton,122,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Brooke,647,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Cabell,367,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Calhoun,85,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Clay,39,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Doddridge,32,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Fayette,220,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Gilmer,85,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Grant,14,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Greenbrier,133,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Hampshire,139,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Hancock,575,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Hardy,86,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Harrison,484,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Jackson,112,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Jefferson,164,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Kanawha,991,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Lewis,102,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Lincoln,106,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Logan,353,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Marion,601,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Marshall,374,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Mason,115,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",McDowell,64,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Mercer,166,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Mineral,115,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Mingo,170,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Monongalia,656,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Monroe,61,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Morgan,33,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Nicholas,128,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Ohio,447,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Pendleton,56,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Pleasants,77,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Pocahontas,40,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Preston,226,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Putnam,261,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Raleigh,266,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Randolph,238,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Ritchie,37,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Roane,60,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Summers,67,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Taylor,128,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Tucker,71,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Tyler,41,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Upshur,112,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Wayne,248,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Webster,75,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Wetzel,156,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Wirt,59,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Wood,449,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Wyoming,92,
2002,primary,U.S. Senate,D,"William ""Bill"" Galloway",Totals,"11,173",
2002,primary,U.S. Senate,D,Jay Rockefeller,Barbour,"2,211",
2002,primary,U.S. Senate,D,Jay Rockefeller,Berkeley,"3,574",
2002,primary,U.S. Senate,D,Jay Rockefeller,Boone,"6,077",
2002,primary,U.S. Senate,D,Jay Rockefeller,Braxton,"2,146",
2002,primary,U.S. Senate,D,Jay Rockefeller,Brooke,"2,851",
2002,primary,U.S. Senate,D,Jay Rockefeller,Cabell,"8,982",
2002,primary,U.S. Senate,D,Jay Rockefeller,Calhoun,"1,045",
2002,primary,U.S. Senate,D,Jay Rockefeller,Clay,"1,504",
2002,primary,U.S. Senate,D,Jay Rockefeller,Doddridge,447,
2002,primary,U.S. Senate,D,Jay Rockefeller,Fayette,"6,397",
2002,primary,U.S. Senate,D,Jay Rockefeller,Gilmer,"1,183",
2002,primary,U.S. Senate,D,Jay Rockefeller,Grant,301,
2002,primary,U.S. Senate,D,Jay Rockefeller,Greenbrier,"4,060",
2002,primary,U.S. Senate,D,Jay Rockefeller,Hampshire,"1,873",
2002,primary,U.S. Senate,D,Jay Rockefeller,Hancock,"2,826",
2002,primary,U.S. Senate,D,Jay Rockefeller,Hardy,"1,610",
2002,primary,U.S. Senate,D,Jay Rockefeller,Harrison,"9,795",
2002,primary,U.S. Senate,D,Jay Rockefeller,Jackson,"2,725",
2002,primary,U.S. Senate,D,Jay Rockefeller,Jefferson,"2,614",
2002,primary,U.S. Senate,D,Jay Rockefeller,Kanawha,"20,546",
2002,primary,U.S. Senate,D,Jay Rockefeller,Lewis,"1,958",
2002,primary,U.S. Senate,D,Jay Rockefeller,Lincoln,"3,589",
2002,primary,U.S. Senate,D,Jay Rockefeller,Logan,"7,450",
2002,primary,U.S. Senate,D,Jay Rockefeller,Marion,"10,063",
2002,primary,U.S. Senate,D,Jay Rockefeller,Marshall,"3,666",
2002,primary,U.S. Senate,D,Jay Rockefeller,Mason,"2,985",
2002,primary,U.S. Senate,D,Jay Rockefeller,McDowell,"2,801",
2002,primary,U.S. Senate,D,Jay Rockefeller,Mercer,"5,454",
2002,primary,U.S. Senate,D,Jay Rockefeller,Mineral,"1,524",
2002,primary,U.S. Senate,D,Jay Rockefeller,Mingo,"7,169",
2002,primary,U.S. Senate,D,Jay Rockefeller,Monongalia,"7,605",
2002,primary,U.S. Senate,D,Jay Rockefeller,Monroe,"1,822",
2002,primary,U.S. Senate,D,Jay Rockefeller,Morgan,827,
2002,primary,U.S. Senate,D,Jay Rockefeller,Nicholas,"3,347",
2002,primary,U.S. Senate,D,Jay Rockefeller,Ohio,"2,677",
2002,primary,U.S. Senate,D,Jay Rockefeller,Pendleton,"1,247",
2002,primary,U.S. Senate,D,Jay Rockefeller,Pleasants,962,
2002,primary,U.S. Senate,D,Jay Rockefeller,Pocahontas,"1,105",
2002,primary,U.S. Senate,D,Jay Rockefeller,Preston,"2,571",
2002,primary,U.S. Senate,D,Jay Rockefeller,Putnam,"4,835",
2002,primary,U.S. Senate,D,Jay Rockefeller,Raleigh,"7,839",
2002,primary,U.S. Senate,D,Jay Rockefeller,Randolph,"4,021",
2002,primary,U.S. Senate,D,Jay Rockefeller,Ritchie,679,
2002,primary,U.S. Senate,D,Jay Rockefeller,Roane,"1,741",
2002,primary,U.S. Senate,D,Jay Rockefeller,Summers,"2,298",
