year,election,office,party,district,candidate,county,votes,winner
2000,primary,State Senate,D,15,Dave Rao,Mineral,176,
2000,primary,State Senate,D,15,Dave Rao,Pendleton,156,
2000,primary,State Senate,D,15,Dave Rao,Pocahontas,374,
2000,primary,State Senate,D,15,Dave Rao,Randolph,1432,
2000,primary,State Senate,D,15,Dave Rao,Upshur,616,
2000,primary,State Senate,D,15,Mike Ross,Totals,11134,1
2000,primary,State Senate,D,15,Mike Ross,Grant,115,
2000,primary,State Senate,D,15,Mike Ross,Hampshire,1622,
2000,primary,State Senate,D,15,Mike Ross,Hardy,1665,
2000,primary,State Senate,D,15,Mike Ross,Mineral,211,
2000,primary,State Senate,D,15,Mike Ross,Pendleton,1143,
2000,primary,State Senate,D,15,Mike Ross,Pocahontas,1190,
2000,primary,State Senate,D,15,Mike Ross,Randolph,3933,
2000,primary,State Senate,D,15,Mike Ross,Upshur,1255,
2000,primary,State Senate,D,16,Herb Snyder,Totals,8247,1
2000,primary,State Senate,D,16,Herb Snyder,Berkeley,4251,
2000,primary,State Senate,D,16,Herb Snyder,Jefferson,3127,
2000,primary,State Senate,D,16,Herb Snyder,Morgan,869,
2000,primary,State Senate,D,17,Larry Rowe,Totals,23294,1
2000,primary,State Senate,D,17,Larry Rowe,Kanawha,23294,
2000,primary,State Senate,R,17,"Charles ""Buddy"" Lewis",Totals,9383,1
2000,primary,State Senate,R,17,"Charles ""Buddy"" Lewis",Kanawha,9383,
