year,election,office,party,district,candidate,county,votes,winner
2000,general,State Treasurer,D,,John D. Perdue,Totals,468870,1
2000,general,State Treasurer,D,,John D. Perdue,Barbour,4259,
2000,general,State Treasurer,D,,John D. Perdue,Berkeley,16221,
2000,general,State Treasurer,D,,John D. Perdue,Boone,7729,
2000,general,State Treasurer,D,,John D. Perdue,Braxton,3685,
2000,general,State Treasurer,D,,John D. Perdue,Brooke,7587,
2000,general,State Treasurer,D,,John D. Perdue,Cabell,21505,
2000,general,State Treasurer,D,,John D. Perdue,Calhoun,1931,
2000,general,State Treasurer,D,,John D. Perdue,Clay,2834,
2000,general,State Treasurer,D,,John D. Perdue,Doddridge,1898,
2000,general,State Treasurer,D,,John D. Perdue,Fayette,11898,
2000,general,State Treasurer,D,,John D. Perdue,Gilmer,2099,
2000,general,State Treasurer,D,,John D. Perdue,Grant,1970,
2000,general,State Treasurer,D,,John D. Perdue,Greenbrier,9463,
2000,general,State Treasurer,D,,John D. Perdue,Hampshire,4170,
2000,general,State Treasurer,D,,John D. Perdue,Hancock,8295,
2000,general,State Treasurer,D,,John D. Perdue,Hardy,2948,
2000,general,State Treasurer,D,,John D. Perdue,Harrison,21107,
2000,general,State Treasurer,D,,John D. Perdue,Jackson,8651,
2000,general,State Treasurer,D,,John D. Perdue,Jefferson,10243,
2000,general,State Treasurer,D,,John D. Perdue,Kanawha,54017,
2000,general,State Treasurer,D,,John D. Perdue,Lewis,4864,
2000,general,State Treasurer,D,,John D. Perdue,Lincoln,5612,
2000,general,State Treasurer,D,,John D. Perdue,Logan,9692,
2000,general,State Treasurer,D,,John D. Perdue,Marion,17569,
2000,general,State Treasurer,D,,John D. Perdue,Marshall,10260,
2000,general,State Treasurer,D,,John D. Perdue,Mason,8839,
2000,general,State Treasurer,D,,John D. Perdue,McDowell,5806,
2000,general,State Treasurer,D,,John D. Perdue,Mercer,13946,
2000,general,State Treasurer,D,,John D. Perdue,Mineral,7123,
2000,general,State Treasurer,D,,John D. Perdue,Mingo,7572,
2000,general,State Treasurer,D,,John D. Perdue,Monongalia,20148,
2000,general,State Treasurer,D,,John D. Perdue,Monroe,3692,
2000,general,State Treasurer,D,,John D. Perdue,Morgan,2576,
2000,general,State Treasurer,D,,John D. Perdue,Nicholas,6607,
2000,general,State Treasurer,D,,John D. Perdue,Ohio,13400,
2000,general,State Treasurer,D,,John D. Perdue,Pendleton,1885,
2000,general,State Treasurer,D,,John D. Perdue,Pleasants,2407,
2000,general,State Treasurer,D,,John D. Perdue,Pocahontas,2619,
2000,general,State Treasurer,D,,John D. Perdue,Preston,7514,
2000,general,State Treasurer,D,,John D. Perdue,Putnam,14590,
2000,general,State Treasurer,D,,John D. Perdue,Raleigh,18202,
2000,general,State Treasurer,D,,John D. Perdue,Randolph,7142,
2000,general,State Treasurer,D,,John D. Perdue,Ritchie,2572,
2000,general,State Treasurer,D,,John D. Perdue,Roane,4115,
2000,general,State Treasurer,D,,John D. Perdue,Summers,3536,
2000,general,State Treasurer,D,,John D. Perdue,Taylor,4399,
2000,general,State Treasurer,D,,John D. Perdue,Tucker,2452,
2000,general,State Treasurer,D,,John D. Perdue,Tyler,2876,
2000,general,State Treasurer,D,,John D. Perdue,Upshur,6024,
2000,general,State Treasurer,D,,John D. Perdue,Wayne,8973,
2000,general,State Treasurer,D,,John D. Perdue,Webster,2662,
2000,general,State Treasurer,D,,John D. Perdue,Wetzel,4918,
2000,general,State Treasurer,D,,John D. Perdue,Wirt,1651,
2000,general,State Treasurer,D,,John D. Perdue,Wood,24699,
2000,general,State Treasurer,D,,John D. Perdue,Wyoming,5418,
