year,election,office,party,district,candidate,county,votes,winner
2004,primary,Auditor,D,,"Glen B. Gainer, III",Totals,215288,TRUE
2004,primary,Auditor,D,,"Glen B. Gainer, III",Barbour,2069,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Berkeley,4049,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Boone,5270,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Braxton,2643,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Brooke,4133,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Cabell,7744,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Calhoun,1157,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Clay,1966,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Doddridge,507,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Fayette,6393,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Gilmer,1433,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Grant,282,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Greenbrier,4763,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Hampshire,1908,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Hancock,4526,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Hardy,1506,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Harrison,10940,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Jackson,3276,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Jefferson,3652,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Kanawha,22618,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Lewis,2232,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Lincoln,3676,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Logan,4718,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Marion,9989,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Marshall,4999,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Mason,3657,
2004,primary,Auditor,D,,"Glen B. Gainer, III",McDowell,3741,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Mercer,6949,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Mineral,2342,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Mingo,5118,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Monongalia,7730,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Monroe,1723,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Morgan,703,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Nicholas,3907,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Ohio,5530,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Pendleton,1190,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Pleasants,1148,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Pocahontas,1315,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Preston,2556,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Putnam,5734,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Raleigh,8082,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Randolph,4463,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Ritchie,645,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Roane,1696,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Summers,2057,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Taylor,2245,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Tucker,1250,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Tyler,856,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Upshur,1910,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Wayne,4785,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Webster,2195,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Wetzel,3247,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Wirt,893,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Wood,7742,
2004,primary,Auditor,D,,"Glen B. Gainer, III",Wyoming,3430,
2004,primary,Auditor,R,,Lisa Thornburg,Totals,89208,
2004,primary,Auditor,R,,Lisa Thornburg,Barbour,1055,
2004,primary,Auditor,R,,Lisa Thornburg,Berkeley,3619,
2004,primary,Auditor,R,,Lisa Thornburg,Boone,429,
2004,primary,Auditor,R,,Lisa Thornburg,Braxton,390,
2004,primary,Auditor,R,,Lisa Thornburg,Brooke,887,
2004,primary,Auditor,R,,Lisa Thornburg,Cabell,5560,
2004,primary,Auditor,R,,Lisa Thornburg,Calhoun,290,
2004,primary,Auditor,R,,Lisa Thornburg,Clay,371,
2004,primary,Auditor,R,,Lisa Thornburg,Doddridge,1126,
2004,primary,Auditor,R,,Lisa Thornburg,Fayette,1106,
2004,primary,Auditor,R,,Lisa Thornburg,Gilmer,255,
2004,primary,Auditor,R,,Lisa Thornburg,Grant,1474,
